Date,CL,NG,HO,
20130913,0,0,0,409498.0
20130916,0,0,0,409498.0
20130917,0,0,0,409498.0
20130918,0,0,0,409498.0
20130919,0,0,0,409498.0
20130920,0,0,0,409498.0
20130923,0,0,0,409498.0
20130924,0,0,0,409498.0
20130925,0,0,0,409498.0
20130926,0,0,0,409498.0
20130927,0,0,0,409498.0
20130930,0,0,0,409498.0
20131001,0,0,0,409498.0
20131002,0,0,0,409498.0
20131003,0,0,0,409498.0
20131004,0,0,0,409498.0
20131007,0,0,0,409498.0
20131008,0,0,0,409498.0
20131009,0,0,0,409498.0
20131010,0,0,0,409498.0
20131011,0,0,0,409498.0
20131014,0,0,0,409498.0
20131015,0,0,0,409498.0
20131016,0,0,0,409498.0
20131017,0,0,0,409498.0
20131018,0,0,0,409498.0
20131021,0,0,0,409498.0
20131022,1,0,0,410561.0
20131023,1,0,0,412001.0
20131024,1,0,1,412572.0
20131025,1,0,1,411437.0
20131028,1,0,1,408309.0
20131029,1,0,1,408802.0
20131030,1,0,1,409678.0
20131031,1,0,1,411029.0
20131101,1,0,1,415811.0
20131104,1,1,1,416375.0
20131105,1,1,1,417835.0
20131106,1,1,1,415854.0
20131107,1,1,1,417521.0
20131108,1,1,1,415347.0
20131111,1,1,1,413842.0
20131112,1,1,1,417113.0
20131113,1,0,1,413964.0
20131114,1,0,0,413516.0
20131115,1,0,0,413436.0
20131118,1,0,0,414246.0
20131119,1,0,0,414036.0
20131120,1,0,0,414076.0
20131121,0,0,0,413177.0
20131122,0,0,0,413177.0
20131125,0,0,0,413177.0
20131126,0,0,0,413177.0
20131127,1,0,0,412861.0
20131129,1,0,0,412441.0
20131202,1,0,0,411341.0
20131203,0,1,0,408344.0
20131204,0,1,0,408184.0
20131205,0,1,0,409904.0
20131206,0,1,0,409724.0
20131209,0,1,0,410904.0
20131210,0,1,0,410954.0
20131211,0,1,0,411954.0
20131212,0,1,0,412674.0
20131213,0,1,0,412094.0
20131216,0,1,0,411374.0
20131217,0,1,0,411454.0
20131218,0,1,0,411094.0
20131219,0,1,0,413184.0
20131220,0,1,0,412764.0
20131223,0,1,0,413214.0
20131224,0,1,0,412744.0
20131226,0,0,0,412277.0
20131227,0,1,1,410623.0
20131230,0,1,1,409701.0
20131231,0,1,1,408114.0
20140102,0,1,1,405727.0
20140103,0,1,0,404909.0
20140106,0,1,0,404929.0
20140107,0,1,0,404859.0
20140108,0,1,0,404029.0
20140109,0,0,0,403224.0
20140110,0,0,0,403224.0
20140113,0,0,0,403224.0
20140114,0,0,0,403224.0
20140115,0,0,0,403224.0
20140116,0,0,0,403224.0
20140117,0,0,0,403224.0
20140121,0,0,1,400339.0
20140122,0,1,1,402342.0
20140123,0,1,1,404373.0
20140124,0,1,1,411451.0
20140127,0,1,1,406211.0
20140128,0,1,1,410116.0
20140129,0,1,1,417867.0
20140130,0,1,1,413625.0
20140131,0,1,1,411669.0
20140203,0,1,1,411725.0
20140204,0,1,1,415392.0
20140205,0,1,1,412526.0
20140206,0,1,1,411465.0
20140207,0,0,1,413383.0
20140210,0,0,1,411191.0
20140211,0,0,1,412451.0
20140212,0,0,1,411795.0
20140213,0,1,1,413854.0
20140214,0,1,1,415759.0
20140218,1,1,1,421264.0
20140219,1,1,1,429879.0
20140220,1,1,1,430236.0
20140221,1,1,1,427099.0
20140224,1,1,0,420513.0
20140225,1,1,1,419977.0
20140226,1,1,1,420237.0
20140227,1,1,1,418461.0
20140228,1,1,1,419993.0
20140303,1,1,1,423849.0
20140304,1,1,1,422337.0
20140305,1,1,1,416980.0
20140306,0,0,1,415107.0
20140307,0,0,1,416329.0
20140310,0,0,1,414452.0
20140311,0,0,0,413796.0
20140312,0,0,0,413796.0
20140313,0,0,0,413796.0
20140314,0,0,0,413796.0
20140317,0,0,0,413796.0
20140318,0,0,0,413796.0
20140319,0,0,0,413796.0
20140320,0,0,0,413796.0
20140321,0,0,0,413796.0
20140324,0,0,0,413796.0
20140325,0,0,0,413796.0
20140326,0,0,0,413796.0
20140327,0,0,0,413796.0
20140328,0,0,0,413796.0
20140331,0,0,0,413796.0
20140401,0,0,0,413796.0
20140402,0,0,0,413796.0
20140403,0,0,0,413796.0
20140404,0,0,0,413796.0
20140407,0,0,0,413796.0
20140408,0,0,0,413796.0
20140409,0,0,0,413796.0
20140410,0,0,0,413796.0
20140411,0,0,0,413796.0
20140414,0,0,0,413796.0
20140415,0,0,0,413796.0
20140416,0,0,0,413796.0
20140417,0,0,0,413796.0
20140421,0,0,0,413796.0
20140422,0,0,0,413796.0
20140423,0,0,0,413796.0
20140424,0,0,0,413796.0
20140425,0,0,0,413796.0
20140428,0,0,0,413796.0
20140429,0,0,0,413796.0
20140430,0,0,0,413796.0
20140501,0,0,0,413796.0
20140502,0,0,0,413796.0
20140505,0,0,0,413796.0
20140506,0,0,0,413796.0
20140507,0,0,0,413796.0
20140508,0,0,0,413796.0
20140509,0,0,0,413796.0
20140512,0,0,0,413796.0
20140513,0,0,0,413796.0
20140514,0,0,0,413796.0
20140515,0,0,0,413796.0
20140516,0,0,0,413796.0
20140519,0,0,0,413796.0
20140520,0,0,0,413796.0
20140521,1,0,0,413859.0
20140522,1,0,0,413529.0
20140523,1,0,0,414139.0
20140527,1,0,0,413899.0
20140528,1,0,0,412509.0
20140529,1,0,0,413369.0
20140530,1,0,0,412499.0
20140602,1,0,0,412259.0
20140603,1,0,0,412449.0
20140604,1,0,1,412614.0
20140605,1,0,1,411127.0
20140606,1,0,1,411664.0
20140609,1,0,1,412574.0
20140610,1,0,1,412812.0
20140611,1,0,1,412014.0
20140612,1,0,0,413555.0
20140613,1,0,0,413935.0
20140616,1,0,0,413925.0
20140617,1,0,0,413385.0
20140618,1,0,1,413456.0
20140619,1,0,1,414433.0
20140620,1,0,1,415163.0
20140623,1,0,1,413721.0
20140624,1,0,1,413959.0
20140625,1,0,1,413934.0
20140626,0,0,1,412182.0
20140627,0,0,1,411548.0
20140630,0,0,1,410363.0
20140701,0,0,0,410196.0
20140702,0,0,0,410196.0
20140703,0,0,0,410196.0
20140707,0,1,0,410918.0
20140708,0,1,0,411128.0
20140709,0,1,0,411468.0
20140710,0,1,0,411968.0
20140711,0,1,0,411708.0
20140714,0,1,0,411698.0
20140715,0,1,1,411606.0
20140716,0,1,1,411289.0
20140717,0,1,1,412880.0
20140718,0,1,1,413498.0
20140721,0,1,1,413947.0
20140722,0,1,1,414910.0
20140723,0,1,1,414120.0
20140724,0,1,1,413459.0
20140725,0,1,1,412237.0
20140728,0,1,1,413625.0
20140729,0,1,1,412245.0
20140730,0,1,1,413314.0
20140731,0,0,1,412987.0
20140801,0,1,1,414297.0
20140804,0,1,1,413722.0
20140805,0,1,1,414113.0
20140806,0,1,1,412527.0
20140807,0,1,1,412273.0
20140808,0,1,0,410786.0
20140811,0,1,0,410756.0
20140812,0,0,0,410195.0
20140813,0,0,0,410195.0
20140814,1,0,1,410461.0
20140815,1,0,1,407494.0
20140818,1,0,1,410828.0
20140819,1,0,1,411252.0
20140820,1,0,1,410297.0
20140821,1,0,1,409295.0
20140822,1,0,1,410008.0
20140825,1,0,1,409930.0
20140826,1,0,1,409114.0
20140827,1,0,1,408409.0
20140828,1,0,1,408277.0
20140829,1,0,1,406518.0
20140902,1,0,1,412261.0
20140903,1,0,1,406699.0
20140904,1,0,1,409028.0
20140905,1,0,1,410906.0
20140908,1,0,1,411948.0
20140909,1,0,1,412609.0
20140910,1,0,1,415294.0
20140911,1,0,1,414016.0
20140912,1,0,1,415231.0
20140915,1,0,1,414619.0
20140916,0,0,1,413416.0
20140917,0,0,1,413886.0
20140918,0,0,1,415264.0
20140919,0,0,1,415083.0
20140922,0,0,1,416322.0
20140923,0,0,1,416486.0
20140924,0,0,1,416246.0
20140925,0,0,1,415957.0
20140926,0,0,0,415440.0
20140929,0,0,1,414420.0
20140930,0,0,1,416843.0
20141001,0,0,1,416629.0
20141002,1,0,1,414757.0
20141003,1,0,1,416939.0
20141006,1,0,1,416129.0
20141007,1,0,1,418207.0
20141008,1,0,1,421066.0
20141009,1,0,1,424256.0
20141010,1,0,1,423215.0
20141013,1,0,1,423438.0
20141014,1,0,1,430891.0
20141015,1,0,1,431522.0
20141016,1,0,1,430111.0
20141017,1,0,1,428854.0
20141020,1,0,1,429508.0
20141021,1,1,0,427403.0
20141022,1,1,1,431556.0
20141023,1,1,1,429280.0
20141024,1,1,1,431069.0
20141027,1,1,1,431976.0
20141028,1,1,1,429868.0
20141029,0,1,1,426967.0
20141030,1,1,1,427279.0
20141031,1,0,1,427101.0
20141103,1,0,1,429743.0
20141104,1,0,1,433316.0
20141105,1,1,1,431264.0
20141106,1,1,1,433294.0
20141107,1,1,1,430920.0
20141110,1,1,0,429499.0
20141111,1,1,0,428879.0
20141112,1,1,0,429019.0
20141113,1,0,1,430771.0
20141114,1,0,1,426893.0
20141117,1,1,1,427927.0
20141118,1,1,1,428926.0
20141119,1,1,1,431273.0
20141120,1,1,1,430221.0
20141121,0,1,1,425275.0
20141124,0,1,1,424523.0
20141125,0,1,1,425542.0
20141126,0,1,1,424991.0
20141128,1,1,1,436014.0
20141201,1,0,1,429833.0
20141202,1,0,1,434389.0
20141203,1,1,1,435068.0
20141204,1,1,1,437858.0
20141205,1,1,1,437713.0
20141208,1,1,1,444795.0
20141209,1,1,1,442233.0
20141210,1,1,1,446152.0
20141211,1,1,1,447232.0
20141212,1,1,1,449669.0
20141215,1,1,1,452930.0
20141216,1,1,1,455661.0
20141217,1,1,1,452264.0
20141218,1,1,1,458226.0
20141219,1,1,1,456249.0
20141222,1,1,1,461772.0
20141223,1,1,1,457992.0
20141224,1,1,1,463080.0
20141226,1,1,1,465659.0
20141229,1,1,1,468744.0
20141230,1,1,1,467289.0
20141231,1,1,1,470525.0
20150102,0,1,0,466167.0
20150105,1,1,1,470374.0
20150106,1,1,1,472890.0
20150107,1,1,1,473945.0
20150108,1,1,1,472779.0
20150109,1,1,1,473355.0
20150112,1,1,1,479208.0
20150113,1,0,1,478689.0
20150114,1,0,1,475166.0
20150115,1,0,1,478736.0
20150116,1,0,1,474559.0
20150120,1,1,1,478780.0
20150121,1,1,1,475209.0
20150122,1,1,1,478426.0
20150123,1,1,1,477266.0
20150126,1,1,1,479046.0
20150127,1,1,1,476150.0
20150128,1,1,1,480162.0
20150129,1,1,1,481505.0
20150130,0,1,0,477501.0
20150202,0,1,0,477611.0
20150203,0,1,0,476871.0
20150204,0,1,0,477791.0
20150205,0,1,0,478411.0
20150206,0,1,0,478621.0
20150209,0,1,0,478441.0
20150210,0,1,0,477641.0
20150211,0,1,0,476441.0
20150212,0,0,0,475791.0
20150213,0,0,0,475791.0
20150217,0,0,0,475791.0
20150218,0,0,0,475791.0
20150219,0,0,0,475791.0
20150220,0,0,0,475791.0
20150223,0,0,0,475791.0
20150224,0,0,0,475791.0
20150225,0,0,0,475791.0
20150226,0,0,0,475791.0
20150227,0,0,0,475791.0
20150302,0,0,0,475791.0
20150303,0,0,0,475791.0
20150304,0,0,0,475791.0
20150305,0,0,0,475791.0
20150306,0,0,0,475791.0
20150309,0,0,0,475791.0
20150310,0,0,0,475791.0
20150311,0,0,0,475791.0
20150312,0,0,0,475791.0
20150313,0,0,0,475791.0
20150316,0,0,0,475791.0
20150317,0,0,0,475791.0
20150318,0,0,0,475791.0
20150319,0,0,0,475791.0
20150320,0,0,0,475791.0
20150323,0,0,0,475791.0
20150324,0,0,0,475791.0
20150325,0,0,0,475791.0
20150326,0,0,0,475791.0
20150327,0,0,0,475791.0
20150330,0,0,0,475791.0
20150331,0,0,0,475791.0
20150401,0,0,0,475791.0
20150402,0,0,0,475791.0
20150406,0,0,0,475791.0
20150407,0,0,0,475791.0
20150408,0,0,0,475791.0
20150409,0,0,0,475791.0
20150410,0,0,0,475791.0
20150413,0,0,0,475791.0
20150414,0,0,0,475791.0
20150415,0,0,0,475791.0
20150416,0,0,0,475791.0
20150417,0,0,0,475791.0
20150420,0,0,0,475791.0
20150421,0,0,0,475791.0
20150422,0,0,0,475791.0
20150423,0,0,0,475791.0
20150424,0,0,0,475791.0
20150427,0,1,0,475730.0
20150428,0,1,0,475500.0
20150429,1,1,0,474526.0
20150430,1,0,0,474709.0
20150501,1,0,0,474229.0
20150504,1,0,0,474009.0
20150505,1,0,0,475479.0
20150506,1,0,0,476009.0
20150507,1,0,0,474019.0
20150508,1,0,0,474469.0
20150511,1,0,0,474329.0
20150512,1,0,0,475829.0
20150513,1,0,0,475579.0
20150514,1,0,0,474959.0
20150515,1,0,0,474659.0
20150518,1,1,0,474058.0
20150519,0,1,0,472890.0
20150520,0,1,0,472560.0
20150521,0,1,0,472900.0
20150522,0,1,0,472280.0
20150526,0,0,0,471424.0
20150527,0,0,0,471424.0
20150528,0,0,0,471424.0
20150529,0,0,0,471424.0
20150601,0,0,0,471424.0
20150602,0,0,0,471424.0
20150603,0,0,0,471424.0
20150604,0,0,0,471424.0
20150605,0,0,0,471424.0
20150608,0,0,0,471424.0
20150609,0,0,0,471424.0
20150610,0,0,0,471424.0
20150611,0,0,0,471424.0
20150612,0,0,0,471424.0
20150615,0,0,0,471424.0
20150616,0,0,0,471424.0
20150617,0,0,0,471424.0
20150618,0,0,0,471424.0
20150619,0,0,0,471424.0
20150622,0,0,0,471424.0
20150623,0,0,0,471424.0
20150624,0,0,0,471424.0
20150625,0,0,0,471424.0
20150626,0,0,0,471424.0
20150629,0,0,0,471424.0
20150630,0,0,0,471424.0
20150701,0,0,0,471424.0
20150702,0,0,0,471424.0
20150706,0,0,0,471424.0
20150707,0,0,1,470211.0
20150708,0,0,1,470047.0
20150709,0,0,1,469174.0
20150710,0,0,1,469010.0
20150713,0,0,1,469900.0
20150714,0,0,1,469623.0
20150715,0,0,1,471975.0
20150716,0,0,1,472105.0
20150717,1,0,1,471975.0
20150720,1,0,1,472985.0
20150721,1,0,1,471725.0
20150722,1,0,1,473676.0
20150723,1,0,1,475134.0
20150724,1,0,1,476469.0
20150727,1,0,1,478672.0
20150728,1,0,1,477713.0
20150729,1,0,1,477159.0
20150730,1,0,1,477345.0
20150731,1,0,1,479543.0
20150803,1,0,1,483946.0
20150804,1,0,1,482662.0
20150805,1,0,1,483630.0
20150806,1,0,1,483641.0
20150807,1,0,1,484696.0
20150810,1,0,0,481820.0
20150811,1,0,1,482892.0
20150812,1,0,1,481664.0
20150813,1,0,1,483498.0
20150814,1,0,1,483682.0
20150817,1,0,1,484442.0
20150818,1,0,1,483573.0
20150819,1,0,1,487128.0
20150820,1,0,1,488019.0
20150821,1,0,1,490283.0
20150824,1,1,1,495183.0
20150825,1,1,1,493667.0
20150826,1,1,1,494887.0
20150827,0,1,1,489022.0
20150828,0,1,0,486920.0
20150831,0,1,0,487180.0
20150901,0,1,0,487050.0
20150902,0,1,0,487590.0
20150903,0,1,0,486820.0
20150904,0,1,0,487520.0
20150908,0,1,0,486970.0
20150909,0,1,0,487560.0
20150910,0,1,0,487240.0
20150911,0,1,0,487140.0
20150914,0,1,0,486490.0
20150915,0,0,0,486208.0
20150916,0,0,0,486208.0
20150917,0,1,0,485822.0
20150918,0,1,0,486292.0
20150921,0,1,0,486612.0
20150922,0,1,0,486572.0
20150923,0,1,0,486652.0
20150924,0,1,0,486432.0
20150925,0,1,0,486862.0
20150928,0,1,0,486472.0
20150929,0,1,0,487312.0
20150930,0,1,0,487932.0
20151001,0,1,0,488842.0
20151002,0,1,0,488662.0
20151005,0,1,0,488672.0
20151006,0,1,0,488472.0
20151007,0,1,0,488432.0
20151008,0,1,0,488192.0
20151009,0,1,0,488152.0
20151012,0,0,0,487892.0
20151013,0,1,0,487952.0
20151014,0,1,0,487752.0
20151015,0,1,0,488402.0
20151016,0,1,0,488632.0
20151019,0,1,0,488512.0
20151020,0,1,0,488172.0
20151021,0,1,0,488892.0
20151022,0,1,0,489072.0
20151023,0,1,0,490072.0
20151026,0,1,0,492312.0
20151027,0,1,0,492222.0
20151028,0,1,0,492852.0
20151029,0,1,0,493262.0
20151030,0,1,0,492622.0
20151102,0,1,0,493272.0
20151103,0,1,0,493302.0
20151104,0,1,0,493212.0
20151105,0,0,0,492445.0
20151106,0,1,0,492375.0
20151109,0,1,0,493085.0
20151110,0,1,0,492885.0
20151111,0,1,0,493455.0
20151112,0,1,1,494045.0
20151113,1,1,1,494472.0
20151116,1,1,1,493072.0
20151117,1,1,1,494546.0
20151118,1,1,1,494489.0
20151119,1,1,1,495791.0
20151120,1,1,1,496942.0
20151123,1,1,1,496316.0
20151124,1,1,1,494199.0
20151125,1,1,1,494153.0
20151127,1,1,1,498407.0
20151130,1,1,1,499240.0
20151201,1,1,1,498459.0
20151202,1,1,1,503721.0
20151203,1,1,1,500166.0
20151204,1,1,1,501906.0
20151207,1,1,1,508054.0
20151208,1,1,1,509020.0
20151209,1,1,1,510303.0
20151210,1,1,1,511753.0
20151211,1,1,1,516482.0
20151214,1,1,1,517503.0
20151215,1,1,1,516385.0
20151216,1,1,1,519984.0
20151217,1,1,1,521104.0
20151218,1,1,1,521119.0
20151221,1,0,1,520626.0
20151222,1,0,1,520833.0
20151223,0,0,0,518438.0
20151224,0,0,1,519694.0
20151228,0,0,1,520135.0
20151229,0,0,1,518492.0
20151230,0,0,1,520496.0
20151231,0,0,1,519954.0
20160104,0,0,1,519849.0
20160105,0,0,1,519895.0
20160106,1,0,1,522504.0
20160107,1,0,1,523838.0
20160108,1,0,1,524515.0
20160111,1,0,1,527827.0
20160112,1,0,1,529839.0
20160113,1,0,1,530668.0
20160114,1,0,1,529469.0
20160115,1,0,1,533202.0
20160119,1,0,1,535098.0
20160120,1,0,1,538124.0
20160121,1,0,1,535608.0
20160122,1,0,0,530491.0
20160125,1,0,0,532341.0
20160126,1,0,0,531231.0
20160127,0,0,0,530221.0
20160128,0,0,0,530221.0
20160129,0,0,0,530221.0
20160201,0,0,0,530221.0
20160202,0,0,0,530221.0
20160203,0,0,0,530221.0
20160204,0,0,0,530221.0
20160205,0,0,0,530221.0
20160208,0,0,0,530221.0
20160209,0,0,0,530221.0
20160210,0,0,0,530221.0
20160211,0,0,0,530221.0
20160212,0,0,0,530221.0
20160216,0,0,0,530221.0
20160217,0,0,0,530221.0
20160218,0,0,0,530221.0
20160219,0,1,0,530189.0
20160222,0,1,0,530019.0
20160223,0,1,0,530409.0
20160224,0,1,0,530359.0
20160225,0,1,0,530849.0
20160226,0,1,0,530789.0
20160229,0,1,0,531589.0
20160301,0,1,0,531279.0
20160302,0,1,0,531919.0
20160303,0,1,0,532309.0
20160304,0,1,0,532039.0
20160307,0,1,0,531799.0
20160308,0,1,0,531579.0
20160309,0,0,0,531184.0
20160310,0,0,0,531184.0
20160311,0,0,0,531184.0
20160314,0,0,0,531184.0
20160315,0,0,0,531184.0
20160316,0,0,0,531184.0
20160317,0,0,0,531184.0
20160318,0,0,0,531184.0
20160321,0,0,0,531184.0
20160322,0,0,0,531184.0
20160323,0,0,0,531184.0
20160324,0,0,0,531184.0
20160328,0,0,0,531184.0
20160329,0,0,0,531184.0
20160330,0,0,0,531184.0
20160331,0,0,0,531184.0
20160401,0,0,0,531184.0
20160404,0,0,0,531184.0
20160405,0,0,0,531184.0
20160406,0,0,0,531184.0
20160407,0,0,0,531184.0
20160408,0,0,0,531184.0
20160411,0,0,0,531184.0
20160412,0,0,0,531184.0
20160413,0,0,0,531184.0
20160414,0,0,0,531184.0
20160415,0,0,0,531184.0
20160418,0,0,0,531184.0
20160419,0,0,0,531184.0
20160420,0,0,1,532252.0
20160421,0,0,1,530892.0
20160422,0,0,1,531274.0
20160425,0,0,1,530493.0
20160426,0,0,1,532265.0
20160427,1,0,1,534543.0
20160428,1,0,1,536264.0
20160429,1,0,1,535243.0
20160502,1,0,1,532822.0
20160503,1,0,1,530763.0
20160504,1,0,1,530675.0
20160505,1,0,1,531236.0
20160506,1,0,1,531937.0
20160509,1,0,0,529298.0
20160510,1,0,0,530518.0
20160511,1,0,0,532088.0
20160512,1,0,0,532558.0
20160513,1,0,0,532068.0
20160516,1,0,1,534331.0
20160517,1,0,1,536067.0
20160518,1,0,1,536517.0
20160519,1,0,1,536226.0
20160520,1,0,1,536437.0
20160523,1,0,1,535582.0
20160524,1,0,1,536592.0
20160525,1,0,1,538540.0
20160526,1,0,1,537981.0
20160527,1,0,1,537525.0
20160531,1,0,1,537110.0
20160601,0,0,1,536830.0
20160602,0,0,1,537246.0
20160603,0,1,1,535946.0
20160606,0,1,1,537256.0
20160607,0,1,1,538949.0
20160608,0,1,1,540107.0
20160609,0,1,1,540787.0
20160610,0,1,1,538698.0
20160613,0,1,0,538382.0
20160614,0,1,0,538572.0
20160615,0,1,0,538482.0
20160616,0,1,0,538332.0
20160617,0,1,0,538762.0
20160620,0,1,0,540002.0
20160621,0,1,0,540212.0
20160622,0,1,0,539302.0
20160623,0,1,0,539512.0
20160624,0,1,0,539152.0
20160627,0,1,0,539622.0
20160628,0,1,0,541112.0
20160629,0,1,0,540842.0
20160630,0,1,0,541452.0
20160701,0,1,0,542082.0
20160705,0,0,0,540613.0
20160706,0,0,0,540613.0
20160707,0,1,0,540170.0
20160708,0,1,0,540410.0
20160711,0,1,0,539420.0
20160712,0,1,0,539740.0
20160713,0,1,0,539770.0
20160714,0,1,0,539670.0
20160715,0,1,0,539960.0
20160718,0,1,0,539620.0
20160719,0,1,0,539680.0
20160720,0,1,0,538980.0
20160721,0,1,0,539320.0
20160722,0,1,0,540170.0
20160725,0,1,0,539870.0
20160726,0,1,0,539520.0
20160727,0,1,0,539350.0
20160728,1,1,0,541860.0
20160729,1,1,0,541430.0
20160801,1,1,1,541693.0
20160802,1,1,1,541816.0
20160803,1,1,1,540359.0
20160804,1,1,1,537597.0
20160805,1,1,1,537480.0
20160808,0,0,1,534685.0
20160809,0,0,1,535227.0
20160810,0,0,1,535744.0
20160811,0,0,0,534040.0
20160812,0,0,0,534040.0
20160815,0,0,0,534040.0
20160816,0,0,0,534040.0
20160817,0,0,0,534040.0
20160818,0,0,0,534040.0
20160819,0,0,0,534040.0
20160822,0,0,0,534040.0
20160823,0,0,0,534040.0
20160824,0,0,0,534040.0
20160825,0,0,0,534040.0
20160826,0,0,0,534040.0
20160829,0,0,0,534040.0
20160830,0,0,0,534040.0
20160831,0,0,0,534040.0
20160901,0,0,0,534040.0
20160902,0,0,0,534040.0
20160906,0,0,0,534040.0
20160907,0,0,0,534040.0
20160908,0,0,0,534040.0
20160909,0,0,0,534040.0
20160912,0,0,0,534040.0
20160913,0,0,0,534040.0
20160914,0,0,0,534040.0
20160915,0,0,0,534040.0
20160916,0,0,0,534040.0
20160919,0,0,0,534040.0
20160920,0,1,0,534068.0
20160921,0,1,0,534168.0
20160922,0,1,0,533498.0
20160923,0,1,0,533148.0
20160926,0,1,0,533568.0
20160927,0,1,0,533518.0
20160928,0,1,0,533038.0
20160929,0,1,0,532608.0
20160930,0,1,0,532078.0
20161003,0,0,0,531888.0
20161004,0,0,0,531888.0
20161005,0,0,0,531888.0
20161006,0,0,0,531888.0
20161007,0,1,0,532842.0
20161010,0,1,1,533395.0
20161011,0,1,1,532053.0
20161012,0,1,1,530922.0
20161013,0,1,1,532770.0
20161014,0,1,1,531693.0
20161017,0,1,1,530813.0
20161018,0,1,1,531528.0
20161019,0,1,1,531408.0
20161020,0,1,1,529930.0
20161021,0,0,1,529782.0
20161024,0,0,1,530026.0
20161025,0,0,1,529325.0
20161026,0,0,1,528821.0
20161027,0,0,1,529619.0
20161028,0,0,1,528392.0
20161031,0,0,0,527005.0
20161101,0,1,0,527389.0
20161102,0,1,0,528489.0
20161103,0,1,0,528719.0
20161104,0,1,0,528739.0
20161107,0,1,0,528249.0
20161108,0,1,0,530079.0
20161109,0,1,0,529509.0
20161110,0,1,0,530089.0
20161111,0,1,0,530219.0
20161114,0,1,0,528919.0
20161115,0,1,0,529319.0
20161116,0,1,0,528769.0
20161117,0,1,0,529379.0
20161118,0,1,0,527979.0
20161121,0,0,0,527379.0
20161122,0,0,0,527379.0
20161123,0,0,0,527379.0
20161125,0,0,0,527379.0
20161128,0,0,0,527379.0
20161129,0,0,0,527379.0
20161130,0,0,0,527379.0
20161201,0,0,1,527220.0
20161202,0,0,1,527649.0
20161205,0,0,1,527607.0
20161206,0,0,1,526800.0
20161207,0,0,1,525981.0
20161208,0,0,1,526296.0
20161209,0,0,1,526779.0
20161212,1,0,1,527949.0
20161213,1,0,1,528225.0
20161214,1,0,1,524974.0
20161215,1,0,1,524771.0
20161216,1,0,1,527024.0
20161219,1,0,1,526995.0
20161220,1,0,1,527227.0
20161221,1,0,1,525211.0
20161222,1,0,1,526541.0
20161223,1,0,1,526695.0
20161227,1,0,1,529112.0
20161228,1,0,1,529268.0
20161229,1,0,1,529100.0
20161230,1,0,1,529394.0
20170103,1,0,1,525841.0
20170104,1,0,1,527456.0
20170105,1,0,1,528006.0
20170106,1,0,1,528614.0
20170109,1,0,0,525463.0
20170110,0,0,0,524565.0
20170111,0,0,0,524565.0
20170112,0,0,0,524565.0
20170113,0,0,0,524565.0
20170117,0,0,0,524565.0
20170118,0,0,0,524565.0
20170119,0,0,0,524565.0
20170120,0,0,0,524565.0
20170123,0,0,0,524565.0
20170124,0,0,0,524565.0
20170125,0,0,0,524565.0
20170126,0,0,0,524565.0
20170127,0,0,0,524565.0
20170130,0,0,0,524565.0
20170131,0,0,0,524565.0
20170201,0,0,0,524565.0
20170202,0,0,0,524565.0
20170203,0,0,0,524565.0
20170206,0,0,0,524565.0
20170207,0,0,0,524565.0
20170208,0,0,0,524565.0
20170209,0,0,0,524565.0
20170210,0,0,0,524565.0
20170213,0,0,0,524565.0
20170214,0,0,0,524565.0
20170215,0,0,0,524565.0
20170216,0,0,0,524565.0
20170217,0,0,0,524565.0
20170221,0,1,0,525936.0
20170222,0,1,0,524566.0
20170223,0,1,0,526496.0
20170224,0,1,0,524796.0
20170227,0,1,0,525736.0
20170228,0,1,0,524926.0
20170301,0,1,0,524676.0
20170302,0,1,0,524626.0
20170303,0,1,0,524396.0
20170306,0,0,0,523129.0
20170307,0,0,0,523129.0
20170308,0,0,0,523129.0
20170309,0,0,0,523129.0
20170310,1,0,1,523499.0
20170313,1,0,1,523715.0
20170314,1,0,1,524760.0
20170315,1,0,1,522759.0
20170316,1,0,1,523210.0
20170317,1,0,1,522963.0
20170320,1,0,1,523128.0
20170321,1,0,1,524252.0
20170322,1,0,1,524725.0
20170323,1,0,1,525346.0
20170324,1,0,1,524761.0
20170327,1,0,1,524795.0
20170328,1,0,1,523559.0
20170329,1,0,1,521331.0
20170330,0,0,0,520905.0
20170331,0,0,0,520905.0
20170403,0,0,0,520905.0
20170404,0,0,0,520905.0
20170405,0,0,0,520905.0
20170406,0,0,0,520905.0
20170407,0,0,0,520905.0
20170410,0,0,0,520905.0
20170411,0,0,0,520905.0
20170412,0,0,0,520905.0
20170413,0,0,0,520905.0
20170417,0,0,0,520905.0
20170418,0,0,0,520905.0
20170419,0,0,0,520905.0
20170420,0,0,0,520905.0
20170421,0,0,0,520905.0
20170424,0,0,0,520905.0
20170425,0,0,0,520905.0
20170426,0,0,0,520905.0
20170427,0,0,0,520905.0
20170428,0,0,0,520905.0
20170501,0,0,1,520731.0
20170502,1,0,1,521650.0
20170503,1,0,1,521255.0
20170504,1,0,1,526130.0
20170505,1,0,1,524409.0
20170508,1,0,1,523401.0
20170509,1,0,1,524518.0
20170510,1,0,1,521670.0
20170511,1,0,1,520561.0
20170512,1,0,0,520156.0
20170515,0,0,0,519435.0
20170516,0,0,0,519435.0
20170517,0,0,0,519435.0
20170518,0,0,0,519435.0
20170519,0,0,0,519435.0
20170522,0,0,0,519435.0
20170523,0,0,0,519435.0
20170524,0,0,0,519435.0
20170525,0,0,0,519435.0
