Date,Open,High,Low,Close,Vol
20240320,65370,69460,62335,67370,82236
20240321,69275,69855,65975,66940,44038
20240322,67095,68115,64015,65355,45371
20240325,67780,72795,67780,72510,45864
20240326,71595,72990,70700,70820,43076
20240327,71450,73140,69635,69920,17197
20240328,70230,73110,70030,72140,31519
20240401,72120,72880,69175,70990,34338
20240402,70835,71180,65600,67160,55326
20240403,66870,68090,65500,66915,26868
20240404,66810,70510,66000,69450,37521
20240405,68900,69785,66940,68365,29532
20240408,69260,74020,69260,72720,36091
20240409,72950,73075,69150,69965,35734
20240410,70080,71150,68360,71020,37417
20240411,70910,72405,70460,71410,25771
20240412,71310,72425,65985,67780,54945
20240415,65270,67865,63145,64170,40561
20240416,64110,64710,62470,63530,31781
20240417,63955,65295,60310,61740,45752
20240418,61605,64975,61490,64270,34821
20240419,64470,66260,60205,64965,49957
20240422,65160,67560,65110,67220,23353
20240423,67310,67910,66415,67045,19402
20240424,66565,67735,64065,64490,34574
20240425,64760,65585,63275,65270,9573
20240426,65390,65435,63755,64300,20700
20240429,64600,64875,62100,63450,21412
20240430,63485,65335,59320,59400,38184
20240501,60025,61160,56905,57355,62876
20240502,57900,60065,57260,59765,38191
20240503,59560,63665,59275,62590,37993
