20020125,EC,1,sell,1,0.87105
20020307,EC,1,liqShort,0,0.8806
20020425,EC,1,buy,1,0.89525
20020913,EC,1,liqLong,0,0.97065
20021105,EC,1,buy,1,1.0015
20030318,EC,1,liqLong,0,1.051
20061013,EC,1,sell,1,1.2584
20061027,EC,1,liqShort,0,1.2751000000000001
20061122,EC,1,buy,1,1.29525
20070111,EC,1,liqLong,0,1.2923499999999999
20070319,EC,1,buy,1,1.3366
20070608,EC,1,liqLong,0,1.3416000000000001
20070710,EC,1,buy,1,1.37065
20070814,EC,1,liqLong,0,1.36
20131022,EC,1,buy,1,1.37235
20131107,EC,1,liqLong,0,1.3421
20131227,EC,1,buy,1,1.3867
20140106,EC,1,liqLong,0,1.3585500000000001
20140306,EC,1,buy,1,1.38445
20140328,EC,1,liqLong,0,1.3703
20140508,EC,1,buy,1,1.39765
20140509,EC,1,liqLong,0,1.37525
20140605,EC,1,sell,1,1.3585
20150429,EC,1,liqShort,0,1.1129
20161019,EC,1,sell,1,1.09845
20161104,EC,1,liqShort,0,1.1152
20170316,EC,1,buy,1,1.0815
20170407,EC,1,liqLong,0,1.0651
20170424,EC,1,buy,1,1.0893
20171018,EC,1,liqLong,0,1.1767
20171107,EC,1,sell,1,1.1592
20171114,EC,1,liqShort,0,1.1822
20171229,EC,1,buy,1,1.2048
20180420,EC,1,liqLong,0,1.2316500000000001
20180504,EC,1,sell,1,1.2021
20180827,EC,1,liqShort,0,1.171
20181030,EC,1,sell,1,1.13995
20181219,EC,1,liqShort,0,1.15245
20190214,EC,1,sell,1,1.1282
20190226,EC,1,liqShort,0,1.14185
20190307,EC,1,sell,1,1.1264
20190318,EC,1,liqShort,0,1.141
20190424,EC,1,sell,1,1.12125
20190605,EC,1,liqShort,0,1.12945
20190621,EC,1,buy,1,1.14335
20190705,EC,1,liqLong,0,1.12975
20190731,EC,1,sell,1,1.1124
20190806,EC,1,liqShort,0,1.1269
20190816,EC,1,sell,1,1.1098
20191017,EC,1,liqShort,0,1.1156
20191213,EC,1,buy,1,1.11885
20200122,EC,1,liqLong,0,1.11145
20200206,EC,1,sell,1,1.0996
20200302,EC,1,liqShort,0,1.10745
20200306,EC,1,buy,1,1.13005
20200312,EC,1,liqLong,0,1.1093
20201127,EC,1,buy,1,1.1948
20210204,EC,1,liqLong,0,1.2015500000000001
20210323,EC,1,sell,1,1.1879
20210419,EC,1,liqShort,0,1.2057
20210525,EC,1,buy,1,1.22685
20210616,EC,1,liqLong,0,1.20435
20210929,EC,1,sell,1,1.1611500000000001
20220113,EC,1,liqShort,0,1.14645
20220127,EC,1,sell,1,1.11465
20220203,EC,1,liqShort,0,1.1404
20220224,EC,1,sell,1,1.1161
20221026,EC,1,liqShort,0,1.004
20230712,EC,1,buy,1,1.11405
20230802,EC,1,liqLong,0,1.0963
20230927,EC,1,sell,1,1.05765
20231114,EC,1,liqShort,0,1.0757
20231214,EC,1,buy,1,1.0987
20240131,EC,1,liqLong,0,1.0825
20240412,EC,1,sell,1,1.07145
20240503,EC,1,liqShort,0,1.08325
20240614,EC,1,sell,1,1.0671
20240701,EC,1,liqShort,0,1.08125
20240715,EC,1,buy,1,1.095
20001120,JY,1,sell,1,0.9172
20010523,JY,1,liqShort,0,0.83335
20010705,JY,1,sell,1,0.80125
20010720,JY,1,liqShort,0,0.8179500000000001
20010815,JY,1,buy,1,0.8379000000000001
20010911,JY,1,liqLong,0,0.8208000000000001
20011206,JY,1,sell,1,0.8015
20020307,JY,1,liqShort,0,0.77425
20020425,JY,1,buy,1,0.778
20020911,JY,1,liqLong,0,0.83255
20021230,JY,1,buy,1,0.8448
20030210,JY,1,liqLong,0,0.8264
20030225,JY,1,buy,1,0.8572500000000001
20030319,JY,1,liqLong,0,0.8357
20030514,JY,1,buy,1,0.8596
20030528,JY,1,liqLong,0,0.84285
20030902,JY,1,buy,1,0.8615
20040219,JY,1,liqLong,0,0.93155
20040302,JY,1,sell,1,0.9064500000000001
20040318,JY,1,liqShort,0,0.93005
20041021,JY,1,buy,1,0.929
20050203,JY,1,liqLong,0,0.95745
20050407,JY,1,sell,1,0.9252
20050429,JY,1,liqShort,0,0.9539000000000001
20050520,JY,1,sell,1,0.92515
20050902,JY,1,liqShort,0,0.9146500000000001
20051003,JY,1,sell,1,0.8861
20051219,JY,1,liqShort,0,0.874
20060424,JY,1,buy,1,0.88095
20060613,JY,1,liqLong,0,0.8731500000000001
20060912,JY,1,sell,1,0.8482500000000001
20060921,JY,1,liqShort,0,0.86985
20061006,JY,1,sell,1,0.8480000000000001
20061031,JY,1,liqShort,0,0.8613500000000001
20061201,JY,1,buy,1,0.8719
20061211,JY,1,liqLong,0,0.85685
20070111,JY,1,sell,1,0.8399000000000001
20070227,JY,1,liqShort,0,0.84635
20070613,JY,1,sell,1,0.81655
20070720,JY,1,liqShort,0,0.83255
20070801,JY,1,buy,1,0.85295
20071214,JY,1,liqLong,0,0.88265
20111219,JY,1,sell,1,1.27595
20111230,JY,1,liqShort,0,1.2959
20120215,JY,1,sell,1,1.27225
20120430,JY,1,liqShort,0,1.2519
20120911,JY,1,buy,1,1.2852000000000001
20120917,JY,1,liqLong,0,1.2679
20120926,JY,1,buy,1,1.2891
20121005,JY,1,liqLong,0,1.27075
20121022,JY,1,sell,1,1.2547000000000001
20130606,JY,1,liqShort,0,1.02975
20131115,JY,1,sell,1,0.9983000000000001
20140203,JY,1,liqShort,0,0.98665
20140521,JY,1,buy,1,0.9899
20140602,JY,1,liqLong,0,0.9787
20140625,JY,1,buy,1,0.9899
20140703,JY,1,liqLong,0,0.9795
20140730,JY,1,sell,1,0.9729000000000001
20140806,JY,1,liqShort,0,0.9811500000000001
20140819,JY,1,sell,1,0.97285
20150324,JY,1,liqShort,0,0.8394
20150520,JY,1,sell,1,0.8234
20150708,JY,1,liqShort,0,0.8256
20150824,JY,1,buy,1,0.83725
20151104,JY,1,liqLong,0,0.82325
20151218,JY,1,sell,1,0.8076
20151221,JY,1,liqShort,0,0.8260500000000001
20160106,JY,1,buy,1,0.84485
20160129,JY,1,liqLong,0,0.82935
20170322,JY,1,buy,1,0.901
20170503,JY,1,liqLong,0,0.8903500000000001
20170710,JY,1,sell,1,0.8783000000000001
20170720,JY,1,liqShort,0,0.89915
20170811,JY,1,buy,1,0.9195
20170913,JY,1,liqLong,0,0.9038
20171027,JY,1,sell,1,0.8761500000000001
20171122,JY,1,liqShort,0,0.898
20180110,JY,1,buy,1,0.90105
20180423,JY,1,liqLong,0,0.9265
20180517,JY,1,sell,1,0.90505
20180813,JY,1,liqShort,0,0.9092
20180926,JY,1,sell,1,0.8893500000000001
20181015,JY,1,liqShort,0,0.89925
20181107,JY,1,sell,1,0.8823500000000001
20181217,JY,1,liqShort,0,0.89
20181220,JY,1,buy,1,0.903
20190225,JY,1,liqLong,0,0.9016000000000001
20190531,JY,1,buy,1,0.9181
20190910,JY,1,liqLong,0,0.93095
20191107,JY,1,sell,1,0.9155000000000001
