Date,EC,
20050613,0,541700.0
20050614,0,541700.0
20050615,0,541700.0
20050616,0,541700.0
20050617,0,541700.0
20050620,0,541700.0
20050621,0,541700.0
20050622,0,541700.0
20050623,0,541700.0
20050624,0,541700.0
20050627,0,541700.0
20050628,0,541700.0
20050629,0,541700.0
20050630,0,541700.0
20050701,0,541700.0
20050705,0,541700.0
20050706,0,541700.0
20050707,0,541700.0
20050708,0,541700.0
20050711,0,541700.0
20050712,0,541700.0
20050713,0,541700.0
20050714,0,541700.0
20050715,0,541700.0
20050718,0,541700.0
20050719,0,541700.0
20050720,0,541700.0
20050721,0,541700.0
20050722,0,541700.0
20050725,0,541700.0
20050726,0,541700.0
20050727,0,541700.0
20050728,0,541700.0
20050729,0,541700.0
20050801,0,541700.0
20050802,0,541700.0
20050803,0,541700.0
20050804,0,541700.0
20050805,0,541700.0
20050808,0,541700.0
20050809,0,541700.0
20050810,0,541700.0
20050811,0,541700.0
20050812,0,541700.0
20050815,0,541700.0
20050816,0,541700.0
20050817,0,541700.0
20050818,0,541700.0
20050819,0,541700.0
20050822,0,541700.0
20050823,0,541700.0
20050824,0,541700.0
20050825,0,541700.0
20050826,0,541700.0
20050829,0,541700.0
20050830,0,541700.0
20050831,0,541700.0
20050901,0,541700.0
20050902,0,541700.0
20050906,0,541700.0
20050907,0,541700.0
20050908,0,541700.0
20050909,0,541700.0
20050912,0,541700.0
20050913,0,541700.0
20050914,0,541700.0
20050915,0,541700.0
20050916,0,541700.0
20050919,0,541700.0
20050920,0,541700.0
20050921,0,541700.0
20050922,0,541700.0
20050923,0,541700.0
20050926,0,541700.0
20050927,0,541700.0
20050928,0,541700.0
20050929,0,541700.0
20050930,0,541700.0
20051003,0,541700.0
20051004,0,541700.0
20051005,0,541700.0
20051006,0,541700.0
20051007,0,541700.0
20051011,0,541700.0
20051012,0,541700.0
20051013,0,541700.0
20051014,0,541700.0
20051017,0,541700.0
20051018,0,541700.0
20051019,0,541700.0
20051020,0,541700.0
20051021,0,541700.0
20051024,0,541700.0
20051025,0,541700.0
20051026,0,541700.0
20051027,0,541700.0
20051028,0,541700.0
20051031,0,541700.0
20051101,0,541700.0
20051102,0,541700.0
20051103,0,541700.0
20051104,0,541700.0
20051107,0,541700.0
20051108,0,541700.0
20051109,0,541700.0
20051110,0,541700.0
20051114,0,541700.0
20051115,0,541700.0
20051116,0,541700.0
20051117,0,541700.0
20051118,0,541700.0
20051121,0,541700.0
20051122,0,541700.0
20051123,0,541700.0
20051125,0,541700.0
20051128,0,541700.0
20051129,0,541700.0
20051130,0,541700.0
20051201,0,541700.0
20051202,0,541700.0
20051205,0,541700.0
20051206,0,541700.0
20051207,0,541700.0
20051208,0,541700.0
20051209,0,541700.0
20051212,0,541700.0
20051213,0,541700.0
20051214,0,541700.0
20051215,0,541700.0
20051216,0,541700.0
20051219,0,541700.0
20051220,0,541700.0
20051221,0,541700.0
20051222,0,541700.0
20051223,0,541700.0
20051227,0,541700.0
20051228,0,541700.0
20051229,0,541700.0
20051230,0,541700.0
20060103,0,541700.0
20060104,0,541700.0
20060105,0,541700.0
20060106,0,541700.0
20060109,0,541700.0
20060110,0,541700.0
20060111,0,541700.0
20060112,0,541700.0
20060113,0,541700.0
20060117,0,541700.0
20060118,0,541700.0
20060119,0,541700.0
20060120,0,541700.0
20060123,0,541700.0
20060124,0,541700.0
20060125,0,541700.0
20060126,0,541700.0
20060127,0,541700.0
20060130,0,541700.0
20060131,0,541700.0
20060201,0,541700.0
20060202,0,541700.0
20060203,0,541700.0
20060206,0,541700.0
20060207,0,541700.0
20060208,0,541700.0
20060209,0,541700.0
20060210,0,541700.0
20060213,0,541700.0
20060214,0,541700.0
20060215,0,541700.0
20060216,0,541700.0
20060217,0,541700.0
20060221,0,541700.0
20060222,0,541700.0
20060223,0,541700.0
20060224,0,541700.0
20060227,0,541700.0
20060228,0,541700.0
20060301,0,541700.0
20060302,0,541700.0
20060303,0,541700.0
20060306,0,541700.0
20060307,0,541700.0
20060308,0,541700.0
20060309,0,541700.0
20060310,0,541700.0
20060313,0,541700.0
20060314,0,541700.0
20060315,0,541700.0
20060316,0,541700.0
20060317,0,541700.0
20060320,0,541700.0
20060321,0,541700.0
20060322,0,541700.0
20060323,0,541700.0
20060324,0,541700.0
20060327,0,541700.0
20060328,0,541700.0
20060329,0,541700.0
20060330,0,541700.0
20060331,0,541700.0
20060403,0,541700.0
20060404,0,541700.0
20060405,0,541700.0
20060406,0,541700.0
20060407,0,541700.0
20060410,0,541700.0
20060411,0,541700.0
20060412,0,541700.0
20060413,0,541700.0
20060417,0,541700.0
20060418,0,541700.0
20060419,0,541700.0
20060420,0,541700.0
20060421,0,541700.0
20060424,0,541700.0
20060425,0,541700.0
20060426,0,541700.0
20060427,0,541700.0
20060428,0,541700.0
20060501,0,541700.0
20060502,0,541700.0
20060503,0,541700.0
20060504,0,541700.0
20060505,0,541700.0
20060508,0,541700.0
20060509,0,541700.0
20060510,0,541700.0
20060511,0,541700.0
20060512,0,541700.0
20060515,0,541700.0
20060516,0,541700.0
20060517,0,541700.0
20060518,0,541700.0
20060519,0,541700.0
20060522,0,541700.0
20060523,0,541700.0
20060524,0,541700.0
20060525,0,541700.0
20060526,0,541700.0
20060530,0,541700.0
20060531,0,541700.0
20060601,0,541700.0
20060602,0,541700.0
20060605,0,541700.0
20060606,0,541700.0
20060607,0,541700.0
20060608,0,541700.0
20060609,0,541700.0
20060612,0,541700.0
20060613,0,541700.0
20060614,0,541700.0
20060615,0,541700.0
20060616,0,541700.0
20060619,0,541700.0
20060620,0,541700.0
20060621,0,541700.0
20060622,0,541700.0
20060623,0,541700.0
20060626,0,541700.0
20060627,0,541700.0
20060628,0,541700.0
20060629,0,541700.0
20060630,0,541700.0
20060703,0,541700.0
20060705,0,541700.0
20060706,0,541700.0
20060707,0,541700.0
20060710,0,541700.0
20060711,0,541700.0
20060712,0,541700.0
20060713,0,541700.0
20060714,0,541700.0
20060717,0,541700.0
20060718,0,541700.0
20060719,0,541700.0
20060720,0,541700.0
20060721,0,541700.0
20060724,0,541700.0
20060725,0,541700.0
20060726,0,541700.0
20060727,0,541700.0
20060728,0,541700.0
20060731,0,541700.0
20060801,0,541700.0
20060802,0,541700.0
20060803,0,541700.0
20060804,0,541700.0
20060807,0,541700.0
20060808,0,541700.0
20060809,0,541700.0
20060810,0,541700.0
20060811,0,541700.0
20060814,0,541700.0
20060815,0,541700.0
20060816,0,541700.0
20060817,0,541700.0
20060818,0,541700.0
20060821,0,541700.0
20060822,0,541700.0
20060823,0,541700.0
20060824,0,541700.0
20060825,0,541700.0
20060828,0,541700.0
20060829,0,541700.0
20060830,0,541700.0
20060831,0,541700.0
20060901,0,541700.0
20060905,0,541700.0
20060906,0,541700.0
20060907,0,541700.0
20060908,0,541700.0
20060911,0,541700.0
20060912,0,541700.0
20060913,0,541700.0
20060914,0,541700.0
20060915,0,541700.0
20060918,0,541700.0
20060919,0,541700.0
20060920,0,541700.0
20060921,0,541700.0
20060922,0,541700.0
20060925,0,541700.0
20060926,0,541700.0
20060927,0,541700.0
20060928,0,541700.0
20060929,0,541700.0
20061002,0,541700.0
20061003,0,541700.0
20061004,0,541700.0
20061005,1,541375.0
20061006,1,540325.0
20061010,1,539375.0
20061011,1,539162.0
20061012,1,539525.0
20061013,0,538656.0
20061016,0,538656.0
20061017,0,538656.0
20061018,1,538619.0
20061019,1,539781.0
20061020,1,539669.0
20061023,1,538806.0
20061024,1,538969.0
20061025,1,539544.0
20061026,1,540506.0
20061027,1,541044.0
20061030,1,540969.0
20061031,1,541394.0
20061101,1,541531.0
20061102,1,541569.0
20061103,1,540756.0
20061106,1,540806.0
20061107,1,541381.0
20061108,1,541431.0
20061109,1,542044.0
20061110,1,542319.0
20061113,1,541856.0
20061114,1,542006.0
20061115,1,542006.0
20061116,1,541656.0
20061117,1,541869.0
20061120,1,541844.0
20061121,1,542206.0
20061122,1,543231.0
20061124,1,545244.0
20061127,1,545719.0
20061128,1,546494.0
20061129,1,546069.0
20061130,1,547194.0
20061201,1,548231.0
20061204,1,548156.0
20061205,1,548156.0
20061206,1,547619.0
20061207,1,547531.0
20061208,1,546494.0
20061211,1,547131.0
20061212,1,547419.0
20061213,1,546519.0
20061214,1,545869.0
20061215,1,544969.0
20061218,1,545844.0
20061219,1,547019.0
20061220,1,546819.0
20061221,1,546794.0
20061222,1,546044.0
20061226,1,545806.0
20061227,1,546081.0
20061228,1,546356.0
20061229,1,546894.0
20070102,1,548106.0
20070103,1,546581.0
20070104,1,545581.0
20070105,1,544594.0
20070108,1,544706.0
20070109,1,544469.0
20070110,1,543669.0
20070111,1,543044.0
20070112,1,543444.0
20070116,1,543431.0
20070117,1,543544.0
20070118,1,543856.0
20070119,1,543931.0
20070122,1,543781.0
20070123,1,544631.0
20070124,1,543869.0
20070125,1,543419.0
20070126,1,543169.0
20070129,1,543769.0
20070130,1,543819.0
20070131,1,544656.0
20070201,1,544556.0
20070202,1,543831.0
20070205,1,543369.0
20070206,1,544006.0
20070207,1,544319.0
20070208,1,544706.0
20070209,1,544281.0
20070212,1,543719.0
20070213,1,544594.0
20070214,1,545731.0
20070215,1,546006.0
20070216,1,545856.0
20070220,1,545831.0
20070221,1,545894.0
20070222,1,545706.0
20070223,1,546169.0
20070226,1,546394.0
20070227,1,547131.0
20070228,1,546969.0
20070301,1,546506.0
20070302,1,546431.0
20070305,1,545281.0
20070306,1,545544.0
20070307,1,546294.0
20070308,1,545719.0
20070309,1,545431.0
20070312,1,546344.0
20070313,1,546431.0
20070314,1,546831.0
20070315,1,546881.0
20070316,1,547806.0
20070319,1,548294.0
20070320,1,548381.0
20070321,1,549281.0
20070322,1,548656.0
20070323,1,548119.0
20070326,1,548619.0
20070327,1,548794.0
20070328,1,548519.0
20070329,1,548656.0
20070330,1,548869.0
20070402,1,549006.0
20070403,1,548569.0
20070404,1,548994.0
20070405,1,549731.0
20070406,1,549056.0
20070409,1,548881.0
20070410,1,549706.0
20070411,1,549719.0
20070412,1,550394.0
20070413,1,551106.0
20070416,1,551219.0
20070417,1,551431.0
20070418,1,551581.0
20070419,1,551856.0
20070420,1,551794.0
20070423,1,551481.0
20070424,1,552119.0
20070425,1,552331.0
20070426,1,551819.0
20070427,1,552306.0
20070430,1,552394.0
20070501,1,552006.0
20070502,1,551719.0
20070503,1,551156.0
20070504,1,551644.0
20070507,1,551756.0
20070508,1,551006.0
20070509,1,550794.0
20070510,1,550219.0
20070511,1,550769.0
20070514,1,550931.0
20070515,1,551556.0
20070516,1,550681.0
20070517,1,550306.0
20070518,1,550469.0
20070521,1,549981.0
20070522,1,549806.0
20070523,1,549831.0
20070524,1,549506.0
20070525,1,549719.0
20070529,1,549706.0
20070530,1,549431.0
20070531,1,549731.0
20070601,1,549594.0
20070604,1,550131.0
20070605,1,550556.0
20070606,1,550344.0
20070607,1,549406.0
20070608,1,548519.0
20070611,1,548456.0
20070612,1,547944.0
20070613,1,547819.0
20070614,1,547794.0
20070615,1,548681.0
20070618,1,549606.0
20070619,1,549744.0
20070620,1,549669.0
20070621,1,549281.0
20070622,1,550231.0
20070625,1,550231.0
20070626,1,550244.0
20070627,1,549969.0
20070628,1,549794.0
20070629,1,551044.0
20070702,1,552181.0
20070703,1,552106.0
20070705,1,551844.0
20070706,1,552106.0
20070709,1,552119.0
20070710,1,553456.0
20070711,1,553856.0
20070712,1,554106.0
20070713,1,554156.0
20070716,1,554081.0
20070717,1,554081.0
20070718,1,554231.0
20070719,1,554344.0
20070720,1,554531.0
20070723,1,554306.0
20070724,1,554606.0
20070725,1,553094.0
20070726,1,553481.0
20070727,1,552319.0
20070730,1,552819.0
20070731,1,552831.0
20070801,1,552431.0
20070802,1,552844.0
20070803,1,554206.0
20070806,1,554169.0
20070807,1,553681.0
20070808,1,554144.0
20070809,1,552731.0
20070810,1,552894.0
20070813,1,551919.0
20070814,1,550919.0
20070815,1,549919.0
20070816,1,549181.0
20070817,1,550044.0
20070820,1,550119.0
20070821,1,549944.0
20070822,1,550744.0
20070823,1,551044.0
20070824,1,552469.0
20070827,1,552219.0
20070828,1,551969.0
20070829,1,552319.0
20070830,1,552031.0
20070831,1,552031.0
20070904,1,551681.0
20070905,1,552194.0
20070906,1,552581.0
20070907,1,553606.0
20070910,1,554056.0
20070911,1,554394.0
20070912,1,555331.0
20070913,1,555019.0
20070914,1,554881.0
20070917,1,555181.0
20070918,1,556419.0
20070919,1,556219.0
20070920,1,557656.0
20070921,1,557719.0
20070924,1,557781.0
20070925,1,558494.0
20070926,1,558381.0
20070927,1,558719.0
20070928,1,560106.0
20071001,1,559694.0
20071002,1,558631.0
20071003,1,558019.0
20071004,1,558156.0
20071005,1,558419.0
20071009,1,557931.0
20071010,1,558319.0
20071011,1,559344.0
20071012,1,558844.0
20071015,1,559156.0
20071016,1,558731.0
20071017,1,558994.0
20071018,1,560331.0
20071019,1,560331.0
20071022,1,558581.0
20071023,1,559744.0
20071024,1,559806.0
20071025,1,560569.0
20071026,1,561394.0
20071029,1,561881.0
20071030,1,562006.0
20071031,1,562819.0
20071101,1,562306.0
20071102,1,562781.0
20071105,1,562431.0
20071106,1,563481.0
20071107,1,564919.0
20071108,1,564894.0
20071109,1,564894.0
20071113,1,564006.0
20071114,1,564744.0
20071115,1,564206.0
20071116,1,564756.0
20071119,1,564869.0
20071120,1,566706.0
20071121,1,567056.0
20071123,1,566919.0
20071126,1,567344.0
20071127,1,567094.0
20071128,1,567244.0
20071129,1,565919.0
20071130,1,564481.0
20071203,1,564894.0
20071204,1,566069.0
20071205,1,564194.0
20071206,1,564406.0
20071207,1,564656.0
20071210,1,565369.0
20071211,1,564881.0
20071212,1,565444.0
20071213,1,564219.0
20071214,1,561744.0
20071217,1,561531.0
20071218,1,561694.0
20071219,1,561369.0
20071220,1,560644.0
20071221,1,561069.0
20071224,1,561631.0
20071226,1,562856.0
20071227,1,564456.0
20071228,1,565519.0
20071231,1,563819.0
20080102,1,565606.0
20080103,1,565806.0
20080104,1,566156.0
20080107,1,565144.0
20080108,1,565319.0
20080109,1,564719.0
20080110,1,566331.0
20080111,1,566194.0
20080114,1,567294.0
20080115,1,566794.0
20080116,1,564619.0
20080117,1,564781.0
20080118,1,564169.0
20080122,1,563881.0
20080123,1,563606.0
20080124,1,565706.0
20080125,1,564656.0
20080128,1,565944.0
20080129,1,565944.0
20080130,1,567431.0
20080131,1,567181.0
20080201,1,566294.0
20080204,1,566569.0
20080205,1,564381.0
20080206,1,564094.0
20080207,1,562006.0
20080208,1,562594.0
20080211,1,562706.0
20080212,1,563681.0
20080213,1,563494.0
20080214,1,564206.0
20080215,1,564656.0
20080219,1,565469.0
20080220,1,565281.0
20080221,1,566556.0
20080222,1,566656.0
20080225,1,566631.0
20080226,1,568456.0
20080227,1,570331.0
20080228,1,571544.0
20080229,1,571256.0
20080303,1,571294.0
20080304,1,571469.0
20080305,1,572181.0
20080306,1,573456.0
20080307,1,573269.0
20080310,1,573281.0
20080311,1,572869.0
20080312,1,575456.0
20080313,1,576256.0
20080314,1,577256.0
20080317,1,577131.0
20080318,1,576906.0
20080319,1,575744.0
20080320,1,573456.0
20080324,1,573331.0
20080325,1,575569.0
20080326,1,578369.0
20080327,1,577944.0
20080328,1,577731.0
20080331,1,578056.0
20080401,1,575794.0
20080402,1,576569.0
20080403,1,576794.0
20080404,1,577344.0
20080407,1,577206.0
20080408,1,577356.0
20080409,1,578656.0
20080410,1,577656.0
20080411,1,578769.0
20080414,1,578444.0
20080415,1,578244.0
20080416,1,580356.0
20080417,1,579556.0
20080418,1,578531.0
20080421,1,579969.0
20080422,1,580994.0
20080423,1,579681.0
20080424,1,577081.0
20080425,1,575969.0
20080428,1,576594.0
20080429,1,575581.0
20080430,1,576556.0
20080501,1,574319.0
20080502,1,573769.0
20080505,1,574794.0
20080506,1,575194.0
20080507,1,573581.0
20080508,1,573631.0
20080509,1,574594.0
20080512,1,575344.0
20080513,1,574619.0
20080514,1,574369.0
20080515,1,574319.0
20080516,1,575919.0
20080519,1,575056.0
20080520,1,577019.0
20080521,1,578431.0
20080522,1,577456.0
20080523,1,578606.0
20080527,1,577531.0
20080528,1,576694.0
20080529,1,575156.0
20080530,1,575769.0
20080602,1,575594.0
20080603,1,574656.0
20080604,1,574356.0
20080605,1,576231.0
20080606,1,578431.0
20080609,1,577019.0
20080610,1,574481.0
20080611,1,576006.0
20080612,1,574181.0
20080613,1,573319.0
20080616,1,574169.0
20080617,1,574506.0
20080618,1,574669.0
20080619,1,574281.0
20080620,1,575906.0
20080623,1,574631.0
20080624,1,575331.0
20080625,1,576481.0
20080626,1,577644.0
20080627,1,577844.0
20080630,1,577569.0
20080701,1,578069.0
20080702,1,579294.0
20080703,1,576931.0
20080707,1,577356.0
20080708,1,576456.0
20080709,1,577556.0
20080710,1,578044.0
20080711,1,579394.0
20080714,1,579731.0
20080715,1,579231.0
20080716,1,578431.0
20080717,1,578569.0
20080718,1,578894.0
20080721,1,579531.0
20080722,1,578194.0
20080723,1,576856.0
20080724,1,576644.0
20080725,1,577106.0
20080728,1,577869.0
20080729,1,575781.0
20080730,1,575606.0
20080731,1,575906.0
20080801,1,575344.0
20080804,1,575869.0
20080805,1,574431.0
20080806,1,573744.0
20080807,1,572619.0
20080808,1,568719.0
20080811,1,567706.0
20080812,1,567544.0
20080813,1,567781.0
20080814,1,566294.0
20080815,1,564631.0
20080818,1,564881.0
20080819,1,565756.0
20080820,1,565419.0
20080821,1,567156.0
20080822,1,565919.0
20080825,1,565706.0
20080826,1,564369.0
20080827,1,565131.0
20080828,1,565056.0
20080829,1,564331.0
20080902,1,562744.0
20080903,1,562456.0
20080904,1,560406.0
20080905,1,559394.0
20080908,1,557706.0
20080909,1,558494.0
20080910,1,556819.0
20080911,1,555781.0
20080912,1,559119.0
20080915,1,558094.0
20080916,1,557806.0
20080917,1,561081.0
20080918,1,561206.0
20080919,1,561981.0
20080922,1,566194.0
20080923,1,565219.0
20080924,1,564631.0
20080925,1,564206.0
20080926,1,564231.0
20080929,1,562544.0
20080930,1,558119.0
20081001,1,557494.0
20081002,1,554356.0
20081003,0,554069.0
20081006,0,554069.0
20081007,0,554069.0
20081008,0,554069.0
20081009,0,554069.0
20081010,0,554069.0
20081013,0,554069.0
20081014,0,554069.0
20081015,0,554069.0
20081016,0,554069.0
20081017,0,554069.0
20081020,0,554069.0
20081021,0,554069.0
20081022,0,554069.0
20081023,0,554069.0
20081024,0,554069.0
20081027,0,554069.0
20081028,0,554069.0
20081029,0,554069.0
20081030,0,554069.0
20081031,0,554069.0
20081103,0,554069.0
20081104,0,554069.0
20081105,0,554069.0
20081106,0,554069.0
20081107,0,554069.0
20081110,0,554069.0
20081111,0,554069.0
20081112,0,554069.0
20081113,0,554069.0
20081114,0,554069.0
20081117,0,554069.0
20081118,0,554069.0
20081119,0,554069.0
20081120,0,554069.0
20081121,0,554069.0
20081124,0,554069.0
20081125,0,554069.0
20081126,0,554069.0
20081128,0,554069.0
20081201,0,554069.0
20081202,0,554069.0
20081203,0,554069.0
20081204,0,554069.0
20081205,0,554069.0
20081208,0,554069.0
20081209,0,554069.0
20081210,0,554069.0
20081211,0,554069.0
20081212,0,554069.0
20081215,0,554069.0
20081216,0,554069.0
20081217,0,554069.0
20081218,0,554069.0
20081219,0,554069.0
20081222,0,554069.0
20081223,0,554069.0
20081224,0,554069.0
20081226,0,554069.0
20081229,0,554069.0
20081230,0,554069.0
20081231,0,554069.0
20090102,0,554069.0
20090105,0,554069.0
20090106,0,554069.0
20090107,0,554069.0
20090108,0,554069.0
20090109,0,554069.0
20090112,0,554069.0
20090113,0,554069.0
20090114,0,554069.0
20090115,0,554069.0
20090116,0,554069.0
20090120,0,554069.0
20090121,0,554069.0
20090122,0,554069.0
20090123,0,554069.0
20090126,0,554069.0
20090127,0,554069.0
20090128,0,554069.0
20090129,0,554069.0
20090130,0,554069.0
20090202,0,554069.0
20090203,0,554069.0
20090204,0,554069.0
20090205,0,554069.0
20090206,0,554069.0
20090209,0,554069.0
20090210,0,554069.0
20090211,0,554069.0
20090212,0,554069.0
20090213,0,554069.0
20090217,0,554069.0
20090218,0,554069.0
20090219,0,554069.0
20090220,0,554069.0
20090223,0,554069.0
20090224,0,554069.0
20090225,0,554069.0
20090226,0,554069.0
20090227,0,554069.0
20090302,0,554069.0
20090303,0,554069.0
20090304,0,554069.0
20090305,0,554069.0
20090306,0,554069.0
20090309,0,554069.0
20090310,0,554069.0
20090311,0,554069.0
20090312,0,554069.0
20090313,0,554069.0
20090316,0,554069.0
20090317,0,554069.0
20090318,0,554069.0
20090319,0,554069.0
20090320,0,554069.0
20090323,0,554069.0
20090324,0,554069.0
20090325,0,554069.0
20090326,0,554069.0
20090327,0,554069.0
20090330,0,554069.0
20090331,0,554069.0
20090401,0,554069.0
20090402,0,554069.0
20090403,0,554069.0
20090406,0,554069.0
20090407,0,554069.0
20090408,0,554069.0
20090409,0,554069.0
20090413,0,554069.0
20090414,0,554069.0
20090415,0,554069.0
20090416,0,554069.0
20090417,0,554069.0
20090420,0,554069.0
20090421,0,554069.0
20090422,0,554069.0
20090423,0,554069.0
20090424,0,554069.0
20090427,0,554069.0
20090428,0,554069.0
20090429,0,554069.0
20090430,0,554069.0
20090501,0,554069.0
20090504,0,554069.0
20090505,0,554069.0
20090506,0,554069.0
20090507,0,554069.0
20090508,0,554069.0
20090511,0,554069.0
20090512,0,554069.0
20090513,0,554069.0
20090514,0,554069.0
20090515,0,554069.0
20090518,0,554069.0
20090519,0,554069.0
20090520,0,554069.0
20090521,0,554069.0
20090522,0,554069.0
20090526,0,554069.0
20090527,0,554069.0
20090528,0,554069.0
20090529,0,554069.0
20090601,0,554069.0
20090602,0,554069.0
20090603,0,554069.0
20090604,0,554069.0
20090605,0,554069.0
20090608,0,554069.0
20090609,0,554069.0
20090610,0,554069.0
20090611,0,554069.0
20090612,0,554069.0
20090615,0,554069.0
20090616,0,554069.0
20090617,0,554069.0
20090618,0,554069.0
20090619,0,554069.0
20090622,0,554069.0
20090623,0,554069.0
20090624,0,554069.0
20090625,0,554069.0
20090626,0,554069.0
20090629,0,554069.0
20090630,0,554069.0
20090701,0,554069.0
20090702,0,554069.0
20090706,0,554069.0
20090707,0,554069.0
20090708,0,554069.0
20090709,0,554069.0
20090710,0,554069.0
20090713,0,554069.0
20090714,0,554069.0
20090715,0,554069.0
20090716,0,554069.0
20090717,0,554069.0
20090720,0,554069.0
20090721,0,554069.0
20090722,0,554069.0
20090723,0,554069.0
20090724,0,554069.0
20090727,0,554069.0
20090728,0,554069.0
20090729,0,554069.0
20090730,0,554069.0
20090731,0,554069.0
20090803,0,554069.0
20090804,0,554069.0
20090805,0,554069.0
20090806,0,554069.0
20090807,0,554069.0
20090810,0,554069.0
20090811,0,554069.0
20090812,0,554069.0
20090813,0,554069.0
20090814,0,554069.0
20090817,0,554069.0
20090818,0,554069.0
20090819,0,554069.0
20090820,0,554069.0
20090821,0,554069.0
20090824,0,554069.0
20090825,0,554069.0
20090826,0,554069.0
20090827,0,554069.0
20090828,0,554069.0
20090831,0,554069.0
20090901,0,554069.0
20090902,0,554069.0
20090903,0,554069.0
20090904,0,554069.0
20090908,0,554069.0
20090909,0,554069.0
20090910,0,554069.0
20090911,0,554069.0
20090914,0,554069.0
20090915,0,554069.0
20090916,0,554069.0
20090917,0,554069.0
20090918,0,554069.0
20090921,0,554069.0
20090922,0,554069.0
20090923,0,554069.0
20090924,0,554069.0
20090925,0,554069.0
20090928,0,554069.0
20090929,0,554069.0
20090930,0,554069.0
20091001,0,554069.0
20091002,0,554069.0
20091005,0,554069.0
20091006,0,554069.0
20091007,0,554069.0
20091008,0,554069.0
20091009,0,554069.0
20091012,0,554069.0
20091013,0,554069.0
20091014,0,554069.0
20091015,0,554069.0
20091016,0,554069.0
20091019,0,554069.0
20091020,0,554069.0
20091021,0,554069.0
20091022,0,554069.0
20091023,0,554069.0
20091026,0,554069.0
20091027,0,554069.0
20091028,0,554069.0
20091029,0,554069.0
20091030,0,554069.0
20091102,0,554069.0
20091103,0,554069.0
20091104,0,554069.0
20091105,0,554069.0
20091106,0,554069.0
20091109,0,554069.0
20091110,0,554069.0
20091111,0,554069.0
20091112,0,554069.0
20091113,0,554069.0
20091116,0,554069.0
20091117,0,554069.0
20091118,0,554069.0
20091119,0,554069.0
20091120,0,554069.0
20091123,0,554069.0
20091124,0,554069.0
20091125,0,554069.0
20091127,0,554069.0
20091130,0,554069.0
20091201,0,554069.0
20091202,0,554069.0
20091203,0,554069.0
20091204,0,554069.0
20091207,0,554069.0
20091208,0,554069.0
20091209,0,554069.0
20091210,0,554069.0
20091211,0,554069.0
20091214,0,554069.0
20091215,0,554069.0
20091216,0,554069.0
20091217,0,554069.0
20091218,0,554069.0
20091221,0,554069.0
20091222,0,554069.0
20091223,0,554069.0
20091224,0,554069.0
20091228,0,554069.0
20091229,0,554069.0
20091230,0,554069.0
20091231,0,554069.0
20100104,0,554069.0
20100105,0,554069.0
20100106,0,554069.0
20100107,0,554069.0
20100108,0,554069.0
20100111,0,554069.0
20100112,0,554069.0
20100113,0,554069.0
20100114,0,554069.0
20100115,0,554069.0
20100119,0,554069.0
20100120,0,554069.0
20100121,0,554069.0
20100122,0,554069.0
20100125,0,554069.0
20100126,0,554069.0
20100127,0,554069.0
20100128,0,554069.0
20100129,0,554069.0
20100201,0,554069.0
20100202,0,554069.0
20100203,0,554069.0
20100204,0,554069.0
20100205,0,554069.0
20100208,0,554069.0
20100209,0,554069.0
20100210,0,554069.0
20100211,0,554069.0
20100212,0,554069.0
20100216,0,554069.0
20100217,0,554069.0
20100218,0,554069.0
20100219,0,554069.0
20100222,0,554069.0
20100223,0,554069.0
20100224,0,554069.0
20100225,0,554069.0
20100226,0,554069.0
20100301,0,554069.0
20100302,0,554069.0
20100303,0,554069.0
20100304,0,554069.0
20100305,0,554069.0
20100308,0,554069.0
20100309,0,554069.0
20100310,0,554069.0
20100311,0,554069.0
20100312,0,554069.0
20100315,0,554069.0
20100316,0,554069.0
20100317,0,554069.0
20100318,0,554069.0
20100319,0,554069.0
20100322,0,554069.0
20100323,0,554069.0
20100324,0,554069.0
20100325,0,554069.0
20100326,0,554069.0
20100329,0,554069.0
20100330,0,554069.0
20100331,0,554069.0
20100401,0,554069.0
20100402,0,554069.0
20100405,0,554069.0
20100406,0,554069.0
20100407,0,554069.0
20100408,0,554069.0
20100409,0,554069.0
20100412,0,554069.0
20100413,0,554069.0
20100414,0,554069.0
20100415,0,554069.0
20100416,0,554069.0
20100419,0,554069.0
20100420,0,554069.0
20100421,0,554069.0
20100422,0,554069.0
20100423,0,554069.0
20100426,0,554069.0
20100427,0,554069.0
20100428,0,554069.0
20100429,0,554069.0
20100430,0,554069.0
20100503,0,554069.0
20100504,0,554069.0
20100505,0,554069.0
20100506,0,554069.0
20100507,0,554069.0
20100510,0,554069.0
20100511,0,554069.0
20100512,0,554069.0
20100513,0,554069.0
20100514,0,554069.0
20100517,0,554069.0
20100518,0,554069.0
20100519,0,554069.0
20100520,0,554069.0
20100521,0,554069.0
20100524,0,554069.0
20100525,0,554069.0
20100526,0,554069.0
20100527,0,554069.0
20100528,0,554069.0
20100601,0,554069.0
20100602,0,554069.0
20100603,0,554069.0
20100604,0,554069.0
20100607,0,554069.0
20100608,0,554069.0
20100609,0,554069.0
20100610,0,554069.0
20100611,0,554069.0
20100614,0,554069.0
20100615,0,554069.0
20100616,0,554069.0
20100617,0,554069.0
20100618,0,554069.0
20100621,0,554069.0
20100622,0,554069.0
20100623,0,554069.0
20100624,0,554069.0
20100625,0,554069.0
20100628,0,554069.0
20100629,0,554069.0
20100630,0,554069.0
20100701,0,554069.0
20100702,0,554069.0
