Date,C_,S_,W_,
20130730,1,0,1,1000150.0
20130731,1,0,1,999525.0
20130801,1,0,1,1000412.0
20130802,1,0,1,1000862.0
20130805,1,0,1,1001962.0
20130806,1,0,1,1001550.0
20130807,1,1,1,1002138.0
20130808,1,1,1,1001062.0
20130809,1,1,1,1001938.0
20130812,1,0,1,999888.0
20130813,1,0,1,1001062.0
20130814,1,0,1,1000475.0
20130815,1,0,1,999288.0
20130816,1,0,1,1000000.0
20130819,0,0,1,998688.0
20130820,0,0,1,999050.0
20130821,0,1,1,998412.0
20130822,0,1,1,997962.0
20130823,0,1,1,999825.0
20130826,0,1,1,1001888.0
20130827,0,1,1,1001138.0
20130828,0,1,1,1001462.0
20130829,0,1,1,1001512.0
20130830,0,1,1,1000975.0
20130903,0,1,1,1002775.0
20130904,0,1,1,1001112.0
20130905,0,1,1,1002162.0
20130906,0,1,1,1001800.0
20130909,0,1,1,1001562.0
20130910,0,1,1,1001225.0
20130911,0,1,1,1001312.0
20130912,0,1,1,1002950.0
20130913,0,1,1,1002800.0
20130916,0,1,1,1001150.0
20130917,0,1,1,1000775.0
20130918,0,1,1,1000862.0
20130919,0,1,1,999925.0
20130920,0,1,1,999250.0
20130923,0,1,1,998512.0
20130924,0,1,1,998512.0
20130925,0,1,1,998362.0
20130926,0,1,0,998088.0
20130927,0,1,0,998238.0
20130930,0,0,0,997500.0
20131001,1,0,0,997550.0
20131002,1,0,0,997550.0
20131003,1,0,1,997250.0
20131004,1,0,1,996938.0
20131007,1,0,1,997025.0
20131008,1,0,1,997338.0
20131009,1,0,1,997100.0
20131010,1,0,1,997112.0
20131011,1,0,1,997700.0
20131014,1,0,1,997525.0
20131015,1,0,1,996862.0
20131016,1,0,1,996688.0
20131017,1,0,1,996900.0
20131018,1,0,1,997962.0
20131021,1,0,1,997538.0
20131022,1,0,1,997875.0
20131023,1,0,1,997700.0
20131024,1,0,1,997562.0
20131025,1,0,1,997288.0
20131028,1,0,1,997262.0
20131029,1,0,1,997212.0
20131030,1,0,1,996988.0
20131031,1,0,0,997088.0
20131101,1,0,0,997138.0
20131104,1,0,0,997188.0
20131105,1,1,0,997238.0
20131106,1,1,0,997188.0
20131107,1,1,0,996650.0
20131108,1,0,0,995175.0
20131111,1,0,0,994775.0
20131112,1,1,0,994838.0
20131113,1,1,0,994988.0
20131114,1,1,0,995075.0
20131115,1,1,0,993650.0
20131118,1,1,0,994500.0
20131119,1,0,0,993638.0
20131120,1,0,0,993675.0
20131121,1,0,0,993375.0
20131122,1,1,0,993300.0
20131125,1,1,0,993662.0
20131126,1,1,0,993975.0
20131127,1,1,0,993425.0
20131129,1,1,0,994350.0
20131202,1,1,0,993588.0
20131203,1,1,0,993175.0
20131204,1,1,0,993400.0
20131205,1,1,0,993475.0
20131206,1,1,1,993325.0
20131209,1,1,1,994075.0
20131210,1,1,1,994488.0
20131211,1,1,1,994512.0
20131212,1,1,1,994100.0
20131213,1,1,1,994975.0
20131216,1,1,1,995950.0
20131217,1,1,1,996312.0
20131218,1,1,1,995625.0
20131219,1,1,1,995600.0
20131220,1,1,1,995925.0
20131223,1,1,1,995550.0
20131224,1,1,1,995962.0
20131226,1,1,1,995638.0
20131227,1,1,1,995850.0
20131230,1,1,1,996225.0
20131231,1,0,1,995550.0
20140102,1,0,1,996038.0
20140103,1,0,1,995450.0
20140106,1,0,1,995238.0
20140107,1,0,1,995488.0
20140108,1,0,1,996625.0
20140109,1,0,1,997100.0
20140110,1,0,1,996825.0
20140113,1,0,1,996512.0
20140114,1,0,1,996375.0
20140115,1,0,1,997238.0
20140116,1,0,1,996875.0
20140117,1,0,1,997538.0
20140121,1,0,1,997550.0
20140122,1,0,1,997538.0
20140123,1,0,1,996962.0
20140124,1,0,1,997175.0
20140127,1,0,1,997150.0
20140128,1,0,1,997012.0
20140129,1,0,1,997962.0
20140130,1,0,1,997562.0
20140131,1,0,1,997425.0
20140203,0,0,1,996938.0
20140204,0,0,1,995900.0
20140205,1,0,1,995862.0
20140206,1,1,1,995938.0
20140207,1,1,1,996450.0
20140210,1,1,1,995725.0
20140211,1,1,1,995838.0
20140212,1,1,0,995038.0
20140213,1,1,0,996125.0
20140214,1,1,0,996025.0
20140218,1,1,0,997412.0
20140219,1,1,0,997288.0
20140220,1,1,0,997588.0
20140221,1,1,0,998075.0
20140224,1,1,0,998788.0
20140225,1,1,0,999625.0
20140226,1,1,0,1000100.0
20140227,1,1,0,999425.0
20140228,1,1,0,1001075.0
20140303,1,1,0,1001188.0
20140304,1,1,0,1002562.0
20140305,1,1,0,1002325.0
20140306,1,1,1,1003650.0
20140307,1,1,1,1004938.0
20140310,1,1,1,1001788.0
20140311,1,1,1,1002662.0
20140312,1,1,1,1002862.0
20140313,1,1,1,1002650.0
20140314,1,1,1,1002988.0
20140317,1,1,1,1002162.0
20140318,1,1,1,1004750.0
20140319,1,1,1,1006638.0
20140320,1,1,1,1005700.0
20140321,1,1,1,1003950.0
20140324,1,1,1,1006400.0
20140325,1,1,1,1006038.0
20140326,1,1,1,1005962.0
20140327,1,1,1,1006850.0
20140328,1,1,1,1006100.0
20140331,1,1,1,1008062.0
20140401,1,1,1,1008762.0
20140402,1,1,1,1006262.0
20140403,1,1,1,1007462.0
20140404,1,1,1,1007162.0
20140407,1,1,1,1006888.0
20140408,1,1,1,1008425.0
20140409,1,1,1,1008225.0
20140410,1,1,1,1007188.0
20140411,1,1,0,1005900.0
20140414,1,1,0,1006788.0
20140415,1,1,0,1008075.0
20140416,1,1,0,1008638.0
20140417,1,1,0,1008262.0
20140421,1,1,0,1007188.0
20140422,1,1,0,1006625.0
20140423,1,1,0,1006425.0
20140424,1,1,0,1006488.0
20140425,1,1,0,1008075.0
20140428,1,1,0,1008412.0
20140429,1,1,0,1009662.0
20140430,1,1,1,1009425.0
20140501,1,0,1,1005475.0
20140502,1,0,1,1005538.0
20140505,1,0,1,1006612.0
20140506,1,0,1,1007588.0
20140507,1,0,1,1007350.0
20140508,1,0,1,1007350.0
20140509,1,0,1,1006262.0
20140512,1,0,1,1005488.0
20140513,1,0,1,1005362.0
20140514,1,0,0,1004525.0
20140515,0,0,0,1004525.0
20140516,0,0,0,1004525.0
20140519,0,0,0,1004525.0
20140520,0,0,0,1004525.0
20140521,0,0,0,1004525.0
20140522,0,1,0,1004050.0
20140523,0,1,0,1003888.0
20140527,1,1,1,1002825.0
20140528,1,1,1,1003250.0
20140529,1,1,1,1003775.0
20140530,1,1,1,1003938.0
20140602,1,1,1,1004638.0
20140603,1,1,1,1004450.0
20140604,1,1,1,1004512.0
20140605,1,0,1,1004875.0
20140606,1,0,1,1003750.0
20140609,1,0,1,1004438.0
20140610,1,0,1,1005275.0
20140611,1,0,1,1006100.0
20140612,1,0,1,1006150.0
20140613,1,1,1,1005275.0
20140616,1,1,1,1006025.0
20140617,1,1,1,1007275.0
20140618,1,1,1,1006338.0
20140619,1,1,1,1004975.0
20140620,1,1,1,1005500.0
20140623,1,1,1,1005762.0
20140624,1,1,1,1006838.0
20140625,1,1,1,1006600.0
20140626,1,1,1,1005650.0
20140627,1,1,1,1005850.0
20140630,1,1,1,1011375.0
20140701,1,1,1,1012250.0
20140702,1,1,1,1012588.0
20140703,1,1,1,1012925.0
20140707,1,1,1,1014912.0
20140708,1,1,1,1015512.0
20140709,1,1,1,1016738.0
20140710,1,1,1,1017662.0
20140711,1,1,1,1020088.0
20140714,1,1,1,1018775.0
20140715,1,1,1,1019150.0
20140716,1,1,1,1018138.0
20140717,1,1,1,1017838.0
20140718,1,1,1,1019612.0
20140721,1,1,1,1020775.0
20140722,1,1,1,1021925.0
20140723,1,1,1,1020562.0
20140724,1,1,1,1020300.0
20140725,1,1,1,1019825.0
20140728,1,1,1,1018538.0
20140729,1,1,1,1020225.0
20140730,1,1,1,1020538.0
20140731,1,1,1,1020588.0
20140801,1,1,1,1021788.0
20140804,1,1,1,1019938.0
20140805,1,1,1,1020325.0
20140806,1,1,0,1018788.0
20140807,1,1,0,1019075.0
20140808,1,1,0,1019125.0
20140811,1,1,0,1019450.0
20140812,1,1,0,1020050.0
20140813,1,1,0,1020712.0
20140814,1,1,0,1020050.0
20140815,1,1,0,1020062.0
20140818,1,1,0,1020025.0
20140819,1,1,0,1020188.0
20140820,1,1,0,1021075.0
20140821,1,1,0,1020925.0
20140822,1,1,0,1020575.0
20140825,1,1,0,1021488.0
20140826,1,1,0,1021750.0
20140827,1,1,0,1021562.0
20140828,1,1,0,1021112.0
20140829,1,1,0,1021950.0
20140902,1,1,0,1021225.0
20140903,1,1,1,1022738.0
20140904,1,1,1,1024125.0
20140905,1,1,1,1022862.0
20140908,1,1,1,1023638.0
20140909,1,1,1,1024950.0
20140910,1,1,1,1025212.0
20140911,1,1,1,1026562.0
20140912,1,1,1,1026825.0
20140915,1,1,1,1026438.0
20140916,1,1,1,1027038.0
20140917,1,1,1,1026912.0
20140918,1,1,1,1028188.0
20140919,1,1,1,1029938.0
20140922,1,1,1,1030862.0
20140923,1,1,1,1031238.0
20140924,1,1,1,1030750.0
20140925,1,1,1,1031925.0
20140926,1,1,1,1032700.0
20140929,1,1,1,1031538.0
20140930,1,1,1,1032512.0
20141001,1,1,1,1032238.0
20141002,1,1,1,1031575.0
20141003,1,1,1,1032025.0
20141006,1,1,0,1029850.0
20141007,1,1,0,1029512.0
20141008,1,1,0,1029662.0
20141009,1,1,0,1029262.0
20141010,1,1,0,1030775.0
20141013,1,1,0,1029038.0
20141014,0,1,0,1027800.0
20141015,0,1,0,1028412.0
20141016,0,1,0,1027750.0
20141017,0,1,0,1028475.0
20141020,0,1,0,1029250.0
20141021,0,1,0,1028250.0
20141022,0,0,0,1027100.0
20141023,0,0,0,1027100.0
20141024,0,0,0,1027100.0
20141027,0,0,0,1027100.0
20141028,0,0,0,1027100.0
20141029,0,0,0,1027100.0
20141030,1,0,0,1026838.0
20141031,1,0,0,1026975.0
20141103,1,0,0,1026812.0
20141104,1,0,0,1026362.0
20141105,0,0,0,1026162.0
20141106,0,0,0,1026162.0
20141107,0,0,0,1026162.0
20141110,0,0,0,1026162.0
20141111,0,1,0,1026388.0
20141112,1,1,0,1025400.0
20141113,1,1,0,1026112.0
20141114,1,1,0,1024338.0
20141117,1,1,0,1024812.0
20141118,1,1,0,1023888.0
20141119,1,1,0,1022525.0
20141120,1,1,0,1023812.0
20141121,1,1,0,1024712.0
20141124,1,1,0,1024188.0
20141125,1,1,0,1025388.0
20141126,1,1,0,1025400.0
20141128,1,1,1,1024075.0
20141201,1,1,1,1025588.0
20141202,1,0,1,1024238.0
20141203,1,0,1,1023588.0
20141204,1,0,1,1023988.0
20141205,1,0,1,1024462.0
20141208,1,0,1,1024425.0
20141209,1,0,1,1024062.0
20141210,1,0,1,1023788.0
20141211,1,0,1,1024812.0
20141212,1,0,1,1025712.0
20141215,1,0,1,1026388.0
20141216,1,0,1,1026475.0
20141217,1,0,1,1027850.0
20141218,1,0,1,1028325.0
20141219,1,0,1,1027150.0
20141222,1,0,1,1026888.0
20141223,1,0,1,1027488.0
20141224,1,0,1,1026000.0
20141226,1,0,1,1026288.0
20141229,1,1,1,1025512.0
20141230,1,1,1,1024288.0
20141231,1,1,1,1022175.0
20150102,1,0,1,1021588.0
20150105,1,0,1,1022488.0
20150106,1,0,1,1022575.0
20150107,1,0,1,1021525.0
20150108,1,0,0,1021175.0
20150109,1,0,0,1021475.0
20150112,1,0,0,1021562.0
20150113,0,1,0,1021125.0
20150114,0,1,0,1020862.0
20150115,0,1,0,1021775.0
20150116,0,1,0,1021738.0
20150120,0,1,0,1022225.0
20150121,0,1,0,1022150.0
20150122,0,1,0,1022488.0
20150123,0,1,0,1022688.0
20150126,0,1,0,1022150.0
20150127,0,1,0,1022638.0
20150128,0,1,1,1023400.0
20150129,1,1,1,1023475.0
20150130,1,1,1,1024162.0
20150202,1,1,1,1024750.0
20150203,1,0,1,1021062.0
20150204,1,0,1,1021312.0
20150205,1,0,1,1020488.0
20150206,1,0,1,1020400.0
20150209,0,0,1,1019975.0
20150210,0,0,1,1020375.0
20150211,0,0,1,1020175.0
20150212,0,0,1,1020400.0
20150213,0,0,1,1019812.0
20150217,0,0,0,1019200.0
20150218,0,0,0,1019200.0
20150219,0,0,0,1019200.0
20150220,0,0,0,1019200.0
20150223,0,0,0,1019200.0
20150224,0,0,0,1019200.0
20150225,0,0,0,1019200.0
20150226,0,0,1,1018675.0
20150227,0,0,1,1018050.0
20150302,0,0,1,1018700.0
20150303,0,0,1,1018400.0
20150304,0,0,1,1018900.0
20150305,0,0,1,1019675.0
20150306,0,0,1,1019575.0
20150309,0,0,1,1019200.0
20150310,0,0,1,1019038.0
20150311,0,0,1,1018750.0
20150312,0,0,1,1018338.0
20150313,0,0,1,1018600.0
20150316,0,0,1,1018000.0
20150317,1,1,1,1018800.0
20150318,1,1,1,1017725.0
20150319,1,1,0,1017575.0
20150320,1,1,0,1016400.0
20150323,0,1,0,1015700.0
20150324,0,1,0,1015788.0
20150325,0,1,0,1015938.0
20150326,0,1,0,1016150.0
20150327,0,1,0,1016512.0
20150330,0,1,0,1016488.0
20150331,1,1,0,1015162.0
20150401,0,1,0,1014375.0
20150402,0,0,1,1014012.0
20150406,0,0,1,1013588.0
20150407,0,0,1,1013500.0
20150408,0,0,1,1013512.0
20150409,0,1,1,1013012.0
20150410,0,1,1,1013500.0
20150413,0,1,0,1012762.0
20150414,0,1,0,1012188.0
20150415,0,1,1,1012050.0
20150416,0,1,1,1011812.0
20150417,0,1,1,1011675.0
20150420,0,1,1,1011025.0
20150421,0,1,1,1011038.0
20150422,1,1,1,1011238.0
20150423,1,0,1,1010762.0
20150424,1,0,1,1011662.0
20150427,1,0,1,1012638.0
20150428,1,0,1,1012500.0
20150429,1,0,1,1011975.0
20150430,1,0,1,1012525.0
20150501,1,0,1,1012688.0
20150504,1,0,1,1012838.0
20150505,1,0,1,1013075.0
20150506,1,0,1,1012238.0
20150507,1,0,1,1012825.0
20150508,1,0,1,1012312.0
20150511,1,0,1,1012462.0
20150512,1,0,1,1012462.0
20150513,1,0,1,1012350.0
20150514,1,1,0,1011462.0
20150515,0,1,0,1011538.0
20150518,0,1,0,1011475.0
20150519,0,1,0,1011888.0
20150520,0,1,0,1012138.0
20150521,0,1,0,1012275.0
20150522,0,1,0,1012988.0
20150526,1,1,0,1013100.0
20150527,1,1,0,1013150.0
20150528,1,1,0,1013000.0
20150529,1,1,0,1012700.0
20150601,1,1,0,1013062.0
20150602,1,1,0,1011988.0
20150603,1,1,0,1012262.0
20150604,1,1,0,1011475.0
20150605,1,0,1,1010900.0
20150608,1,0,1,1011212.0
20150609,1,0,1,1011438.0
20150610,1,0,1,1010888.0
20150611,1,0,1,1010462.0
20150612,1,0,1,1010612.0
20150615,1,0,0,1010562.0
20150616,1,0,0,1010275.0
20150617,1,0,0,1010012.0
20150618,1,0,0,1010075.0
20150619,1,0,0,1010312.0
20150622,1,0,0,1009975.0
20150623,1,1,0,1009088.0
20150624,1,1,0,1008750.0
20150625,1,1,0,1010175.0
20150626,1,1,1,1012288.0
20150629,1,1,1,1012738.0
20150630,1,1,1,1018712.0
20150701,1,1,1,1016988.0
20150702,1,1,1,1017425.0
20150706,1,1,1,1016800.0
20150707,1,1,1,1014675.0
20150708,1,1,1,1014475.0
20150709,1,1,1,1016088.0
20150710,1,1,1,1016612.0
20150713,1,1,1,1017212.0
20150714,1,1,1,1016175.0
20150715,1,1,0,1015362.0
20150716,1,1,0,1015138.0
20150717,1,1,0,1014438.0
20150720,0,1,0,1013800.0
20150721,0,1,0,1014062.0
20150722,0,1,0,1013600.0
20150723,0,1,0,1012850.0
20150724,0,1,0,1012075.0
20150727,0,0,0,1011825.0
20150728,0,0,0,1011825.0
20150729,0,0,0,1011825.0
20150730,0,0,0,1011825.0
20150731,0,0,0,1011825.0
20150803,0,0,0,1011825.0
20150804,0,0,0,1011825.0
20150805,0,0,0,1011825.0
20150806,0,0,0,1011825.0
20150807,0,0,0,1011825.0
20150810,0,0,0,1011825.0
20150811,0,0,0,1011825.0
20150812,1,0,0,1011600.0
20150813,1,0,0,1011275.0
20150814,1,0,0,1011262.0
20150817,1,0,0,1011300.0
20150818,1,0,0,1011150.0
20150819,1,1,0,1011362.0
20150820,1,1,0,1010488.0
20150821,1,1,0,1011662.0
20150824,1,1,0,1012262.0
20150825,0,1,0,1011850.0
20150826,0,1,0,1012488.0
20150827,0,1,1,1011712.0
20150828,0,1,1,1011688.0
20150831,0,1,1,1011525.0
20150901,0,1,1,1012138.0
20150902,0,1,1,1012500.0
20150903,0,1,1,1013412.0
20150904,0,1,1,1013438.0
20150908,0,1,1,1012438.0
20150909,0,1,1,1012925.0
20150910,0,1,1,1012550.0
20150911,0,1,1,1012188.0
20150914,0,1,1,1010875.0
20150915,0,1,1,1010962.0
20150916,0,1,1,1011375.0
20150917,0,1,1,1011850.0
20150918,0,1,1,1012450.0
20150921,0,1,1,1011600.0
20150922,0,1,1,1012288.0
20150923,0,1,1,1011588.0
20150924,0,1,1,1011888.0
20150925,0,1,0,1010250.0
20150928,0,1,0,1010875.0
20150929,0,1,0,1010500.0
20150930,0,0,0,1009975.0
20151001,0,0,0,1009975.0
20151002,0,0,0,1009975.0
20151005,0,0,0,1009975.0
20151006,0,0,0,1009975.0
20151007,0,0,0,1009975.0
20151008,0,0,0,1009975.0
20151009,0,0,0,1009975.0
20151012,0,0,0,1009975.0
20151013,0,0,0,1009975.0
20151014,0,0,0,1009975.0
20151015,0,0,0,1009975.0
20151016,0,0,0,1009975.0
20151019,0,0,0,1009975.0
20151020,0,0,0,1009975.0
20151021,0,0,0,1009975.0
20151022,0,0,0,1009975.0
20151023,0,0,0,1009975.0
20151026,0,0,0,1009975.0
20151027,0,0,0,1009975.0
20151028,0,0,0,1009975.0
20151029,0,0,0,1009975.0
20151030,0,0,0,1009975.0
20151102,0,0,0,1009975.0
20151103,0,0,0,1009975.0
20151104,0,0,0,1009975.0
20151105,0,0,0,1009975.0
20151106,0,0,0,1009975.0
20151109,0,0,0,1009975.0
20151110,1,1,0,1009888.0
20151111,1,1,0,1009462.0
20151112,1,1,0,1009362.0
20151113,1,1,0,1009938.0
20151116,1,1,0,1009638.0
20151117,1,1,0,1009312.0
20151118,1,1,0,1009638.0
20151119,1,1,0,1009400.0
20151120,1,1,0,1009575.0
20151123,1,1,0,1009038.0
20151124,1,1,0,1009212.0
20151125,1,1,0,1008600.0
20151127,1,1,0,1008950.0
20151130,1,0,1,1008400.0
20151201,1,0,1,1008525.0
20151202,1,0,1,1008912.0
20151203,1,0,1,1008000.0
20151204,0,0,1,1007500.0
20151207,0,0,1,1007588.0
20151208,0,0,1,1007650.0
20151209,0,0,1,1007238.0
20151210,0,0,1,1006950.0
20151211,0,0,1,1007200.0
20151214,0,0,1,1007050.0
20151215,0,0,1,1007012.0
20151216,0,0,1,1007550.0
20151217,1,0,1,1006950.0
20151218,0,0,1,1006762.0
20151221,0,0,1,1007150.0
20151222,0,0,1,1007512.0
20151223,0,0,1,1007625.0
20151224,0,0,1,1007725.0
20151228,1,0,1,1007838.0
20151229,1,0,1,1007300.0
20151230,1,0,1,1007775.0
20151231,1,0,1,1007775.0
20160104,1,0,1,1008725.0
20160105,1,0,1,1008500.0
20160106,1,0,1,1008412.0
20160107,1,0,1,1008138.0
20160108,1,0,1,1007438.0
20160111,1,0,1,1008175.0
20160112,1,0,1,1007312.0
20160113,1,0,1,1007412.0
20160114,1,0,1,1007875.0
20160115,1,0,1,1007362.0
20160119,0,0,1,1007288.0
20160120,0,0,1,1007438.0
20160121,0,0,1,1007262.0
20160122,0,0,1,1007238.0
20160125,0,0,1,1006938.0
20160126,0,0,0,1006788.0
20160127,0,0,0,1006788.0
20160128,0,0,0,1006788.0
20160129,0,0,0,1006788.0
20160201,0,0,0,1006788.0
20160202,0,0,0,1006788.0
20160203,0,0,0,1006788.0
20160204,0,0,0,1006788.0
20160205,0,0,0,1006788.0
20160208,0,0,0,1006788.0
20160209,0,0,1,1006700.0
20160210,0,0,1,1006512.0
20160211,0,0,1,1006662.0
20160212,0,0,1,1006700.0
20160216,0,0,1,1006362.0
20160217,0,0,1,1006150.0
20160218,0,0,1,1006462.0
20160219,0,0,1,1006488.0
20160222,0,0,1,1006650.0
20160223,0,0,1,1007175.0
20160224,0,0,1,1007438.0
20160225,0,0,1,1007300.0
20160226,0,0,1,1007388.0
20160229,0,0,1,1007338.0
20160301,0,0,1,1007700.0
20160302,0,0,1,1007488.0
20160303,0,0,1,1007012.0
20160304,0,0,1,1006962.0
20160307,0,0,1,1006862.0
20160308,0,0,1,1006738.0
20160309,0,0,1,1006588.0
20160310,0,0,1,1006150.0
20160311,0,1,1,1006375.0
20160314,0,1,0,1006225.0
20160315,0,1,0,1006038.0
20160316,0,1,0,1006162.0
20160317,0,1,0,1006325.0
20160318,0,1,0,1006312.0
20160321,0,1,0,1006538.0
20160322,0,1,0,1006950.0
20160323,0,1,0,1006700.0
20160324,0,1,0,1006962.0
20160328,0,1,0,1006888.0
20160329,0,1,0,1007238.0
20160330,0,1,0,1006888.0
20160331,1,1,0,1007100.0
20160401,1,1,0,1007350.0
20160404,1,1,0,1007088.0
20160405,1,1,0,1006538.0
20160406,1,1,0,1006638.0
20160407,1,1,0,1006288.0
20160408,1,1,0,1006862.0
20160411,1,1,1,1008100.0
20160412,0,1,1,1007925.0
20160413,1,1,1,1008412.0
20160414,1,1,1,1008138.0
20160415,1,1,1,1008762.0
20160418,1,1,0,1008100.0
20160419,1,1,1,1010188.0
20160420,1,1,1,1012812.0
20160421,1,1,1,1012325.0
20160422,1,1,1,1008662.0
20160425,1,1,1,1009775.0
20160426,1,1,1,1011362.0
20160427,1,1,1,1011088.0
20160428,1,1,1,1011462.0
20160429,1,1,1,1011750.0
20160502,1,1,1,1012412.0
20160503,1,1,0,1010150.0
20160504,1,1,0,1010200.0
20160505,0,1,0,1008938.0
20160506,0,1,0,1010062.0
20160509,0,1,0,1009650.0
20160510,0,1,0,1012525.0
20160511,0,1,0,1012238.0
20160512,0,1,0,1011925.0
20160513,0,1,0,1011575.0
20160516,0,1,0,1011550.0
20160517,0,1,0,1012338.0
20160518,0,1,0,1012088.0
20160519,0,1,0,1011900.0
20160520,0,1,0,1012038.0
20160523,0,1,0,1011250.0
20160524,0,1,0,1011062.0
20160525,0,1,0,1012600.0
20160526,1,1,0,1012362.0
20160527,1,1,0,1012925.0
20160531,1,1,0,1012125.0
20160601,1,1,0,1013638.0
20160602,1,1,0,1015938.0
20160603,1,1,0,1015475.0
20160606,1,1,0,1016238.0
20160607,1,1,0,1016412.0
20160608,1,1,1,1018438.0
20160609,1,1,1,1017650.0
20160610,1,1,1,1016825.0
20160613,1,1,0,1016662.0
20160614,1,1,0,1017012.0
20160615,1,1,0,1015962.0
20160616,1,1,0,1014700.0
20160617,1,1,0,1016575.0
20160620,1,1,0,1014950.0
20160621,1,1,0,1013188.0
20160622,1,0,0,1012775.0
20160623,0,0,1,1012700.0
20160624,0,0,1,1012675.0
20160627,0,0,1,1013075.0
20160628,0,0,1,1013125.0
20160629,0,0,1,1013762.0
20160630,1,0,1,1013712.0
20160701,1,0,1,1014750.0
20160705,1,0,1,1015050.0
20160706,1,0,1,1015762.0
20160707,1,0,1,1015900.0
20160708,1,0,1,1014762.0
20160711,1,0,1,1015325.0
20160712,1,0,1,1014725.0
20160713,1,0,1,1014175.0
20160714,1,0,1,1014675.0
20160715,1,0,1,1015412.0
20160718,1,0,1,1014938.0
20160719,1,0,1,1016275.0
20160720,1,0,1,1016738.0
20160721,1,0,1,1016662.0
20160722,1,1,1,1015838.0
20160725,1,1,1,1016762.0
20160726,1,1,1,1017200.0
20160727,1,1,1,1016438.0
20160728,1,1,1,1017288.0
20160729,1,1,1,1016000.0
20160801,1,1,1,1018600.0
20160802,1,1,1,1019338.0
20160803,1,1,1,1018725.0
20160804,1,1,1,1019225.0
20160805,1,1,1,1017525.0
20160808,1,1,1,1016900.0
20160809,1,1,1,1016900.0
20160810,1,1,1,1016938.0
20160811,1,1,1,1017200.0
20160812,1,1,1,1016938.0
20160815,1,1,1,1015375.0
20160816,1,1,1,1015350.0
20160817,1,1,1,1014650.0
20160818,1,1,1,1014588.0
20160819,1,1,1,1014975.0
20160822,1,0,1,1014950.0
20160823,1,0,1,1015562.0
20160824,1,0,1,1015800.0
20160825,1,0,1,1016138.0
20160826,1,0,1,1017388.0
20160829,1,0,1,1018125.0
20160830,1,0,1,1018612.0
20160831,1,1,1,1018812.0
20160901,1,1,1,1018038.0
20160902,1,1,1,1017138.0
20160906,1,1,1,1016812.0
20160907,1,1,1,1015575.0
20160908,1,1,1,1015088.0
20160909,1,1,1,1014912.0
20160912,1,1,1,1015500.0
20160913,1,1,1,1017400.0
20160914,1,1,1,1017275.0
20160915,1,1,1,1017150.0
20160916,1,1,1,1015838.0
20160919,1,1,1,1015462.0
20160920,1,0,1,1014312.0
20160921,1,0,1,1014250.0
20160922,1,0,1,1014525.0
20160923,1,0,1,1014575.0
20160926,1,0,1,1015388.0
20160927,1,1,1,1014062.0
20160928,1,1,1,1014575.0
20160929,1,1,1,1014550.0
20160930,1,1,1,1013838.0
20161003,1,1,1,1013000.0
20161004,1,1,1,1013588.0
20161005,1,1,1,1013425.0
20161006,1,1,1,1013438.0
20161007,1,1,1,1013538.0
20161010,1,1,1,1013375.0
20161011,1,1,1,1013325.0
20161012,1,1,0,1013100.0
20161013,1,1,0,1013188.0
20161014,1,1,0,1013112.0
20161017,1,0,0,1012312.0
20161018,1,0,0,1012300.0
20161019,1,0,0,1012488.0
20161020,1,0,0,1012162.0
20161021,1,0,0,1012238.0
20161024,1,0,0,1012025.0
20161025,1,0,0,1012075.0
20161026,1,0,0,1012312.0
20161027,1,0,0,1012488.0
20161028,1,0,0,1012362.0
20161031,1,0,0,1012350.0
20161101,1,0,0,1012062.0
20161102,0,0,0,1011912.0
20161103,0,0,0,1011912.0
20161104,0,0,0,1011912.0
20161107,0,0,0,1011912.0
20161108,0,0,0,1011912.0
20161109,0,0,0,1011912.0
20161110,0,0,0,1011912.0
20161111,0,0,0,1011912.0
20161114,0,0,0,1011912.0
20161115,0,0,0,1011912.0
20161116,0,0,0,1011912.0
20161117,0,0,0,1011912.0
20161118,0,0,0,1011912.0
20161121,0,0,0,1011912.0
20161122,0,1,0,1011850.0
20161123,0,1,0,1012062.0
20161125,0,1,0,1012650.0
20161128,0,1,0,1013150.0
20161129,0,1,1,1012712.0
20161130,0,1,1,1012500.0
20161201,0,1,1,1012738.0
20161202,0,1,1,1012188.0
20161205,0,1,1,1012788.0
20161206,0,1,1,1013075.0
20161207,0,1,1,1013425.0
20161208,0,1,1,1011962.0
20161209,0,1,1,1012088.0
20161212,0,1,1,1011712.0
20161213,1,1,1,1011388.0
20161214,1,1,1,1011200.0
20161215,1,1,1,1011625.0
20161216,1,1,1,1012000.0
20161219,1,1,1,1011300.0
20161220,0,1,1,1010450.0
20161221,0,1,1,1010712.0
20161222,0,0,1,1010688.0
20161223,0,0,1,1010862.0
20161227,0,0,1,1010062.0
20161228,0,0,1,1010462.0
20161229,0,0,1,1010300.0
20161230,0,0,1,1010138.0
20170103,0,0,1,1010212.0
20170104,0,0,1,1009612.0
20170105,0,0,1,1009750.0
20170106,0,0,1,1009600.0
20170109,0,0,1,1009800.0
20170110,0,0,1,1009775.0
20170111,0,0,1,1009375.0
20170112,0,0,1,1009750.0
20170113,0,0,1,1009738.0
20170117,1,1,1,1009950.0
20170118,1,1,1,1010088.0
20170119,1,1,1,1009538.0
20170120,1,1,1,1009812.0
20170123,1,1,1,1009562.0
20170124,1,1,1,1008962.0
20170125,1,1,1,1008838.0
20170126,1,1,1,1008550.0
