Date,C_,S_,W_,
20170127,1,1,1,1008150.0
20170130,1,0,0,1007075.0
20170131,1,0,0,1007175.0
20170201,1,0,0,1007600.0
20170202,1,0,0,1007562.0
20170203,1,0,0,1007450.0
20170206,1,0,0,1007375.0
20170207,1,0,0,1007612.0
20170208,1,0,0,1007725.0
20170209,1,0,1,1007938.0
20170210,1,0,1,1008462.0
20170213,1,0,1,1008675.0
20170214,1,0,1,1008475.0
20170215,1,0,1,1008962.0
20170216,1,0,1,1008350.0
20170217,1,0,1,1007750.0
20170221,1,0,1,1007550.0
20170222,1,0,1,1007900.0
20170223,1,0,1,1007462.0
20170224,0,0,1,1007188.0
20170227,0,0,1,1006725.0
20170228,0,0,1,1006975.0
20170301,0,0,1,1007638.0
20170302,0,0,1,1007425.0
20170303,0,0,1,1007462.0
20170306,0,0,1,1007712.0
20170307,0,0,1,1007612.0
20170308,0,0,1,1007138.0
20170309,0,0,1,1006988.0
20170310,0,1,1,1006662.0
20170313,0,1,0,1006550.0
20170314,0,1,0,1006888.0
20170315,0,1,0,1006950.0
20170316,0,1,0,1006775.0
20170317,0,1,0,1006850.0
20170320,0,1,0,1006875.0
20170321,0,1,0,1006775.0
20170322,0,1,0,1006862.0
20170323,0,1,0,1007300.0
20170324,1,1,0,1008100.0
20170327,1,1,1,1008288.0
20170328,1,1,1,1007975.0
20170329,1,1,1,1008038.0
20170330,1,1,1,1008612.0
20170331,1,1,1,1008850.0
20170403,0,1,1,1008988.0
20170404,0,1,1,1009050.0
20170405,0,1,1,1008588.0
20170406,0,1,1,1009050.0
20170407,0,1,1,1008988.0
20170410,0,1,1,1008762.0
20170411,0,1,1,1008662.0
20170412,0,1,1,1008238.0
20170413,0,1,1,1008025.0
20170417,0,1,1,1008575.0
20170418,0,1,1,1008862.0
20170419,0,1,1,1008825.0
20170420,0,1,1,1009638.0
20170421,0,1,1,1009488.0
20170424,0,1,1,1009100.0
20170425,0,1,1,1009125.0
20170426,0,1,1,1009575.0
20170427,0,1,1,1009300.0
20170428,0,1,1,1009300.0
20170501,0,1,1,1007512.0
20170502,0,0,1,1007062.0
20170503,0,0,1,1007062.0
20170504,0,0,0,1006288.0
20170505,0,0,0,1006288.0
20170508,0,0,0,1006288.0
20170509,0,0,0,1006288.0
20170510,0,0,0,1006288.0
20170511,0,0,0,1006288.0
20170512,0,0,0,1006288.0
20170515,0,0,0,1006288.0
20170516,0,0,0,1006288.0
20170517,0,0,0,1006288.0
20170518,0,0,0,1006288.0
20170519,0,0,0,1006288.0
20170522,0,0,0,1006288.0
20170523,0,0,0,1006288.0
20170524,0,0,0,1006288.0
20170525,0,1,0,1006312.0
20170526,0,1,0,1006962.0
20170530,0,1,0,1007650.0
20170531,0,1,0,1007488.0
20170601,0,1,0,1007675.0
20170602,0,1,0,1007225.0
20170605,0,1,0,1007188.0
20170606,1,1,0,1007088.0
20170607,1,1,1,1007200.0
20170608,1,1,1,1007112.0
20170609,1,1,1,1006862.0
20170612,1,1,1,1006262.0
20170613,1,1,1,1006938.0
20170614,1,1,1,1006675.0
20170615,1,1,1,1007188.0
20170616,1,1,1,1007775.0
20170619,1,1,1,1007488.0
20170620,0,1,1,1007988.0
20170621,0,1,1,1008038.0
20170622,0,1,1,1008612.0
20170623,1,1,1,1008662.0
20170626,1,1,1,1008000.0
20170627,1,1,1,1007925.0
20170628,1,1,1,1007988.0
20170629,1,1,1,1008825.0
20170630,1,1,1,1008325.0
20170703,0,1,1,1010925.0
20170705,0,1,1,1011850.0
20170706,0,1,1,1011050.0
20170707,0,1,1,1011662.0
20170710,1,1,1,1013675.0
20170711,1,1,1,1014012.0
20170712,0,1,1,1011925.0
20170713,0,1,1,1008338.0
20170714,0,1,1,1008988.0
20170717,0,1,1,1008550.0
20170718,0,1,1,1008650.0
20170719,0,1,0,1009125.0
20170720,0,1,0,1009850.0
20170721,0,1,0,1009612.0
20170724,0,1,0,1009000.0
20170725,0,1,0,1008138.0
20170726,0,1,0,1008512.0
20170727,0,1,0,1008875.0
20170728,0,1,0,1009150.0
20170731,0,1,0,1008862.0
20170801,1,0,0,1007875.0
20170802,1,0,0,1007750.0
20170803,1,0,0,1007825.0
20170804,1,0,0,1007675.0
20170807,1,0,0,1007388.0
20170808,1,0,0,1007512.0
20170809,1,0,0,1007388.0
20170810,1,0,0,1008138.0
20170811,1,0,1,1007838.0
20170814,1,0,1,1007650.0
20170815,1,0,1,1008600.0
20170816,1,0,1,1009250.0
20170817,1,0,1,1009612.0
20170818,1,0,1,1009438.0
20170821,1,0,1,1009912.0
20170822,1,0,1,1010425.0
20170823,1,0,1,1010575.0
20170824,1,0,1,1010288.0
20170825,1,0,1,1010425.0
20170828,1,0,1,1011038.0
20170829,1,0,1,1011062.0
20170830,1,0,1,1011225.0
20170831,1,0,1,1010375.0
20170901,1,0,1,1010288.0
20170905,1,0,1,1009912.0
20170906,1,0,1,1009650.0
20170907,1,0,1,1010362.0
20170908,1,0,1,1010262.0
20170911,1,0,1,1010375.0
20170912,1,0,1,1010312.0
20170913,1,0,1,1010250.0
20170914,1,0,1,1010125.0
20170915,1,0,1,1009800.0
20170918,1,0,0,1009875.0
20170919,1,0,0,1010038.0
20170920,1,0,0,1009950.0
20170921,1,0,0,1009938.0
20170922,1,0,0,1009775.0
20170925,1,0,0,1009762.0
20170926,1,0,0,1009838.0
20170927,1,0,0,1009750.0
20170928,1,0,0,1009825.0
20170929,0,0,0,1009625.0
20171002,0,0,0,1009625.0
20171003,0,0,0,1009625.0
20171004,0,0,0,1009625.0
20171005,0,0,0,1009625.0
20171006,0,0,0,1009625.0
20171009,0,0,0,1009625.0
20171010,0,0,0,1009625.0
20171011,0,0,0,1009625.0
20171012,1,0,0,1009375.0
20171013,1,0,0,1009188.0
20171016,1,0,0,1009300.0
20171017,1,0,0,1009325.0
20171018,1,0,0,1009400.0
20171019,1,0,0,1009375.0
20171020,1,0,0,1009600.0
20171023,1,0,0,1009262.0
20171024,1,0,0,1009188.0
20171025,0,0,0,1009100.0
20171026,0,0,0,1009100.0
20171027,0,0,0,1009100.0
20171030,0,0,0,1009100.0
20171031,0,0,1,1009288.0
20171101,0,0,1,1009312.0
20171102,0,0,1,1008912.0
20171103,0,0,1,1008925.0
20171106,0,0,1,1008675.0
20171107,0,0,1,1008850.0
20171108,0,0,1,1008875.0
20171109,1,0,1,1008800.0
20171110,1,0,1,1008575.0
20171113,1,0,1,1009000.0
20171114,1,0,1,1009050.0
20171115,1,0,1,1009412.0
20171116,1,0,1,1009425.0
20171117,1,0,1,1008812.0
20171120,1,0,1,1008975.0
20171121,1,0,1,1008838.0
20171122,1,0,1,1008925.0
20171124,1,0,1,1009425.0
20171127,1,0,1,1009912.0
20171128,1,0,1,1009962.0
20171129,1,0,1,1009500.0
20171130,1,0,1,1009475.0
20171201,1,0,1,1009050.0
20171204,1,0,1,1009475.0
20171205,1,1,1,1009275.0
20171206,1,1,1,1009412.0
20171207,1,0,1,1009175.0
20171208,1,0,1,1009238.0
20171211,1,0,1,1009700.0
20171212,1,0,1,1009900.0
20171213,1,0,1,1009538.0
20171214,1,1,1,1009438.0
20171215,1,1,1,1009512.0
20171218,1,1,1,1009712.0
20171219,1,1,1,1010012.0
20171220,1,1,1,1009825.0
20171221,1,1,1,1009812.0
20171222,1,1,1,1009850.0
20171226,1,1,1,1009450.0
20171227,1,1,1,1009262.0
20171228,1,1,1,1009900.0
20171229,1,1,1,1009750.0
20180102,1,1,1,1009150.0
20180103,1,1,1,1008838.0
20180104,1,1,1,1009088.0
20180105,1,0,1,1008812.0
20180108,1,0,1,1009162.0
20180109,1,0,1,1008850.0
20180110,1,1,1,1008725.0
20180111,1,1,1,1009038.0
20180112,1,1,1,1009275.0
20180116,1,1,1,1009000.0
20180117,1,1,1,1008475.0
20180118,1,1,1,1008150.0
20180119,1,1,1,1007862.0
20180122,1,1,1,1008088.0
20180123,1,1,1,1008438.0
20180124,1,1,1,1008050.0
20180125,1,1,0,1007775.0
20180126,1,1,0,1007500.0
20180129,1,1,0,1007912.0
20180130,1,1,1,1008650.0
20180131,1,1,1,1008150.0
20180201,1,1,1,1007588.0
20180202,1,1,1,1007050.0
20180205,1,0,0,1006188.0
20180206,1,0,0,1006425.0
20180207,1,0,1,1006588.0
20180208,1,0,1,1006400.0
20180209,1,0,1,1005850.0
20180212,1,0,1,1006850.0
20180213,1,0,1,1006675.0
20180214,1,0,1,1006450.0
20180215,1,0,1,1006775.0
20180216,1,1,1,1006312.0
20180220,1,1,1,1006038.0
20180221,1,1,1,1006338.0
20180222,1,1,1,1006475.0
20180223,1,1,1,1006712.0
20180226,1,1,1,1007200.0
20180227,1,1,1,1007688.0
20180228,1,1,1,1009025.0
20180301,1,1,1,1010888.0
20180302,1,1,1,1010212.0
20180305,1,1,1,1011100.0
20180306,1,1,1,1010900.0
20180307,1,1,1,1009888.0
20180308,1,1,1,1010238.0
20180309,1,1,1,1008350.0
20180312,1,1,1,1008525.0
20180313,1,1,1,1008750.0
20180314,1,1,1,1007888.0
20180315,1,1,1,1007712.0
20180316,1,1,1,1007400.0
20180319,0,0,0,1006088.0
20180320,0,0,0,1006088.0
20180321,0,0,0,1006088.0
20180322,0,0,0,1006088.0
20180323,0,0,0,1006088.0
20180326,0,0,0,1006088.0
20180327,0,0,0,1006088.0
20180328,0,0,0,1006088.0
20180329,0,0,0,1006088.0
20180402,0,0,0,1006088.0
20180403,0,0,0,1006088.0
20180404,0,0,0,1006088.0
20180405,0,0,0,1006088.0
20180406,0,0,0,1006088.0
20180409,0,0,0,1006088.0
20180410,0,0,0,1006088.0
20180411,0,0,0,1006088.0
20180412,0,0,0,1006088.0
20180413,0,1,0,1005588.0
20180416,0,1,0,1004975.0
20180417,0,1,0,1005175.0
20180418,0,1,0,1004962.0
20180419,0,1,0,1004738.0
20180420,0,1,0,1004312.0
20180423,0,0,0,1004225.0
20180424,0,0,0,1004225.0
20180425,0,0,0,1004225.0
20180426,0,0,0,1004225.0
20180427,0,0,0,1004225.0
20180430,1,0,0,1004162.0
20180501,1,0,0,1004412.0
20180502,1,0,1,1004138.0
20180503,1,0,1,1004850.0
20180504,1,0,1,1004175.0
20180507,1,1,1,1003312.0
20180508,1,1,1,1003150.0
20180509,1,1,1,1003150.0
20180510,1,1,0,1002575.0
20180511,1,1,0,1003200.0
20180514,1,1,0,1002475.0
20180515,1,1,0,1002712.0
20180516,1,1,0,1003512.0
20180517,1,1,0,1003550.0
20180518,1,1,0,1003738.0
20180521,1,1,0,1002412.0
20180522,1,1,0,1002250.0
20180523,1,0,0,1002262.0
20180524,1,0,1,1001625.0
20180525,1,0,1,1002350.0
20180529,1,0,1,1001725.0
20180530,0,0,1,1000700.0
20180531,0,0,1,1000912.0
20180601,0,0,1,1000762.0
20180604,0,0,0,1000125.0
20180605,0,0,0,1000125.0
20180606,1,0,0,1000125.0
20180607,1,1,0,1001125.0
20180608,1,1,0,1001300.0
20180611,1,1,0,1002600.0
20180612,1,1,0,1002075.0
20180613,1,1,0,1003050.0
20180614,1,1,0,1004138.0
20180615,1,1,1,1004875.0
20180618,1,1,1,1005462.0
20180619,1,1,1,1007162.0
20180620,1,1,1,1006588.0
20180621,1,1,1,1006550.0
20180622,1,1,1,1006038.0
20180625,1,1,1,1008100.0
20180626,1,1,1,1008725.0
20180627,1,1,1,1008350.0
20180628,1,1,1,1009250.0
20180629,1,1,1,1008275.0
20180702,1,1,1,1010475.0
20180703,1,1,1,1009950.0
20180705,1,1,1,1009638.0
20180706,1,1,0,1006950.0
20180709,1,1,0,1008388.0
20180710,1,1,0,1008725.0
20180711,1,1,1,1010650.0
20180712,1,1,1,1009675.0
20180713,1,1,1,1010025.0
20180716,1,1,1,1009850.0
20180717,1,1,1,1008688.0
20180718,1,1,1,1008675.0
20180719,1,1,1,1007800.0
20180720,1,1,1,1006962.0
20180723,1,1,1,1006850.0
20180724,1,1,1,1006412.0
20180725,1,1,1,1007550.0
20180726,0,1,1,1006912.0
20180727,0,1,1,1006150.0
20180730,0,1,1,1006662.0
20180731,0,0,1,1006612.0
20180801,0,0,1,1006838.0
20180802,0,0,1,1006950.0
20180803,0,0,1,1006738.0
20180806,0,0,1,1007650.0
20180807,0,0,1,1007338.0
20180808,0,0,1,1007425.0
20180809,0,0,1,1007150.0
20180810,0,0,1,1006262.0
20180813,0,0,1,1005600.0
20180814,0,0,0,1005550.0
20180815,0,0,0,1005550.0
20180816,0,0,0,1005550.0
20180817,0,0,0,1005550.0
20180820,0,0,0,1005550.0
20180821,0,0,0,1005550.0
20180822,0,0,0,1005550.0
20180823,0,0,0,1005550.0
20180824,0,0,0,1005550.0
20180827,0,0,0,1005550.0
20180828,0,0,0,1005550.0
20180829,0,0,0,1005550.0
20180830,0,0,0,1005550.0
20180831,0,0,0,1005550.0
20180904,0,0,0,1005550.0
20180905,0,0,0,1005550.0
20180906,0,0,0,1005550.0
20180907,0,0,0,1005550.0
20180910,0,0,0,1005550.0
20180911,0,0,0,1005550.0
20180912,1,1,0,1004838.0
20180913,1,1,1,1005225.0
20180914,1,1,1,1004575.0
20180917,1,1,1,1005375.0
20180918,1,1,1,1005875.0
20180919,1,1,1,1004350.0
20180920,1,1,1,1002925.0
20180921,1,1,1,1002950.0
20180924,1,1,1,1002838.0
20180925,1,1,1,1002750.0
20180926,0,1,1,1002650.0
20180927,0,0,1,1002462.0
20180928,0,0,1,1002662.0
20181001,0,0,1,1002638.0
20181002,0,0,1,1002150.0
20181003,0,0,1,1002350.0
20181004,0,0,1,1002212.0
20181005,0,0,1,1002062.0
20181008,0,0,1,1002412.0
20181009,0,0,1,1002362.0
20181010,0,0,1,1002588.0
20181011,0,0,1,1002712.0
20181012,0,0,1,1002250.0
20181015,0,0,1,1001862.0
20181016,0,0,1,1001938.0
20181017,0,0,1,1002238.0
20181018,0,0,1,1002462.0
20181019,0,0,1,1002375.0
20181022,0,0,1,1002712.0
20181023,0,0,1,1002662.0
20181024,0,0,1,1003138.0
20181025,0,0,1,1003750.0
20181026,0,0,1,1002850.0
20181029,0,0,1,1002750.0
20181030,0,0,1,1003125.0
20181031,0,0,1,1003088.0
20181101,0,0,1,1002712.0
20181102,0,0,1,1002675.0
20181105,0,0,1,1002750.0
20181106,0,0,1,1002512.0
20181107,0,0,1,1002600.0
20181108,0,0,1,1002725.0
20181109,0,0,1,1003012.0
20181112,0,0,1,1002125.0
20181113,0,0,1,1002725.0
20181114,0,0,1,1002962.0
20181115,0,0,1,1002838.0
20181116,0,0,1,1002775.0
20181119,0,0,1,1003188.0
20181120,0,0,1,1003075.0
20181121,0,0,1,1003175.0
20181123,0,0,1,1003125.0
20181126,0,0,1,1002738.0
20181127,0,0,1,1003212.0
20181128,0,0,1,1002962.0
20181129,0,0,1,1003150.0
20181130,0,0,1,1002750.0
20181203,0,1,0,1001362.0
20181204,0,1,0,1001662.0
20181205,0,1,0,1001750.0
20181206,0,1,0,1001550.0
20181207,0,1,0,1001912.0
20181210,0,1,0,1001562.0
20181211,0,1,0,1001825.0
20181212,1,1,0,1001988.0
20181213,1,1,1,1001288.0
20181214,1,1,1,1000688.0
20181217,1,1,1,1001125.0
20181218,1,1,1,1001225.0
20181219,1,1,1,1000138.0
20181220,0,0,1,999925.0
20181221,0,0,0,999525.0
20181224,0,0,0,999525.0
20181226,0,0,0,999525.0
20181227,0,0,0,999525.0
20181228,0,0,0,999525.0
20181231,0,0,0,999525.0
20190102,0,0,0,999525.0
20190103,0,0,0,999525.0
20190104,0,0,0,999525.0
20190107,0,0,0,999525.0
20190108,0,0,0,999525.0
20190109,0,0,0,999525.0
20190110,0,0,0,999525.0
20190111,0,0,0,999525.0
20190114,0,0,0,999525.0
20190115,0,0,0,999525.0
20190116,0,0,0,999525.0
20190117,0,0,0,999525.0
20190118,0,0,0,999525.0
20190122,0,0,0,999525.0
20190123,0,0,0,999525.0
20190124,0,0,1,999250.0
20190125,0,0,1,999175.0
20190128,0,0,1,999112.0
20190129,0,0,1,998838.0
20190130,0,0,1,999012.0
20190131,0,0,1,999000.0
20190201,0,0,1,999388.0
20190204,0,0,1,999462.0
20190205,0,0,1,999538.0
20190206,0,0,1,999475.0
20190207,0,0,1,998838.0
20190208,0,0,1,999038.0
20190211,0,0,1,999088.0
20190212,0,0,1,999175.0
20190213,0,0,1,999288.0
20190214,0,0,0,998750.0
20190215,0,0,1,998588.0
20190219,1,0,1,999400.0
20190220,1,0,1,999800.0
20190221,1,0,1,999275.0
20190222,1,0,1,999275.0
20190225,1,0,1,1000512.0
20190226,1,0,1,1000938.0
20190227,1,0,1,1001125.0
20190228,1,0,1,1001638.0
20190301,1,0,1,1001638.0
20190304,1,0,1,1001638.0
20190305,1,0,1,1001225.0
20190306,1,0,1,1002025.0
20190307,1,0,1,1002975.0
20190308,1,1,1,1002850.0
20190311,1,1,1,1003800.0
20190312,1,1,1,1002038.0
20190313,1,1,1,1002088.0
20190314,1,1,1,1001750.0
20190315,1,1,1,1000588.0
20190318,1,1,1,1001125.0
20190319,1,1,1,1001238.0
20190320,1,1,1,1000712.0
20190321,0,1,1,1000138.0
20190322,0,1,1,1000500.0
20190325,0,1,1,1000188.0
20190326,0,1,1,1000488.0
20190327,0,1,1,1001138.0
20190328,0,1,1,1001288.0
20190329,1,1,1,1002100.0
20190401,1,1,1,1001025.0
20190402,1,1,1,1000750.0
20190403,1,1,1,1000400.0
20190404,1,1,1,999900.0
20190405,1,1,1,1000562.0
20190408,1,1,1,1000825.0
20190409,1,1,1,1001112.0
20190410,1,1,1,1000938.0
20190411,1,1,1,1001238.0
20190412,1,1,1,1000988.0
20190415,1,1,1,1000975.0
20190416,1,1,1,1002425.0
20190417,1,1,1,1002812.0
20190418,1,1,1,1002862.0
20190422,1,1,1,1003650.0
20190423,1,1,1,1004425.0
20190424,1,1,1,1005312.0
20190425,1,1,1,1004950.0
20190426,1,1,1,1004988.0
20190429,1,1,1,1005638.0
20190430,1,1,1,1006262.0
20190501,1,1,1,1005712.0
20190502,1,1,1,1005638.0
20190503,1,1,1,1005975.0
20190506,1,1,1,1006938.0
20190507,1,1,1,1006688.0
20190508,1,1,1,1007000.0
20190509,1,1,1,1008750.0
20190510,1,1,1,1009238.0
20190513,1,1,1,1008725.0
20190514,1,1,1,1006088.0
20190515,1,1,1,1005362.0
20190516,1,1,0,1004700.0
20190517,1,1,0,1005812.0
20190520,1,1,0,1005600.0
20190521,1,1,1,1005975.0
20190522,1,1,1,1005362.0
20190523,1,1,1,1005350.0
20190524,1,1,1,1006625.0
20190528,1,1,1,1006875.0
20190529,1,0,1,1005225.0
20190530,1,0,1,1007300.0
20190531,1,0,1,1006262.0
20190603,1,0,1,1006962.0
20190604,1,0,1,1006388.0
20190605,1,0,1,1005038.0
20190606,1,0,1,1006288.0
20190607,1,0,1,1005775.0
20190610,1,0,1,1005925.0
20190611,1,0,1,1007050.0
20190612,1,0,1,1007575.0
20190613,1,0,1,1008638.0
20190614,1,0,1,1009338.0
20190617,1,0,1,1009475.0
20190618,1,1,1,1008450.0
20190619,1,1,1,1007038.0
20190620,1,1,1,1008312.0
20190621,1,1,1,1007262.0
20190624,1,1,1,1008400.0
20190625,1,1,1,1008050.0
20190626,1,1,1,1007788.0
20190627,1,0,1,1007262.0
20190628,0,0,1,1005738.0
20190701,0,0,1,1004962.0
20190702,0,0,1,1004538.0
20190703,0,0,1,1005075.0
20190705,0,0,1,1005125.0
20190708,0,0,1,1004925.0
20190709,0,0,1,1004512.0
20190710,0,0,1,1004612.0
20190711,0,0,1,1005450.0
20190712,0,0,1,1005525.0
20190715,0,0,1,1004762.0
20190716,0,0,1,1004750.0
20190717,0,0,1,1004650.0
20190718,0,0,0,1004262.0
20190719,0,0,0,1004262.0
20190722,0,0,0,1004262.0
20190723,0,0,0,1004262.0
20190724,0,0,0,1004262.0
20190725,0,0,0,1004262.0
20190726,0,0,0,1004262.0
20190729,0,0,0,1004262.0
20190730,0,0,0,1004262.0
20190731,0,0,0,1004262.0
20190801,0,0,0,1004262.0
20190802,0,0,0,1004262.0
20190805,0,0,0,1004262.0
20190806,0,0,0,1004262.0
20190807,0,0,0,1004262.0
20190808,0,0,0,1004262.0
20190809,0,0,0,1004262.0
20190812,1,0,1,1004275.0
20190813,1,0,1,1005225.0
20190814,1,0,1,1005488.0
20190815,1,0,1,1005638.0
20190816,1,0,1,1005038.0
20190819,1,0,1,1005600.0
20190820,1,0,1,1006150.0
20190821,1,0,1,1005875.0
20190822,1,0,1,1005600.0
20190823,1,0,1,1005375.0
20190826,1,0,1,1005550.0
20190827,1,0,1,1005588.0
20190828,1,1,1,1004850.0
20190829,1,1,1,1004825.0
20190830,1,1,1,1005388.0
20190903,1,1,1,1006300.0
20190904,1,1,1,1005712.0
20190905,1,1,1,1006125.0
20190906,1,1,1,1006600.0
20190909,1,1,1,1006125.0
20190910,1,1,1,1004662.0
20190911,1,1,1,1005250.0
20190912,1,0,0,1003725.0
20190913,1,0,0,1003650.0
20190916,1,0,0,1003388.0
20190917,1,0,0,1003688.0
20190918,1,0,0,1003525.0
20190919,1,0,0,1003450.0
20190920,1,0,0,1003550.0
20190923,1,0,0,1003425.0
20190924,1,0,0,1003350.0
20190925,0,0,0,1003225.0
20190926,0,0,0,1003225.0
20190927,0,0,0,1003225.0
20190930,0,0,0,1003225.0
20191001,0,0,0,1003225.0
20191002,0,0,0,1003225.0
20191003,0,0,0,1003225.0
20191004,0,0,0,1003225.0
20191007,0,0,0,1003225.0
20191008,0,0,0,1003225.0
20191009,0,1,0,1003300.0
20191010,0,1,0,1003288.0
20191011,0,1,1,1003775.0
20191014,0,1,1,1004150.0
20191015,0,1,1,1003625.0
20191016,0,1,1,1003638.0
20191017,0,1,1,1004425.0
20191018,0,1,1,1004888.0
20191021,0,1,1,1004412.0
20191022,0,1,1,1004175.0
20191023,0,1,1,1004300.0
20191024,0,1,1,1004038.0
20191025,0,1,1,1003475.0
20191028,0,1,1,1003200.0
20191029,0,1,1,1003088.0
20191030,0,1,1,1002825.0
20191031,0,1,1,1002888.0
20191101,0,1,1,1003475.0
20191104,0,1,1,1003225.0
20191105,0,1,1,1003312.0
20191106,0,1,1,1003050.0
20191107,0,1,1,1003288.0
20191108,0,1,1,1002900.0
20191111,0,0,1,1002362.0
20191112,0,0,1,1002925.0
20191113,0,0,1,1002525.0
20191114,0,0,1,1002462.0
20191115,0,0,1,1002212.0
20191118,0,0,0,1002238.0
20191119,0,0,0,1002238.0
20191120,0,0,0,1002238.0
20191121,0,0,0,1002238.0
20191122,0,0,0,1002238.0
20191125,0,0,0,1002238.0
20191126,0,0,0,1002238.0
20191127,0,0,0,1002238.0
20191129,0,1,1,1002612.0
20191202,0,1,1,1002600.0
20191203,0,1,1,1002075.0
20191204,0,1,1,1001838.0
20191205,0,1,1,1001338.0
20191206,0,1,1,1001112.0
20191209,0,0,1,1000538.0
20191210,0,0,1,1000588.0
20191211,1,0,1,1000438.0
20191212,1,0,0,999975.0
20191213,0,0,0,999675.0
20191216,0,0,1,999850.0
20191217,0,0,1,1000175.0
20191218,0,0,1,999775.0
20191219,0,0,1,999625.0
20191220,0,0,1,999475.0
20191223,0,0,1,999338.0
20191224,0,0,1,999412.0
20191226,0,0,1,999812.0
20191227,0,0,1,1000175.0
20191230,0,0,1,1000162.0
20191231,0,0,1,1000300.0
20200102,0,0,1,1000375.0
20200103,0,0,1,1000088.0
20200106,0,0,1,999862.0
20200107,0,0,1,999875.0
20200108,0,0,1,1000000.0
20200109,0,0,1,1000475.0
20200110,0,0,1,1000588.0
20200113,0,0,1,1000475.0
20200114,0,0,1,1000788.0
20200115,0,0,1,1001025.0
20200116,0,0,1,1000625.0
20200117,0,0,1,1000888.0
20200121,0,0,1,1001438.0
20200122,0,0,1,1001250.0
20200123,1,0,1,1001462.0
20200124,1,0,1,1000788.0
20200127,0,0,1,1000425.0
20200128,0,0,1,1000300.0
20200129,0,0,1,999925.0
20200130,0,1,1,999825.0
20200131,0,1,1,999675.0
20200203,0,1,1,999538.0
20200204,0,1,1,999500.0
20200205,0,1,1,999712.0
20200206,0,1,1,999375.0
20200207,0,1,1,999450.0
20200210,0,1,1,999000.0
20200211,0,1,0,998688.0
20200212,0,1,0,998300.0
20200213,0,0,0,998012.0
20200214,0,0,0,998012.0
20200218,0,0,0,998012.0
20200219,0,0,0,998012.0
20200220,0,0,0,998012.0
20200221,0,0,0,998012.0
20200224,1,0,0,998188.0
20200225,1,0,0,998175.0
20200226,1,0,0,998275.0
20200227,1,0,0,998600.0
20200228,1,0,1,998038.0
20200302,1,0,1,997762.0
20200303,1,0,1,997275.0
20200304,1,0,1,997538.0
20200305,1,0,1,997675.0
20200306,1,0,1,998112.0
20200309,1,1,1,998525.0
20200310,1,1,1,997800.0
20200311,1,1,1,998575.0
20200312,1,1,1,1000062.0
20200313,1,1,1,1000575.0
20200316,1,1,1,1002875.0
20200317,1,1,1,1003225.0
20200318,1,1,1,1003150.0
20200319,1,1,0,1000275.0
20200320,1,1,0,999400.0
20200323,1,1,0,998338.0
20200324,1,0,0,998088.0
20200325,1,0,0,998025.0
20200326,1,0,0,998012.0
20200327,1,0,0,998150.0
20200330,1,0,0,998388.0
20200331,1,0,0,998412.0
20200401,1,0,0,998712.0
20200402,1,0,0,998775.0
20200403,1,0,0,998912.0
20200406,1,0,0,999062.0
20200407,1,0,0,998875.0
20200408,1,0,0,998950.0
20200409,1,0,0,998862.0
20200413,1,0,0,998875.0
20200414,1,0,0,999150.0
20200415,1,0,0,999488.0
20200416,1,0,0,999462.0
20200417,1,0,0,999338.0
20200420,1,0,0,999738.0
20200421,1,1,0,999488.0
20200422,1,1,0,998875.0
20200423,1,1,0,998562.0
20200424,1,1,0,999088.0
20200427,1,1,0,999762.0
20200428,1,1,0,1000050.0
20200429,1,1,0,999650.0
20200430,1,1,0,998488.0
20200501,1,1,0,998850.0
20200504,1,1,0,999650.0
20200505,1,1,0,999425.0
20200506,1,1,0,999912.0
20200507,1,1,0,999138.0
20200508,1,1,0,998762.0
20200511,1,0,0,998475.0
20200512,0,0,0,998212.0
20200513,0,0,0,998212.0
20200514,0,0,0,998212.0
20200515,0,0,0,998212.0
20200518,0,0,1,998125.0
20200519,0,0,1,998038.0
20200520,0,0,1,997288.0
20200521,0,0,0,996862.0
20200522,0,0,0,996862.0
20200526,0,0,0,996862.0
20200527,0,0,0,996862.0
20200528,0,0,0,996862.0
20200529,0,0,0,996862.0
20200601,0,0,0,996862.0
20200602,0,0,0,996862.0
20200603,0,0,0,996862.0
20200604,0,0,0,996862.0
20200605,0,0,0,996862.0
20200608,0,0,0,996862.0
20200609,0,0,0,996862.0
20200610,0,0,0,996862.0
20200611,0,0,0,996862.0
20200612,0,0,0,996862.0
20200615,0,0,0,996862.0
20200616,0,0,1,996738.0
20200617,0,0,1,997100.0
20200618,0,0,1,997362.0
20200619,0,0,1,997475.0
20200622,0,0,1,997288.0
20200623,0,0,1,997238.0
20200624,0,0,1,997475.0
20200625,0,0,1,997200.0
20200626,0,0,1,997825.0
20200629,0,0,1,997288.0
20200630,1,1,1,997312.0
20200701,1,1,1,998250.0
20200702,1,1,0,997775.0
20200706,1,1,0,998400.0
20200707,1,1,0,998062.0
20200708,1,1,0,997938.0
20200709,1,1,0,998275.0
20200710,1,1,0,997162.0
20200713,1,1,0,995962.0
20200714,0,1,0,995925.0
20200715,0,1,0,996188.0
20200716,0,1,1,995862.0
20200717,0,1,1,996038.0
20200720,0,1,0,995725.0
20200721,0,1,0,995375.0
20200722,0,1,0,995500.0
20200723,0,1,0,995725.0
20200724,0,1,0,995688.0
20200727,0,1,0,995712.0
20200728,0,1,0,995100.0
20200729,1,1,0,995075.0
20200730,1,1,0,995212.0
20200731,1,1,0,995412.0
