19880520,89.8125,89.875,89.75,89.765625,4088.0
19880523,89.71875,89.84375,89.625,89.625,3437.0
19880524,89.671875,89.71875,89.625,89.640625,2780.0
19880525,89.75,89.828125,89.65625,89.703125,2583.0
19880526,89.671875,89.6875,89.4375,89.59375,3430.0
19880527,89.34375,89.46875,89.28125,89.453125,2749.0
19880531,88.875,89.03125,88.875,89.03125,1543.0
19880601,89.28125,89.625,89.265625,89.59375,2078.0
19880602,89.640625,89.78125,89.484375,89.484375,3073.0
19880603,89.484375,89.84375,89.46875,89.84375,2642.0
19880606,89.859375,89.90625,89.71875,89.890625,3419.0
19880607,89.75,89.859375,89.6875,89.75,2078.0
19880608,89.8125,90.125,89.8125,90.125,5041.0
19880609,90.0625,90.140625,89.921875,89.96875,5561.0
19880610,89.984375,90.203125,89.90625,90.078125,3394.0
19880613,90.171875,90.265625,90.171875,90.171875,1548.0
19880614,90.640625,91.0,90.640625,90.96875,2876.0
19880615,90.84375,90.875,90.734375,90.78125,1735.0
19880616,90.359375,90.359375,90.140625,90.203125,2644.0
19880617,90.0625,90.0625,89.71875,89.78125,1954.0
19880620,89.65625,89.875,89.515625,89.75,1381.0
19880621,89.78125,89.875,89.609375,89.71875,2877.0
19880622,90.15625,90.265625,90.046875,90.171875,1739.0
19880623,90.46875,90.5,90.25,90.265625,1509.0
19880624,90.390625,90.46875,90.28125,90.3125,1932.0
19880627,90.1875,90.234375,90.015625,90.03125,1048.0
19880628,89.953125,90.265625,89.9375,90.234375,2705.0
19880629,90.25,90.4375,90.1875,90.265625,2496.0
19880630,90.359375,90.5,90.328125,90.46875,3289.0
19880701,90.625,90.71875,90.546875,90.546875,1295.0
19880705,90.390625,90.4375,90.328125,90.390625,1123.0
19880706,90.265625,90.34375,90.1875,90.1875,1548.0
19880707,90.015625,90.15625,89.921875,90.125,4108.0
19880708,89.8125,89.859375,89.65625,89.6875,6643.0
19880711,89.6875,89.84375,89.65625,89.84375,1274.0
19880712,89.75,89.78125,89.609375,89.609375,2897.0
19880713,89.515625,89.75,89.46875,89.53125,2668.0
19880714,89.53125,89.5625,89.421875,89.484375,2519.0
19880715,89.578125,89.703125,89.46875,89.6875,2024.0
19880718,89.609375,89.625,89.4375,89.5,912.0
19880719,89.578125,89.703125,89.578125,89.65625,3537.0
19880720,89.703125,89.703125,89.609375,89.65625,2240.0
19880721,89.453125,89.53125,89.453125,89.515625,2090.0
19880722,89.46875,89.671875,89.4375,89.65625,1472.0
19880725,89.625,89.765625,89.625,89.703125,1220.0
19880726,89.640625,89.734375,89.640625,89.71875,1774.0
19880727,89.59375,89.640625,89.421875,89.4375,2167.0
19880728,89.4375,89.484375,89.28125,89.421875,2796.0
19880729,89.5,89.5625,89.5,89.546875,1270.0
19880801,89.578125,89.75,89.578125,89.703125,1280.0
19880802,89.765625,89.921875,89.75,89.921875,3318.0
19880803,89.953125,89.96875,89.84375,89.859375,3858.0
19880804,89.859375,90.046875,89.859375,90.046875,1033.0
19880805,89.75,89.765625,89.46875,89.515625,1870.0
19880808,89.484375,89.546875,89.4375,89.484375,1334.0
19880809,89.578125,89.65625,89.03125,89.109375,3783.0
19880810,89.0,89.078125,88.734375,88.734375,3712.0
19880811,88.734375,88.78125,88.609375,88.6875,2655.0
19880812,88.53125,88.75,88.53125,88.6875,2255.0
19880815,88.5625,88.65625,88.53125,88.65625,1963.0
19880816,88.421875,88.6875,88.390625,88.65625,2270.0
19880817,88.734375,88.734375,88.53125,88.609375,2951.0
19880818,88.5625,88.640625,88.5625,88.59375,2033.0
19880819,88.65625,88.71875,88.59375,88.625,1282.0
19880822,88.65625,88.671875,88.484375,88.5,3359.0
19880823,88.546875,88.703125,88.53125,88.6875,3456.0
19880824,88.6875,88.796875,88.625,88.671875,4566.0
19880825,88.34375,88.453125,88.3125,88.4375,2193.0
19880826,88.453125,88.5625,88.421875,88.515625,4632.0
19880829,88.53125,88.734375,88.53125,88.734375,3247.0
19880830,88.859375,88.90625,88.703125,88.828125,6830.0
19880831,88.671875,88.6875,88.546875,88.65625,2512.0
