Date,TY,FV,US,ES,NQ,EM,
20120810,0,0,0,0,0,0,504580.0
20120813,0,0,0,0,0,0,504580.0
20120814,0,0,0,0,1,0,504410.0
20120815,0,0,0,0,1,0,504645.0
20120816,0,0,0,1,1,0,505076.0
20120817,0,0,0,1,1,0,505438.0
20120820,0,0,0,1,1,0,505493.0
20120821,0,0,0,1,1,0,505261.0
20120822,0,0,0,1,1,0,505393.0
20120823,0,0,0,1,1,0,504376.0
20120824,0,0,0,1,1,0,505143.0
20120827,0,0,0,1,1,0,505223.0
20120828,0,0,0,1,1,0,505158.0
20120829,0,0,0,1,1,0,505143.0
20120830,0,0,0,1,1,0,504081.0
20120831,0,1,0,1,0,0,504393.0
20120903,0,1,0,1,0,0,504424.0
20120904,0,1,0,0,0,0,503810.0
20120905,0,1,0,0,0,0,503825.0
20120906,0,1,0,0,1,0,503752.0
20120907,0,1,0,1,1,0,503968.0
20120910,0,1,0,1,1,0,502525.0
20120911,0,1,0,1,1,0,502604.0
20120912,0,1,0,1,1,0,503253.0
20120913,0,0,1,1,1,0,504133.0
20120914,0,0,1,1,1,0,507425.0
20120917,0,0,1,1,1,0,506470.0
20120918,0,0,1,1,1,0,506057.0
20120919,0,0,1,1,1,0,505702.0
20120920,0,0,1,1,1,0,505441.0
20120921,0,0,1,1,1,0,505182.0
20120924,0,0,1,1,1,0,504153.0
20120925,0,0,1,1,1,0,501960.0
20120926,0,0,0,0,0,0,501152.0
20120927,0,0,0,0,0,0,501152.0
20120928,0,0,0,0,0,0,501152.0
20121001,0,0,0,0,0,0,501152.0
20121002,0,0,0,0,0,0,501152.0
20121003,0,0,0,0,0,0,501152.0
20121004,0,0,0,0,0,0,501152.0
20121005,0,0,0,0,0,0,501152.0
20121008,0,0,0,0,0,0,501152.0
20121009,0,0,0,0,0,0,501152.0
20121010,0,0,0,0,0,0,501152.0
20121011,0,0,0,0,0,0,501152.0
20121012,0,0,0,0,0,0,501152.0
20121015,0,0,0,0,0,0,501152.0
20121016,0,0,0,0,0,0,501152.0
20121017,0,0,0,0,0,0,501152.0
20121018,0,0,0,0,0,0,501152.0
20121019,0,0,0,0,0,0,501152.0
20121022,0,0,0,0,0,0,501152.0
20121023,0,0,0,0,0,0,501152.0
20121024,0,0,0,0,0,0,501152.0
20121025,0,0,0,0,0,0,501152.0
20121026,0,0,0,0,0,0,501152.0
20121029,0,0,0,0,0,0,501152.0
20121030,0,0,0,0,0,0,501152.0
20121031,0,0,0,0,0,0,501152.0
20121101,0,0,0,0,0,0,501152.0
20121102,0,0,0,0,0,0,501152.0
20121105,0,0,0,0,0,0,501152.0
20121106,0,0,0,0,0,0,501152.0
20121107,0,0,0,0,0,0,501152.0
20121108,0,0,0,0,1,0,501108.0
20121109,0,0,0,0,1,0,500938.0
20121112,0,0,0,0,1,0,500928.0
20121113,0,0,0,0,1,0,501338.0
20121114,0,0,0,1,1,0,501814.0
20121115,0,0,0,1,1,0,502051.0
20121116,1,0,1,1,1,0,501118.0
20121119,1,0,1,1,1,0,497868.0
20121120,1,0,1,1,1,0,496317.0
20121121,1,0,1,1,1,0,495511.0
20121123,1,0,1,0,0,0,494438.0
20121126,1,0,1,0,0,0,495219.0
20121127,1,0,1,0,0,0,495672.0
20121128,1,0,1,0,0,0,496438.0
20121129,1,0,1,0,0,0,496329.0
20121130,1,0,1,0,0,0,496594.0
20121203,1,0,1,0,0,0,496079.0
20121204,1,0,1,0,0,0,496594.0
20121205,1,0,1,0,0,0,496938.0
20121206,1,0,1,0,0,0,497266.0
20121207,1,0,1,0,0,0,495985.0
20121210,1,0,1,0,0,0,496235.0
20121211,1,0,0,0,0,0,495135.0
20121212,0,0,0,0,0,0,494675.0
20121213,0,0,0,0,0,0,494675.0
20121214,0,0,0,0,0,0,494675.0
20121217,0,0,0,0,0,0,494675.0
20121218,0,0,0,0,0,0,494675.0
20121219,0,0,0,0,0,0,494675.0
20121220,0,0,0,0,0,0,494675.0
20121221,0,0,0,0,0,0,494675.0
20121224,0,0,0,0,0,0,494675.0
20121226,0,0,0,0,0,0,494675.0
20121227,0,0,0,0,0,0,494675.0
20121228,0,0,0,0,0,0,494675.0
20121231,0,0,0,0,0,0,494675.0
20130102,0,0,0,0,0,0,494675.0
20130103,0,0,0,0,0,0,494675.0
20130104,1,1,1,0,0,0,494109.0
20130107,1,1,1,0,0,0,493844.0
20130108,1,1,1,0,0,0,492937.0
20130109,1,1,1,0,0,0,492289.0
20130110,1,1,1,0,0,0,493437.0
20130111,1,1,1,0,0,0,492765.0
20130114,1,1,1,0,0,0,492383.0
20130115,1,1,1,0,0,0,491539.0
20130116,1,1,1,0,0,0,491359.0
20130117,0,1,1,1,0,0,492321.0
20130118,0,1,1,1,0,0,491695.0
20130122,0,1,1,1,0,0,491962.0
20130123,0,0,1,1,0,0,491936.0
20130124,0,0,1,1,0,0,492136.0
20130125,0,0,1,1,0,0,494117.0
20130128,1,1,1,1,0,0,494713.0
20130129,1,1,1,1,0,0,495293.0
20130130,1,1,1,1,0,0,495173.0
20130131,1,1,1,1,0,0,494534.0
20130201,1,1,1,1,0,0,495959.0
20130204,1,1,1,1,0,0,494140.0
20130205,1,1,1,1,0,0,495913.0
20130206,1,1,1,1,0,0,494599.0
20130207,1,1,1,0,0,0,493636.0
20130208,1,1,1,1,0,0,493685.0
20130211,1,1,1,1,0,0,493624.0
20130212,1,1,1,1,0,0,494795.0
20130213,1,1,1,1,0,0,495907.0
20130214,1,1,1,1,0,0,494509.0
20130215,1,1,0,1,0,0,494274.0
20130219,1,1,0,1,0,0,495082.0
20130220,1,1,0,1,0,0,493829.0
20130221,0,0,0,0,0,0,492583.0
20130222,0,0,0,0,0,0,492583.0
20130225,0,0,0,0,0,0,492583.0
20130226,0,0,0,0,0,0,492583.0
20130227,0,0,0,0,0,0,492583.0
20130228,0,0,0,0,0,0,492583.0
20130301,0,0,0,0,0,0,492583.0
20130304,0,0,0,0,0,0,492583.0
20130305,0,0,0,0,0,0,492583.0
20130306,0,0,0,0,0,0,492583.0
20130307,0,0,0,0,0,0,492583.0
20130308,0,0,0,0,0,0,492583.0
20130311,0,0,0,0,0,0,492583.0
20130312,0,0,0,0,0,0,492583.0
20130313,0,0,0,0,0,0,492583.0
20130314,0,0,0,0,0,0,492583.0
20130315,0,0,0,0,0,0,492583.0
20130318,0,0,0,0,0,0,492583.0
20130319,0,0,0,0,0,0,492583.0
20130320,0,0,0,0,0,0,492583.0
20130321,0,0,0,0,0,0,492583.0
20130322,0,0,0,0,0,0,492583.0
20130325,0,0,0,0,0,0,492583.0
20130326,0,0,0,0,0,0,492583.0
20130327,0,0,0,0,0,0,492583.0
20130328,0,0,0,0,0,0,492583.0
20130329,0,0,0,0,0,0,492583.0
20130401,0,0,0,0,0,0,492583.0
20130402,0,0,0,0,0,0,492583.0
20130403,1,1,0,0,0,0,492617.0
20130404,1,1,0,0,0,0,493211.0
20130405,1,1,1,0,0,0,494490.0
20130408,1,1,1,0,0,0,493419.0
20130409,1,1,1,0,0,0,493068.0
20130410,1,1,1,0,1,0,491661.0
20130411,1,1,1,0,1,0,492107.0
20130412,1,1,1,0,1,0,493888.0
20130415,1,1,1,0,1,0,493110.0
20130416,1,1,1,0,1,0,493555.0
20130417,1,1,1,0,1,0,492930.0
20130418,1,1,1,0,0,0,493022.0
20130419,1,1,1,0,0,0,492530.0
20130422,1,1,1,0,0,0,492718.0
20130423,1,1,1,0,0,0,492616.0
20130424,1,1,1,0,0,0,492796.0
20130425,1,1,1,0,1,0,492525.0
20130426,1,1,1,0,1,0,493708.0
20130429,1,1,1,0,1,0,494038.0
20130430,1,1,1,0,1,0,494143.0
20130501,1,1,1,0,1,0,494923.0
20130502,1,1,1,0,1,0,495810.0
20130503,0,0,0,1,1,0,493629.0
20130506,0,0,0,1,1,0,494129.0
20130507,0,0,0,1,1,0,494459.0
20130508,0,0,0,1,1,0,495176.0
20130509,0,0,0,1,1,0,494889.0
20130510,0,0,0,1,1,0,495489.0
20130513,0,0,0,1,1,0,495661.0
20130514,0,0,0,1,1,0,496809.0
20130515,0,0,0,1,1,0,497236.0
20130516,0,0,0,1,1,0,496869.0
20130517,0,0,0,1,1,0,498109.0
20130520,0,0,0,1,1,0,498149.0
20130521,0,0,0,1,1,0,498209.0
20130522,0,0,0,1,0,0,497127.0
20130523,0,0,0,0,1,0,495847.0
20130524,0,0,0,0,1,0,495847.0
20130528,0,1,0,1,1,0,495525.0
20130529,1,1,0,1,1,0,494249.0
20130530,1,1,0,1,1,0,494841.0
20130531,1,1,0,1,1,0,493466.0
20130603,1,1,0,0,1,0,492856.0
20130604,1,1,0,0,1,0,492798.0
20130605,1,1,0,0,1,0,491744.0
20130606,1,1,0,0,0,0,491252.0
20130607,1,1,0,0,0,0,492353.0
20130610,1,1,0,0,0,0,492885.0
20130611,1,1,1,0,0,0,491801.0
20130612,1,1,1,0,0,0,492723.0
20130613,1,1,1,0,0,0,491129.0
20130614,1,1,1,0,0,0,489496.0
20130617,1,0,1,0,0,0,490455.0
20130618,1,0,1,0,0,0,490502.0
20130619,1,1,1,0,0,0,493935.0
20130620,1,1,1,0,0,0,497037.0
20130621,1,1,1,0,0,0,499459.0
20130624,1,1,1,0,0,0,500154.0
20130625,1,1,1,0,0,0,501162.0
20130626,1,1,1,0,0,0,499646.0
20130627,1,1,1,0,0,0,498209.0
20130628,1,1,1,0,0,0,498014.0
20130701,1,1,1,0,0,0,498178.0
20130702,0,1,1,0,0,0,497624.0
20130703,1,1,1,0,0,0,498420.0
20130705,1,1,1,0,0,0,503905.0
20130708,1,1,1,0,0,0,501975.0
20130709,1,1,1,0,0,0,501686.0
20130710,1,1,1,0,0,0,502608.0
20130711,1,0,1,0,0,0,499627.0
20130712,1,0,0,0,1,0,499089.0
20130715,1,0,0,1,1,0,498834.0
20130716,1,0,0,1,1,0,498383.0
20130717,1,0,0,1,1,0,498344.0
20130718,1,0,0,1,1,0,498224.0
20130719,1,0,0,1,1,0,498196.0
20130722,0,0,0,1,1,0,498256.0
20130723,0,0,0,1,1,0,497726.0
20130724,0,0,0,1,1,0,497941.0
20130725,0,0,0,1,1,0,497993.0
20130726,0,0,0,1,1,0,498528.0
20130729,0,0,0,1,1,0,498228.0
20130730,0,0,0,1,1,0,498741.0
20130731,0,0,0,1,1,0,498478.0
20130801,0,0,0,1,1,0,500061.0
20130802,0,0,0,1,1,0,500713.0
20130805,0,0,0,1,1,0,500638.0
20130806,0,0,0,0,1,0,499549.0
20130807,0,0,0,0,0,0,499074.0
20130808,0,0,0,0,0,0,499074.0
20130809,0,0,0,0,0,0,499074.0
20130812,0,0,0,0,0,0,499074.0
20130813,0,0,0,0,0,0,499074.0
20130814,0,0,0,0,0,0,499074.0
20130815,0,0,0,0,0,0,499074.0
20130816,0,0,0,0,0,0,499074.0
20130819,0,0,0,0,0,0,499074.0
20130820,0,0,0,0,0,0,499074.0
20130821,0,0,0,0,0,0,499074.0
20130822,0,0,0,0,0,0,499074.0
20130823,0,0,0,0,0,0,499074.0
20130826,0,0,0,0,0,0,499074.0
20130827,0,0,0,0,0,0,499074.0
20130828,0,0,0,0,0,0,499074.0
20130829,0,0,0,0,0,0,499074.0
20130830,0,0,0,0,0,0,499074.0
20130903,0,0,0,0,0,0,499074.0
20130904,0,0,0,0,0,0,499074.0
20130905,0,1,0,0,0,0,499280.0
20130906,0,1,0,0,0,0,498913.0
20130909,0,1,0,0,0,0,498554.0
20130910,0,1,0,0,1,0,498826.0
20130911,0,1,0,0,1,0,498436.0
20130912,0,1,0,0,1,0,498391.0
20130913,0,1,0,0,1,0,498431.0
20130916,0,0,0,0,1,0,497804.0
20130917,0,0,0,0,1,0,498264.0
20130918,0,0,0,1,1,0,499253.0
20130919,0,0,0,1,1,0,499451.0
20130920,0,0,0,1,1,0,498386.0
20130923,0,0,0,1,1,0,497748.0
20130924,0,0,0,1,1,0,497821.0
20130925,0,0,0,1,1,0,497218.0
20130926,0,0,0,1,1,0,498076.0
20130927,0,0,0,1,1,0,497716.0
20130930,0,0,0,0,0,0,495968.0
20131001,0,0,0,0,0,0,495968.0
20131002,0,0,0,0,0,0,495968.0
20131003,0,0,0,0,0,0,495968.0
20131004,0,0,0,0,0,0,495968.0
20131007,0,0,0,0,0,0,495968.0
20131008,0,0,0,0,0,0,495968.0
20131009,0,0,0,0,0,0,495968.0
20131010,0,0,0,0,0,0,495968.0
20131011,0,0,0,0,0,0,495968.0
20131014,0,0,0,0,0,0,495968.0
20131015,0,0,0,0,0,0,495968.0
20131016,0,0,0,0,0,0,495968.0
20131017,0,1,0,1,1,0,496028.0
20131018,1,1,0,1,1,0,496994.0
20131021,1,1,0,1,1,0,497102.0
20131022,1,1,0,1,1,0,498816.0
20131023,1,1,1,1,1,0,498511.0
20131024,1,1,1,1,1,0,498687.0
20131025,1,1,1,1,1,0,499634.0
20131028,1,1,1,1,1,0,499918.0
20131029,1,1,1,1,1,0,500616.0
20131030,1,1,1,1,1,0,499861.0
20131031,1,1,1,1,1,0,498616.0
20131101,1,1,1,1,1,0,496893.0
20131104,1,1,1,1,1,0,498027.0
20131105,0,0,0,1,1,0,496660.0
20131106,0,0,0,1,1,0,497035.0
20131107,0,0,0,0,0,0,495431.0
20131108,0,1,0,1,0,0,494650.0
20131111,0,1,0,1,0,0,494671.0
20131112,0,1,0,1,0,0,494421.0
20131113,0,1,0,1,0,0,495381.0
20131114,0,1,0,1,0,0,496128.0
20131115,0,1,0,1,0,0,496377.0
20131118,0,1,0,1,0,0,496264.0
20131119,0,1,0,1,0,0,495910.0
20131120,0,1,0,1,0,0,495635.0
20131121,0,1,0,1,0,0,496358.0
20131122,0,1,0,1,0,0,496772.0
20131125,0,1,0,1,0,0,496881.0
20131126,0,1,0,1,0,0,497060.0
20131127,0,1,0,1,0,0,497071.0
20131129,0,1,0,1,1,0,497087.0
20131202,0,1,0,1,1,0,496511.0
20131203,0,1,0,0,1,0,496104.0
20131204,0,1,0,0,1,0,495966.0
20131205,0,1,0,0,1,0,495711.0
20131206,0,0,0,0,1,0,496013.0
20131209,0,0,0,0,1,0,496303.0
20131210,0,0,0,0,1,0,496253.0
20131211,0,0,0,0,1,0,495343.0
20131212,0,0,0,0,1,0,495133.0
20131213,0,0,0,0,0,0,494899.0
20131216,0,0,0,0,0,0,494899.0
20131217,0,0,0,0,0,0,494899.0
20131218,0,0,0,0,0,0,494899.0
20131219,0,0,0,0,0,0,494899.0
20131220,0,0,0,0,0,0,494899.0
20131223,0,0,0,0,0,0,494899.0
20131224,0,0,0,0,0,0,494899.0
20131226,0,0,0,0,1,0,494865.0
20131227,0,0,0,0,1,0,494635.0
20131230,0,0,0,0,1,0,494545.0
20131231,0,0,0,0,1,0,494905.0
20140102,0,0,0,0,1,0,494415.0
20140103,0,0,0,0,1,0,493860.0
20140106,0,0,0,0,0,0,493318.0
20140107,0,0,0,0,0,0,493318.0
20140108,0,0,0,0,0,0,493318.0
20140109,0,1,0,0,0,0,493156.0
20140110,0,0,0,0,0,0,492539.0
20140113,0,0,0,0,0,0,492539.0
20140114,0,0,0,0,0,0,492539.0
20140115,0,0,0,0,0,0,492539.0
20140116,0,0,0,0,0,0,492539.0
20140117,0,0,0,0,0,0,492539.0
20140121,0,0,0,0,0,0,492539.0
20140122,0,0,0,0,0,0,492539.0
20140123,0,0,0,0,0,0,492539.0
20140124,0,0,0,0,0,0,492539.0
20140127,0,0,0,0,0,0,492539.0
20140128,0,0,0,0,0,0,492539.0
20140129,0,0,0,0,0,0,492539.0
20140130,0,0,0,0,0,0,492539.0
20140131,0,0,0,0,0,0,492539.0
20140203,0,0,1,0,0,0,493351.0
20140204,0,0,1,0,0,0,492601.0
20140205,0,0,1,0,0,0,491851.0
20140206,0,0,1,0,0,0,491476.0
20140207,0,0,1,0,0,0,491757.0
20140210,0,0,1,0,0,0,491726.0
20140211,0,0,1,0,0,0,491288.0
20140212,0,0,1,0,0,0,490694.0
20140213,0,0,1,0,1,0,491535.0
20140214,0,0,1,0,1,0,491641.0
20140218,0,0,1,0,1,0,492327.0
20140219,0,0,1,0,1,0,491573.0
20140220,0,0,1,0,1,0,491663.0
20140221,0,0,1,0,1,0,491898.0
20140224,0,0,1,0,1,0,492118.0
20140225,0,0,1,0,1,0,492910.0
20140226,0,0,1,0,1,0,493083.0
20140227,0,0,1,0,1,0,494170.0
20140228,0,0,1,1,1,0,493693.0
20140303,1,0,1,1,1,0,492829.0
20140304,1,0,1,1,1,0,493308.0
20140305,1,0,1,1,1,0,493556.0
20140306,1,0,1,1,1,0,492681.0
20140307,0,0,0,1,1,0,491809.0
20140310,0,0,0,1,0,0,491351.0
20140311,0,0,0,1,0,0,490751.0
20140312,0,0,0,1,0,0,490876.0
20140313,0,0,0,0,0,0,489524.0
20140314,0,0,1,0,0,0,489161.0
20140317,0,0,1,0,0,0,488474.0
20140318,0,0,1,0,0,0,488661.0
20140319,0,0,1,0,0,0,487661.0
20140320,0,0,1,0,0,0,487755.0
20140321,0,0,1,0,0,0,488349.0
20140324,0,0,1,0,0,0,488786.0
20140325,0,0,1,0,0,0,488755.0
20140326,0,0,1,0,0,0,489286.0
20140327,0,0,1,0,0,0,489911.0
20140328,0,0,1,0,0,0,489224.0
20140331,0,0,1,0,0,0,488911.0
20140401,0,0,1,0,0,0,488317.0
20140402,0,0,0,0,0,0,487662.0
20140403,0,0,0,0,0,0,487662.0
20140404,0,0,0,0,0,0,487662.0
20140407,0,0,0,0,0,0,487662.0
20140408,0,0,0,0,0,0,487662.0
20140409,0,0,0,0,0,0,487662.0
20140410,0,0,0,0,0,0,487662.0
20140411,0,0,0,0,1,0,487432.0
20140414,0,0,0,0,1,0,486907.0
20140415,0,0,0,0,1,0,486487.0
20140416,0,0,0,0,1,0,486282.0
20140417,0,0,0,0,1,0,485847.0
20140421,0,0,0,0,1,0,485287.0
20140422,0,0,0,0,0,0,484568.0
20140423,0,0,0,0,0,0,484568.0
20140424,0,0,0,0,0,0,484568.0
20140425,0,0,0,0,0,0,484568.0
20140428,0,0,0,0,0,0,484568.0
20140429,0,0,0,0,0,0,484568.0
20140430,0,0,0,0,0,0,484568.0
20140501,0,0,1,0,0,0,484462.0
20140502,0,0,1,0,0,0,484962.0
20140505,0,0,1,0,0,0,484494.0
20140506,0,0,1,0,0,0,484837.0
20140507,0,0,1,0,0,0,484775.0
20140508,1,0,1,0,0,0,484916.0
20140509,1,0,1,0,0,0,484369.0
20140512,1,0,1,0,0,0,483698.0
20140513,1,0,1,0,0,0,484557.0
20140514,1,1,1,0,0,0,486245.0
20140515,1,1,1,0,0,0,487229.0
20140516,1,1,1,0,0,0,486886.0
20140519,1,1,1,0,0,0,486425.0
20140520,1,1,1,0,0,0,487143.0
20140521,1,1,1,0,0,0,486307.0
20140522,1,1,1,0,0,0,485800.0
20140523,1,1,1,0,0,0,486550.0
20140527,1,1,1,0,0,0,487096.0
20140528,1,1,1,0,0,0,489245.0
20140529,1,1,1,0,0,0,488854.0
20140530,1,1,1,1,0,0,488515.0
20140602,1,1,0,1,0,0,486506.0
20140603,0,0,0,1,0,0,486286.0
20140604,0,0,0,1,0,0,486473.0
20140605,0,0,0,1,1,0,487382.0
20140606,0,0,0,1,1,0,488355.0
20140609,0,0,0,1,1,0,488320.0
20140610,0,0,0,1,1,0,488467.0
20140611,0,0,0,1,1,0,488097.0
20140612,0,0,0,1,1,0,486882.0
20140613,0,0,0,1,1,0,487222.0
20140616,0,0,0,1,1,0,487342.0
20140617,0,0,0,1,1,0,487562.0
20140618,0,0,0,1,1,0,488795.0
20140619,0,0,0,1,1,0,488722.0
20140620,0,0,0,1,1,0,488957.0
20140623,0,0,0,1,1,0,488970.0
20140624,0,0,0,1,1,0,488482.0
20140625,0,0,0,0,1,0,488562.0
20140626,0,0,0,0,1,0,488617.0
20140627,0,0,0,0,1,0,488897.0
20140630,0,0,0,0,1,0,489077.0
20140701,0,0,0,1,1,0,490214.0
20140702,0,0,0,1,1,0,490414.0
20140703,0,0,0,1,1,0,491421.0
20140707,0,0,0,1,1,0,490866.0
20140708,0,0,0,1,0,0,489560.0
20140709,0,0,0,1,0,0,489898.0
20140710,0,0,0,1,0,0,489423.0
20140711,0,0,0,1,0,0,489660.0
20140714,0,0,0,1,1,0,490022.0
20140715,0,0,0,1,1,0,489737.0
20140716,0,0,0,1,1,0,490275.0
20140717,0,0,1,1,1,0,488133.0
20140718,0,0,1,1,1,0,490055.0
20140721,0,0,1,1,1,0,490078.0
20140722,0,0,1,1,1,0,491135.0
20140723,0,0,1,1,1,0,491923.0
20140724,0,0,1,1,1,0,491160.0
20140725,0,0,1,1,1,0,491154.0
20140728,0,0,1,1,1,0,490944.0
20140729,0,0,1,1,1,0,490945.0
20140730,0,0,1,0,1,0,489733.0
20140731,0,0,0,0,0,0,488065.0
20140801,0,0,0,0,0,0,488065.0
20140804,0,0,0,0,0,0,488065.0
20140805,0,0,0,0,0,0,488065.0
20140806,0,0,1,0,0,0,487550.0
20140807,1,0,1,0,0,0,488260.0
20140808,1,1,1,0,0,0,488253.0
20140811,1,1,1,0,0,0,488191.0
20140812,1,1,1,0,0,0,487675.0
20140813,1,1,1,0,0,0,488683.0
20140814,1,1,1,0,0,0,489472.0
20140815,1,1,1,0,0,0,490925.0
20140818,1,1,1,0,0,0,489659.0
20140819,1,1,1,0,0,0,489081.0
20140820,1,1,1,0,0,0,488433.0
20140821,1,1,1,0,0,0,488933.0
20140822,1,1,1,0,0,0,489019.0
20140825,1,1,1,0,0,0,489316.0
20140826,1,1,1,0,0,0,489300.0
20140827,1,1,1,0,0,0,490245.0
20140828,1,1,1,0,0,0,491128.0
20140829,1,1,1,0,0,0,490909.0
20140902,0,0,1,0,0,0,488533.0
20140903,0,0,0,0,0,0,488358.0
20140904,0,0,0,0,0,0,488358.0
20140905,0,0,0,0,0,0,488358.0
20140908,0,0,0,0,0,0,488358.0
20140909,0,0,0,0,0,0,488358.0
20140910,0,0,0,0,0,0,488358.0
20140911,0,0,0,0,0,0,488358.0
20140912,0,0,0,0,0,0,488358.0
20140915,0,0,0,0,0,0,488358.0
20140916,0,0,0,0,0,0,488358.0
20140917,0,0,0,0,0,0,488358.0
20140918,0,1,0,0,0,1,489285.0
20140919,0,1,0,1,0,1,492249.0
20140922,0,1,0,1,0,1,479871.0
20140923,0,1,0,1,0,1,465446.0
20140924,0,1,0,1,0,1,484148.0
20140925,0,1,0,0,0,0,456803.0
20140926,0,0,0,0,0,0,456698.0
20140929,0,0,0,0,0,0,456698.0
20140930,0,0,0,0,0,0,456698.0
20141001,0,0,0,0,0,0,456698.0
20141002,0,0,0,0,0,0,456698.0
20141003,0,0,0,0,0,0,456698.0
20141006,0,0,0,0,0,0,456698.0
20141007,1,1,1,0,0,0,457087.0
20141008,1,1,1,0,0,0,457876.0
20141009,1,1,1,0,0,0,458111.0
20141010,1,1,1,1,0,0,459539.0
20141013,1,1,1,1,0,1,476988.0
20141014,1,1,1,1,0,1,475280.0
20141015,1,1,1,1,1,1,505537.0
20141016,1,1,1,1,1,1,502986.0
20141017,1,1,1,1,1,1,469686.0
20141020,1,1,1,1,1,1,465796.0
20141021,1,1,0,1,0,1,439421.0
20141022,0,1,1,0,0,1,450921.0
20141023,1,0,1,0,0,0,427410.0
20141024,1,1,1,0,0,0,427394.0
20141027,1,1,1,0,0,0,427840.0
20141028,1,1,1,0,0,0,427121.0
20141029,1,1,1,0,0,0,425980.0
20141030,1,1,1,0,0,0,426488.0
20141031,1,1,1,0,1,1,422996.0
20141103,1,1,1,0,1,1,420297.0
20141104,1,1,1,0,1,1,422225.0
20141105,1,1,1,0,1,1,432864.0
20141106,1,1,1,0,1,1,441588.0
20141107,1,1,1,0,1,1,443001.0
20141110,1,1,1,0,1,1,447271.0
20141111,1,1,1,0,1,1,448547.0
20141112,1,1,1,0,1,1,450436.0
20141113,1,1,1,0,1,1,452907.0
20141114,1,1,1,0,1,1,454789.0
20141117,1,1,1,0,1,1,455261.0
20141118,1,1,1,1,1,1,459607.0
20141119,1,1,1,1,1,1,458924.0
20141120,1,1,1,1,1,1,463911.0
20141121,1,1,1,1,1,1,473732.0
20141124,1,1,1,1,1,1,476093.0
20141125,1,1,1,1,1,1,479317.0
20141126,1,1,1,1,1,1,481104.0
20141128,1,1,1,1,1,1,482554.0
20141201,1,1,1,1,1,0,470224.0
20141202,1,1,1,1,1,0,469452.0
20141203,1,1,1,1,1,0,469916.0
20141204,1,1,1,1,1,0,470865.0
20141205,1,0,1,1,1,1,467380.0
20141208,0,0,1,1,0,1,456904.0
20141209,0,0,1,0,0,0,437836.0
20141210,0,0,1,0,0,0,438617.0
20141211,0,0,1,0,0,0,438774.0
20141212,1,0,1,0,0,0,439659.0
20141215,1,0,1,0,0,0,439268.0
20141216,1,0,1,0,0,0,440346.0
20141217,1,0,1,0,0,0,438596.0
20141218,1,0,0,0,0,0,437430.0
20141219,1,0,0,0,0,0,437587.0
20141222,1,0,0,0,0,0,437649.0
20141223,0,0,0,0,0,0,437202.0
20141224,0,0,0,0,0,0,437202.0
20141226,0,0,0,0,0,0,437202.0
20141229,0,0,0,0,0,0,437202.0
20141230,0,0,0,0,0,0,437202.0
20141231,0,0,0,0,0,0,437202.0
20150102,0,0,0,0,0,0,437202.0
20150105,0,0,1,0,0,0,437905.0
20150106,1,1,1,0,0,0,438881.0
20150107,1,1,1,0,0,0,439123.0
20150108,1,1,1,0,0,0,437388.0
20150109,1,1,1,0,0,0,438763.0
20150112,1,1,1,0,0,0,440435.0
20150113,1,1,1,0,0,0,441045.0
20150114,1,1,1,0,0,0,442576.0
20150115,1,1,1,0,0,0,444232.0
20150116,1,1,1,0,0,0,442857.0
20150120,1,1,1,0,0,0,443123.0
20150121,1,1,1,0,0,0,441748.0
20150122,1,1,1,0,0,0,440654.0
20150123,1,1,1,0,0,0,442810.0
20150126,1,1,1,0,0,0,442240.0
20150127,1,1,1,0,0,0,442428.0
20150128,1,0,1,0,0,0,444776.0
20150129,1,1,1,0,0,0,443573.0
20150130,1,1,1,0,0,0,445596.0
20150202,1,1,1,0,0,0,445213.0
20150203,0,1,0,0,0,0,442411.0
20150204,1,1,0,0,0,0,442102.0
20150205,1,1,0,0,0,0,441930.0
20150206,1,0,0,0,0,0,439811.0
20150209,1,0,0,0,0,0,439701.0
20150210,1,0,0,0,0,0,439451.0
20150211,0,0,0,0,0,0,439167.0
20150212,0,0,0,0,0,0,439167.0
20150213,0,0,0,0,0,0,439167.0
20150217,0,0,0,0,1,0,439248.0
20150218,0,0,0,0,1,0,439333.0
20150219,0,0,0,0,1,0,439878.0
20150220,0,0,0,1,1,0,440516.0
20150223,0,0,0,1,1,0,440634.0
20150224,0,0,0,1,1,1,443149.0
20150225,0,0,0,1,1,1,443504.0
20150226,0,0,0,1,1,1,444891.0
20150227,0,0,0,1,1,1,436544.0
20150302,0,0,0,1,1,1,449896.0
20150303,0,0,0,1,1,1,442824.0
20150304,0,0,0,1,1,1,432166.0
20150305,0,0,0,1,1,1,435834.0
20150306,0,0,0,0,0,0,416225.0
20150309,0,0,0,0,0,0,416225.0
20150310,0,0,0,0,0,0,416225.0
20150311,0,0,0,0,0,0,416225.0
20150312,0,0,0,0,0,0,416225.0
20150313,0,0,0,0,0,0,416225.0
20150316,0,0,0,0,0,0,416225.0
20150317,0,0,0,0,0,0,416225.0
20150318,0,0,0,0,0,0,416225.0
20150319,0,0,0,0,0,0,416225.0
20150320,0,0,0,0,0,0,416225.0
20150323,0,0,0,0,0,0,416225.0
20150324,0,0,0,0,0,0,416225.0
20150325,0,0,0,0,0,0,416225.0
20150326,0,0,0,0,0,0,416225.0
20150327,0,0,0,0,0,0,416225.0
20150330,0,0,0,0,0,0,416225.0
