Date,TY,FV,US,ES,NQ,EM,
20150331,0,0,0,0,0,0,416225.0
20150401,0,0,0,0,0,0,416225.0
20150402,0,0,0,0,0,0,416225.0
20150403,0,1,0,0,0,0,416296.0
20150406,0,1,0,0,0,0,416061.0
20150407,0,1,0,0,0,0,415944.0
20150408,0,1,0,0,0,0,415929.0
20150409,0,1,0,0,0,0,415647.0
20150410,0,1,0,0,0,0,415593.0
20150413,0,1,0,0,0,0,415726.0
20150414,0,1,0,0,0,0,415905.0
20150415,0,1,0,0,0,0,416015.0
20150416,0,1,0,0,0,0,416186.0
20150417,0,1,0,0,0,0,416163.0
20150420,0,1,0,0,0,0,416046.0
20150421,0,1,0,0,0,0,415960.0
20150422,0,1,0,0,0,0,415733.0
20150423,0,1,0,0,0,0,415905.0
20150424,0,1,0,0,1,0,415999.0
20150427,0,1,0,0,1,0,415831.0
20150428,0,1,0,0,1,0,415484.0
20150429,0,0,0,0,1,0,414377.0
20150430,0,0,0,0,0,0,412723.0
20150501,0,0,1,0,0,0,413181.0
20150504,0,0,1,0,0,0,414024.0
20150505,0,0,1,0,0,0,414743.0
20150506,0,0,1,0,0,0,416493.0
20150507,0,0,1,0,0,0,414837.0
20150508,0,0,1,0,0,0,414587.0
20150511,0,0,1,0,0,0,417618.0
20150512,1,0,1,0,0,0,416491.0
20150513,1,0,1,0,0,0,417585.0
20150514,1,0,1,0,0,0,416741.0
20150515,1,0,1,0,0,0,413507.0
20150518,1,0,1,0,0,0,416288.0
20150519,1,0,1,0,0,0,417100.0
20150520,1,0,1,0,0,0,417147.0
20150521,1,0,0,0,0,0,414979.0
20150522,1,0,0,0,0,0,415417.0
20150526,1,0,0,0,0,0,414792.0
20150527,1,0,0,0,0,0,414807.0
20150528,1,0,0,0,0,0,414682.0
20150529,0,0,0,0,0,0,414325.0
20150601,0,0,0,0,0,0,414325.0
20150602,0,0,0,0,0,0,414325.0
20150603,1,0,1,0,0,0,415453.0
20150604,1,0,1,0,0,0,413343.0
20150605,1,0,1,0,0,0,415828.0
20150608,1,0,1,0,0,0,415281.0
20150609,1,0,1,0,0,0,416422.0
20150610,1,0,1,0,0,0,418062.0
20150611,1,0,1,0,0,0,414953.0
20150612,1,0,1,0,0,0,414875.0
20150615,1,0,1,0,0,0,414406.0
20150616,1,0,1,0,0,0,413250.0
20150617,0,0,1,0,0,0,413338.0
20150618,0,0,1,0,0,0,414713.0
20150619,0,0,0,0,0,0,412476.0
20150622,0,0,0,0,0,0,412476.0
20150623,0,0,0,0,0,0,412476.0
20150624,0,0,0,0,0,0,412476.0
20150625,0,0,0,0,0,0,412476.0
20150626,0,0,0,0,0,0,412476.0
20150629,0,0,0,0,0,1,410442.0
20150630,0,0,0,0,0,1,410142.0
20150701,0,0,0,0,0,1,395342.0
20150702,0,0,0,0,0,1,397542.0
20150706,0,0,0,0,0,1,399742.0
20150707,0,0,0,1,0,1,392873.0
20150708,0,0,0,1,0,1,418398.0
20150709,0,0,0,1,0,1,417298.0
20150710,0,0,0,1,0,1,394211.0
20150713,0,0,0,1,0,0,370327.0
20150714,0,0,0,1,0,0,369952.0
20150715,0,0,0,1,0,0,369839.0
20150716,0,0,0,0,1,0,369730.0
20150717,0,0,0,0,1,0,370775.0
20150720,0,0,0,0,1,0,371200.0
20150721,0,0,0,0,1,0,371105.0
20150722,0,0,0,0,1,0,370115.0
20150723,0,0,0,0,1,0,370175.0
20150724,0,0,0,0,1,1,366734.0
20150727,0,0,0,0,1,1,378649.0
20150728,0,0,0,0,1,1,364319.0
20150729,0,0,0,0,1,1,350899.0
20150730,0,0,0,0,1,1,351104.0
20150731,0,0,0,0,1,1,358099.0
20150803,0,0,0,0,1,1,368159.0
20150804,0,0,0,0,1,1,373434.0
20150805,0,0,0,0,1,1,372169.0
20150806,0,0,0,0,0,1,381258.0
20150807,0,0,0,0,0,1,386658.0
20150810,0,0,0,0,0,1,363458.0
20150811,0,0,0,0,0,1,383258.0
20150812,1,1,1,1,0,1,378045.0
20150813,1,1,1,1,0,1,376493.0
20150814,1,1,1,1,0,1,369020.0
20150817,1,1,1,1,0,1,363618.0
20150818,1,1,1,1,0,0,361149.0
20150819,1,1,1,1,0,1,367357.0
20150820,1,1,1,1,0,1,408066.0
20150821,1,1,1,1,1,1,459486.0
20150824,1,1,1,1,1,1,545858.0
20150825,1,1,1,1,1,1,539411.0
20150826,1,1,0,1,1,1,477557.0
20150827,1,1,0,1,1,1,432570.0
20150828,1,1,0,1,1,1,431147.0
20150831,0,1,0,1,1,1,447868.0
20150901,0,1,0,1,1,1,495081.0
20150902,0,1,0,1,1,1,467102.0
20150903,0,1,0,1,1,1,466142.0
20150904,1,1,0,1,1,1,490776.0
20150908,1,0,0,0,1,0,454116.0
20150909,1,0,0,1,0,1,460575.0
20150910,1,0,0,1,0,1,457381.0
20150911,1,0,0,1,0,1,444031.0
20150914,1,0,0,1,0,1,450159.0
20150915,1,0,0,1,0,1,423915.0
20150916,1,0,0,1,0,1,408428.0
20150917,1,0,0,1,0,1,420347.0
20150918,1,1,0,1,0,1,446310.0
20150921,1,1,0,1,0,1,430986.0
20150922,1,1,0,1,0,1,456346.0
20150923,1,1,0,1,0,1,460518.0
20150924,1,1,0,1,0,1,470055.0
20150925,1,1,0,1,0,1,459193.0
20150928,1,1,0,1,1,1,492709.0
20150929,1,1,0,1,1,1,489570.0
20150930,1,1,0,1,1,1,463683.0
20151001,1,1,0,1,1,1,460993.0
20151002,1,1,1,1,1,1,439339.0
20151005,1,1,1,0,1,0,422978.0
20151006,1,1,1,0,1,0,424249.0
20151007,1,1,1,0,1,0,423024.0
20151008,0,0,1,0,0,0,421135.0
20151009,0,0,1,0,0,0,421635.0
20151012,0,0,1,0,0,0,422542.0
20151013,0,0,1,0,0,0,422573.0
20151014,1,1,1,0,0,0,424775.0
20151015,1,1,1,0,0,0,423181.0
20151016,1,1,1,0,0,0,423244.0
20151019,1,1,1,0,0,0,422650.0
20151020,1,1,1,0,0,0,420915.0
20151021,1,1,1,0,0,0,422470.0
20151022,1,1,1,0,0,0,422626.0
20151023,1,1,1,0,0,0,420494.0
20151026,1,1,1,0,0,0,421619.0
20151027,1,1,1,0,0,0,422658.0
20151028,1,0,1,0,0,0,421138.0
20151029,0,0,0,0,0,0,418522.0
20151030,0,0,0,0,0,0,418522.0
20151102,0,0,0,0,0,0,418522.0
20151103,0,0,0,0,0,0,418522.0
20151104,0,0,0,0,0,0,418522.0
20151105,0,0,0,0,0,0,418522.0
20151106,0,1,0,0,0,0,418372.0
20151109,0,1,0,0,0,0,418372.0
20151110,0,1,0,0,0,0,418169.0
20151111,0,1,0,0,0,0,418302.0
20151112,0,1,0,0,0,0,418247.0
20151113,0,1,0,0,0,0,418012.0
20151116,0,1,0,0,0,0,417903.0
20151117,0,1,0,0,0,0,417927.0
20151118,0,1,0,0,0,0,417997.0
20151119,0,1,0,0,0,0,417973.0
20151120,0,1,0,0,0,0,418028.0
20151123,0,1,0,0,0,0,417989.0
20151124,0,1,0,0,0,0,417911.0
20151125,0,1,0,0,0,0,417934.0
20151127,0,1,0,0,0,0,417848.0
20151130,0,1,0,0,0,0,417895.0
20151201,0,0,0,0,0,0,417464.0
20151202,0,0,0,0,0,0,417464.0
20151203,0,0,0,0,0,0,417464.0
20151204,0,0,0,0,0,0,417464.0
20151207,0,0,0,0,0,0,417464.0
20151208,0,0,0,0,0,0,417464.0
20151209,0,0,0,0,0,0,417464.0
20151210,0,0,0,0,0,0,417464.0
20151211,0,0,0,0,0,0,417464.0
20151214,0,0,0,0,0,0,417464.0
20151215,0,0,0,0,0,0,417464.0
20151216,0,0,0,0,0,0,417464.0
20151217,0,0,0,0,0,0,417464.0
20151218,0,0,0,0,0,0,417464.0
20151221,0,0,0,0,0,0,417464.0
20151222,0,0,0,0,0,0,417464.0
20151223,0,0,0,0,0,0,417464.0
20151224,0,0,0,0,0,0,417464.0
20151228,0,0,0,0,0,0,417464.0
20151229,0,0,0,0,0,0,417464.0
20151230,0,0,0,0,0,0,417464.0
20151231,0,0,0,0,0,0,417464.0
20160104,0,0,0,0,0,0,417464.0
20160105,0,0,0,0,0,0,417464.0
20160106,0,0,0,0,0,0,417464.0
20160107,0,0,0,0,0,0,417464.0
20160108,0,0,0,0,0,0,417464.0
20160111,0,0,0,1,0,0,416898.0
20160112,0,0,0,1,0,0,416361.0
20160113,0,0,1,1,0,0,418631.0
20160114,0,0,1,1,1,1,387074.0
20160115,0,0,1,1,1,1,429940.0
20160119,0,0,1,1,1,1,430115.0
20160120,1,0,1,1,1,1,451801.0
20160121,1,0,1,1,1,1,443478.0
20160122,1,0,1,1,1,1,416692.0
20160125,1,0,1,1,1,1,439423.0
20160126,1,0,1,1,1,1,412632.0
20160127,1,0,1,0,1,1,435718.0
20160128,1,0,1,1,1,1,423304.0
20160129,1,1,1,1,1,1,381799.0
20160201,1,1,1,1,0,0,374693.0
20160202,1,1,1,1,0,0,380311.0
20160203,1,1,1,1,1,0,378215.0
20160204,1,1,1,1,1,0,379307.0
20160205,1,1,1,1,1,0,384165.0
20160208,1,1,1,1,1,1,372031.0
20160209,1,1,1,1,1,1,375605.0
20160210,1,1,1,1,1,1,385707.0
20160211,1,1,1,1,1,1,414363.0
20160212,1,1,1,1,1,1,378340.0
20160216,1,1,0,1,1,1,351802.0
20160217,0,0,1,0,1,1,318053.0
20160218,1,0,1,0,0,1,321312.0
20160219,1,1,1,0,0,1,324815.0
20160222,1,1,1,0,0,0,304836.0
20160223,1,1,1,0,0,0,305664.0
20160224,1,1,1,0,0,0,305703.0
20160225,1,1,1,0,0,0,307094.0
20160226,1,1,1,0,0,0,304148.0
20160229,1,1,1,0,0,0,304641.0
20160301,1,1,1,0,0,0,301031.0
20160302,1,1,0,0,0,0,300380.0
20160303,1,0,0,0,0,0,300416.0
20160304,0,0,0,0,0,0,300053.0
20160307,0,0,0,0,0,0,300053.0
20160308,0,0,0,0,0,0,300053.0
20160309,0,0,0,0,0,0,300053.0
20160310,0,0,0,0,0,0,300053.0
20160311,0,0,0,0,0,0,300053.0
20160314,0,0,0,0,0,0,300053.0
20160315,0,0,0,0,0,0,300053.0
20160316,0,0,0,0,0,0,300053.0
20160317,0,0,0,0,0,0,300053.0
20160318,0,0,0,0,0,0,300053.0
20160321,0,0,0,0,0,0,300053.0
20160322,0,0,0,0,0,0,300053.0
20160323,0,0,0,0,0,0,300053.0
20160324,0,0,0,0,0,0,300053.0
20160328,0,0,0,0,0,0,300053.0
20160329,0,0,0,0,0,0,300053.0
20160330,0,0,0,0,0,0,300053.0
20160331,0,0,0,0,0,0,300053.0
20160401,0,0,0,0,0,0,300053.0
20160404,0,0,0,0,0,0,300053.0
20160405,0,0,0,0,0,0,300053.0
20160406,0,0,0,0,0,0,300053.0
20160407,0,0,0,0,0,0,300053.0
20160408,0,0,0,0,0,0,300053.0
20160411,0,0,0,0,0,0,300053.0
20160412,0,0,0,0,0,0,300053.0
20160413,0,0,0,0,0,0,300053.0
20160414,0,0,0,0,0,0,300053.0
20160415,0,0,0,0,0,0,300053.0
20160418,0,0,0,0,0,0,300053.0
20160419,0,0,0,0,0,0,300053.0
20160420,0,0,0,0,0,0,300053.0
20160421,0,0,0,0,0,0,300053.0
20160422,0,0,0,0,0,0,300053.0
20160425,0,0,0,0,0,0,300053.0
20160426,0,0,0,0,0,0,300053.0
20160427,0,0,0,0,0,0,300053.0
20160428,0,0,0,0,0,0,300053.0
20160429,0,0,0,0,0,0,300053.0
20160502,0,0,0,0,0,0,300053.0
20160503,0,0,0,0,0,0,300053.0
20160504,0,0,0,0,0,0,300053.0
20160505,0,0,0,0,0,0,300053.0
20160506,0,0,0,0,0,0,300053.0
20160509,0,0,0,0,0,0,300053.0
20160510,0,0,0,0,0,0,300053.0
20160511,0,0,0,0,0,0,300053.0
20160512,0,0,0,0,0,0,300053.0
20160513,0,0,0,0,0,0,300053.0
20160516,0,0,0,0,0,0,300053.0
20160517,0,0,0,0,0,0,300053.0
20160518,0,0,0,0,0,0,300053.0
20160519,0,0,0,0,0,0,300053.0
20160520,0,0,0,0,0,0,300053.0
20160523,0,0,0,0,0,0,300053.0
20160524,0,0,0,0,0,0,300053.0
20160525,0,0,0,0,0,0,300053.0
20160526,0,0,0,0,0,0,300053.0
20160527,0,0,0,0,0,0,300053.0
20160531,0,0,0,0,0,0,300053.0
20160601,0,0,0,0,0,0,300053.0
20160602,0,0,0,0,0,0,300053.0
20160603,0,0,1,0,0,0,300873.0
20160606,0,0,1,0,0,0,300373.0
20160607,0,0,1,0,0,0,300748.0
20160608,0,0,1,0,0,0,301123.0
20160609,0,0,1,0,0,0,301811.0
20160610,1,0,1,0,0,0,302745.0
20160613,1,1,1,0,0,0,303417.0
20160614,1,1,1,0,0,0,303613.0
20160615,1,1,1,0,0,0,304386.0
20160616,1,1,1,0,0,0,305667.0
20160617,1,1,1,0,0,0,304003.0
20160620,1,1,1,0,0,0,302277.0
20160621,1,1,0,0,0,0,301142.0
20160622,1,1,0,0,0,0,301306.0
20160623,0,0,0,0,0,0,300883.0
20160624,1,1,1,0,1,0,302561.0
20160627,1,1,1,0,1,0,308801.0
20160628,1,1,1,0,1,0,306631.0
20160629,1,1,1,0,1,0,304590.0
20160630,1,1,1,0,1,0,303049.0
20160701,1,1,1,0,1,0,303938.0
20160705,1,1,1,0,1,0,308241.0
20160706,1,1,1,0,1,0,306805.0
20160707,1,1,1,0,1,0,306956.0
20160708,1,1,1,1,0,1,310096.0
20160711,1,1,1,1,0,1,319226.0
20160712,1,1,1,1,0,1,328896.0
20160713,1,1,1,1,0,1,332895.0
20160714,1,1,1,1,1,1,344705.0
20160715,1,1,1,1,1,1,341101.0
20160718,1,1,0,1,1,1,345401.0
20160719,1,1,0,1,1,1,348469.0
20160720,1,1,0,1,1,1,354488.0
20160721,1,1,0,1,1,1,344721.0
20160722,1,1,0,1,1,1,349573.0
20160725,1,1,0,1,1,1,343284.0
20160726,1,1,0,1,1,1,341420.0
20160727,0,1,0,1,1,1,341313.0
20160728,0,1,0,1,1,0,333015.0
20160729,0,1,0,1,1,0,333642.0
20160801,0,1,0,1,1,0,333732.0
20160802,0,1,0,0,1,0,332235.0
20160803,0,1,0,0,1,0,332547.0
20160804,0,1,0,0,1,0,333052.0
20160805,0,1,0,0,1,0,333298.0
20160808,0,0,0,0,1,0,333025.0
20160809,0,0,0,0,1,0,333275.0
20160810,0,0,0,0,1,0,333070.0
20160811,0,0,0,0,1,0,333440.0
20160812,0,0,0,0,1,0,333525.0
20160815,0,0,0,0,1,0,333895.0
20160816,0,0,0,0,1,0,333410.0
20160817,0,0,0,0,0,0,333320.0
20160818,0,0,0,0,0,0,333320.0
20160819,0,0,0,0,0,0,333320.0
20160822,0,0,0,0,0,0,333320.0
20160823,0,0,0,0,0,0,333320.0
20160824,0,0,0,0,0,0,333320.0
20160825,0,0,0,0,0,0,333320.0
20160826,0,0,0,0,0,0,333320.0
20160829,0,0,0,0,0,0,333320.0
20160830,0,0,0,0,0,0,333320.0
20160831,0,0,0,0,0,0,333320.0
20160901,0,0,0,0,0,0,333320.0
20160902,0,0,0,0,0,0,333320.0
20160906,0,0,0,0,0,0,333320.0
20160907,0,0,0,0,0,0,333320.0
20160908,0,0,0,0,0,0,333320.0
20160909,0,0,0,0,0,0,333320.0
20160912,0,0,0,0,0,0,333320.0
20160913,0,0,0,0,0,0,333320.0
20160914,0,0,0,0,0,0,333320.0
20160915,0,0,0,0,0,0,333320.0
20160916,0,0,0,0,0,0,333320.0
20160919,0,0,0,0,0,0,333320.0
20160920,0,0,0,0,0,0,333320.0
20160921,0,0,0,0,0,0,333320.0
20160922,0,0,0,0,0,0,333320.0
20160923,0,0,0,0,0,0,333320.0
20160926,0,0,0,0,0,0,333320.0
20160927,0,0,0,0,0,0,333320.0
20160928,0,0,0,0,0,0,333320.0
20160929,0,0,0,0,0,0,333320.0
20160930,0,0,0,0,0,0,333320.0
20161003,0,0,0,0,0,0,333320.0
20161004,0,0,0,0,0,0,333320.0
20161005,0,0,0,0,0,0,333320.0
20161006,0,1,0,0,0,0,333346.0
20161007,1,1,1,0,0,0,332946.0
20161010,1,1,1,0,0,0,334150.0
20161011,1,1,1,0,0,0,333806.0
20161012,1,1,1,0,0,0,334173.0
20161013,1,1,1,0,0,0,332689.0
20161014,1,1,1,0,0,0,334876.0
20161017,1,1,1,0,0,0,333743.0
20161018,1,1,1,0,0,0,333134.0
20161019,1,0,1,0,0,0,333076.0
20161020,1,0,1,0,0,0,332623.0
20161021,1,0,1,0,0,0,332404.0
20161024,0,0,1,0,0,0,332725.0
20161025,0,0,1,0,0,0,332350.0
20161026,0,0,0,0,0,0,331831.0
20161027,1,1,1,0,0,0,332284.0
20161028,1,1,1,1,0,0,331894.0
20161031,1,1,1,1,0,0,331410.0
20161101,1,1,1,1,0,1,331182.0
20161102,1,1,1,1,0,1,337010.0
20161103,1,0,1,1,0,1,340704.0
20161104,1,0,1,1,0,1,344735.0
20161107,1,0,1,1,0,1,304741.0
20161108,1,1,1,0,0,0,294497.0
20161109,0,0,1,0,1,1,160786.0
20161110,1,1,1,0,1,1,181566.0
20161111,1,1,1,0,1,1,183307.0
20161114,1,1,1,0,1,1,189479.0
20161115,1,1,1,0,1,1,194357.0
20161116,1,1,1,0,1,1,188531.0
20161117,1,1,1,0,1,1,193030.0
20161118,1,1,1,0,1,1,193237.0
20161121,1,1,1,0,1,1,198058.0
20161122,1,1,1,1,1,1,205840.0
20161123,1,1,1,1,1,1,213254.0
20161125,1,1,1,1,1,1,222665.0
20161128,1,1,1,1,1,1,214351.0
20161129,1,1,1,1,0,1,216835.0
20161130,1,1,0,1,0,1,218891.0
20161201,1,1,1,1,0,1,227397.0
20161202,1,1,1,1,0,1,221661.0
20161205,0,0,1,1,1,1,224938.0
20161206,1,1,1,1,1,1,227715.0
20161207,1,1,1,1,1,1,254984.0
20161208,1,1,1,1,1,1,267777.0
20161209,1,1,1,1,0,1,284773.0
20161212,1,1,1,1,1,1,284698.0
20161213,1,1,1,1,1,1,300478.0
20161214,1,1,1,1,1,1,291587.0
20161215,1,1,1,1,1,1,296562.0
20161216,1,1,1,1,1,1,296072.0
20161219,1,1,1,1,1,1,299125.0
20161220,1,1,1,1,1,1,306737.0
20161221,1,1,1,1,1,1,304710.0
20161222,1,1,1,1,1,1,302734.0
20161223,1,1,1,1,1,1,302551.0
20161227,1,1,1,1,1,1,303993.0
20161228,0,0,1,0,1,0,299538.0
20161229,0,0,0,0,1,0,299263.0
20161230,0,0,0,0,0,0,298292.0
20170103,0,0,0,0,0,0,298292.0
20170104,0,0,0,0,0,0,298292.0
20170105,0,0,0,0,0,0,298292.0
20170106,0,0,0,0,1,0,298821.0
20170109,0,0,0,0,1,0,299181.0
20170110,0,0,0,0,1,0,299366.0
20170111,0,0,0,0,1,0,299671.0
20170112,0,0,0,0,1,0,299436.0
20170113,0,0,0,0,1,0,299966.0
20170116,0,0,0,0,1,0,299966.0
20170117,0,0,0,0,1,0,299546.0
20170118,0,0,0,0,1,0,299831.0
20170119,0,0,0,0,1,0,299811.0
20170120,0,0,0,0,1,0,299906.0
20170123,0,0,0,0,1,0,300011.0
20170124,0,0,0,0,1,0,300666.0
20170125,0,0,0,0,1,0,301671.0
20170126,0,0,0,0,1,0,301696.0
20170127,0,0,0,0,1,0,301991.0
20170130,0,0,0,0,1,0,301231.0
20170131,0,0,0,0,0,0,300549.0
20170201,0,0,0,0,1,0,300879.0
20170202,0,0,0,0,1,0,300529.0
20170203,0,0,0,0,1,0,301009.0
20170206,0,0,0,0,1,0,301064.0
20170207,0,0,0,0,1,0,301444.0
20170208,0,0,0,0,1,0,301734.0
20170209,0,0,0,0,1,0,302154.0
20170210,0,0,0,0,1,0,302444.0
20170213,0,0,0,0,1,0,303094.0
20170214,0,0,0,0,1,0,303429.0
20170215,0,0,0,0,1,0,304109.0
20170216,0,0,0,0,1,0,303919.0
20170217,0,0,0,0,1,0,304424.0
20170221,0,0,0,1,1,0,304607.0
20170222,0,0,0,1,1,0,304802.0
20170223,0,0,0,1,1,0,304510.0
20170224,0,0,0,1,1,0,304847.0
20170227,0,0,0,1,1,0,305095.0
20170228,0,0,0,1,1,0,304515.0
20170301,0,0,0,1,1,1,312923.0
20170302,0,0,0,1,1,1,303423.0
20170303,0,0,0,1,0,1,300453.0
20170306,0,0,0,1,0,1,297765.0
20170307,0,0,0,1,0,1,292915.0
20170308,0,0,0,1,0,1,288290.0
20170309,0,0,1,0,0,1,288383.0
20170310,0,1,1,0,0,1,290180.0
20170313,0,1,1,0,0,1,290250.0
20170314,0,1,1,0,0,1,285750.0
20170315,0,1,1,0,0,1,293273.0
20170316,0,1,1,0,0,1,292158.0
20170317,0,1,1,0,0,1,289633.0
20170320,0,1,0,0,0,1,289432.0
20170321,0,0,0,0,0,0,269846.0
20170322,0,0,0,0,0,0,269846.0
20170323,0,0,0,0,0,0,269846.0
20170324,0,0,0,0,0,0,269846.0
20170327,0,0,0,0,0,0,269846.0
20170328,0,0,0,0,0,0,269846.0
20170329,0,0,0,0,0,0,269846.0
20170330,0,0,0,0,0,0,269846.0
20170331,0,0,0,0,0,0,269846.0
20170403,1,1,0,0,0,0,269719.0
20170404,1,1,0,0,0,0,269719.0
20170405,1,1,0,0,0,0,269781.0
20170406,1,1,0,0,0,0,269890.0
20170407,1,1,1,0,0,0,268148.0
20170410,1,1,1,0,0,0,268609.0
20170411,1,1,1,0,0,0,270734.0
20170412,1,1,1,0,0,0,270765.0
20170413,1,1,1,0,0,0,272726.0
20170417,1,1,1,0,0,0,271960.0
20170418,1,1,1,0,0,0,274593.0
20170419,1,1,1,0,0,0,273867.0
20170420,1,1,1,0,0,0,272734.0
20170421,1,1,1,0,0,0,272913.0
20170424,0,0,1,0,0,0,271068.0
20170425,0,0,1,0,0,0,270037.0
20170426,0,0,0,0,0,0,269581.0
20170427,0,0,0,0,0,0,269581.0
20170428,0,0,0,0,0,0,269581.0
20170501,0,0,0,0,1,0,269962.0
20170502,0,0,0,0,1,0,270142.0
20170503,0,0,0,0,1,0,269612.0
20170504,0,0,0,0,1,0,269862.0
20170505,0,0,0,0,1,0,270312.0
20170508,0,0,0,0,1,0,270457.0
20170509,0,0,0,0,1,0,270872.0
20170510,0,0,0,0,1,0,270857.0
20170511,0,0,0,0,1,0,270762.0
20170512,0,0,0,0,1,0,271127.0
20170515,0,0,0,0,1,0,271372.0
20170516,0,0,0,0,1,0,271832.0
20170517,1,1,0,0,0,0,269523.0
20170518,1,1,0,0,0,0,269265.0
20170519,1,1,0,0,0,0,269125.0
20170522,1,1,0,0,0,0,269039.0
20170523,1,1,0,0,0,0,268601.0
20170524,1,1,0,0,0,0,268945.0
20170525,1,1,0,0,1,0,269871.0
20170526,1,1,0,0,1,0,270092.0
20170529,1,1,0,0,1,0,270092.0
20170530,1,1,0,0,1,0,270516.0
20170531,1,1,0,0,1,0,270729.0
20170601,1,1,0,1,1,0,271608.0
20170602,1,1,1,1,1,1,274986.0
20170605,1,1,1,1,1,1,271245.0
20170606,1,1,1,1,1,1,269786.0
20170607,1,1,1,1,1,1,270027.0
20170608,1,1,1,1,1,1,271445.0
20170609,1,1,1,1,0,1,276436.0
20170612,1,1,1,1,0,1,273643.0
20170613,1,1,1,1,0,1,283927.0
20170614,1,1,1,1,0,1,290880.0
20170615,1,1,1,1,0,1,289393.0
20170616,1,0,1,1,0,1,290776.0
20170619,1,0,1,1,0,1,303917.0
20170620,1,0,1,1,0,1,302283.0
20170621,1,0,1,1,0,1,296198.0
20170622,1,0,1,1,0,1,293080.0
20170623,1,0,1,1,0,1,292561.0
20170626,1,0,1,1,0,1,295839.0
20170627,0,0,1,0,0,0,287757.0
20170628,0,0,0,0,0,1,285183.0
20170629,0,0,0,0,0,1,270483.0
20170630,0,0,0,0,0,1,274983.0
20170703,0,0,0,0,0,1,288583.0
20170705,0,0,0,0,0,1,287183.0
20170706,0,0,0,0,0,1,272983.0
20170707,0,0,0,0,0,1,281983.0
20170710,0,0,0,0,0,1,280883.0
20170711,0,0,0,0,0,1,281683.0
20170712,0,0,0,0,0,1,293283.0
20170713,0,0,0,0,0,1,295883.0
20170714,0,0,0,0,0,1,304483.0
20170717,0,0,0,0,0,1,303083.0
20170718,0,0,0,0,0,1,296983.0
20170719,0,0,0,1,0,1,304676.0
20170720,0,0,0,1,0,1,303164.0
20170721,0,0,0,1,0,1,296776.0
20170724,0,0,0,1,0,1,294826.0
20170725,0,0,0,1,0,1,301201.0
20170726,0,0,0,1,0,1,309764.0
20170727,0,0,0,1,0,1,319401.0
20170728,0,0,0,1,0,1,322514.0
20170731,0,0,0,1,0,1,329101.0
20170801,0,0,0,1,0,1,335514.0
20170802,0,0,0,1,0,1,340876.0
20170803,0,0,0,1,0,1,342489.0
20170804,0,0,0,1,0,1,346801.0
20170807,0,0,0,1,0,1,351576.0
20170808,0,0,0,1,0,1,348139.0
20170809,0,0,0,0,0,1,346360.0
20170810,0,0,0,0,0,0,340610.0
20170811,0,1,0,0,0,0,340626.0
20170814,0,1,0,0,0,0,340478.0
20170815,0,1,0,0,0,0,340244.0
20170816,0,1,0,0,0,0,340431.0
20170817,0,1,0,0,0,0,340517.0
20170818,0,1,0,0,0,0,340517.0
20170821,0,1,0,0,0,0,340587.0
20170822,0,1,0,0,0,0,340423.0
20170823,0,1,0,0,0,0,340603.0
20170824,0,1,0,0,0,0,340470.0
20170825,0,1,0,0,0,0,340548.0
20170828,0,1,0,0,0,0,340634.0
20170829,1,1,1,0,0,0,339992.0
20170830,1,1,1,0,0,0,339750.0
20170831,1,1,1,0,1,0,340299.0
20170901,1,1,1,0,1,0,338897.0
20170904,1,1,1,0,1,0,338897.0
20170905,1,1,1,0,1,0,340933.0
20170906,1,1,1,0,1,0,340061.0
20170907,1,1,1,0,1,0,342045.0
20170908,1,1,1,0,1,0,340868.0
20170911,1,1,1,0,1,0,340123.0
20170912,1,0,1,1,1,0,339378.0
20170913,0,0,0,1,1,0,339128.0
20170914,0,0,0,1,1,0,338338.0
20170915,0,0,0,1,1,1,339413.0
20170918,0,0,0,1,1,1,347518.0
20170919,0,0,0,1,1,1,351523.0
20170920,0,0,0,1,1,1,355178.0
20170921,0,0,0,1,1,1,350000.0
20170922,0,0,0,1,1,1,346335.0
20170925,0,0,0,1,0,1,343042.0
20170926,0,0,0,1,0,1,341267.0
20170927,0,0,0,1,0,1,345617.0
20170928,0,0,0,1,0,1,347979.0
20170929,0,0,0,1,0,1,350992.0
20171002,0,1,0,1,0,1,367444.0
20171003,0,1,0,1,0,1,377814.0
20171004,0,1,0,1,0,1,377889.0
20171005,0,1,0,1,0,1,391994.0
20171006,1,1,0,1,0,1,386920.0
20171009,1,1,0,1,0,1,388456.0
20171010,1,1,0,1,0,1,395744.0
20171011,1,1,0,1,0,1,399255.0
20171012,1,1,0,1,0,1,397061.0
20171013,1,1,0,1,0,1,399947.0
20171016,1,1,0,1,0,1,407437.0
20171017,1,1,0,1,0,1,412759.0
20171018,1,1,0,1,0,1,429639.0
20171019,1,1,0,0,0,1,428914.0
20171020,1,1,0,1,0,1,446081.0
20171023,1,1,0,1,0,1,440476.0
20171024,1,1,0,1,0,1,458437.0
20171025,1,1,0,0,0,1,447781.0
20171026,1,1,0,0,0,1,452721.0
20171027,1,1,0,1,1,1,456237.0
20171030,1,1,0,1,1,0,445519.0
20171031,1,0,0,1,1,1,449765.0
20171101,1,0,0,1,1,1,454416.0
20171102,1,0,0,1,1,1,461382.0
20171103,0,0,0,1,1,1,463102.0
20171106,0,0,0,1,1,1,467662.0
20171107,0,0,0,1,1,1,467712.0
20171108,0,0,0,1,1,1,468734.0
20171109,0,0,0,1,1,1,460344.0
