Date,TY,FV,US,
20170518,1,1,0,542076.0
20170519,1,1,0,541935.0
20170522,1,1,0,541849.0
20170523,1,1,0,541412.0
20170524,1,1,0,541756.0
20170525,1,1,0,541896.0
20170526,1,1,0,541912.0
20170530,1,1,0,542341.0
20170531,1,1,0,542529.0
20170601,1,1,0,542349.0
20170602,1,1,0,543029.0
20170605,1,1,1,542131.0
20170606,1,1,1,543209.0
20170607,1,1,1,542357.0
20170608,1,1,1,541935.0
20170609,1,1,1,541873.0
20170612,1,1,1,541466.0
20170613,1,1,1,541576.0
20170614,1,1,1,543966.0
20170615,1,1,1,543341.0
20170616,1,1,1,543716.0
20170619,1,1,1,543021.0
20170620,1,1,1,544443.0
20170621,1,1,1,544420.0
20170622,1,1,1,544427.0
20170623,1,1,1,544670.0
20170626,1,1,1,545021.0
20170627,1,1,1,543045.0
20170628,1,1,1,542334.0
20170629,1,1,1,541021.0
20170630,1,1,1,540006.0
20170703,0,0,1,538917.0
20170705,0,0,1,539198.0
20170706,0,0,0,537712.0
20170707,0,0,0,537712.0
20170710,0,0,0,537712.0
20170711,0,0,0,537712.0
20170712,0,0,0,537712.0
20170713,0,0,0,537712.0
20170714,0,0,0,537712.0
20170717,0,0,0,537712.0
20170718,0,0,0,537712.0
20170719,0,0,0,537712.0
20170720,0,0,0,537712.0
20170721,0,0,0,537712.0
20170724,0,0,0,537712.0
20170725,0,0,0,537712.0
20170726,0,0,0,537712.0
20170727,0,0,0,537712.0
20170728,0,0,0,537712.0
20170731,0,0,0,537712.0
20170801,0,0,0,537712.0
20170802,0,0,0,537712.0
20170803,0,0,0,537712.0
20170804,0,0,0,537712.0
20170807,0,0,0,537712.0
20170808,0,0,0,537712.0
20170809,0,0,0,537712.0
20170810,0,0,0,537712.0
20170811,0,0,0,537712.0
20170814,0,0,0,537712.0
20170815,0,0,0,537712.0
20170816,0,0,0,537712.0
20170817,0,0,0,537712.0
20170818,0,0,0,537712.0
20170821,0,0,0,537712.0
20170822,0,0,0,537712.0
20170823,0,0,0,537712.0
20170824,0,0,0,537712.0
20170825,0,0,0,537712.0
20170828,0,0,0,537712.0
20170829,0,0,0,537712.0
20170830,0,0,0,537712.0
20170831,0,0,0,537712.0
20170901,0,0,0,537712.0
20170905,0,0,0,537712.0
20170906,1,1,1,536275.0
20170907,1,1,1,537954.0
20170908,1,1,1,537837.0
20170911,1,1,1,535767.0
20170912,1,1,1,534454.0
20170913,1,1,1,533697.0
20170914,1,0,1,533557.0
20170915,1,0,1,533526.0
20170918,0,0,1,532552.0
20170919,0,0,1,532334.0
20170920,0,0,0,531816.0
20170921,0,0,0,531816.0
20170922,0,0,0,531816.0
20170925,0,0,0,531816.0
20170926,0,0,0,531816.0
20170927,0,0,0,531816.0
20170928,0,0,0,531816.0
20170929,0,0,0,531816.0
20171002,0,0,0,531816.0
20171003,0,0,0,531816.0
20171004,0,0,0,531816.0
20171005,0,0,0,531816.0
20171006,0,0,0,531816.0
20171009,0,0,0,531816.0
20171010,0,0,0,531816.0
20171011,0,0,0,531816.0
20171012,0,0,0,531816.0
20171013,0,0,0,531816.0
20171016,0,0,0,531816.0
20171017,0,0,0,531816.0
20171018,0,0,0,531816.0
20171019,0,0,0,531816.0
20171020,0,0,0,531816.0
20171023,0,0,0,531816.0
20171024,0,0,0,531816.0
20171025,0,0,0,531816.0
20171026,0,0,0,531816.0
20171027,1,1,0,531340.0
20171030,1,1,0,530691.0
20171031,1,1,0,530840.0
20171101,1,1,0,530934.0
20171102,1,1,0,530598.0
20171103,1,1,0,530613.0
20171106,1,1,0,530332.0
20171107,1,1,0,530262.0
20171108,1,1,0,530520.0
20171109,1,1,0,530566.0
20171110,1,1,0,531262.0
20171113,1,1,0,531449.0
20171114,1,1,0,531293.0
20171115,1,1,0,530871.0
20171116,1,1,0,531176.0
20171117,1,1,0,531121.0
20171120,1,1,0,531512.0
20171121,1,1,0,531598.0
20171122,1,1,0,530871.0
20171124,1,1,0,531098.0
20171127,1,1,0,530848.0
20171128,1,1,0,531090.0
20171129,1,1,0,531449.0
20171130,1,1,0,532152.0
20171201,1,1,0,531660.0
20171204,1,1,0,531996.0
20171205,1,1,0,531934.0
20171206,1,1,0,531512.0
20171207,1,1,0,531918.0
20171208,1,1,0,531910.0
20171211,1,1,0,531973.0
20171212,1,1,0,532176.0
20171213,1,1,0,531371.0
20171214,1,1,0,531527.0
20171215,1,1,0,531801.0
20171218,1,1,0,532012.0
20171219,1,1,0,532801.0
20171220,1,1,0,533137.0
20171221,1,1,0,533098.0
20171222,1,1,0,533184.0
20171226,1,1,0,532957.0
20171227,1,1,0,532418.0
20171228,1,1,0,532629.0
20171229,1,1,0,532332.0
20180102,1,1,0,532879.0
20180103,1,1,0,532777.0
20180104,1,1,0,533004.0
20180105,1,1,0,533231.0
20180108,1,1,0,533270.0
20180109,1,1,0,533856.0
20180110,1,1,0,533918.0
20180111,1,1,1,533207.0
20180112,1,1,1,533481.0
20180116,1,1,1,533152.0
20180117,1,1,1,534168.0
20180118,1,1,1,535293.0
20180119,1,1,1,536020.0
20180122,1,1,1,536629.0
20180123,1,1,1,535582.0
20180124,1,1,1,536652.0
20180125,1,1,1,535395.0
20180126,1,1,1,536668.0
20180129,1,1,1,537637.0
20180130,1,1,1,538598.0
20180131,1,1,1,538348.0
20180201,1,1,1,540121.0
20180202,1,1,1,542520.0
20180205,1,1,1,540707.0
20180206,1,1,1,540106.0
20180207,1,1,1,542254.0
20180208,1,1,1,542910.0
20180209,1,1,1,542301.0
20180212,1,1,1,542535.0
20180213,1,1,1,542246.0
20180214,1,1,1,544543.0
20180215,1,1,1,543777.0
20180216,1,1,1,543348.0
20180220,1,1,1,543879.0
20180221,1,1,1,545473.0
20180222,1,1,1,544684.0
20180223,1,1,1,543270.0
20180226,1,1,1,542965.0
20180227,1,1,1,544395.0
20180228,1,1,1,543176.0
20180301,1,1,1,541324.0
20180302,1,1,1,542871.0
20180305,1,1,1,543457.0
20180306,1,1,1,543199.0
20180307,1,1,1,543488.0
20180308,1,1,1,542840.0
20180309,1,1,1,543465.0
20180312,1,1,1,542621.0
20180313,1,1,1,542051.0
20180314,1,1,1,540981.0
20180315,1,1,1,541145.0
20180316,1,1,1,541793.0
20180319,1,1,1,541637.0
20180320,1,1,1,542801.0
20180321,1,1,1,543340.0
20180322,1,1,1,541223.0
20180323,1,1,1,541051.0
20180326,1,1,1,541309.0
20180327,1,1,1,539684.0
20180328,1,1,1,539457.0
20180329,1,1,1,538363.0
20180402,1,1,0,537641.0
20180403,1,1,0,538328.0
20180404,1,1,0,538352.0
20180405,1,1,0,538774.0
20180406,1,1,0,538070.0
20180409,1,1,0,538258.0
20180410,1,1,0,538500.0
20180411,1,1,0,538391.0
20180412,1,1,0,539024.0
20180413,1,1,0,539031.0
20180416,1,1,0,539063.0
20180417,1,1,0,538945.0
20180418,1,1,0,539617.0
20180419,1,1,0,540055.0
20180420,1,1,0,540485.0
20180423,1,1,0,540813.0
20180424,1,1,0,540758.0
20180425,1,1,0,541102.0
20180426,1,1,0,540789.0
20180427,1,1,0,540531.0
20180430,1,1,0,540344.0
20180501,1,1,0,540750.0
20180502,1,1,0,540524.0
20180503,1,1,0,540258.0
20180504,1,1,0,540250.0
20180507,1,1,0,540274.0
20180508,1,1,0,540555.0
20180509,1,1,0,540938.0
20180510,1,1,0,540805.0
20180511,1,1,0,540781.0
20180514,1,1,0,540985.0
20180515,1,1,0,541961.0
20180516,1,1,1,542399.0
20180517,1,1,1,542906.0
20180518,1,1,1,541649.0
20180521,1,1,1,541570.0
20180522,1,1,1,541563.0
20180523,1,1,1,539781.0
20180524,1,1,1,539024.0
20180525,1,1,0,537997.0
20180529,0,0,0,536592.0
20180530,0,0,0,536592.0
20180531,0,0,0,536592.0
20180601,0,0,0,536592.0
20180604,0,0,0,536592.0
20180605,0,0,0,536592.0
20180606,0,0,0,536592.0
20180607,0,0,0,536592.0
20180608,0,0,0,536592.0
20180611,0,0,0,536592.0
20180612,0,0,0,536592.0
20180613,0,0,0,536592.0
20180614,0,0,0,536592.0
20180615,0,0,0,536592.0
20180618,0,0,0,536592.0
20180619,0,0,0,536592.0
20180620,0,0,0,536592.0
20180621,0,0,0,536592.0
20180622,0,0,0,536592.0
20180625,0,0,0,536592.0
20180626,0,0,0,536592.0
20180627,0,0,0,536592.0
20180628,0,0,0,536592.0
20180629,0,0,0,536592.0
20180702,0,0,0,536592.0
20180703,0,0,0,536592.0
20180705,0,0,0,536592.0
20180706,0,0,0,536592.0
20180709,0,0,0,536592.0
20180710,0,0,0,536592.0
20180711,0,0,0,536592.0
20180712,0,0,0,536592.0
20180713,0,0,0,536592.0
20180716,0,0,0,536592.0
20180717,0,0,0,536592.0
20180718,0,0,0,536592.0
20180719,0,0,0,536592.0
20180720,0,0,0,536592.0
20180723,0,0,0,536592.0
20180724,0,0,0,536592.0
20180725,0,0,0,536592.0
20180726,0,0,0,536592.0
20180727,0,0,0,536592.0
20180730,0,0,0,536592.0
20180731,0,0,0,536592.0
20180801,0,0,0,536592.0
20180802,0,0,0,536592.0
20180803,0,0,0,536592.0
20180806,0,0,0,536592.0
20180807,0,0,0,536592.0
20180808,0,0,0,536592.0
20180809,0,0,0,536592.0
20180810,0,0,0,536592.0
20180813,0,0,0,536592.0
20180814,0,0,0,536592.0
20180815,0,0,0,536592.0
20180816,0,0,0,536592.0
20180817,0,0,0,536592.0
20180820,0,0,0,536592.0
20180821,0,0,0,536592.0
20180822,0,0,0,536592.0
20180823,0,0,0,536592.0
20180824,0,0,0,536592.0
20180827,0,0,0,536592.0
20180828,0,0,0,536592.0
20180829,0,0,0,536592.0
20180830,0,0,0,536592.0
20180831,0,0,0,536592.0
20180904,0,0,0,536592.0
20180905,0,0,0,536592.0
20180906,0,0,0,536592.0
20180907,0,0,0,536592.0
20180910,0,0,0,536592.0
20180911,0,0,0,536592.0
20180912,0,0,0,536592.0
20180913,0,0,0,536592.0
20180914,0,0,0,536592.0
20180917,0,1,0,536577.0
20180918,0,1,0,536725.0
20180919,1,1,1,537631.0
20180920,1,1,1,537256.0
20180921,1,1,1,537037.0
20180924,1,1,1,537194.0
20180925,1,1,1,537936.0
20180926,1,1,1,536756.0
20180927,1,1,1,536639.0
20180928,1,1,1,536709.0
20181001,1,1,1,537381.0
20181002,1,1,1,536631.0
20181003,1,1,1,539686.0
20181004,1,1,1,540678.0
20181005,1,1,1,541561.0
20181008,1,1,1,541709.0
20181009,1,1,1,540920.0
20181010,1,1,1,541452.0
20181011,1,1,1,538897.0
20181012,1,1,1,539084.0
20181015,1,1,1,539819.0
20181016,1,1,1,539522.0
20181017,1,1,1,540147.0
20181018,1,1,1,540006.0
20181019,1,1,1,540733.0
20181022,1,1,1,540569.0
20181023,1,1,1,539748.0
20181024,1,1,1,538577.0
20181025,1,1,1,538795.0
20181026,1,0,1,537095.0
20181029,1,0,1,537267.0
20181030,1,0,1,537876.0
20181031,1,0,1,539001.0
20181101,1,0,1,538548.0
20181102,1,0,1,540361.0
20181105,1,0,1,539861.0
20181106,1,0,1,540126.0
20181107,1,0,1,540205.0
20181108,1,0,1,540595.0
20181109,1,0,1,539533.0
20181112,1,0,1,538705.0
20181113,1,0,1,538455.0
20181114,1,0,1,537939.0
20181115,0,0,1,537687.0
20181116,0,0,1,536906.0
20181119,0,0,1,536687.0
20181120,0,0,1,536437.0
20181121,0,0,1,536562.0
20181123,0,0,1,536469.0
20181126,0,0,1,536687.0
20181127,0,0,1,536562.0
20181128,0,0,1,536531.0
20181129,0,0,0,535887.0
20181130,0,0,0,535887.0
20181203,0,0,0,535887.0
20181204,0,0,0,535887.0
20181206,0,0,0,535887.0
20181207,0,0,0,535887.0
20181210,1,1,0,535660.0
20181211,1,1,0,535285.0
20181212,1,1,0,535004.0
20181213,1,1,0,535027.0
20181214,1,1,0,535308.0
20181217,1,1,0,535730.0
20181218,1,1,0,536098.0
20181219,1,1,0,536543.0
20181220,1,1,1,535590.0
20181221,1,1,1,535621.0
20181224,1,1,1,536902.0
20181226,1,1,1,535637.0
20181227,1,1,1,537230.0
20181228,1,1,1,537394.0
20181231,1,1,1,538504.0
20190102,1,1,1,539426.0
20190103,1,1,1,542918.0
20190104,1,1,1,539730.0
20190107,1,1,1,538933.0
20190108,1,1,1,537918.0
20190109,1,1,1,537465.0
20190110,1,1,1,537191.0
20190111,1,1,1,538035.0
20190114,1,1,1,537629.0
20190115,1,1,1,537644.0
20190116,1,1,1,537144.0
20190117,1,1,1,536644.0
20190118,1,1,1,535558.0
20190122,1,1,1,537082.0
20190123,1,1,1,536348.0
20190124,1,1,1,537730.0
20190125,1,1,1,536488.0
20190128,1,1,1,536629.0
20190129,1,1,1,537621.0
20190130,1,1,1,538074.0
20190131,1,1,1,539816.0
20190201,1,1,1,538207.0
20190204,1,1,1,537176.0
20190205,1,1,1,537863.0
20190206,1,1,1,537863.0
20190207,1,1,1,539332.0
20190208,1,1,1,539863.0
20190211,1,1,1,538941.0
20190212,1,1,1,538301.0
20190213,1,1,1,537707.0
20190214,1,1,1,539129.0
20190215,1,1,1,538957.0
20190219,1,1,1,539527.0
20190220,1,1,1,539183.0
20190221,1,1,1,537957.0
20190222,1,1,1,539012.0
20190225,1,1,1,538535.0
20190226,1,1,1,539707.0
20190227,1,1,1,537746.0
20190228,1,1,1,536973.0
20190301,1,1,1,535715.0
20190304,1,1,1,536652.0
20190305,1,1,1,536660.0
20190306,1,1,1,537566.0
20190307,1,1,1,539262.0
20190308,1,1,1,539613.0
20190311,1,1,1,539066.0
20190312,1,1,1,540215.0
20190313,1,1,1,539918.0
20190314,1,1,1,539066.0
20190315,1,1,1,540160.0
20190318,1,1,1,539902.0
20190319,1,1,1,539433.0
20190320,1,1,1,541683.0
20190321,1,1,1,541754.0
20190322,1,1,1,544254.0
20190325,1,1,1,545293.0
20190326,1,1,1,545504.0
20190327,1,1,1,546894.0
20190328,1,1,1,546527.0
20190329,1,1,1,545644.0
20190401,1,1,1,543285.0
20190402,1,1,1,543637.0
20190403,1,1,1,542418.0
20190404,1,1,1,542660.0
20190405,1,1,1,542965.0
20190408,1,1,1,542441.0
20190409,1,1,1,543105.0
20190410,1,1,1,543590.0
20190411,1,1,1,542683.0
20190412,1,1,1,541121.0
20190415,1,1,1,541355.0
20190416,1,1,1,540137.0
20190417,1,1,0,539790.0
20190418,1,1,0,540212.0
20190422,1,1,0,539923.0
20190423,1,1,0,540243.0
20190424,1,1,0,540868.0
20190425,1,1,0,540665.0
20190426,1,1,0,541126.0
20190429,1,1,0,540782.0
20190430,1,1,0,541173.0
20190501,1,1,0,540970.0
20190502,1,1,0,540298.0
20190503,1,1,0,540571.0
20190506,1,1,0,541009.0
20190507,1,1,0,541595.0
20190508,1,1,0,541188.0
20190509,1,1,0,541571.0
20190510,1,1,0,541587.0
20190513,1,1,0,542321.0
20190514,1,1,0,542157.0
20190515,1,1,0,542712.0
20190516,1,1,1,541829.0
20190517,1,1,1,542157.0
20190520,1,1,1,541532.0
20190521,1,1,1,541087.0
20190522,1,1,1,542095.0
20190523,1,1,1,545048.0
20190524,1,1,1,544048.0
20190528,1,1,1,545884.0
20190529,1,1,1,546954.0
20190530,1,1,1,547368.0
20190531,1,1,1,549884.0
20190603,1,1,1,551696.0
20190604,1,1,1,550290.0
20190605,1,1,1,550134.0
20190606,1,1,1,550087.0
20190607,1,1,1,551501.0
20190610,1,1,1,549704.0
20190611,1,1,1,549884.0
20190612,1,1,1,550212.0
20190613,1,1,1,551485.0
20190614,1,1,1,551415.0
20190617,1,1,1,551720.0
20190618,1,1,1,552329.0
20190619,1,1,1,553462.0
20190620,1,1,1,554079.0
20190621,1,1,1,552087.0
20190624,1,1,1,553579.0
20190625,1,1,1,554376.0
20190626,1,1,1,552563.0
20190627,1,1,1,553860.0
20190628,1,1,1,553767.0
20190701,1,1,1,552704.0
20190702,1,1,1,554477.0
20190703,1,1,1,555165.0
20190705,1,1,1,552165.0
20190708,1,1,1,552626.0
20190709,1,1,1,551985.0
20190710,1,1,1,551884.0
20190711,1,1,1,550071.0
20190712,1,1,1,550470.0
20190715,1,1,1,550915.0
20190716,1,1,1,550063.0
20190717,1,1,1,551868.0
20190718,1,1,1,552571.0
20190719,1,1,1,552142.0
20190722,1,1,1,552431.0
20190723,1,1,1,551407.0
20190724,1,1,1,552134.0
20190725,1,1,1,551227.0
20190726,1,1,1,551149.0
20190729,1,1,1,551962.0
20190730,1,1,1,551634.0
20190731,1,1,1,552618.0
20190801,1,1,1,556813.0
20190802,1,1,1,557899.0
20190805,1,1,1,561649.0
20190806,1,1,1,561798.0
20190807,1,1,1,563610.0
20190808,1,1,1,562548.0
20190809,1,1,1,561892.0
20190812,1,1,1,565087.0
20190813,1,1,1,563579.0
20190814,1,1,1,566602.0
20190815,1,1,1,568157.0
20190816,1,1,1,568032.0
20190819,1,1,1,565993.0
20190820,1,1,1,567165.0
20190821,1,1,1,566595.0
20190822,1,1,1,565509.0
20190823,1,1,1,567985.0
20190826,1,1,1,567267.0
20190827,1,1,1,569212.0
20190828,1,1,1,569946.0
20190829,1,1,1,568485.0
20190830,1,1,1,568673.0
20190903,1,1,1,570001.0
20190904,1,1,1,570329.0
20190905,1,1,1,566665.0
20190906,1,1,1,567431.0
20190909,1,1,1,565063.0
20190910,1,1,1,562423.0
20190911,1,1,1,561524.0
20190912,1,1,1,559618.0
20190913,0,0,1,556861.0
20190916,0,0,1,558205.0
20190917,0,0,1,558642.0
20190918,0,0,1,559361.0
20190919,0,0,1,559736.0
20190920,0,0,1,560111.0
20190923,0,0,1,560892.0
20190924,0,0,1,562361.0
20190925,0,0,1,560486.0
20190926,0,0,1,561549.0
20190927,0,0,1,561580.0
20190930,0,0,1,561549.0
20191001,0,0,1,561924.0
20191002,0,0,1,562549.0
20191003,0,0,1,563642.0
20191004,0,0,1,564236.0
20191007,0,0,1,563642.0
20191008,0,0,1,563799.0
20191009,0,0,1,562799.0
20191010,0,0,1,561486.0
20191011,0,0,1,559674.0
20191014,0,0,1,560361.0
20191015,0,0,1,559174.0
20191016,0,0,1,559517.0
20191017,0,0,0,558874.0
20191018,0,0,0,558874.0
20191021,0,0,0,558874.0
20191022,0,0,0,558874.0
20191023,0,0,0,558874.0
20191024,0,0,0,558874.0
20191025,0,0,0,558874.0
20191028,0,0,0,558874.0
20191029,0,0,0,558874.0
20191030,0,0,0,558874.0
20191031,0,0,0,558874.0
20191101,0,0,0,558874.0
20191104,0,0,0,558874.0
20191105,0,0,0,558874.0
20191106,0,0,0,558874.0
20191107,0,0,0,558874.0
20191108,0,0,0,558874.0
20191111,0,0,0,558874.0
20191112,0,0,0,558874.0
20191113,0,0,0,558874.0
20191114,0,0,0,558874.0
20191115,0,0,0,558874.0
20191118,0,0,0,558874.0
20191119,0,0,0,558874.0
20191120,0,0,0,558874.0
20191121,0,0,0,558874.0
20191122,0,0,0,558874.0
20191125,0,0,0,558874.0
20191126,0,0,0,558874.0
20191127,0,0,0,558874.0
20191129,0,0,0,558874.0
20191202,0,0,0,558874.0
20191203,0,0,0,558874.0
20191204,0,0,0,558874.0
20191205,0,0,0,558874.0
20191206,0,0,0,558874.0
20191209,0,0,0,558874.0
20191210,0,0,0,558874.0
20191211,0,0,0,558874.0
20191212,0,0,0,558874.0
20191213,0,0,0,558874.0
20191216,0,0,0,558874.0
20191217,0,0,0,558874.0
20191218,0,0,0,558874.0
20191219,0,0,0,558874.0
20191220,0,0,0,558874.0
20191223,0,0,0,558874.0
20191224,0,0,0,558874.0
20191226,0,0,0,558874.0
20191227,0,0,0,558874.0
20191230,0,0,0,558874.0
20191231,0,0,0,558874.0
20200102,0,0,0,558874.0
20200103,0,0,0,558874.0
20200106,0,0,0,558874.0
20200107,0,0,0,558874.0
20200108,0,0,0,558874.0
20200109,0,0,0,558874.0
20200110,0,0,0,558874.0
20200113,0,0,0,558874.0
20200114,0,0,0,558874.0
20200115,0,0,0,558874.0
20200116,0,0,0,558874.0
20200117,0,0,0,558874.0
20200121,0,0,0,558874.0
20200122,0,0,0,558874.0
20200123,0,0,0,558874.0
20200124,0,0,0,558874.0
20200127,0,0,0,558874.0
20200128,0,0,0,558874.0
20200129,0,0,0,558874.0
20200130,0,0,0,558874.0
20200131,1,1,0,559937.0
20200203,1,1,0,559772.0
20200204,1,1,0,558694.0
20200205,1,1,0,558171.0
20200206,1,1,0,558163.0
20200207,1,1,0,558960.0
20200210,1,1,1,559905.0
20200211,1,1,1,558655.0
20200212,1,1,1,557390.0
20200213,1,1,1,557671.0
20200214,1,1,1,558546.0
20200218,1,1,1,559616.0
20200219,1,1,1,559210.0
20200220,1,1,1,560726.0
20200221,1,1,1,562429.0
20200224,1,1,1,565460.0
20200225,1,1,1,567210.0
20200226,1,1,1,567960.0
20200227,1,1,1,568538.0
20200228,1,1,1,573694.0
20200302,1,1,1,575132.0
20200303,1,1,1,577147.0
20200304,1,1,1,577671.0
20200305,1,1,1,580007.0
20200306,1,1,1,588022.0
20200309,1,1,1,596257.0
20200310,1,1,1,587460.0
20200311,1,1,1,588179.0
20200312,1,1,1,586687.0
20200313,1,1,1,583069.0
20200316,1,1,1,589788.0
20200317,1,1,1,579421.0
20200318,1,1,1,571296.0
20200319,1,1,1,577851.0
20200320,1,1,1,583413.0
20200323,1,1,1,589163.0
20200324,1,1,1,587093.0
20200325,1,1,1,585788.0
20200326,1,1,1,586788.0
20200327,1,1,1,588452.0
20200330,1,1,1,590897.0
20200331,1,1,1,589054.0
20200401,1,1,1,591444.0
20200402,1,1,1,591679.0
20200403,1,1,1,593062.0
20200406,1,1,1,589921.0
20200407,1,1,1,587882.0
20200408,1,1,1,586976.0
20200409,1,1,1,588233.0
20200413,1,1,1,587226.0
20200414,1,1,1,587022.0
20200415,1,1,1,591218.0
20200416,1,1,1,592116.0
20200417,1,1,1,590124.0
20200420,1,1,1,591272.0
20200421,1,1,1,593132.0
20200422,1,1,1,591358.0
20200423,1,1,1,591726.0
20200424,1,1,1,592460.0
20200427,1,1,1,590374.0
20200428,1,1,1,592187.0
20200429,1,1,1,591702.0
20200430,1,1,1,591522.0
20200501,1,1,1,590835.0
20200504,1,1,1,591062.0
20200505,1,1,1,590468.0
20200506,1,1,1,588562.0
20200507,1,1,1,592132.0
20200508,1,1,1,590210.0
20200511,1,1,1,588522.0
20200512,1,1,1,590280.0
20200513,1,1,1,591499.0
20200514,1,1,1,592749.0
20200515,1,1,1,591937.0
20200518,1,1,1,588077.0
20200519,1,1,1,588976.0
20200520,1,1,1,590288.0
20200521,1,1,1,590335.0
20200522,1,1,1,590991.0
20200526,1,1,1,589429.0
20200527,1,1,1,590140.0
20200528,1,1,1,589062.0
20200529,1,1,1,591007.0
20200601,1,1,1,590343.0
20200602,1,1,1,589671.0
20200603,1,1,1,586851.0
20200604,1,1,0,585638.0
20200605,0,1,0,584416.0
20200608,0,1,0,584541.0
20200609,0,1,0,584775.0
20200610,0,1,0,585150.0
20200611,0,1,0,585267.0
20200612,0,1,0,585174.0
20200615,0,1,0,585166.0
20200616,0,1,0,585072.0
20200617,0,1,0,585103.0
20200618,0,1,0,585150.0
20200619,0,1,0,585158.0
20200622,0,1,0,585119.0
20200623,0,1,0,585166.0
20200624,0,1,0,585205.0
20200625,0,1,0,585213.0
20200626,0,1,0,585353.0
20200629,0,1,0,585447.0
20200630,0,1,0,585416.0
20200701,0,1,0,585275.0
20200702,0,1,0,585377.0
20200706,0,1,0,585314.0
20200707,0,1,0,585369.0
20200708,0,1,0,585400.0
20200709,0,1,0,585486.0
20200710,0,1,0,585369.0
20200713,0,1,0,585369.0
20200714,0,1,0,585447.0
20200715,0,1,0,585431.0
20200716,0,1,0,585478.0
20200717,0,1,0,585439.0
20200720,0,1,0,585416.0
20200721,0,1,0,585494.0
20200722,0,1,0,585486.0
20200723,0,1,0,585494.0
20200724,0,1,0,585478.0
20200727,0,1,0,585416.0
20200728,0,1,0,585549.0
20200729,0,1,0,585619.0
20200730,0,1,0,585721.0
20200731,1,1,1,586064.0
20200803,1,1,1,585189.0
20200804,1,1,1,586900.0
20200805,1,1,1,585846.0
20200806,1,1,1,586111.0
20200807,1,1,1,585158.0
20200810,1,1,1,584752.0
20200811,1,1,1,581681.0
20200812,1,1,0,581226.0
20200813,0,1,0,580864.0
20200814,0,1,0,580981.0
20200817,0,1,0,581036.0
20200818,0,1,0,581067.0
20200819,0,1,0,581083.0
20200820,0,1,0,581122.0
20200821,0,1,0,581090.0
20200824,0,1,0,581036.0
20200825,0,1,0,580997.0
20200826,0,0,0,580814.0
20200827,0,0,0,580814.0
20200828,0,0,0,580814.0
20200831,0,0,0,580814.0
20200901,0,0,0,580814.0
20200902,0,0,0,580814.0
20200903,0,0,0,580814.0
20200904,0,0,0,580814.0
20200908,0,0,0,580814.0
20200909,0,0,0,580814.0
20200910,0,0,0,580814.0
20200911,0,0,0,580814.0
20200914,0,0,0,580814.0
20200915,0,0,0,580814.0
20200916,0,0,0,580814.0
20200917,0,0,0,580814.0
20200918,0,0,0,580814.0
20200921,0,0,0,580814.0
20200922,0,0,0,580814.0
20200923,0,0,0,580814.0
20200924,0,0,0,580814.0
20200925,0,0,0,580814.0
20200928,0,0,0,580814.0
20200929,0,0,0,580814.0
20200930,0,0,0,580814.0
20201001,0,0,0,580814.0
20201002,0,0,0,580814.0
20201005,0,0,0,580814.0
20201006,0,0,0,580814.0
20201007,0,0,0,580814.0
20201008,0,0,1,580220.0
20201009,0,0,1,580376.0
20201012,0,0,1,580033.0
20201013,0,0,1,579220.0
20201014,0,0,1,579033.0
20201015,0,0,1,579158.0
20201016,0,0,1,579501.0
20201019,0,0,1,579908.0
20201020,0,0,1,580908.0
20201021,0,0,1,581314.0
20201022,1,0,1,582236.0
20201023,1,1,1,581931.0
20201026,1,1,1,580548.0
20201027,1,1,1,579767.0
20201028,1,1,1,579869.0
20201029,1,1,1,581564.0
20201030,1,1,1,582173.0
20201102,1,1,1,581814.0
20201103,1,1,1,582798.0
20201104,1,1,1,579181.0
20201105,0,0,1,578848.0
20201106,0,0,1,579879.0
20201109,0,0,1,583004.0
20201110,1,1,1,583723.0
20201111,1,1,1,582856.0
20201112,1,1,1,580434.0
20201113,1,1,1,580598.0
20201116,1,1,1,580981.0
20201117,1,1,1,579965.0
20201118,1,1,1,580161.0
20201119,1,1,1,579207.0
20201120,1,1,1,578207.0
20201123,1,1,1,579036.0
20201124,1,1,1,579661.0
20201125,1,1,1,579700.0
20201127,1,1,1,578270.0
20201130,1,1,1,578379.0
20201201,1,1,1,581715.0
20201202,1,1,1,582192.0
20201203,1,1,1,581137.0
20201204,1,1,1,582723.0
20201207,1,1,1,581340.0
20201208,1,1,1,580707.0
20201209,1,1,1,581582.0
20201210,1,1,1,580176.0
20201211,1,0,1,579598.0
20201214,1,0,1,579582.0
20201215,1,0,1,580582.0
20201216,1,0,1,580520.0
20201217,1,0,1,580832.0
20201218,1,0,1,581473.0
20201221,1,0,1,581207.0
20201222,1,0,1,580332.0
20201223,1,0,1,581520.0
20201224,1,0,1,580723.0
20201228,1,0,1,580676.0
20201229,1,0,1,580770.0
20201230,1,0,1,580535.0
20201231,1,0,1,580082.0
20210104,1,0,1,580192.0
20210105,1,0,1,581504.0
20210106,1,0,1,584426.0
20210107,1,0,1,585176.0
20210108,1,0,1,585942.0
20210111,1,1,1,586621.0
20210112,1,1,1,586840.0
20210113,1,1,1,585145.0
20210114,1,1,1,586543.0
20210115,1,1,1,585512.0
20210119,1,1,1,585231.0
20210120,1,1,1,585160.0
20210121,1,1,1,585793.0
20210122,1,1,1,585153.0
20210125,1,0,1,583562.0
20210126,1,0,1,583656.0
20210127,1,0,1,582937.0
20210128,1,0,1,584093.0
20210129,1,0,1,585156.0
