Date,EC,JY,BP,
20130830,0,0,0,506894.0
20130903,0,0,0,506894.0
20130904,0,0,0,506894.0
20130905,0,0,0,506894.0
20130906,0,0,0,506894.0
20130909,0,0,0,506894.0
20130910,0,0,0,506894.0
20130911,0,0,0,506894.0
20130912,0,0,0,506894.0
20130913,0,0,0,506894.0
20130916,0,0,1,506669.0
20130917,0,0,1,506750.0
20130918,0,0,1,507988.0
20130919,0,0,1,507525.0
20130920,1,0,1,507325.0
20130923,1,0,1,507175.0
20130924,1,0,1,506681.0
20130925,1,0,1,507694.0
20130926,1,0,1,507044.0
20130927,1,0,1,508006.0
20130930,1,0,1,508406.0
20131001,1,0,1,508550.0
20131002,1,0,1,509350.0
20131003,1,0,1,509456.0
20131004,1,0,1,507794.0
20131007,1,0,1,508488.0
20131008,1,0,1,508281.0
20131009,1,0,1,506950.0
20131010,1,0,1,507250.0
20131011,1,0,1,507375.0
20131014,1,0,1,507881.0
20131015,1,0,1,507169.0
20131016,1,0,1,507025.0
20131017,1,0,1,510144.0
20131018,1,0,1,510181.0
20131021,1,0,1,510075.0
20131022,1,0,1,511975.0
20131023,1,0,1,511500.0
20131024,1,0,1,512000.0
20131025,1,0,1,511850.0
20131028,1,0,1,511756.0
20131029,1,0,1,510331.0
20131030,1,0,1,509881.0
20131031,1,0,1,508412.0
20131101,1,0,1,506388.0
20131104,1,0,1,506969.0
20131105,1,0,1,506925.0
20131106,1,0,1,507725.0
20131107,1,0,1,506588.0
20131108,0,0,1,505806.0
20131111,0,0,1,505662.0
20131112,0,0,1,505119.0
20131113,0,0,1,505944.0
20131114,0,0,1,506162.0
20131115,0,0,1,506500.0
20131118,0,1,1,506150.0
20131119,0,1,1,506438.0
20131120,0,1,1,506144.0
20131121,0,1,1,507850.0
20131122,0,1,1,508388.0
20131125,0,1,1,508438.0
20131126,0,1,1,508369.0
20131127,0,1,1,509806.0
20131129,0,1,1,510738.0
20131202,0,1,1,511425.0
20131203,0,1,1,510875.0
20131204,0,1,1,510469.0
20131205,0,1,1,509700.0
20131206,0,1,1,511175.0
20131209,0,1,1,512044.0
20131210,0,1,1,511556.0
20131211,0,1,1,510988.0
20131212,0,1,1,511575.0
20131213,0,1,1,511144.0
20131216,0,1,1,510962.0
20131217,0,1,1,510362.0
20131218,0,1,1,512394.0
20131219,0,1,1,512800.0
20131220,0,1,1,512412.0
20131223,0,1,1,512575.0
20131224,0,1,1,512938.0
20131226,0,1,1,513756.0
20131227,0,1,1,514481.0
20131230,0,1,1,514812.0
20131231,0,1,1,515288.0
20140102,0,1,1,513738.0
20140103,0,1,1,513694.0
20140106,0,1,1,513144.0
20140107,0,1,1,513419.0
20140108,0,1,1,514056.0
20140109,0,1,1,514119.0
20140110,0,1,1,513306.0
20140113,0,1,1,511481.0
20140114,0,1,1,513262.0
20140115,0,1,1,513294.0
20140116,0,1,1,512906.0
20140117,0,1,1,513306.0
20140121,0,1,1,513625.0
20140122,0,1,1,514388.0
20140123,0,1,1,513300.0
20140124,0,1,1,511500.0
20140127,0,1,1,512475.0
20140128,0,1,1,512619.0
20140129,0,1,1,511594.0
20140130,0,1,1,511812.0
20140131,0,1,1,511075.0
20140203,0,1,1,508494.0
20140204,0,0,1,508781.0
20140205,0,0,1,508731.0
20140206,0,0,1,508794.0
20140207,0,0,1,509356.0
20140210,0,0,1,509312.0
20140211,0,0,1,509594.0
20140212,0,0,1,510519.0
20140213,0,0,1,510881.0
20140214,0,0,1,511431.0
20140218,0,0,1,511062.0
20140219,0,0,1,511150.0
20140220,0,0,1,510919.0
20140221,0,0,1,510831.0
20140224,0,0,1,510950.0
20140225,0,0,1,511031.0
20140226,0,0,1,510944.0
20140227,0,0,1,511081.0
20140228,0,0,1,511544.0
20140303,0,0,1,510925.0
20140304,0,0,1,511012.0
20140305,0,0,1,511269.0
20140306,0,0,1,511425.0
20140307,1,0,1,511494.0
20140310,1,0,1,510925.0
20140311,1,0,1,510856.0
20140312,1,0,1,511194.0
20140313,1,0,1,510650.0
20140314,1,0,1,511306.0
20140317,1,0,1,511550.0
20140318,1,0,1,511344.0
20140319,1,0,1,509756.0
20140320,1,0,1,508969.0
20140321,1,0,1,509075.0
20140324,1,0,1,509638.0
20140325,1,0,1,509719.0
20140326,1,0,1,509544.0
20140327,1,0,1,509262.0
20140328,1,0,1,509494.0
20140331,1,0,1,509962.0
20140401,1,0,1,509900.0
20140402,1,0,1,509525.0
20140403,1,0,1,508669.0
20140404,1,0,1,508462.0
20140407,0,0,1,508531.0
20140408,0,0,1,509394.0
20140409,0,0,1,509681.0
20140410,0,0,1,509644.0
20140411,0,0,1,509388.0
20140414,0,0,1,509269.0
20140415,0,0,1,509225.0
20140416,0,0,1,509712.0
20140417,0,0,1,509719.0
20140421,0,0,1,509731.0
20140422,0,0,1,509869.0
20140423,0,0,1,509612.0
20140424,0,0,1,509725.0
20140425,0,0,1,509738.0
20140428,0,0,1,509812.0
20140429,0,0,1,509931.0
20140430,0,0,1,510281.0
20140501,0,0,1,510331.0
20140502,0,0,1,510175.0
20140505,0,0,1,510175.0
20140506,0,0,1,510900.0
20140507,0,0,1,510744.0
20140508,0,0,1,510644.0
20140509,0,0,1,510012.0
20140512,0,0,1,510156.0
20140513,0,0,1,509888.0
20140514,0,0,1,509562.0
20140515,0,0,1,509719.0
20140516,0,0,1,509881.0
20140519,0,0,1,509862.0
20140520,0,0,1,510000.0
20140521,0,0,1,510356.0
20140522,0,0,1,510162.0
20140523,0,0,1,509875.0
20140527,0,0,1,509825.0
20140528,0,0,1,509194.0
20140529,0,0,1,509269.0
20140530,0,0,1,509538.0
20140602,0,0,1,509425.0
20140603,0,0,1,509425.0
20140604,0,0,1,509412.0
20140605,0,0,1,509862.0
20140606,0,0,1,509838.0
20140609,0,0,1,509738.0
20140610,0,0,1,509488.0
20140611,1,0,1,509944.0
20140612,1,0,1,509744.0
20140613,1,0,1,510931.0
20140616,1,0,1,510569.0
20140617,1,0,1,510744.0
20140618,1,0,1,510538.0
20140619,1,0,1,510494.0
20140620,1,0,1,510494.0
20140623,1,0,1,510419.0
20140624,1,0,1,510188.0
20140625,1,0,1,509856.0
20140626,1,0,1,510388.0
20140627,1,0,1,509894.0
20140630,1,0,1,509806.0
20140701,1,0,1,510281.0
20140702,1,0,1,510669.0
20140703,1,0,1,511231.0
20140707,1,0,1,511050.0
20140708,1,0,1,511006.0
20140709,1,0,1,510744.0
20140710,1,0,1,511181.0
20140711,1,0,1,510962.0
20140714,1,0,1,510612.0
20140715,1,0,1,511662.0
20140716,1,0,1,512150.0
20140717,1,0,1,511975.0
20140718,1,0,1,511875.0
20140721,1,0,1,511788.0
20140722,1,0,1,512412.0
20140723,1,0,1,512331.0
20140724,1,0,1,511981.0
20140725,1,0,1,512331.0
20140728,1,0,1,512331.0
20140729,1,0,1,512412.0
20140730,1,0,1,512456.0
20140731,1,1,1,512325.0
20140801,1,1,0,511450.0
20140804,1,1,0,511512.0
20140805,1,1,0,512125.0
20140806,1,1,0,511425.0
20140807,1,1,0,511675.0
20140808,1,1,0,511012.0
20140811,1,1,0,511550.0
20140812,1,1,0,511762.0
20140813,1,1,0,512050.0
20140814,1,1,0,512088.0
20140815,1,1,0,511525.0
20140818,1,1,0,512300.0
20140819,1,1,0,513212.0
20140820,1,1,1,514931.0
20140821,1,1,1,514894.0
20140822,1,1,1,515600.0
20140825,1,1,1,516262.0
20140826,1,1,1,516831.0
20140827,1,1,1,516081.0
20140828,1,1,1,515962.0
20140829,1,1,1,517244.0
20140902,1,1,1,519062.0
20140903,1,1,1,518619.0
20140904,1,1,1,522431.0
20140905,1,1,1,521994.0
20140908,1,1,1,524912.0
20140909,1,1,1,525425.0
20140910,1,1,1,525456.0
20140911,1,1,1,525381.0
20140912,1,1,1,525125.0
20140915,1,1,1,525344.0
20140916,1,1,1,524675.0
20140917,1,1,1,526044.0
20140918,1,1,1,526338.0
20140919,1,1,1,527925.0
20140922,1,1,1,527531.0
20140923,1,1,1,527069.0
20140924,1,1,1,528519.0
20140925,1,1,1,528775.0
20140926,1,1,1,530694.0
20140929,1,1,1,530638.0
20140930,1,1,1,532044.0
20141001,1,1,1,531919.0
20141002,1,1,1,530450.0
20141003,1,1,1,535194.0
20141006,1,1,1,532181.0
20141007,1,1,1,530531.0
20141008,1,1,1,529381.0
20141009,1,1,1,529781.0
20141010,1,1,1,531169.0
20141013,1,1,1,530100.0
20141014,1,1,1,530688.0
20141015,1,1,1,527938.0
20141016,1,1,1,526981.0
20141017,1,1,1,527588.0
20141020,1,1,1,526956.0
20141021,1,1,1,528306.0
20141022,1,1,1,530144.0
20141023,1,1,1,531312.0
20141024,1,1,1,530688.0
20141027,1,1,1,529388.0
20141028,1,1,1,529481.0
20141029,1,1,1,532031.0
20141030,1,1,1,533131.0
20141031,1,1,1,537294.0
20141103,1,1,1,539269.0
20141104,1,1,1,538106.0
20141105,1,1,1,540312.0
20141106,1,1,1,542581.0
20141107,1,1,1,541338.0
20141110,1,1,1,542019.0
20141111,1,1,1,542038.0
20141112,1,1,1,542931.0
20141113,1,1,1,542756.0
20141114,1,1,1,543031.0
20141117,1,1,1,544425.0
20141118,1,1,1,543812.0
20141119,1,1,1,544306.0
20141120,1,1,1,544188.0
20141121,1,1,1,546406.0
20141124,1,1,1,545962.0
20141125,1,1,1,545088.0
20141126,1,1,1,543800.0
20141128,1,1,1,546819.0
20141201,1,1,1,545119.0
20141202,1,1,1,547862.0
20141203,1,1,1,548938.0
20141204,1,1,1,548275.0
20141205,1,1,1,551225.0
20141208,1,1,1,549456.0
20141209,1,1,1,547950.0
20141210,1,1,1,545662.0
20141211,1,1,1,547306.0
20141212,1,1,1,546131.0
20141215,1,1,1,545800.0
20141216,1,1,1,544175.0
20141217,1,1,1,548456.0
20141218,1,1,1,548538.0
20141219,1,1,1,550094.0
20141222,1,1,1,550800.0
20141223,1,1,1,552481.0
20141224,1,1,1,551856.0
20141226,1,1,1,551925.0
20141229,1,1,1,552719.0
20141230,1,1,1,551506.0
20141231,1,1,1,552331.0
20150102,1,1,1,555456.0
20150105,1,1,1,556081.0
20150106,1,1,1,556181.0
20150107,1,1,1,557519.0
20150108,1,1,1,559250.0
20150109,1,1,1,557025.0
20150112,1,1,1,556731.0
20150113,1,1,1,557338.0
20150114,1,1,1,556319.0
20150115,1,1,1,557881.0
20150116,1,1,1,559256.0
20150120,1,1,1,560975.0
20150121,1,1,1,559862.0
20150122,1,1,1,563581.0
20150123,1,1,1,564675.0
20150126,1,1,1,564700.0
20150127,1,1,1,561906.0
20150128,1,1,1,562925.0
20150129,1,1,1,564225.0
20150130,1,1,1,563638.0
20150202,1,1,1,562844.0
20150203,1,1,1,560606.0
20150204,1,1,1,560869.0
20150205,1,1,1,559712.0
20150206,1,1,1,563675.0
20150209,1,1,1,562794.0
20150210,1,1,1,563875.0
20150211,1,1,1,564769.0
20150212,1,1,1,561162.0
20150213,1,1,1,561475.0
20150217,1,1,1,561812.0
20150218,1,1,1,561312.0
20150219,1,1,1,561856.0
20150220,1,1,1,561631.0
20150223,1,1,1,561906.0
20150224,1,1,1,561869.0
20150225,1,1,1,561081.0
20150226,1,1,0,563538.0
20150227,1,1,0,563850.0
20150302,1,1,0,564325.0
20150303,1,1,0,564025.0
20150304,1,1,0,565362.0
20150305,1,1,0,566338.0
20150306,1,1,0,568900.0
20150309,1,1,0,569238.0
20150310,1,1,0,571188.0
20150311,1,1,0,573600.0
20150312,1,1,1,573181.0
20150313,1,1,1,575531.0
20150316,1,1,1,573519.0
20150317,1,1,1,573806.0
20150318,1,1,1,570725.0
20150319,1,1,1,573112.0
20150320,1,1,1,568938.0
20150323,1,1,1,566988.0
20150324,1,1,1,567788.0
20150325,1,1,1,567075.0
20150326,1,1,1,568044.0
20150327,1,1,1,567250.0
20150330,1,0,1,568644.0
20150331,1,0,1,569456.0
20150401,1,0,1,569300.0
20150402,1,0,1,567694.0
20150403,1,0,1,565962.0
20150406,1,0,1,566062.0
20150407,1,0,1,568488.0
20150408,1,0,1,568544.0
20150409,1,0,1,571725.0
20150410,1,0,1,572431.0
20150413,1,0,1,572700.0
20150414,1,0,1,570931.0
20150415,1,0,1,570200.0
20150416,1,0,1,568094.0
20150417,1,0,1,568150.0
20150420,1,0,1,569212.0
20150421,1,0,1,569100.0
20150422,1,0,1,568275.0
20150423,1,0,1,567156.0
20150424,1,0,1,565856.0
20150427,1,0,0,565581.0
20150428,1,0,0,564356.0
20150429,1,0,0,562694.0
20150430,1,0,0,560844.0
20150501,0,0,0,561269.0
20150504,0,0,0,561269.0
20150505,0,0,0,561269.0
20150506,0,0,0,561269.0
20150507,0,0,0,561269.0
20150508,0,0,0,561269.0
20150511,0,0,0,561269.0
20150512,0,0,1,561831.0
20150513,0,0,1,562275.0
20150514,0,0,1,562388.0
20150515,0,0,1,562300.0
20150518,0,0,1,561706.0
20150519,0,0,1,560706.0
20150520,0,0,1,561012.0
20150521,0,0,1,561806.0
20150522,0,0,1,560650.0
20150526,0,0,1,560006.0
20150527,0,1,1,560375.0
20150528,0,1,1,560300.0
20150529,0,1,1,560238.0
20150601,0,1,1,560338.0
20150602,0,1,1,560619.0
20150603,0,1,1,560638.0
20150604,0,1,1,561006.0
20150605,0,1,1,561400.0
20150608,0,1,1,560956.0
20150609,0,1,1,561025.0
20150610,0,1,1,560606.0
20150611,0,1,1,561156.0
20150612,0,1,1,561388.0
20150615,0,1,1,561694.0
20150616,0,1,1,561931.0
20150617,0,1,1,563088.0
20150618,0,1,1,563050.0
20150619,0,1,1,562812.0
20150622,0,1,1,563094.0
20150623,0,1,1,562838.0
20150624,0,1,1,562669.0
20150625,0,1,1,562688.0
20150626,0,1,1,562862.0
20150629,0,1,1,561744.0
20150630,0,1,1,561631.0
20150701,0,1,1,561506.0
20150702,0,1,1,561438.0
20150706,0,1,1,560919.0
20150707,0,1,1,559925.0
20150708,0,1,1,557838.0
20150709,0,0,1,557781.0
20150710,0,0,1,558662.0
20150713,0,0,1,558531.0
20150714,0,0,1,559456.0
20150715,0,0,1,559450.0
20150716,0,0,1,559300.0
20150717,0,0,1,559344.0
20150720,0,0,1,559069.0
20150721,0,0,1,558981.0
20150722,0,0,1,559262.0
20150723,0,0,1,558725.0
20150724,0,0,1,558712.0
20150727,0,0,1,559000.0
20150728,0,0,1,559250.0
20150729,0,0,1,559369.0
20150730,0,0,1,559275.0
20150731,0,0,1,559369.0
20150803,0,0,1,559169.0
20150804,0,0,1,559075.0
20150805,0,0,1,559262.0
20150806,0,0,1,558762.0
20150807,0,0,1,558619.0
20150810,0,0,1,559306.0
20150811,0,0,1,559038.0
20150812,0,0,1,559369.0
20150813,0,0,1,559375.0
20150814,0,0,1,559612.0
20150817,0,0,1,559194.0
20150818,0,0,1,559688.0
20150819,0,0,1,559856.0
20150820,0,0,1,559775.0
20150821,0,0,1,559906.0
20150824,0,0,1,560394.0
20150825,1,1,1,556806.0
20150826,1,1,1,554744.0
20150827,1,1,0,552562.0
20150828,1,1,0,550894.0
20150831,1,1,0,551788.0
20150901,1,1,0,553638.0
20150902,1,1,0,552556.0
20150903,1,1,0,551225.0
20150904,0,1,0,552069.0
20150908,0,1,1,550006.0
20150909,0,1,1,549631.0
20150910,0,1,1,548988.0
20150911,0,1,1,549256.0
20150914,0,1,1,549688.0
20150915,0,1,1,549962.0
20150916,0,1,1,548800.0
20150917,0,1,1,548425.0
20150918,0,1,0,548850.0
20150921,0,1,0,548194.0
20150922,0,1,0,548650.0
20150923,0,1,0,548581.0
20150924,0,1,0,548638.0
20150925,0,1,0,548081.0
20150928,0,1,0,548800.0
20150929,0,1,0,548912.0
20150930,0,1,0,548638.0
20151001,0,1,1,548631.0
20151002,0,1,1,548331.0
20151005,0,1,1,548025.0
20151006,0,1,1,547762.0
20151007,0,1,1,547462.0
20151008,0,1,1,547181.0
20151009,0,1,1,547038.0
20151012,0,1,1,547200.0
20151013,0,1,1,547938.0
20151014,0,1,1,547406.0
20151015,1,1,0,546106.0
20151016,1,1,0,545475.0
20151019,1,1,0,544769.0
20151020,1,1,0,544494.0
20151021,1,1,0,544456.0
20151022,1,1,0,540912.0
20151023,0,1,0,540194.0
20151026,0,1,0,540506.0
20151027,0,1,0,541125.0
20151028,0,1,0,540331.0
20151029,0,1,0,540425.0
20151030,0,1,0,540781.0
20151102,0,1,0,540719.0
20151103,0,1,0,540469.0
20151104,0,1,0,540031.0
20151105,0,0,0,539944.0
20151106,0,0,0,539944.0
20151109,1,0,1,539238.0
20151110,1,0,1,539912.0
20151111,1,0,1,539056.0
20151112,1,0,1,538119.0
20151113,1,0,1,538762.0
20151116,1,0,1,539712.0
20151117,1,0,1,539994.0
20151118,1,0,1,539900.0
20151119,1,0,1,538431.0
20151120,1,0,1,540056.0
20151123,1,0,1,540894.0
20151124,1,0,1,540656.0
20151125,1,0,1,540925.0
20151127,1,0,1,541612.0
20151130,1,0,1,541875.0
20151201,1,0,1,541012.0
20151202,1,0,1,542100.0
20151203,1,0,1,536331.0
20151204,1,0,1,537869.0
20151207,1,0,1,538469.0
20151208,1,0,1,538369.0
20151209,1,0,1,535575.0
20151210,1,0,1,536744.0
20151211,1,0,1,535575.0
20151214,1,0,1,536044.0
20151215,1,0,1,537669.0
20151216,1,0,1,536750.0
20151217,1,0,1,540088.0
20151218,1,0,1,539162.0
20151221,1,0,1,538562.0
20151222,1,0,1,538675.0
20151223,1,0,1,538856.0
20151224,1,0,1,538000.0
20151228,1,0,1,537981.0
20151229,1,0,1,538812.0
20151230,1,0,1,539019.0
20151231,1,0,1,540356.0
20160104,1,0,1,540988.0
20160105,1,0,1,542325.0
20160106,1,0,1,542019.0
20160107,1,0,1,540269.0
20160108,1,1,1,541288.0
20160111,1,1,1,541619.0
20160112,1,1,1,542450.0
20160113,1,1,1,541931.0
20160114,1,1,1,542031.0
20160115,1,1,1,543375.0
20160119,1,1,1,543331.0
20160120,1,1,1,544481.0
20160121,1,1,1,543625.0
20160122,1,1,1,543169.0
20160125,1,1,1,543006.0
20160126,1,1,1,542181.0
20160127,1,1,1,542006.0
20160128,1,1,1,540581.0
20160129,0,1,1,539444.0
20160201,0,0,1,537825.0
20160202,0,0,1,538006.0
20160203,0,0,1,536838.0
20160204,0,0,1,536850.0
20160205,0,0,1,537475.0
20160208,0,0,1,537844.0
20160209,0,0,1,537750.0
20160210,0,0,1,537275.0
20160211,0,0,1,537650.0
20160212,1,0,1,536600.0
20160216,1,0,1,536656.0
20160217,1,0,1,536569.0
20160218,1,0,1,535856.0
20160219,1,0,1,536056.0
20160222,1,0,1,535975.0
20160223,1,0,1,536612.0
20160224,1,0,1,537312.0
20160225,1,0,1,537256.0
20160226,1,0,1,536544.0
20160229,1,0,1,535631.0
20160301,0,0,1,535319.0
20160302,0,0,1,534556.0
20160303,0,0,1,533944.0
20160304,0,0,1,533681.0
20160307,0,0,1,533375.0
20160308,0,0,1,533669.0
20160309,0,0,1,533612.0
20160310,0,0,1,533238.0
20160311,0,0,1,532619.0
20160314,0,0,1,533175.0
20160315,0,0,1,534056.0
20160316,0,0,1,533631.0
20160317,0,0,1,532038.0
20160318,0,0,1,532056.0
20160321,0,0,1,532581.0
20160322,0,0,1,533762.0
20160323,0,0,1,534319.0
20160324,0,0,1,534094.0
20160328,0,0,1,533469.0
20160329,0,0,1,532681.0
20160330,0,0,1,532625.0
20160331,0,0,1,532725.0
20160401,1,0,1,533850.0
20160404,1,0,1,533475.0
20160405,1,0,1,534119.0
20160406,1,0,1,534556.0
20160407,1,0,1,534612.0
20160408,1,1,1,534437.0
20160411,1,1,1,534294.0
20160412,1,1,1,533231.0
20160413,1,1,1,531450.0
20160414,1,1,1,531556.0
20160415,1,1,1,532081.0
20160418,1,1,1,531831.0
20160419,1,1,1,531450.0
20160420,1,1,0,529794.0
20160421,1,1,0,529981.0
20160422,1,1,0,526919.0
20160425,1,1,0,527700.0
20160426,1,1,0,527962.0
20160427,1,1,0,528500.0
20160428,1,1,0,532119.0
20160429,1,1,0,534844.0
20160502,1,1,0,536038.0
20160503,1,1,0,535881.0
20160504,1,1,0,535244.0
20160505,1,1,0,533594.0
20160506,1,1,0,533706.0
20160509,1,1,0,532125.0
20160510,1,1,0,531019.0
20160511,1,1,0,532594.0
20160512,1,1,0,531238.0
20160513,1,1,0,530912.0
20160516,1,1,0,530669.0
20160517,1,1,0,530512.0
20160518,1,1,0,528494.0
20160519,0,1,0,528319.0
20160520,0,1,0,527975.0
20160523,0,1,0,529044.0
20160524,0,1,0,528256.0
20160525,0,1,0,528131.0
20160526,0,1,0,528488.0
20160527,0,1,0,528300.0
20160531,0,1,0,527587.0
20160601,0,1,0,528637.0
20160602,0,1,0,529344.0
20160603,0,1,0,531706.0
20160606,0,1,0,530956.0
20160607,0,1,0,531038.0
20160608,0,1,0,531419.0
20160609,0,1,0,531512.0
20160610,0,1,0,531625.0
20160613,0,1,0,532294.0
20160614,0,1,0,532531.0
20160615,0,1,0,532475.0
20160616,0,1,0,534400.0
20160617,0,1,0,534469.0
20160620,0,1,0,534756.0
20160621,0,1,0,533831.0
20160622,0,1,0,534212.0
20160623,0,1,0,532681.0
20160624,0,1,1,528456.0
20160627,0,1,1,528881.0
20160628,1,1,1,526606.0
20160629,1,1,1,525606.0
20160630,1,1,1,526262.0
20160701,1,1,1,526150.0
20160705,1,1,1,529712.0
20160706,1,1,1,530125.0
20160707,1,1,1,531694.0
20160708,1,1,1,531844.0
20160711,1,1,1,528562.0
20160712,1,1,1,524450.0
20160713,1,1,1,525150.0
20160714,1,1,1,522644.0
20160715,1,1,1,524131.0
20160718,1,1,1,523025.0
20160719,1,1,1,524819.0
20160720,1,1,1,523700.0
20160721,1,1,1,524319.0
20160722,1,1,1,525381.0
20160725,1,1,1,525150.0
20160726,1,1,1,526512.0
20160727,1,1,1,524850.0
20160728,1,1,1,524406.0
20160729,1,1,1,526500.0
20160801,1,1,1,526500.0
20160802,1,1,1,526575.0
20160803,1,1,1,527481.0
20160804,1,1,1,528919.0
20160805,1,1,1,528962.0
20160808,1,1,1,528431.0
20160809,1,1,1,529062.0
20160810,1,1,1,528856.0
20160811,1,1,1,528781.0
20160812,1,1,1,529688.0
20160815,1,1,1,529712.0
20160816,1,1,1,528725.0
20160817,0,1,1,528675.0
20160818,0,1,1,528350.0
20160819,0,1,1,528394.0
20160822,0,1,1,527981.0
20160823,0,1,1,527681.0
20160824,0,1,1,527150.0
20160825,0,1,1,527387.0
20160826,0,1,1,526056.0
20160829,0,1,1,526044.0
20160830,0,1,1,525006.0
20160831,0,1,1,524206.0
20160901,0,1,1,523406.0
20160902,0,1,1,522544.0
20160906,0,1,1,523837.0
20160907,0,1,1,524844.0
20160908,0,1,1,524200.0
20160909,0,1,1,524125.0
20160912,0,1,1,524775.0
20160913,0,1,1,524650.0
20160914,0,1,1,524700.0
20160915,0,1,1,524931.0
20160916,0,1,1,526106.0
20160919,0,1,1,526662.0
20160920,0,1,1,526931.0
20160921,0,1,1,528400.0
20160922,0,1,1,527469.0
20160923,0,1,1,527944.0
20160926,0,1,1,528800.0
20160927,0,1,1,528550.0
20160928,0,1,1,527956.0
20160929,0,1,1,527875.0
20160930,0,1,1,527375.0
20161003,0,1,1,527931.0
20161004,0,1,1,527256.0
20161005,0,0,1,526862.0
20161006,0,0,1,527781.0
20161007,0,0,1,528856.0
20161010,0,0,1,529381.0
20161011,0,0,1,530719.0
20161012,0,0,1,530325.0
20161013,0,0,1,529956.0
20161014,0,0,1,530406.0
20161017,1,0,1,530025.0
20161018,1,0,1,529650.0
20161019,1,0,1,529931.0
20161020,1,0,1,530594.0
20161021,1,0,1,531381.0
20161024,1,0,1,531381.0
20161025,1,0,1,531444.0
20161026,1,0,1,531000.0
20161027,1,0,1,531394.0
20161028,1,0,1,530331.0
20161031,1,0,1,530194.0
20161101,1,0,1,528981.0
20161102,1,0,1,528319.0
20161103,1,0,1,527150.0
20161104,1,0,1,526675.0
20161107,1,0,1,528362.0
20161108,1,0,1,528506.0
20161109,1,0,1,529488.0
20161110,1,0,1,529212.0
20161111,1,1,1,529544.0
20161114,1,1,1,533644.0
20161115,1,1,1,534719.0
20161116,1,1,1,535175.0
20161117,1,1,1,536825.0
20161118,1,1,1,538244.0
20161121,1,1,1,537900.0
20161122,1,1,1,538169.0
20161123,1,1,1,540419.0
20161125,1,1,1,540381.0
20161128,1,1,1,539700.0
20161129,1,1,1,538506.0
20161130,1,1,1,541119.0
20161201,1,1,1,539781.0
20161202,1,1,1,538538.0
20161205,1,1,1,537131.0
20161206,1,1,1,538406.0
20161207,1,1,1,538019.0
20161208,1,1,1,540244.0
20161209,1,1,1,542238.0
20161212,1,1,1,540544.0
20161213,1,1,1,540869.0
20161214,1,1,1,541906.0
20161215,1,1,1,547238.0
20161216,1,1,1,547044.0
20161219,1,1,1,547175.0
20161220,1,1,1,548050.0
20161221,1,1,1,547512.0
20161222,1,1,1,547850.0
20161223,1,1,1,547425.0
20161227,1,1,1,547500.0
20161228,1,1,1,548119.0
20161229,1,1,1,546744.0
20161230,1,1,1,545600.0
20170103,1,1,1,548762.0
20170104,1,1,1,547581.0
20170105,1,1,1,543619.0
20170106,1,1,1,546550.0
20170109,1,1,1,545812.0
20170110,1,1,1,545800.0
20170111,1,1,1,545006.0
20170112,1,1,1,544012.0
20170113,1,1,1,543475.0
20170117,1,1,1,539588.0
20170118,1,1,1,541731.0
20170119,1,1,1,542694.0
20170120,1,1,1,541338.0
20170123,1,1,1,538869.0
20170124,1,1,0,539706.0
20170125,1,1,0,539219.0
20170126,1,1,0,540488.0
20170127,1,1,0,541169.0
20170130,1,1,0,539950.0
20170131,1,1,0,537638.0
20170201,0,1,0,537956.0
20170202,0,1,0,537656.0
20170203,0,1,0,537881.0
20170206,0,1,0,536738.0
20170207,0,1,0,537106.0
20170208,0,1,0,537044.0
20170209,0,1,0,538250.0
20170210,0,1,0,538350.0
20170213,0,1,0,538581.0
20170214,0,1,0,539119.0
20170215,0,1,0,539200.0
20170216,0,1,0,538100.0
20170217,0,1,0,537925.0
20170221,0,1,0,538550.0
20170222,0,1,0,538112.0
20170223,0,1,0,537756.0
20170224,0,1,0,536994.0
20170227,0,0,0,537156.0
20170228,0,0,0,537156.0
20170301,0,0,0,537156.0
20170302,0,0,0,537156.0
20170303,0,0,0,537156.0
20170306,0,0,0,537156.0
20170307,0,0,0,537156.0
20170308,0,0,0,537156.0
20170309,0,0,0,537156.0
20170310,0,0,0,537156.0
20170313,0,0,0,537156.0
20170314,0,0,0,537156.0
20170315,0,0,0,537156.0
20170316,0,0,0,537156.0
20170317,0,0,0,537156.0
20170320,0,0,0,537156.0
20170321,0,0,0,537156.0
20170322,0,0,0,537156.0
20170323,0,0,0,537156.0
20170324,0,0,0,537156.0
20170327,0,0,0,537156.0
20170328,1,1,0,536012.0
20170329,1,1,0,535400.0
20170330,1,1,0,533919.0
20170331,1,1,0,534138.0
20170403,1,1,0,534244.0
20170404,1,1,0,534569.0
20170405,1,1,0,534256.0
20170406,1,1,0,534162.0
20170407,0,1,0,533588.0
20170410,0,1,0,533781.0
20170411,0,1,0,535081.0
20170412,0,1,0,535031.0
20170413,0,1,0,535700.0
20170417,0,1,0,536012.0
20170418,0,1,0,536406.0
20170419,0,1,1,535694.0
20170420,0,1,1,535231.0
20170421,0,1,1,535200.0
20170424,0,1,1,534575.0
20170425,0,1,1,533469.0
20170426,0,1,1,533244.0
20170427,0,1,1,533769.0
20170428,0,1,1,533856.0
20170501,1,1,1,533250.0
20170502,1,1,1,533506.0
20170503,1,1,1,532319.0
20170504,1,0,1,533231.0
20170505,1,0,1,533700.0
20170508,1,0,1,532800.0
20170509,1,0,1,531875.0
20170510,1,0,1,531881.0
20170511,1,0,1,531600.0
