Date,ES,
20150120,1,105588.0
20150121,0,105250.0
20150122,0,105250.0
20150123,0,105250.0
20150126,0,105250.0
20150127,0,105250.0
20150128,0,105250.0
20150129,1,106612.0
20150130,0,105688.0
20150202,0,105688.0
20150203,0,105688.0
20150204,0,105688.0
20150205,0,105688.0
20150206,0,105688.0
20150209,0,105688.0
20150210,0,105688.0
20150211,0,105688.0
20150212,0,105688.0
20150213,0,105688.0
20150217,0,105688.0
20150218,0,105688.0
20150219,0,105688.0
20150220,1,106662.0
20150223,0,106488.0
20150224,0,106488.0
20150225,0,106488.0
20150226,0,106488.0
20150227,1,106550.0
20150302,1,107112.0
20150303,0,106850.0
20150304,0,106850.0
20150305,0,106850.0
20150306,0,106850.0
20150309,0,106850.0
20150310,0,106850.0
20150311,0,106850.0
20150312,0,106850.0
20150313,0,106850.0
20150316,0,106850.0
20150317,0,106850.0
20150318,0,106850.0
20150319,0,106850.0
20150320,0,106850.0
20150323,0,106850.0
20150324,0,106850.0
20150325,1,105388.0
20150326,1,105125.0
20150327,1,105325.0
20150330,1,106475.0
20150331,1,105738.0
20150401,1,105350.0
20150402,0,105212.0
20150406,0,105212.0
20150407,0,105212.0
20150408,0,105212.0
20150409,0,105212.0
20150410,0,105212.0
20150413,0,105212.0
20150414,0,105212.0
20150415,0,105212.0
20150416,0,105212.0
20150417,0,105212.0
20150420,0,105212.0
20150421,0,105212.0
20150422,0,105212.0
20150423,0,105212.0
20150424,0,105212.0
20150427,0,105212.0
20150428,0,105212.0
20150429,0,105212.0
20150430,0,105212.0
20150501,0,105212.0
20150504,0,105212.0
20150505,0,105212.0
20150506,0,105212.0
20150507,0,105212.0
20150508,0,105212.0
20150511,0,105212.0
20150512,0,105212.0
20150513,0,105212.0
20150514,0,105212.0
20150515,0,105212.0
20150518,0,105212.0
20150519,0,105212.0
20150520,0,105212.0
20150521,0,105212.0
20150522,0,105212.0
20150526,0,105212.0
20150527,0,105212.0
20150528,0,105212.0
20150529,0,105212.0
20150601,0,105212.0
20150602,0,105212.0
20150603,0,105212.0
20150604,0,105212.0
20150605,0,105212.0
20150608,1,104950.0
20150609,1,105038.0
20150610,1,106388.0
20150611,0,106425.0
20150612,0,106425.0
20150615,0,106425.0
20150616,0,106425.0
20150617,0,106425.0
20150618,0,106425.0
20150619,0,106425.0
20150622,0,106425.0
20150623,0,106425.0
20150624,0,106425.0
20150625,0,106425.0
20150626,1,106612.0
20150629,0,105525.0
20150630,0,105525.0
20150701,0,105525.0
20150702,0,105525.0
20150706,0,105525.0
20150707,1,106750.0
20150708,0,105925.0
20150709,0,105925.0
20150710,0,105925.0
20150713,0,105925.0
20150714,0,105925.0
20150715,0,105925.0
20150716,0,105925.0
20150717,0,105925.0
20150720,0,105925.0
20150721,0,105925.0
20150722,0,105925.0
20150723,1,105700.0
20150724,1,104650.0
20150727,1,104000.0
20150728,1,105138.0
20150729,1,105850.0
20150730,1,105962.0
20150731,0,106125.0
20150803,0,106125.0
20150804,0,106125.0
20150805,0,106125.0
20150806,0,106125.0
20150807,0,106125.0
20150810,0,106125.0
20150811,0,106125.0
20150812,0,106125.0
20150813,0,106125.0
20150814,0,106125.0
20150817,0,106125.0
20150818,0,106125.0
20150819,0,106125.0
20150820,1,104488.0
20150821,1,101788.0
20150824,0,96600.0
20150825,0,96600.0
20150826,0,96600.0
20150827,1,95288.0
20150828,1,95262.0
20150831,1,96288.0
20150901,1,98950.0
20150902,0,97762.0
20150903,0,97762.0
20150904,0,97762.0
20150908,0,97762.0
20150909,0,97762.0
20150910,0,97762.0
20150911,0,97762.0
20150914,1,98162.0
20150915,0,97875.0
20150916,0,97875.0
20150917,1,98462.0
20150918,0,99825.0
20150921,0,99825.0
20150922,0,99825.0
20150923,0,99825.0
20150924,0,99825.0
20150925,0,99825.0
20150928,0,99825.0
20150929,0,99825.0
20150930,0,99825.0
20151001,1,99638.0
20151002,1,98325.0
20151005,1,96738.0
20151006,1,97050.0
20151007,1,96112.0
20151008,0,96300.0
20151009,1,96362.0
20151012,1,96188.0
20151013,1,97038.0
20151014,0,96938.0
20151015,0,96938.0
20151016,0,96938.0
20151019,1,96862.0
20151020,1,97212.0
20151021,0,96700.0
20151022,0,96700.0
20151023,0,96700.0
20151026,0,96700.0
20151027,0,96700.0
20151028,0,96700.0
20151029,0,96700.0
20151030,0,96700.0
20151102,0,96700.0
20151103,0,96700.0
20151104,0,96700.0
20151105,0,96700.0
20151106,1,97188.0
20151109,1,96150.0
20151110,1,96400.0
20151111,1,95950.0
20151112,1,94525.0
20151113,0,94262.0
20151116,0,94262.0
20151117,0,94262.0
20151118,0,94262.0
20151119,0,94262.0
20151120,0,94262.0
20151123,0,94262.0
20151124,0,94262.0
20151125,0,94262.0
20151127,0,94262.0
20151130,0,94262.0
20151201,0,94262.0
20151202,0,94262.0
20151203,0,94262.0
20151204,0,94262.0
20151207,0,94262.0
20151208,0,94262.0
20151209,1,93850.0
20151210,1,94188.0
20151211,1,92200.0
20151214,1,92612.0
20151215,1,93988.0
20151216,1,93725.0
20151217,1,95675.0
20151218,0,95762.0
20151221,0,95762.0
20151222,0,95762.0
20151223,1,95262.0
20151224,1,95350.0
20151228,1,95475.0
20151229,1,94275.0
20151230,1,95188.0
20151231,0,95500.0
20160104,0,95500.0
20160105,0,95500.0
20160106,0,95500.0
20160107,0,95500.0
20160108,0,95500.0
20160111,0,95500.0
20160112,0,95500.0
20160113,1,98438.0
20160114,0,97962.0
20160115,0,97962.0
20160119,0,97962.0
20160120,0,97962.0
20160121,0,97962.0
20160122,0,97962.0
20160125,0,97962.0
20160126,0,97962.0
20160127,0,97962.0
20160128,0,97962.0
20160129,0,97962.0
20160201,1,98050.0
20160202,1,99738.0
20160203,0,99138.0
20160204,0,99138.0
20160205,0,99138.0
20160208,0,99138.0
20160209,0,99138.0
20160210,0,99138.0
20160211,0,99138.0
20160212,0,99138.0
20160216,0,99138.0
20160217,1,98300.0
20160218,1,98612.0
20160219,1,98712.0
20160222,1,97625.0
20160223,1,98638.0
20160224,0,99375.0
20160225,0,99375.0
20160226,1,100225.0
20160229,0,100075.0
20160301,0,100075.0
20160302,0,100075.0
20160303,1,99788.0
20160304,1,99562.0
20160307,1,99362.0
20160308,1,100262.0
20160309,0,99888.0
20160310,0,99888.0
20160311,0,99888.0
20160314,0,99888.0
20160315,0,99888.0
20160316,0,99888.0
20160317,0,99888.0
20160318,0,99888.0
20160321,0,99888.0
20160322,0,99888.0
20160323,0,99888.0
20160324,1,100575.0
20160328,1,100550.0
20160329,1,101525.0
20160330,0,102025.0
20160331,0,102025.0
20160401,0,102025.0
20160404,0,102025.0
20160405,0,102025.0
20160406,0,102025.0
20160407,0,102025.0
20160408,0,102025.0
20160411,0,102025.0
20160412,0,102025.0
20160413,0,102025.0
20160414,0,102025.0
20160415,0,102025.0
20160418,0,102025.0
20160419,0,102025.0
20160420,0,102025.0
20160421,0,102025.0
20160422,0,102025.0
20160425,0,102025.0
20160426,0,102025.0
20160427,0,102025.0
20160428,0,102025.0
20160429,0,102025.0
20160502,0,102025.0
20160503,0,102025.0
20160504,0,102025.0
20160505,0,102025.0
20160506,1,102888.0
20160509,0,102725.0
20160510,0,102725.0
20160511,0,102725.0
20160512,0,102725.0
20160513,0,102725.0
20160516,0,102725.0
20160517,0,102725.0
20160518,0,102725.0
20160519,1,103125.0
20160520,1,103688.0
20160523,0,103612.0
20160524,0,103612.0
20160525,0,103612.0
20160526,0,103612.0
20160527,0,103612.0
20160531,0,103612.0
20160601,0,103612.0
20160602,0,103612.0
20160603,0,103612.0
20160606,0,103612.0
20160607,0,103612.0
20160608,0,103612.0
20160609,0,103612.0
20160610,0,103612.0
20160613,1,103150.0
20160614,1,102962.0
20160615,1,102838.0
20160616,1,103188.0
20160617,1,102612.0
20160620,0,103850.0
20160621,0,103850.0
20160622,0,103850.0
20160623,0,103850.0
20160624,0,103850.0
20160627,0,103850.0
20160628,0,103850.0
20160629,0,103850.0
20160630,0,103850.0
20160701,0,103850.0
20160705,0,103850.0
20160706,0,103850.0
20160707,0,103850.0
20160708,0,103850.0
20160711,0,103850.0
20160712,0,103850.0
20160713,0,103850.0
20160714,0,103850.0
20160715,0,103850.0
20160718,0,103850.0
20160719,0,103850.0
20160720,0,103850.0
20160721,0,103850.0
20160722,0,103850.0
20160725,0,103850.0
20160726,0,103850.0
20160727,0,103850.0
20160728,0,103850.0
20160729,0,103850.0
20160801,0,103850.0
20160802,0,103850.0
20160803,0,103850.0
20160804,0,103850.0
20160805,0,103850.0
20160808,0,103850.0
20160809,0,103850.0
20160810,0,103850.0
20160811,0,103850.0
20160812,0,103850.0
20160815,0,103850.0
20160816,0,103850.0
20160817,0,103850.0
20160818,0,103850.0
20160819,0,103850.0
20160822,0,103850.0
20160823,0,103850.0
20160824,0,103850.0
20160825,0,103850.0
20160826,1,103900.0
20160829,1,104438.0
20160830,0,104325.0
20160831,0,104325.0
20160901,1,104712.0
20160902,1,105250.0
20160906,0,105388.0
20160907,0,105388.0
20160908,0,105388.0
20160909,0,105388.0
20160912,1,107412.0
20160913,0,106550.0
20160914,0,106550.0
20160915,0,106550.0
20160916,0,106550.0
20160919,0,106550.0
20160920,0,106550.0
20160921,0,106550.0
20160922,0,106550.0
20160923,0,106550.0
20160926,0,106550.0
20160927,1,107350.0
20160928,0,107450.0
20160929,0,107450.0
20160930,0,107450.0
20161003,0,107450.0
20161004,0,107450.0
20161005,0,107450.0
20161006,0,107450.0
20161007,0,107450.0
20161010,0,107450.0
20161011,0,107450.0
20161012,0,107450.0
20161013,1,107875.0
20161014,1,107912.0
20161017,0,107862.0
20161018,0,107862.0
20161019,0,107862.0
20161020,0,107862.0
20161021,0,107862.0
20161024,0,107862.0
20161025,0,107862.0
20161026,0,107862.0
20161027,1,107800.0
20161028,1,107812.0
20161031,1,107625.0
20161101,1,106812.0
20161102,1,106238.0
20161103,0,106325.0
20161104,1,106338.0
20161107,1,108788.0
20161108,0,108400.0
20161109,0,108400.0
20161110,0,108400.0
20161111,0,108400.0
20161114,0,108400.0
20161115,0,108400.0
20161116,0,108400.0
20161117,0,108400.0
20161118,0,108400.0
20161121,0,108400.0
20161122,0,108400.0
20161123,0,108400.0
20161125,0,108400.0
20161128,0,108400.0
20161129,0,108400.0
20161130,0,108400.0
20161201,0,108400.0
20161202,0,108400.0
20161205,0,108400.0
20161206,0,108400.0
20161207,0,108400.0
20161208,0,108400.0
20161209,0,108400.0
20161212,0,108400.0
20161213,0,108400.0
20161214,0,108400.0
20161215,0,108400.0
20161216,0,108400.0
20161219,0,108400.0
20161220,0,108400.0
20161221,0,108400.0
20161222,0,108400.0
20161223,0,108400.0
20161227,0,108400.0
20161228,0,108400.0
20161229,0,108400.0
20161230,1,108238.0
20170103,1,109050.0
20170104,0,109188.0
20170105,0,109188.0
20170106,0,109188.0
20170109,0,109188.0
20170110,0,109188.0
20170111,1,109738.0
20170112,0,109375.0
20170113,0,109375.0
20170116,0,109375.0
20170117,0,109375.0
20170118,0,109375.0
20170119,0,109375.0
20170120,0,109375.0
20170123,0,109375.0
20170124,0,109375.0
20170125,0,109375.0
20170126,0,109375.0
20170127,0,109375.0
20170130,0,109375.0
20170131,1,109938.0
20170201,1,109938.0
20170202,1,109988.0
20170203,0,110512.0
20170206,0,110512.0
20170207,0,110512.0
20170208,0,110512.0
20170209,0,110512.0
20170210,0,110512.0
20170213,0,110512.0
20170214,0,110512.0
20170215,0,110512.0
20170216,0,110512.0
20170217,0,110512.0
20170221,0,110512.0
20170222,0,110512.0
20170223,0,110512.0
20170224,0,110512.0
20170227,0,110512.0
20170228,0,110512.0
20170301,0,110512.0
20170302,0,110512.0
20170303,0,110512.0
20170306,1,110700.0
20170307,1,110250.0
20170308,1,110125.0
20170309,1,110238.0
20170310,1,110500.0
20170313,1,110662.0
20170314,0,110288.0
20170315,0,110288.0
20170316,0,110288.0
20170317,0,110288.0
20170320,1,110162.0
20170321,1,108762.0
20170322,1,108775.0
20170323,1,108650.0
20170324,1,108888.0
20170327,0,107650.0
20170328,0,107650.0
20170329,0,107650.0
20170330,0,107650.0
20170331,0,107650.0
20170403,0,107650.0
20170404,0,107650.0
20170405,0,107650.0
20170406,0,107650.0
20170407,0,107650.0
20170410,0,107650.0
20170411,0,107650.0
20170412,0,107650.0
20170413,1,107212.0
20170417,1,108088.0
20170418,0,107625.0
20170419,0,107625.0
20170420,0,107625.0
20170421,0,107625.0
20170424,0,107625.0
20170425,0,107625.0
20170426,0,107625.0
20170427,0,107625.0
20170428,0,107625.0
20170501,0,107625.0
20170502,0,107625.0
20170503,0,107625.0
20170504,0,107625.0
20170505,0,107625.0
20170508,0,107625.0
20170509,0,107625.0
20170510,0,107625.0
20170511,0,107625.0
20170512,0,107625.0
20170515,0,107625.0
20170516,0,107625.0
20170517,0,107625.0
20170518,1,108088.0
20170519,0,108388.0
20170522,0,108388.0
20170523,0,108388.0
20170524,0,108388.0
20170525,0,108388.0
20170526,0,108388.0
20170529,0,108388.0
20170530,0,108388.0
20170531,0,108388.0
20170601,0,108388.0
20170602,0,108388.0
20170605,0,108388.0
20170606,0,108388.0
20170607,1,108638.0
20170608,0,108650.0
20170609,0,108650.0
20170612,0,108650.0
20170613,0,108650.0
20170614,0,108650.0
20170615,0,108650.0
20170616,0,108650.0
20170619,0,108650.0
20170620,0,108650.0
20170621,0,108650.0
20170622,0,108650.0
20170623,1,108900.0
20170626,0,109225.0
20170627,0,109225.0
20170628,0,109225.0
20170629,0,109225.0
20170630,0,109225.0
20170703,0,109225.0
20170705,0,109225.0
20170706,0,109225.0
20170707,0,109225.0
20170710,0,109225.0
20170711,0,109225.0
20170712,0,109225.0
20170713,0,109225.0
20170714,0,109225.0
20170717,0,109225.0
20170718,0,109225.0
20170719,0,109225.0
20170720,0,109225.0
20170721,0,109225.0
20170724,0,109225.0
20170725,0,109225.0
20170726,0,109225.0
20170727,0,109225.0
20170728,0,109225.0
20170731,0,109225.0
20170801,0,109225.0
20170802,0,109225.0
20170803,0,109225.0
20170804,0,109225.0
20170807,0,109225.0
20170808,0,109225.0
20170809,0,109225.0
20170810,0,109225.0
20170811,0,109225.0
20170814,0,109225.0
20170815,0,109225.0
20170816,0,109225.0
20170817,0,109225.0
20170818,0,109225.0
20170821,1,109650.0
20170822,0,109862.0
20170823,0,109862.0
20170824,0,109862.0
20170825,0,109862.0
20170828,0,109862.0
20170829,0,109862.0
20170830,0,109862.0
20170831,0,109862.0
20170901,0,109862.0
20170904,0,109862.0
20170905,0,109862.0
20170906,0,109862.0
20170907,0,109862.0
20170908,0,109862.0
20170911,0,109862.0
20170912,0,109862.0
20170913,0,109862.0
20170914,0,109862.0
20170915,0,109862.0
20170918,0,109862.0
20170919,0,109862.0
20170920,0,109862.0
20170921,0,109862.0
20170922,0,109862.0
20170925,1,109975.0
20170926,1,109900.0
20170927,1,110350.0
20170928,0,110138.0
20170929,0,110138.0
20171002,0,110138.0
20171003,0,110138.0
20171004,0,110138.0
20171005,0,110138.0
20171006,0,110138.0
20171009,0,110138.0
20171010,0,110138.0
20171011,0,110138.0
20171012,0,110138.0
20171013,0,110138.0
20171016,0,110138.0
20171017,0,110138.0
20171018,0,110138.0
20171019,0,110138.0
20171020,0,110138.0
20171023,0,110138.0
20171024,0,110138.0
20171025,0,110138.0
20171026,0,110138.0
20171027,0,110138.0
20171030,0,110138.0
20171031,0,110138.0
20171101,0,110138.0
20171102,0,110138.0
20171103,0,110138.0
20171106,0,110138.0
20171107,0,110138.0
20171108,0,110138.0
20171109,0,110138.0
20171110,0,110138.0
20171113,1,110612.0
20171114,0,110125.0
20171115,0,110125.0
20171116,0,110125.0
20171117,0,110125.0
20171120,0,110125.0
20171121,0,110125.0
20171122,0,110125.0
20171124,0,110125.0
20171127,0,110125.0
20171128,0,110125.0
20171129,0,110125.0
20171130,0,110125.0
20171201,0,110125.0
20171204,0,110125.0
20171205,1,109688.0
20171206,1,109738.0
20171207,1,110250.0
20171208,0,110550.0
20171211,0,110550.0
20171212,0,110550.0
20171213,0,110550.0
20171214,0,110550.0
20171215,0,110550.0
20171218,0,110550.0
20171219,0,110550.0
20171220,0,110550.0
20171221,0,110550.0
20171222,0,110550.0
20171226,0,110550.0
20171227,0,110550.0
20171228,0,110550.0
20171229,0,110550.0
20180102,0,110550.0
20180103,0,110550.0
20180104,0,110550.0
20180105,0,110550.0
20180108,0,110550.0
20180109,0,110550.0
20180110,0,110550.0
20180111,0,110550.0
20180112,0,110550.0
20180115,0,110550.0
20180116,0,110550.0
20180117,0,110550.0
20180118,0,110550.0
20180119,0,110550.0
20180122,0,110550.0
20180123,0,110550.0
20180124,0,110550.0
20180125,0,110550.0
20180126,0,110550.0
20180129,0,110550.0
20180130,0,110550.0
20180131,1,110912.0
20180201,0,110425.0
20180202,0,110425.0
20180205,1,103850.0
20180206,0,103500.0
20180207,0,103500.0
20180208,0,103500.0
20180209,1,105600.0
20180212,0,106562.0
20180213,0,106562.0
20180214,0,106562.0
20180215,0,106562.0
20180216,0,106562.0
20180219,0,106562.0
20180220,0,106562.0
20180221,1,106212.0
20180222,1,106850.0
20180223,0,107125.0
20180226,0,107125.0
20180227,0,107125.0
20180228,0,107125.0
20180301,1,105438.0
20180302,1,106038.0
20180305,1,107450.0
20180306,0,108050.0
20180307,0,108050.0
20180308,0,108050.0
20180309,0,108050.0
20180312,0,108050.0
20180313,0,108050.0
20180314,0,108050.0
20180315,1,108412.0
20180316,0,108400.0
20180319,0,108400.0
20180320,0,108400.0
20180321,0,108400.0
20180322,0,108400.0
20180323,1,106188.0
20180326,1,109275.0
20180327,0,109775.0
20180328,0,109775.0
20180329,0,109775.0
20180402,0,109775.0
20180403,0,109775.0
20180404,0,109775.0
20180405,0,109775.0
20180406,0,109775.0
20180409,0,109775.0
20180410,0,109775.0
20180411,0,109775.0
20180412,0,109775.0
20180413,0,109775.0
20180416,0,109775.0
20180417,0,109775.0
20180418,0,109775.0
20180419,0,109775.0
20180420,0,109775.0
20180423,1,110350.0
20180424,1,108550.0
20180425,1,109012.0
20180426,1,110512.0
20180427,0,110375.0
20180430,0,110375.0
20180501,1,110925.0
20180502,0,110725.0
20180503,0,110725.0
20180504,0,110725.0
20180507,0,110725.0
20180508,0,110725.0
20180509,0,110725.0
20180510,0,110725.0
20180511,0,110725.0
20180514,0,110725.0
20180515,0,110725.0
20180516,0,110725.0
20180517,0,110725.0
20180518,0,110725.0
20180521,0,110725.0
20180522,0,110725.0
20180523,0,110725.0
20180524,0,110725.0
20180525,0,110725.0
20180528,0,110725.0
20180529,0,110725.0
20180530,0,110725.0
20180531,0,110725.0
20180601,0,110725.0
20180604,0,110725.0
20180605,0,110725.0
20180606,0,110725.0
20180607,0,110725.0
20180608,0,110725.0
20180611,0,110725.0
20180612,0,110725.0
20180613,0,110725.0
20180614,0,110725.0
20180615,0,110725.0
20180618,0,110725.0
20180619,1,111512.0
20180620,1,111800.0
20180621,0,111650.0
20180622,0,111650.0
20180625,0,111650.0
20180626,0,111650.0
20180627,0,111650.0
20180628,0,111650.0
20180629,0,111650.0
20180702,0,111650.0
20180703,0,111650.0
20180704,0,111650.0
20180705,0,111650.0
20180706,0,111650.0
20180709,0,111650.0
20180710,0,111650.0
20180711,0,111650.0
20180712,0,111650.0
20180713,0,111650.0
20180716,0,111650.0
20180717,0,111650.0
20180718,0,111650.0
20180719,0,111650.0
20180720,0,111650.0
20180723,1,112250.0
20180724,0,112750.0
20180725,0,112750.0
20180726,0,112750.0
20180727,0,112750.0
20180730,0,112750.0
20180731,0,112750.0
20180801,0,112750.0
20180802,0,112750.0
20180803,0,112750.0
20180806,0,112750.0
20180807,0,112750.0
20180808,0,112750.0
20180809,0,112750.0
20180810,1,112738.0
20180813,1,112175.0
20180814,1,112950.0
20180815,0,112112.0
20180816,0,112112.0
20180817,0,112112.0
20180820,0,112112.0
20180821,0,112112.0
20180822,0,112112.0
20180823,0,112112.0
20180824,0,112112.0
20180827,0,112112.0
20180828,0,112112.0
20180829,0,112112.0
20180830,0,112112.0
20180831,0,112112.0
20180904,0,112112.0
20180905,0,112112.0
20180906,1,112188.0
20180907,1,111975.0
20180910,1,112250.0
20180911,0,111750.0
20180912,0,111750.0
20180913,0,111750.0
20180914,0,111750.0
20180917,0,111750.0
20180918,0,111750.0
20180919,0,111750.0
20180920,0,111750.0
20180921,0,111750.0
20180924,0,111750.0
20180925,0,111750.0
20180926,1,111412.0
20180927,1,111838.0
20180928,0,111412.0
20181001,0,111412.0
20181002,0,111412.0
20181003,0,111412.0
20181004,0,111412.0
20181005,0,111412.0
20181008,1,112438.0
20181009,1,112162.0
20181010,1,106800.0
20181011,0,106362.0
20181012,0,106362.0
20181015,0,106362.0
20181016,0,106362.0
20181017,0,106362.0
20181018,0,106362.0
20181019,0,106362.0
20181022,0,106362.0
20181023,0,106362.0
20181024,0,106362.0
20181025,0,106362.0
20181026,0,106362.0
20181029,0,106362.0
20181030,0,106362.0
20181031,0,106362.0
20181101,1,106325.0
20181102,1,107012.0
20181105,0,106800.0
20181106,0,106800.0
20181107,1,104938.0
20181108,1,105325.0
20181109,1,106812.0
20181112,1,105650.0
20181113,1,105638.0
20181114,1,104188.0
20181115,1,105988.0
20181116,1,106412.0
20181119,1,104075.0
20181120,0,101912.0
20181121,0,101912.0
20181122,0,101912.0
20181123,0,101912.0
20181126,0,101912.0
20181127,0,101912.0
20181128,1,99588.0
20181129,1,99450.0
20181130,1,98750.0
20181203,0,96538.0
20181204,0,96538.0
20181205,0,96538.0
20181206,0,96538.0
20181207,0,96538.0
20181210,0,96538.0
20181211,0,96538.0
20181212,0,96538.0
20181213,0,96538.0
20181214,0,96538.0
20181217,0,96538.0
20181218,0,96538.0
20181219,0,96538.0
20181220,0,96538.0
20181221,0,96538.0
20181224,0,96538.0
20181226,0,96538.0
20181227,0,96538.0
20181228,1,97438.0
20181231,0,96512.0
20190102,0,96512.0
20190103,0,96512.0
20190104,0,96512.0
20190107,0,96512.0
20190108,1,96688.0
20190109,1,96188.0
20190110,1,95612.0
20190111,1,95562.0
20190114,1,96288.0
20190115,1,95038.0
20190116,0,94525.0
20190117,1,94075.0
20190118,1,92262.0
20190121,1,92675.0
20190122,1,94238.0
20190123,1,93925.0
20190124,1,94138.0
20190125,1,92662.0
20190128,0,93862.0
20190129,0,93862.0
20190130,0,93862.0
20190131,0,93862.0
20190201,1,94100.0
20190204,0,94025.0
20190205,0,94025.0
20190206,0,94025.0
20190207,0,94025.0
20190208,0,94025.0
20190211,0,94025.0
20190212,1,93125.0
20190213,1,92888.0
20190214,1,93188.0
20190215,1,91512.0
20190218,1,91450.0
20190219,0,92012.0
20190220,0,92012.0
20190221,0,92012.0
20190222,0,92012.0
20190225,0,92012.0
20190226,0,92012.0
20190227,0,92012.0
20190228,0,92012.0
20190301,0,92012.0
20190304,0,92012.0
20190305,0,92012.0
20190306,0,92012.0
20190307,0,92012.0
20190308,0,92012.0
20190311,0,92012.0
20190312,0,92012.0
20190313,0,92012.0
20190314,0,92012.0
20190315,0,92012.0
20190318,0,92012.0
20190319,0,92012.0
20190320,0,92012.0
20190321,0,92012.0
20190322,0,92012.0
20190325,0,92012.0
20190326,0,92012.0
20190327,0,92012.0
20190328,0,92012.0
20190329,0,92012.0
20190401,0,92012.0
20190402,0,92012.0
20190403,0,92012.0
20190404,0,92012.0
20190405,0,92012.0
20190408,0,92012.0
20190409,0,92012.0
20190410,0,92012.0
20190411,0,92012.0
20190412,0,92012.0
20190415,0,92012.0
20190416,0,92012.0
20190417,0,92012.0
20190418,0,92012.0
20190422,0,92012.0
20190423,0,92012.0
20190424,0,92012.0
20190425,0,92012.0
20190426,0,92012.0
20190429,0,92012.0
20190430,0,92012.0
20190501,0,92012.0
20190502,0,92012.0
20190503,0,92012.0
20190506,0,92012.0
20190507,0,92012.0
20190508,0,92012.0
20190509,1,92838.0
20190510,1,93550.0
20190513,0,90488.0
20190514,0,90488.0
20190515,0,90488.0
20190516,0,90488.0
20190517,0,90488.0
20190520,0,90488.0
20190521,0,90488.0
20190522,0,90488.0
20190523,0,90488.0
20190524,0,90488.0
20190528,0,90488.0
20190529,0,90488.0
20190530,0,90488.0
20190531,0,90488.0
20190603,0,90488.0
20190604,0,90488.0
20190605,0,90488.0
20190606,0,90488.0
20190607,0,90488.0
20190610,0,90488.0
20190611,0,90488.0
20190612,0,90488.0
20190613,0,90488.0
20190614,0,90488.0
20190617,0,90488.0
20190618,0,90488.0
20190619,0,90488.0
20190620,0,90488.0
20190621,0,90488.0
20190624,0,90488.0
20190625,0,90488.0
20190626,0,90488.0
20190627,0,90488.0
20190628,0,90488.0
20190701,0,90488.0
20190702,0,90488.0
20190703,0,90488.0
20190705,0,90488.0
20190708,0,90488.0
20190709,1,91275.0
20190710,0,91862.0
20190711,0,91862.0
20190712,0,91862.0
20190715,0,91862.0
20190716,0,91862.0
20190717,0,91862.0
20190718,1,92700.0
20190719,0,93238.0
20190722,0,93238.0
20190723,0,93238.0
20190724,0,93238.0
20190725,0,93238.0
20190726,0,93238.0
20190729,0,93238.0
20190730,0,93238.0
20190731,1,92275.0
20190801,1,90762.0
20190802,1,89788.0
20190805,0,87362.0
20190806,0,87362.0
20190807,0,87362.0
20190808,0,87362.0
20190809,0,87362.0
20190812,0,87362.0
20190813,0,87362.0
20190814,0,87362.0
20190815,0,87362.0
20190816,0,87362.0
20190819,0,87362.0
20190820,0,87362.0
20190821,0,87362.0
20190822,0,87362.0
20190823,0,87362.0
20190826,0,87362.0
20190827,0,87362.0
20190828,0,87362.0
20190829,0,87362.0
20190830,0,87362.0
20190903,0,87362.0
20190904,0,87362.0
20190905,0,87362.0
20190906,0,87362.0
20190909,0,87362.0
20190910,0,87362.0
20190911,0,87362.0
20190912,0,87362.0
20190913,0,87362.0
20190916,0,87362.0
20190917,0,87362.0
20190918,0,87362.0
20190919,0,87362.0
20190920,0,87362.0
20190923,1,87950.0
20190924,0,88288.0
20190925,0,88288.0
20190926,0,88288.0
20190927,0,88288.0
20190930,0,88288.0
20191001,0,88288.0
20191002,0,88288.0
20191003,1,90175.0
20191004,0,90450.0
20191007,0,90450.0
20191008,0,90450.0
20191009,0,90450.0
20191010,0,90450.0
20191011,0,90450.0
20191014,0,90450.0
20191015,0,90450.0
20191016,0,90450.0
20191017,0,90450.0
20191018,0,90450.0
20191021,0,90450.0
20191022,0,90450.0
20191023,0,90450.0
20191024,0,90450.0
20191025,0,90450.0
20191028,0,90450.0
20191029,0,90450.0
20191030,0,90450.0
20191031,0,90450.0
20191101,0,90450.0
20191104,0,90450.0
20191105,0,90450.0
20191106,0,90450.0
20191107,0,90450.0
20191108,0,90450.0
20191111,0,90450.0
20191112,0,90450.0
20191113,0,90450.0
20191114,0,90450.0
20191115,0,90450.0
20191118,0,90450.0
20191119,0,90450.0
20191120,0,90450.0
20191121,0,90450.0
20191122,0,90450.0
20191125,0,90450.0
20191126,0,90450.0
20191127,0,90450.0
20191129,0,90450.0
20191202,0,90450.0
20191203,1,90762.0
20191204,1,91762.0
20191205,0,92162.0
20191206,0,92162.0
20191209,0,92162.0
20191210,0,92162.0
20191211,0,92162.0
20191212,0,92162.0
20191213,0,92162.0
20191216,0,92162.0
20191217,0,92162.0
20191218,0,92162.0
20191219,0,92162.0
20191220,0,92162.0
20191223,0,92162.0
20191224,0,92162.0
20191226,0,92162.0
20191227,0,92162.0
20191230,0,92162.0
20191231,1,92862.0
20200102,0,93588.0
20200103,0,93588.0
20200106,0,93588.0
20200107,0,93588.0
20200108,0,93588.0
20200109,0,93588.0
20200110,0,93588.0
20200113,0,93588.0
20200114,0,93588.0
20200115,0,93588.0
20200116,0,93588.0
20200117,0,93588.0
20200121,0,93588.0
20200122,0,93588.0
