Date,CL,EC,GC,KC,NG,S_,LH,SB,SI,TY,
20170710,1,1,0,1,1,0,0,1,0,0,185896.0
20170711,1,1,0,1,1,0,0,1,0,0,185767.0
20170712,1,1,0,1,1,0,0,1,0,0,184831.0
20170713,1,1,0,1,1,0,0,1,0,0,182259.0
20170714,1,1,0,1,1,0,0,1,0,0,181248.0
20170717,1,1,0,0,1,0,0,1,0,0,181485.0
20170718,1,1,0,0,1,0,0,1,0,0,181440.0
20170719,1,1,0,0,1,0,0,1,0,0,179938.0
20170720,1,1,0,0,1,0,0,1,0,0,181969.0
20170721,1,1,0,0,1,0,0,1,0,0,184535.0
20170724,1,1,0,0,1,0,0,1,0,0,184225.0
20170725,0,1,0,0,1,0,0,1,0,0,182276.0
20170726,0,1,0,0,1,0,0,1,0,0,182733.0
20170727,0,1,0,0,1,0,0,1,0,0,181710.0
20170728,0,1,0,0,1,0,0,1,0,0,183000.0
20170731,0,1,0,0,1,0,0,1,0,0,184728.0
20170801,0,1,0,0,1,0,0,0,0,0,183942.0
20170802,0,1,0,0,1,0,0,0,0,0,184747.0
20170803,0,1,0,0,1,0,0,0,0,0,184913.0
20170804,0,1,0,0,1,0,0,0,0,0,183879.0
20170807,0,1,0,0,1,0,0,0,0,0,183978.0
20170808,0,1,0,0,1,0,0,0,0,0,183237.0
20170809,0,1,0,0,1,0,0,0,0,0,182621.0
20170810,0,1,0,0,1,0,0,0,0,0,181788.0
20170811,0,1,0,0,1,0,0,0,0,0,182477.0
20170814,0,1,0,0,1,0,0,0,0,0,182211.0
20170815,0,1,0,0,1,0,0,0,0,0,181819.0
20170816,0,1,0,0,1,0,0,0,0,0,182694.0
20170817,0,1,0,0,1,0,0,0,0,0,181936.0
20170818,0,1,0,0,1,0,0,0,0,0,182514.0
20170821,0,1,0,0,1,0,0,0,0,0,182462.0
20170822,0,1,0,0,1,0,0,0,0,0,181948.0
20170823,0,1,0,0,1,0,0,0,0,0,182902.0
20170824,0,1,0,0,1,0,0,0,0,0,182473.0
20170825,0,1,0,0,1,0,0,0,0,0,183978.0
20170828,0,1,0,0,1,0,0,0,0,0,184871.0
20170829,0,1,0,0,1,0,0,0,0,0,184776.0
20170830,0,1,0,0,1,0,0,0,0,0,183959.0
20170831,0,1,0,0,1,0,0,0,0,0,183068.0
20170901,0,1,1,0,0,0,1,0,0,0,182742.0
20170905,0,1,1,0,0,0,1,0,0,0,183909.0
20170906,0,1,1,0,0,0,1,0,0,0,183299.0
20170907,0,1,1,0,0,0,1,0,0,0,186419.0
20170908,0,1,1,0,0,0,1,0,0,0,186504.0
20170911,0,1,1,0,0,0,1,0,0,0,184366.0
20170912,0,1,1,0,0,0,1,0,0,0,184991.0
20170913,0,1,1,0,0,0,1,0,0,0,183258.0
20170914,0,1,1,0,0,0,1,0,0,0,184083.0
20170915,0,1,1,0,0,0,1,0,0,0,183218.0
20170918,0,1,1,0,0,0,1,0,0,0,182318.0
20170919,0,1,1,0,0,0,1,0,0,0,182817.0
20170920,0,1,1,0,0,0,1,0,0,0,182631.0
