20000128,EC,1,sell,1,0.9803
20000606,EC,1,liqShort,0,0.9556
20000906,EC,1,sell,1,0.8709
20001130,EC,1,liqShort,0,0.8727
20001220,EC,1,buy,1,0.9114
20010314,EC,1,liqLong,0,0.9098
20010523,EC,1,sell,1,0.8559
20010718,EC,1,liqShort,0,0.8712
20010815,EC,1,buy,1,0.9118
20011022,EC,1,liqLong,0,0.8907
20020125,EC,1,sell,1,0.863
20020307,EC,1,liqShort,0,0.8832
20020425,EC,1,buy,1,0.8961
20020916,EC,1,liqLong,0,0.9673
20021107,EC,1,buy,1,1.0073
20030321,EC,1,liqLong,0,1.05
20030430,EC,1,buy,1,1.1159
20030714,EC,1,liqLong,0,1.126
20030821,EC,1,sell,1,1.092
20030922,EC,1,liqShort,0,1.1457
20031208,EC,1,buy,1,1.2219
20040302,EC,1,liqLong,0,1.2225
20040405,EC,1,sell,1,1.1989
20040527,EC,1,liqShort,0,1.2268
20040709,EC,1,buy,1,1.2392
20040723,EC,1,liqLong,0,1.2088
20041018,EC,1,buy,1,1.2499
20050120,EC,1,liqLong,0,1.2964
20050513,EC,1,sell,1,1.2636
20050811,EC,1,liqShort,0,1.2455
20051104,EC,1,sell,1,1.185
20051219,EC,1,liqShort,0,1.2064
20060123,EC,1,buy,1,1.2336
20060208,EC,1,liqLong,0,1.1967
20060404,EC,1,buy,1,1.2322
20060717,EC,1,liqLong,0,1.2576
20061010,EC,1,sell,1,1.258
20061027,EC,1,liqShort,0,1.2768
20061124,EC,1,buy,1,1.3104
20070126,EC,1,liqLong,0,1.2938
20070321,EC,1,buy,1,1.3427
20070608,EC,1,liqLong,0,1.3366
20070710,EC,1,buy,1,1.3761
20070814,EC,1,liqLong,0,1.3558
20070918,EC,1,buy,1,1.3998
20080207,EC,1,liqLong,0,1.4445
20080226,EC,1,buy,1,1.4961
20080604,EC,1,liqLong,0,1.5433
20080808,EC,1,sell,1,1.4982
20081215,EC,1,liqShort,0,1.3636
20090520,EC,1,buy,1,1.38
20091208,EC,1,liqLong,0,1.4682
20091221,EC,1,sell,1,1.4287
20100715,EC,1,liqShort,0,1.2895
20100924,EC,1,buy,1,1.3467
20101123,EC,1,liqLong,0,1.3373
20110304,EC,1,buy,1,1.3985
20110523,EC,1,liqLong,0,1.4054
20110908,EC,1,sell,1,1.3888
20111027,EC,1,liqShort,0,1.4201
20111214,EC,1,sell,1,1.2975
20120222,EC,1,liqShort,0,1.3245
20120511,EC,1,sell,1,1.2924
20120822,EC,1,liqShort,0,1.2532
20120907,EC,1,buy,1,1.2798
20121113,EC,1,liqLong,0,1.2709
20121218,EC,1,buy,1,1.3231
20130225,EC,1,liqLong,0,1.3122
20130327,EC,1,sell,1,1.2782
20130416,EC,1,liqShort,0,1.3196
20130611,EC,1,buy,1,1.3308
20130626,EC,1,liqLong,0,1.3008
20130919,EC,1,buy,1,1.353
20131108,EC,1,liqLong,0,1.3356
20140306,EC,1,buy,1,1.3861
20140404,EC,1,liqLong,0,1.37
20140610,EC,1,sell,1,1.3544
20150430,EC,1,liqShort,0,1.1266
20150824,EC,1,buy,1,1.1603
20150903,EC,1,liqLong,0,1.1117
20151014,EC,1,buy,1,1.1489
20151022,EC,1,liqLong,0,1.1117
20151106,EC,1,sell,1,1.075
20160128,EC,1,liqShort,0,1.0967
20160209,EC,1,buy,1,1.1296
20160229,EC,1,liqLong,0,1.0885
20160317,EC,1,buy,1,1.13475
20160519,EC,1,liqLong,0,1.1208
20160627,EC,1,sell,1,1.1036
20160802,EC,1,liqShort,0,1.1248
