EC,JY,BP,TY,FV,US,ES,NQ,EM,CL,NG,HO,GC,HG,SI,C_,S_,W_,SB,KC,CT,
20000131,0,0,0,281.25,734.38,-2375.0,0,0,0,0,0,-2629.2,0,0,0,275.0,0,0,0,0,1425.0,
20000229,0,1037.5,0,-328.12,500.0,-3675.0,0,0,0,0,0,-1743.0,-4050.0,0,0,475.0,0,0,0,0,1760.0,
20000331,0,-5625.0,0,-1956.25,-906.25,-3675.0,0,0,0,-5250.0,0,-5132.0,-4570.0,0,0,1075.0,0,0,0,0,1565.0,
20000428,0,-11662.5,0,-3846.88,-3253.12,-3675.0,0,0,0,-6840.0,0,-5132.0,-4570.0,0,0,875.0,-12.5,0,470.4,0,400.0,
20000531,-4850.0,-11387.5,900.0,-4850.0,-3412.5,-3675.0,0,0,0,-8070.0,10360.0,-5132.0,-4570.0,0,0,525.0,-126.0,0,1489.6,0,3815.0,
20000630,-6050.0,-11387.5,-375.0,-4850.0,-3412.5,-3675.0,0,0,0,-7720.0,11560.0,-5132.0,-4570.0,0,0,-237.5,-132.0,0,2531.2,0,875.0,
20000731,-6050.0,-11387.5,737.5,-4850.0,-3412.5,-3675.0,0,0,0,-11710.0,4540.0,-5132.0,-4570.0,0,0,537.5,-111.5,0,4681.6,-5881.25,3460.0,
20000831,-6050.0,-11387.5,3850.0,-4850.0,-3412.5,-3675.0,0,0,0,-11710.0,14620.0,-2360.0,-4570.0,0,0,-275.0,-127.0,0,4860.8,-5881.25,5170.0,
20000929,-7762.5,-11387.5,2225.0,-4850.0,-3412.5,-3675.0,0,0,0,-15960.0,18660.0,-4938.8,-4570.0,1200.0,0,-187.5,-121.5,-1087.5,3617.6,-5881.25,3760.0,
20001031,-3437.5,-11387.5,3887.5,-4850.0,-3412.5,-3675.0,-3037.5,-4960.0,0,-15960.0,11700.0,-4510.4,-4570.0,-16350.0,0,225.0,-63.5,-1087.5,4121.6,-5881.25,3980.0,
20001130,-6175.0,-11387.5,5450.0,-4850.0,-3412.5,-3675.0,2900.0,-4960.0,0,-15960.0,32690.0,-869.0,-4570.0,-17650.0,-56550.0,950.0,-84.0,-1087.5,3953.6,-5881.25,6670.0,
20001229,-10125.0,-11387.5,1112.5,-3771.88,-2412.5,-4331.25,2225.0,-4960.0,0,-16360.0,64550.0,-6396.2,-4570.0,-17650.0,-55100.0,1512.5,-75.5,-1087.5,4457.6,-5881.25,3635.0,
20010131,-11187.5,-11150.0,3137.5,-3412.5,-1881.25,-4893.75,325.0,-4960.0,0,-19710.0,23870.0,-9844.0,-4570.0,-17650.0,-55100.0,375.0,-60.0,-1087.5,4177.6,-5881.25,2915.0,
20010228,-12562.5,-9762.5,4187.5,-2693.75,-912.5,-3675.0,6875.0,-4960.0,0,-19710.0,19160.0,-9844.0,-4570.0,-17650.0,-55100.0,1050.0,-126.0,-1087.5,2246.0,-5881.25,6970.0,
20010330,-15862.5,-3162.5,6050.0,-2428.12,-459.38,-4768.75,10512.5,-2480.0,0,-19710.0,17050.0,-9844.0,-4570.0,-17650.0,-55100.0,87.5,-177.0,-1087.5,1893.6,-5881.25,11050.0,
20010430,-15862.5,-4712.5,5225.0,-4850.0,-1850.0,-6850.0,6262.5,-8010.0,0,-19710.0,13750.0,-9844.0,-4570.0,-17650.0,-55100.0,300.0,-272.0,-1087.5,880.4,-5881.25,10525.0,
20010531,-15862.5,-8150.0,6050.0,-5818.75,-2631.25,-5943.75,6100.0,-10210.0,0,-19710.0,2310.0,-9844.0,-5850.0,-17650.0,-55100.0,-437.5,-272.0,-1087.5,880.4,-5881.25,13155.0,
20010629,-15862.5,-4050.0,6450.0,-5615.62,-2631.25,-9087.5,7387.5,-10210.0,0,-19710.0,-1500.0,-9844.0,-5850.0,-17650.0,-55100.0,-212.5,-272.0,-1087.5,880.4,-5881.25,12190.0,
20010731,-15862.5,-3462.5,5612.5,-2521.88,-553.12,-9087.5,8212.5,-10210.0,0,-19710.0,-3860.0,-9844.0,-5850.0,-17650.0,-55100.0,862.5,-142.5,-1650.0,880.4,-5881.25,12015.0,
20010831,-16312.5,-8462.5,3675.0,-2131.25,-37.5,-9087.5,12225.0,-10210.0,0,-19710.0,5300.0,-9844.0,-5850.0,-60250.0,-55100.0,1537.5,-252.0,-2387.5,723.6,-5881.25,14110.0,
20010928,-16475.0,-8250.0,2862.5,150.0,2212.5,-9087.5,16787.5,-8630.0,0,-20190.0,6660.0,-11099.8,-5550.0,-60250.0,87400.0,650.0,-315.5,-2387.5,2157.2,-5881.25,16155.0,
20011031,-17725.0,-5537.5,3812.5,2884.38,3884.38,-9087.5,15937.5,-14680.0,0,-17940.0,-3040.0,-8600.8,-7100.0,-60250.0,-67650.0,200.0,-369.0,-2387.5,2034.0,-5881.25,18645.0,
20011130,-20125.0,-4350.0,5612.5,-1678.12,900.0,-13981.25,11975.0,-14680.0,0,-16200.0,-8450.0,-5891.8,-7100.0,27250.0,-67650.0,950.0,-369.0,-2387.5,886.4,-5881.25,15480.0,
20011231,-20125.0,1575.0,4000.0,-3490.62,-146.88,-13981.25,11512.5,-14680.0,0,-16600.0,-8450.0,-6202.6,-7100.0,-97800.0,-100200.0,375.0,-369.0,-2387.5,63.6,-5881.25,13640.0,
20020131,-20125.0,3987.5,6625.0,-2756.25,103.12,-13981.25,12450.0,-14680.0,0,-16240.0,-8450.0,-5291.2,-8000.0,-97800.0,-85250.0,225.0,-369.0,-2387.5,63.6,-5881.25,13585.0,
20020228,-20125.0,3325.0,6050.0,-2709.38,400.0,-13981.25,13625.0,-14680.0,0,-18500.0,-8450.0,-6967.0,-8560.0,-97800.0,-85250.0,300.0,-369.0,-2387.5,780.4,-5881.25,12545.0,
20020328,-20125.0,-4837.5,5850.0,-5165.62,-1571.88,-14356.25,11512.5,-14680.0,0,-18500.0,-3420.0,-9671.4,-9360.0,-97800.0,-85250.0,50.0,-474.0,-2387.5,511.6,-4606.25,12545.0,
20020430,-20125.0,-4837.5,3700.0,-7981.25,-3434.38,-17218.75,15112.5,-14680.0,-9250.0,-17520.0,1700.0,-8890.2,-9360.0,-97800.0,-85250.0,-50.0,-474.0,-2387.5,1150.0,-6237.5,12545.0,
20020531,-18050.0,-4925.0,2312.5,-7981.25,-3434.38,-17218.75,15600.0,-15540.0,-9250.0,-19500.0,-4080.0,-11023.8,-8670.0,-97800.0,-69250.0,625.0,-452.5,-2387.5,545.2,-6593.75,12545.0,
20020628,-10950.0,-562.5,6662.5,-7981.25,-3434.38,-17218.75,19475.0,-12430.0,-9250.0,-17950.0,-3800.0,-9377.4,-10030.0,-140350.0,-117800.0,1575.0,-469.5,-2387.5,1598.0,-7825.0,16310.0,
20020731,-12650.0,-1000.0,8775.0,-7981.25,-3575.0,-17218.75,23400.0,-10640.0,-37300.0,-17790.0,-6710.0,-9129.6,-11190.0,-171700.0,-117800.0,2287.5,-375.0,-1287.5,657.2,-7825.0,15790.0,
20020830,-11987.5,-187.5,8062.5,-9809.38,-2731.25,-18093.75,23175.0,-10220.0,-37300.0,-15830.0,-3290.0,-5883.0,-11190.0,-190550.0,-117800.0,3325.0,-354.5,512.5,455.6,-7825.0,14780.0,
20020930,-11587.5,-2562.5,9050.0,-5684.38,378.12,-13531.25,28225.0,-8060.0,-37300.0,-14360.0,5130.0,-4026.6,-11190.0,-190550.0,-117800.0,2500.0,-395.5,1837.5,-1050.4,-8612.5,13755.0,
20021031,-11125.0,-3500.0,8887.5,-6871.88,-168.75,-17125.0,24700.0,-11180.0,-59650.0,-17590.0,5310.0,-6492.0,-11190.0,-190550.0,-117800.0,2300.0,-295.0,2125.0,-20.0,-4318.75,14670.0,
20021129,-10325.0,-3612.5,8512.5,-10481.25,-3450.0,-19843.75,22175.0,-13690.0,-59650.0,-19050.0,5750.0,-11884.0,-11190.0,-190550.0,-117800.0,2000.0,-248.5,1000.0,36.0,-2575.0,16635.0,
20021231,-3625.0,-12.5,11525.0,-10515.62,-653.12,-15093.75,25025.0,-11090.0,-59650.0,-20870.0,11640.0,-11102.8,-10320.0,-204350.0,-117800.0,1712.5,-320.5,-1737.5,260.0,-6475.0,17125.0,
20030131,-312.5,-1200.0,14012.5,-10515.62,-1371.88,-15593.75,26237.5,-11040.0,-59650.0,-18560.0,19800.0,-8414.8,-8230.0,-204350.0,-117800.0,1837.5,-369.5,-2937.5,1413.6,-4562.5,17725.0,
20030228,425.0,325.0,9675.0,-10515.62,-200.0,-13312.5,26925.0,-11560.0,-59650.0,-15470.0,44760.0,-2555.8,-10110.0,-204350.0,-117800.0,1587.5,-341.0,-3712.5,1200.8,-6868.75,20690.0,
20030331,1337.5,425.0,9662.5,-10515.62,-403.12,-15031.25,26625.0,-11770.0,-59650.0,-28260.0,14350.0,-15210.4,-11450.0,-204350.0,-117800.0,1750.0,-318.5,-3950.0,338.4,-7056.25,20400.0,
20030430,4975.0,-300.0,11037.5,-10515.62,-153.12,-13750.0,23175.0,-13510.0,-59650.0,-23020.0,17600.0,-17688.0,-13070.0,-204350.0,-117800.0,1487.5,-289.5,-3750.0,-199.2,-3081.25,19380.0,
20030530,12775.0,-762.5,13737.5,-10890.62,1784.38,-8562.5,20812.5,-15330.0,-59650.0,-26780.0,26260.0,-17688.0,-12310.0,-204350.0,-117800.0,2137.5,-283.5,-4387.5,-333.6,-7168.75,18185.0,
20030630,8850.0,-987.5,14312.5,-11890.62,1221.88,-10437.5,20312.5,-15440.0,-77700.0,-27770.0,17860.0,-17688.0,-14240.0,-204350.0,-117800.0,1112.5,-288.5,-5075.0,-1201.2,-6137.5,14925.0,
20030731,5812.5,-1800.0,11675.0,-12581.25,-406.25,-13768.75,19512.5,-17080.0,-77700.0,-27770.0,10930.0,-17688.0,-14730.0,-204350.0,-85300.0,1575.0,-427.5,-3175.0,-1201.2,-5256.25,13240.0,
20030829,2562.5,1650.0,9762.5,-11675.0,1062.5,-14143.75,18587.5,-17080.0,-77700.0,-27770.0,11060.0,-17688.0,-14730.0,-204350.0,-150350.0,-212.5,-503.5,-1550.0,-1201.2,-5275.0,13250.0,
20030930,10737.5,6850.0,14737.5,-16581.25,-2546.88,-20300.0,19275.0,-17080.0,-77700.0,-27770.0,12050.0,-17688.0,-14730.0,-204350.0,-150350.0,-887.5,-408.0,-2587.5,-1201.2,-5462.5,14605.0,
20031031,9975.0,8137.5,16975.0,-14253.12,-890.62,-16862.5,16500.0,-17080.0,-77700.0,-27770.0,12680.0,-17688.0,-14730.0,-68150.0,-150350.0,-887.5,-336.5,-2125.0,-1201.2,-7056.25,18965.0,
20031128,15287.5,8575.0,18906.25,-12846.88,546.88,-15987.5,16087.5,-17080.0,-77700.0,-27770.0,13000.0,-17688.0,-14730.0,-201950.0,-150350.0,-887.5,-275.5,-262.5,-1201.2,-6306.25,15645.0,
20031231,22162.5,10875.0,22256.25,-14221.88,-703.12,-17456.25,13675.0,-17080.0,-69200.0,-27770.0,25640.0,-17688.0,-14730.0,-173200.0,-127850.0,-887.5,-249.0,-1750.0,-1201.2,-4693.75,18135.0,
20040130,21087.5,12750.0,25006.25,-15393.75,-1406.25,-19487.5,14650.0,-17790.0,-63900.0,-27770.0,17720.0,-17688.0,-16630.0,76800.0,14650.0,-1125.0,-177.5,-1150.0,-1201.2,-737.5,15965.0,
20040227,21600.0,8925.0,27925.0,-17100.0,-1484.38,-21537.5,15375.0,-18260.0,-52500.0,-27770.0,17910.0,-17688.0,-16630.0,578050.0,247150.0,212.5,60.5,-1062.5,-1201.2,-268.75,9855.0,
