Date,EC,JY,
20140402,1,1,67525.0
20140403,1,1,68325.0
20140404,1,1,67688.0
20140407,1,1,67088.0
20140408,1,1,66039.0
20140409,1,1,66601.0
20140410,1,1,67464.0
20140411,1,1,67264.0
20140414,1,1,66276.0
20140415,1,1,66001.0
20140416,1,1,65614.0
20140417,1,1,65426.0
20140421,1,1,64851.0
20140422,1,1,64939.0
20140423,1,1,65364.0
20140424,1,1,65576.0
20140425,1,1,65964.0
20140428,1,1,65826.0
20140429,1,1,64869.0
20140430,1,1,63394.0
20140501,1,1,63707.0
20140502,1,1,63532.0
20140505,1,1,63319.0
20140506,1,1,62774.0
20140507,1,1,62299.0
20140508,1,1,61874.0
20140509,1,1,61085.0
20140512,1,1,60522.0
20140513,1,1,61072.0
20140514,1,1,61597.0
20140515,1,1,61785.0
20140516,1,1,62022.0
20140519,1,1,62085.0
20140520,1,1,62322.0
20140521,1,1,62385.0
20140522,1,1,62247.0
20140523,1,1,62335.0
20140527,1,1,62097.0
20140528,1,1,62472.0
20140529,1,1,62222.0
20140530,1,1,61772.0
20140602,1,1,63185.0
20140603,1,1,62885.0
20140604,1,1,63422.0
20140605,1,1,62039.0
20140606,1,1,62002.0
20140609,1,1,61264.0
20140610,1,1,60502.0
20140611,1,1,59914.0
20140612,1,1,58904.0
20140613,1,1,58854.0
20140616,1,1,58642.0
20140617,1,1,58554.0
20140618,1,1,58417.0
20140619,1,1,58042.0
20140620,1,1,58017.0
20140623,1,1,58117.0
20140624,1,1,58054.0
20140625,1,1,57294.0
20140626,1,1,57269.0
20140627,1,1,58107.0
20140630,1,1,58857.0
20140701,1,1,58369.0
20140702,1,1,57669.0
20140703,1,1,56733.0
20140707,1,1,56383.0
20140708,1,1,56008.0
20140709,1,1,56496.0
20140710,1,1,55608.0
20140711,1,1,55746.0
20140714,1,1,56183.0
20140715,1,1,56246.0
20140716,1,1,56808.0
20140717,1,1,56271.0
20140718,1,1,56358.0
20140721,1,1,56421.0
20140722,1,1,57221.0
20140723,1,1,57458.0
20140724,1,1,57733.0
20140725,1,1,58096.0
20140728,1,1,58158.0
20140729,1,1,58771.0
20140730,1,1,59883.0
20140731,1,1,59883.0
20140801,1,1,59083.0
20140804,1,1,59146.0
20140805,1,1,59758.0
20140806,1,1,59058.0
20140807,1,1,59308.0
20140808,1,1,57461.0
20140811,1,1,56923.0
20140812,1,1,55910.0
20140813,1,1,55597.0
20140814,1,1,55610.0
20140815,1,1,55372.0
20140818,1,1,55522.0
20140819,1,1,55711.0
20140820,1,1,57336.0
20140821,1,1,57224.0
20140822,1,1,57874.0
20140825,1,1,58549.0
20140826,1,1,58924.0
20140827,1,1,58386.0
20140828,1,1,58299.0
20140829,1,1,59436.0
20140902,1,1,60699.0
20140903,1,1,60136.0
20140904,1,1,63186.0
20140905,1,1,62736.0
20140908,1,1,64311.0
20140909,1,1,64661.0
20140910,1,1,65386.0
20140911,1,1,65436.0
20140912,1,1,65411.0
20140915,1,1,65436.0
20140916,1,1,64549.0
20140917,1,1,63566.0
20140918,1,1,64379.0
20140919,1,1,65579.0
20140922,1,1,65466.0
20140923,1,1,65304.0
20140924,1,1,66341.0
20140925,1,1,66429.0
20140926,1,1,67979.0
20140929,1,1,67916.0
20140930,1,1,69016.0
20141001,1,1,68729.0
20141002,1,1,68004.0
20141003,1,1,68554.0
20141006,1,1,68004.0
20141007,1,1,68154.0
20141008,1,1,68904.0
20141009,1,1,68754.0
20141010,1,1,67779.0
20141013,1,1,68816.0
20141014,1,1,69166.0
20141015,1,1,71779.0
20141016,1,1,71916.0
20141017,1,1,71004.0
20141020,1,1,71266.0
20141021,1,1,70216.0
20141022,1,1,69739.0
20141023,1,1,70326.0
20141024,1,1,70001.0
20141027,1,1,69026.0
20141028,1,1,69126.0
20141029,1,1,70989.0
20141030,1,1,71989.0
20141031,1,1,76076.0
20141103,1,1,77964.0
20141104,1,1,76964.0
20141105,1,1,79014.0
20141106,1,1,80414.0
20141107,1,1,79339.0
20141110,1,1,79939.0
20141111,1,1,80176.0
20141112,1,1,80414.0
20141113,1,1,79851.0
20141114,1,1,80511.0
20141117,1,1,79811.0
20141118,1,1,81236.0
20141119,1,1,82249.0
20141120,1,1,82386.0
20141121,1,1,80617.0
20141124,1,1,80492.0
20141125,1,1,79692.0
20141126,1,1,78667.0
20141128,1,1,78767.0
20141201,1,1,77507.0
20141202,1,1,79607.0
20141203,1,1,80982.0
20141204,1,1,80244.0
20141205,1,1,82619.0
20141208,1,1,81357.0
20141209,1,1,78081.0
20141210,1,1,78543.0
20141211,1,1,76668.0
20141212,1,1,77806.0
20141215,1,1,78543.0
20141216,1,1,79618.0
20141217,1,1,76443.0
20141218,1,1,75614.0
20141219,1,1,75714.0
20141222,1,1,75939.0
20141223,1,1,77164.0
20141224,1,1,76752.0
20141226,1,1,76864.0
20141229,1,1,77414.0
20141230,1,1,76427.0
20141231,1,1,77389.0
20150102,1,1,78989.0
20150105,1,1,79114.0
20150106,1,1,78639.0
20150107,1,1,79727.0
20150108,1,1,81214.0
20150109,1,1,79502.0
20150112,1,1,79302.0
20150113,1,1,79597.0
20150114,1,1,79872.0
20150115,1,1,82547.0
20150116,1,1,82072.0
20150120,1,1,81310.0
20150121,1,1,81560.0
20150122,1,1,83847.0
20150123,1,1,86060.0
20150126,1,1,85135.0
20150127,1,1,84447.0
20150128,1,1,85347.0
20150129,1,1,84660.0
20150130,1,1,85710.0
20150202,1,1,85285.0
20150203,1,1,86210.0
20150204,1,1,85585.0
20150205,1,1,86072.0
20150206,1,1,84710.0
20150209,1,1,84285.0
20150210,1,1,84898.0
20150211,1,1,85498.0
20150212,1,1,85673.0
20150213,1,1,85310.0
20150217,1,1,86023.0
20150218,1,1,85148.0
20150219,1,1,85148.0
20150220,1,1,85598.0
20150223,1,1,84660.0
20150224,1,1,84698.0
20150225,1,1,84948.0
20150226,1,1,83965.0
20150227,1,1,84278.0
20150302,1,1,84753.0
20150303,1,1,84453.0
20150304,1,1,85790.0
20150305,1,1,86765.0
20150306,1,1,89328.0
20150309,1,1,89665.0
20150310,1,1,91615.0
20150311,1,1,94028.0
20150312,1,1,93090.0
20150313,1,1,94640.0
20150316,1,1,93328.0
20150317,1,1,93115.0
20150318,1,1,92425.0
20150319,1,1,90925.0
20150320,1,1,93713.0
20150323,1,1,95675.0
20150324,1,1,95475.0
20150325,1,1,96050.0
20150326,1,1,95250.0
20150327,1,1,95813.0
20150330,1,1,93838.0
20150331,1,1,93050.0
20150401,1,1,93600.0
20150402,1,1,95138.0
20150403,1,1,97000.0
20150406,1,1,96463.0
20150407,1,1,94275.0
20150408,1,1,92624.0
20150409,1,1,95249.0
20150410,1,1,95249.0
20150413,1,1,95586.0
20150414,1,1,93849.0
20150415,1,1,92931.0
20150416,1,1,91556.0
20150417,1,1,91694.0
20150420,1,1,91944.0
20150421,1,1,91581.0
20150422,1,1,91406.0
20150423,1,1,91181.0
20150424,1,1,92256.0
20150427,1,1,92231.0
20150428,1,1,93631.0
20150429,1,1,95194.0
20150430,1,1,95893.0
20150501,1,1,95818.0
20150504,1,1,95006.0
20150505,1,1,95468.0
20150506,1,1,96956.0
20150507,1,1,96331.0
20150508,1,1,95543.0
20150511,1,1,94561.0
20150512,1,1,93573.0
20150513,1,1,91138.0
20150514,1,1,90875.0
20150515,1,1,91688.0
20150518,1,1,89013.0
20150519,1,1,87453.0
20150520,1,1,88303.0
20150521,1,1,87953.0
20150522,1,1,89541.0
20150526,1,1,92966.0
20150527,1,1,93416.0
20150528,1,1,92616.0
20150529,1,1,92428.0
20150601,1,1,93666.0
20150602,1,1,89849.0
20150603,1,1,91124.0
20150604,1,1,91074.0
20150605,1,1,90474.0
20150608,1,1,91636.0
20150609,1,1,90649.0
20150610,1,1,92461.0
20150611,1,1,91199.0
20150612,1,1,91161.0
20150615,1,1,91461.0
20150616,1,1,90949.0
20150617,1,1,92086.0
20150618,1,1,92849.0
20150619,1,1,92924.0
20150622,1,1,92130.0
20150623,1,1,90678.0
20150624,1,1,90290.0
20150625,1,1,90515.0
20150626,1,1,90859.0
20150629,1,1,90846.0
20150630,1,1,92303.0
20150701,1,1,92815.0
20150702,1,1,91430.0
20150706,1,1,90534.0
20150707,1,1,91428.0
20150708,1,1,91896.0
20150709,1,1,91903.0
20150710,1,1,87165.0
20150713,1,1,85219.0
20150714,1,1,85269.0
20150715,1,1,84453.0
20150716,1,1,85728.0
20150717,1,1,86028.0
20150720,1,1,86428.0
20150721,1,1,84746.0
20150722,1,1,85328.0
20150723,1,1,83915.0
20150724,1,1,84096.0
20150727,1,1,83334.0
20150728,1,1,82953.0
20150729,1,1,82722.0
20150730,1,1,81903.0
20150731,1,1,82297.0
20150803,1,1,82040.0
20150804,1,1,81640.0
20150805,1,1,81033.0
20150806,1,1,80589.0
20150807,1,1,79508.0
20150810,1,1,79283.0
20150811,1,1,79595.0
20150812,1,1,78611.0
20150813,1,1,78036.0
20150814,1,1,77911.0
20150817,1,1,77280.0
20150818,1,1,76524.0
20150819,1,1,78449.0
20150820,1,1,79536.0
20150821,1,1,82599.0
20150824,1,1,88836.0
20150825,1,1,85511.0
20150826,1,1,84805.0
20150827,1,1,82717.0
20150828,1,1,79658.0
20150831,1,1,78764.0
20150901,1,1,76914.0
20150902,1,1,77996.0
20150903,1,1,79327.0
20150904,1,1,78008.0
20150908,1,1,78458.0
20150909,1,1,78877.0
20150910,1,1,77783.0
20150911,1,1,77133.0
20150914,1,1,76914.0
20150915,1,1,77808.0
20150916,1,1,77939.0
20150917,1,1,76033.0
20150918,1,1,76258.0
20150921,1,1,78939.0
20150922,1,1,79221.0
20150923,1,1,78352.0
20150924,1,1,78146.0
20150925,1,1,79089.0
20150928,1,1,77858.0
20150929,1,1,77396.0
20150930,1,1,78833.0
20151001,1,1,78596.0
20151002,1,1,77971.0
20151005,1,1,79114.0
20151006,1,1,77752.0
20151007,1,1,77758.0
20151008,1,1,76291.0
20151009,1,1,77691.0
20151012,1,1,77534.0
20151013,1,1,77553.0
20151014,1,1,77722.0
20151015,1,1,76566.0
20151016,1,1,75934.0
20151019,1,1,75228.0
20151020,1,1,74953.0
20151021,1,1,74916.0
20151022,1,1,76722.0
20151023,1,1,78478.0
20151026,1,1,77653.0
20151027,1,1,77072.0
20151028,1,1,79628.0
20151029,1,1,78634.0
20151030,1,1,77928.0
20151102,1,1,77891.0
20151103,1,1,78728.0
20151104,1,1,80478.0
20151105,1,1,80216.0
20151106,1,1,83309.0
20151109,1,1,83034.0
20151110,1,1,83803.0
20151111,1,1,83272.0
20151112,1,1,82209.0
20151113,1,1,82991.0
20151116,1,1,84197.0
20151117,1,1,84684.0
20151118,1,1,84834.0
20151119,1,1,83184.0
20151120,1,1,84166.0
20151123,1,1,84522.0
20151124,1,1,83609.0
20151125,1,1,83859.0
20151127,1,1,83996.0
20151130,1,1,84103.0
20151201,1,1,83596.0
20151202,1,1,82914.0
20151203,1,1,86058.0
20151204,1,1,85551.0
20151207,1,1,85308.0
20151208,1,1,85614.0
20151209,1,1,87692.0
20151210,1,1,86192.0
20151211,1,1,87624.0
20151214,1,1,87680.0
20151215,1,1,85861.0
20151216,1,1,86586.0
20151217,1,1,83400.0
20151218,1,1,82775.0
20151221,1,1,83381.0
20151222,1,1,83737.0
20151223,1,1,83056.0
20151224,1,1,83731.0
20151228,1,1,83987.0
20151229,1,1,83469.0
20151230,1,1,83100.0
20151231,1,1,83059.0
20160104,1,1,84321.0
20160105,1,1,85640.0
20160106,1,1,85640.0
20160107,1,1,84627.0
20160108,1,1,84865.0
20160111,1,1,85384.0
20160112,1,1,85496.0
20160113,1,1,85059.0
20160114,1,1,84909.0
20160115,1,1,84434.0
20160119,1,1,84234.0
20160120,1,1,84402.0
20160121,1,1,83552.0
20160122,1,1,82971.0
20160125,1,1,83290.0
20160126,1,1,83471.0
20160127,1,1,84327.0
20160128,1,1,85040.0
20160129,1,1,85452.0
20160201,1,1,86302.0
20160202,1,1,85684.0
20160203,1,1,84914.0
20160204,1,1,87282.0
20160205,1,1,86307.0
20160208,1,1,88570.0
20160209,1,1,89814.0
20160210,1,1,91014.0
20160211,1,1,92789.0
20160212,1,1,91089.0
20160216,1,1,89076.0
20160217,1,1,89095.0
20160218,1,1,88945.0
20160219,1,1,89457.0
20160222,1,1,90557.0
20160223,1,1,91539.0
20160224,1,1,91876.0
20160225,1,1,90407.0
20160226,1,1,92351.0
20160229,1,1,91907.0
20160301,1,1,93314.0
20160302,1,1,92745.0
20160303,1,1,91745.0
20160304,1,1,91219.0
20160307,1,1,90662.0
20160308,1,1,89856.0
20160309,1,1,90631.0
20160310,1,1,84144.0
20160311,1,1,85300.0
20160314,1,1,86194.0
20160315,1,1,85313.0
20160316,1,1,83206.0
20160317,1,1,86043.0
20160318,1,1,85231.0
20160321,1,1,84781.0
20160322,1,1,83924.0
20160323,1,1,83337.0
20160324,1,1,82931.0
20160328,1,1,82025.0
20160329,1,1,82700.0
20160330,1,1,82919.0
20160331,1,1,83637.0
20160401,1,1,82887.0
20160404,1,1,82173.0
20160405,1,1,82810.0
20160406,1,1,83942.0
20160407,1,1,85054.0
20160408,1,1,85192.0
20160411,1,1,85804.0
20160412,1,1,84954.0
20160413,1,1,83000.0
20160414,1,1,83182.0
20160415,1,1,83550.0
20160418,1,1,83069.0
20160419,1,1,81963.0
20160420,1,1,82130.0
20160421,1,1,81942.0
20160422,1,1,85005.0
20160425,1,1,84224.0
20160426,1,1,83961.0
20160427,1,1,83424.0
20160428,1,1,81170.0
20160429,1,1,83383.0
20160502,1,1,84576.0
20160503,1,1,84420.0
20160504,1,1,83783.0
20160505,1,1,82133.0
20160506,1,1,82245.0
20160509,1,1,80664.0
20160510,1,1,79558.0
20160511,1,1,81133.0
20160512,1,1,79251.0
20160513,1,1,79389.0
20160516,1,1,79633.0
20160517,1,1,79789.0
20160518,1,1,81808.0
20160519,1,1,82108.0
20160520,1,1,82233.0
20160523,1,1,81151.0
20160524,1,1,82870.0
20160525,1,1,82795.0
20160526,1,1,82101.0
20160527,1,1,82933.0
20160531,1,1,83814.0
20160601,1,1,81103.0
20160602,1,1,82228.0
20160603,1,1,83682.0
20160606,1,1,83276.0
20160607,1,1,83213.0
20160608,1,1,84019.0
20160609,1,1,83269.0
20160610,1,1,82494.0
20160613,1,1,83588.0
20160614,1,1,82729.0
20160615,1,1,81917.0
20160616,1,1,84179.0
20160617,1,1,83854.0
20160620,1,1,83585.0
20160621,1,1,83379.0
20160622,1,1,83110.0
20160623,1,1,80326.0
20160624,1,1,76812.0
20160627,1,1,78605.0
20160628,1,1,77112.0
20160629,1,1,76599.0
20160630,1,1,76105.0
20160701,1,1,76274.0
20160705,1,1,78237.0
20160706,1,1,78012.0
20160707,1,1,79399.0
20160708,1,1,79880.0
20160711,1,1,76943.0
20160712,1,1,74480.0
20160713,1,1,74499.0
20160714,1,1,74053.0
20160715,1,1,74859.0
20160718,1,1,75428.0
20160719,1,1,76053.0
20160720,1,1,77091.0
20160721,1,1,75916.0
20160722,1,1,76853.0
20160725,1,1,76172.0
20160726,1,1,74841.0
20160727,1,1,75359.0
20160728,1,1,74728.0
20160729,1,1,73189.0
20160801,1,1,72895.0
20160802,1,1,73952.0
20160803,1,1,74658.0
20160804,1,1,74839.0
20160805,1,1,74670.0
20160808,1,1,73870.0
20160809,1,1,74264.0
20160810,1,1,74127.0
20160811,1,1,73777.0
20160812,1,1,73238.0
20160815,1,1,73463.0
20160816,1,1,75845.0
20160817,1,1,76101.0
20160818,1,1,77213.0
20160819,1,1,76432.0
20160822,1,1,76382.0
20160823,1,1,76207.0
20160824,1,1,75351.0
20160825,1,1,75407.0
20160826,1,1,72645.0
20160829,1,1,72507.0
20160830,1,1,71805.0
20160831,1,1,72130.0
20160901,1,1,71555.0
20160902,1,1,72761.0
20160906,1,1,69399.0
20160907,1,1,69174.0
20160908,1,1,68115.0
20160909,1,1,67983.0
20160912,1,1,67127.0
20160913,1,1,64940.0
20160914,1,1,65827.0
20160915,1,1,65971.0
20160916,1,1,64517.0
20160919,1,1,64942.0
20160920,1,1,65129.0
20160921,1,1,66492.0
20160922,1,1,65723.0
20160923,1,1,65117.0
20160926,1,1,65710.0
20160927,1,1,66229.0
20160928,1,1,65735.0
20160929,1,1,65329.0
20160930,1,1,64579.0
20161003,1,1,64648.0
20161004,1,1,64836.0
20161005,1,1,65642.0
20161006,1,1,67186.0
20161007,1,1,65442.0
20161010,1,1,66686.0
20161011,1,1,67536.0
20161012,1,1,69042.0
20161013,1,1,67699.0
20161014,1,1,69280.0
20161017,1,1,68742.0
20161018,1,1,69024.0
20161019,1,1,68636.0
20161020,1,1,69817.0
20161021,1,1,70330.0
20161024,1,1,70761.0
20161025,1,1,70611.0
20161026,1,1,70749.0
20161027,1,1,71692.0
20161028,1,1,70855.0
20161031,1,1,70886.0
20161101,1,1,71609.0
20161102,1,1,72759.0
20161103,1,1,73259.0
20161104,1,1,73259.0
20161107,1,1,70553.0
20161108,1,1,70244.0
20161109,1,1,63843.0
20161110,1,1,65249.0
20161111,1,1,65805.0
20161114,1,1,69168.0
20161115,1,1,70155.0
20161116,1,1,70424.0
20161117,1,1,71911.0
20161118,1,1,73011.0
20161121,1,1,73411.0
20161122,1,1,73243.0
20161123,1,1,75649.0
20161125,1,1,75718.0
20161128,1,1,74768.0
20161129,1,1,74149.0
20161130,1,1,76761.0
20161201,1,1,75318.0
20161202,1,1,75143.0
20161205,1,1,70583.0
20161206,1,1,71571.0
20161207,1,1,70833.0
20161208,1,1,66893.0
20161209,1,1,65814.0
20161212,1,1,66664.0
20161213,1,1,66683.0
20161214,1,1,67077.0
20161215,1,1,69183.0
20161216,1,1,69214.0
20161219,1,1,68889.0
20161220,1,1,69558.0
20161221,1,1,68914.0
20161222,1,1,68839.0
20161223,1,1,68333.0
20161227,1,1,68414.0
20161228,1,1,68708.0
20161229,1,1,67496.0
20161230,1,1,65964.0
20170103,1,1,65131.0
20170104,1,1,64443.0
20170105,1,1,61826.0
20170106,1,1,61257.0
20170109,1,1,61576.0
20170110,1,1,62082.0
20170111,1,1,62176.0
20170112,1,1,62101.0
20170113,1,1,62501.0
20170117,1,1,65070.0
20170118,1,1,63614.0
20170119,1,1,62351.0
20170120,1,1,63439.0
20170123,1,1,65145.0
20170124,1,1,63982.0
20170125,1,1,64470.0
20170126,1,1,62435.0
20170127,1,1,63116.0
20170130,1,1,61735.0
20170131,1,1,62193.0
20170201,1,1,61518.0
20170202,1,1,61636.0
20170203,1,1,61449.0
20170206,1,1,62349.0
20170207,1,1,60902.0
20170208,1,1,61089.0
20170209,1,1,60239.0
20170210,1,1,60483.0
20170213,1,1,60164.0
20170214,1,1,61033.0
20170215,1,1,60902.0
20170216,1,1,58739.0
20170217,1,1,59445.0
20170221,1,1,60802.0
20170222,1,1,60083.0
20170223,1,1,59727.0
20170224,1,1,60152.0
20170227,1,1,58208.0
20170228,1,1,58864.0
20170301,1,1,56770.0
20170302,1,1,55751.0
20170303,1,1,53320.0
20170306,1,1,52983.0
20170307,1,1,52851.0
20170308,1,1,52989.0
20170309,1,1,53964.0
20170310,1,1,55164.0
20170313,1,1,54701.0
20170314,1,1,54051.0
20170315,1,1,53524.0
20170316,1,1,54236.0
20170317,1,1,54718.0
20170320,1,1,54693.0
20170321,1,1,56161.0
20170322,1,1,57118.0
20170323,1,1,56761.0
20170324,1,1,57311.0
20170327,1,1,58280.0
20170328,1,1,56999.0
20170329,1,1,57079.0
20170330,1,1,57164.0
20170331,1,1,56945.0
20170403,1,1,56839.0
20170404,1,1,56514.0
20170405,1,1,56826.0
20170406,1,1,56920.0
20170407,1,1,56270.0
20170410,1,1,56389.0
20170411,1,1,57532.0
20170412,1,1,57670.0
20170413,1,1,56586.0
20170417,1,1,57155.0
20170418,1,1,58649.0
20170419,1,1,58180.0
20170420,1,1,57499.0
20170421,1,1,57292.0
20170424,1,1,57692.0
20170425,1,1,60074.0
20170426,1,1,59855.0
20170427,1,1,59505.0
20170428,1,1,59824.0
20170501,1,1,60411.0
20170502,1,1,60849.0
20170503,1,1,61161.0
20170504,1,1,61880.0
20170505,1,1,62211.0
20170508,1,1,61924.0
20170509,1,1,63043.0
20170510,1,1,63206.0
20170511,1,1,62718.0
20170512,1,1,61575.0
20170515,1,1,61150.0
20170516,1,1,61887.0
20170517,1,1,64456.0
20170518,1,1,63562.0
20170519,1,1,64850.0
20170522,1,1,65418.0
20170523,1,1,64206.0
20170524,1,1,64350.0
20170525,1,1,64350.0
20170526,1,1,64462.0
20170530,1,1,65137.0
20170531,1,1,66106.0
20170601,1,1,64918.0
20170602,1,1,66531.0
20170605,1,1,66268.0
20170606,1,1,67356.0
20170607,1,1,66862.0
20170608,1,1,65837.0
20170609,1,1,65906.0
20170612,1,1,66137.0
20170613,1,1,65918.0
20170614,1,1,64753.0
20170615,1,1,63971.0
20170616,1,1,63446.0
20170619,1,1,64734.0
20170620,1,1,64846.0
20170621,1,1,64365.0
20170622,1,1,64628.0
20170623,1,1,63915.0
20170626,1,1,64759.0
20170627,1,1,64976.0
20170628,1,1,65514.0
20170629,1,1,65957.0
20170630,1,1,66332.0
20170703,1,1,66326.0
20170705,1,1,66064.0
20170706,1,1,66976.0
20170707,1,1,67439.0
20170710,1,1,67495.0
20170711,1,1,68207.0
20170712,1,1,66727.0
20170713,1,1,66589.0
20170714,1,1,68020.0
20170717,1,1,68139.0
20170718,1,1,69795.0
20170719,1,1,69420.0
20170720,1,1,70508.0
20170721,1,1,72120.0
20170724,1,1,71602.0
20170725,1,1,70883.0
20170726,1,1,72114.0
20170727,1,1,72058.0
20170728,1,1,73514.0
20170731,1,1,74758.0
20170801,1,1,74320.0
20170802,1,1,74752.0
20170803,1,1,75345.0
20170804,1,1,73200.0
20170807,1,1,72863.0
20170808,1,1,73082.0
20170809,1,1,72463.0
20170810,1,1,72850.0
20170811,1,1,72481.0
20170814,1,1,72331.0
20170815,1,1,71760.0
20170816,1,1,70916.0
20170817,1,1,70804.0
20170818,1,1,69351.0
20170821,1,1,69504.0
20170822,1,1,68054.0
20170823,1,1,69422.0
20170824,1,1,68672.0
20170825,1,1,69854.0
20170828,1,1,71285.0
20170829,1,1,70760.0
20170830,1,1,68829.0
20170831,1,1,68341.0
20170901,1,1,68160.0
20170905,1,1,67135.0
20170906,1,1,67760.0
20170907,1,1,67605.0
20170908,1,1,68799.0
20170911,1,1,66330.0
20170912,1,1,65611.0
20170913,1,1,65917.0
20170914,1,1,65336.0
20170915,1,1,65342.0
20170918,1,1,65786.0
20170919,1,1,65249.0
20170920,1,1,67467.0
20170921,1,1,67230.0
20170922,1,1,66567.0
20170925,1,1,67324.0
20170926,1,1,68474.0
20170927,1,1,69574.0
20170928,1,1,68911.0
20170929,1,1,68711.0
20171002,1,1,69774.0
20171003,1,1,69999.0
20171004,1,1,69661.0
20171005,1,1,70536.0
20171006,1,1,70055.0
20171009,1,1,69224.0
20171010,1,1,69386.0
20171011,1,1,69955.0
20171012,1,1,69855.0
20171013,1,1,69974.0
20171016,1,1,69311.0
20171017,1,1,69049.0
20171018,1,1,68443.0
20171019,1,1,68524.0
20171020,1,1,68730.0
20171023,1,1,68461.0
20171024,1,1,67711.0
20171025,1,1,67630.0
20171026,1,1,69755.0
20171027,1,1,70349.0
20171030,1,1,69243.0
20171031,1,1,68126.0
20171101,1,1,68013.0
20171102,1,1,67713.0
20171103,1,1,67877.0
20171106,1,1,67514.0
20171107,1,1,67864.0
20171108,1,1,67695.0
20171109,1,1,66327.0
20171110,1,1,65727.0
20171113,1,1,65727.0
20171114,1,1,66555.0
20171115,1,1,67024.0
20171116,1,1,66555.0
20171117,1,1,67786.0
20171120,1,1,66418.0
20171121,1,1,66755.0
20171122,1,1,69049.0
20171124,1,1,69893.0
20171127,1,1,70105.0
20171128,1,1,68724.0
20171129,1,1,68805.0
20171130,1,1,68833.0
20171201,1,1,68296.0
20171204,1,1,68408.0
20171205,1,1,67858.0
20171206,1,1,67323.0
20171207,1,1,68392.0
20171208,1,1,68854.0
20171211,1,1,68654.0
20171212,1,1,69298.0
20171213,1,1,67186.0
20171214,1,1,67468.0
20171215,1,1,67462.0
20171218,1,1,67212.0
20171219,1,1,66112.0
20171220,1,1,65844.0
20171221,1,1,65531.0
20171222,1,1,65150.0
20171226,1,1,65181.0
20171227,1,1,65706.0
20171228,1,1,65981.0
20171229,1,1,66581.0
20180102,1,1,66631.0
20180103,1,1,66431.0
20180104,1,1,67338.0
20180105,1,1,67438.0
20180108,1,1,66294.0
20180109,1,1,65392.0
20180110,1,1,65282.0
20180111,1,1,64564.0
20180112,1,1,65192.0
20180116,1,1,67054.0
20180117,1,1,65811.0
20180118,1,1,65942.0
20180119,1,1,66204.0
20180122,1,1,66098.0
20180123,1,1,67229.0
20180124,1,1,69911.0
20180125,1,1,69304.0
20180126,1,1,70486.0
20180129,1,1,69779.0
20180130,1,1,70136.0
20180131,1,1,69861.0
20180201,1,1,70268.0
20180202,1,1,70499.0
20180205,1,1,69243.0
20180206,1,1,67599.0
20180207,1,1,69155.0
20180208,1,1,68792.0
20180209,1,1,68705.0
20180212,1,1,67967.0
20180213,1,1,68105.0
20180214,1,1,67435.0
20180215,1,1,69160.0
20180216,1,1,67960.0
20180220,1,1,65860.0
20180221,1,1,64866.0
20180222,1,1,65035.0
20180223,1,1,65366.0
20180226,1,1,64991.0
20180227,1,1,64847.0
20180228,1,1,64484.0
20180301,1,1,63453.0
20180302,1,1,61756.0
20180305,1,1,61081.0
20180306,1,1,60081.0
20180307,1,1,59799.0
20180308,1,1,58318.0
20180309,1,1,57837.0
20180312,1,1,58549.0
20180313,1,1,57513.0
20180314,1,1,56850.0
20180315,1,1,55950.0
20180316,1,1,55506.0
20180319,1,1,56275.0
20180320,1,1,55494.0
20180321,1,1,56088.0
20180322,1,1,54673.0
20180323,1,1,56317.0
20180326,1,1,56935.0
20180327,1,1,55854.0
20180328,1,1,53440.0
20180329,1,1,52684.0
20180402,1,1,51695.0
20180403,1,1,52933.0
20180404,1,1,52927.0
20180405,1,1,54333.0
20180406,1,1,53095.0
20180409,1,1,52608.0
20180410,1,1,52558.0
20180411,1,1,52295.0
20180412,1,1,53064.0
20180413,1,1,53270.0
20180416,1,1,52102.0
20180417,1,1,51846.0
20180418,1,1,52240.0
20180419,1,1,51883.0
20180420,1,1,50570.0
20180423,1,1,52683.0
20180424,1,1,52339.0
20180425,1,1,53820.0
20180426,1,1,54776.0
20180427,1,1,54270.0
20180430,1,1,55058.0
20180501,1,1,56695.0
20180502,1,1,56808.0
20180503,1,1,56195.0
20180504,1,1,56045.0
20180507,1,1,56614.0
20180508,1,1,57483.0
20180509,1,1,56720.0
20180510,1,1,55129.0
20180511,1,1,54472.0
20180514,1,1,54860.0
20180515,1,1,54085.0
20180516,1,1,54572.0
20180517,1,1,55166.0
20180518,1,1,55404.0
20180521,1,1,55885.0
20180522,1,1,55722.0
20180523,1,1,55791.0
20180524,1,1,55110.0
20180525,1,1,55804.0
20180529,1,1,58660.0
20180530,1,1,56504.0
20180531,1,1,56335.0
20180601,1,1,55710.0
20180604,1,1,54260.0
20180605,1,1,54429.0
20180606,1,1,54647.0
20180607,1,1,55572.0
20180608,1,1,55341.0
20180611,1,1,54966.0
20180612,1,1,54547.0
20180613,1,1,55047.0
20180614,1,1,53661.0
20180615,1,1,53536.0
20180618,1,1,53317.0
20180619,1,1,53404.0
20180620,1,1,53623.0
20180621,1,1,52654.0
20180622,1,1,52198.0
20180625,1,1,51223.0
20180626,1,1,52642.0
20180627,1,1,53929.0
20180628,1,1,54454.0
20180629,1,1,53292.0
20180702,1,1,54098.0
20180703,1,1,53267.0
20180705,1,1,52873.0
20180706,1,1,53442.0
20180709,1,1,53879.0
