Date,EC,JY,
20180710,1,1,54329.0
20180711,1,1,54192.0
20180712,1,1,54561.0
20180713,1,1,54498.0
20180716,1,1,54898.0
20180717,1,1,54817.0
20180718,1,1,54032.0
20180719,1,1,53751.0
20180720,1,1,52807.0
20180723,1,1,53313.0
20180724,1,1,53669.0
20180725,1,1,53832.0
20180726,1,1,54138.0
20180727,1,1,54244.0
20180730,1,1,53563.0
20180731,1,1,51667.0
20180801,1,1,50285.0
20180802,1,1,49544.0
20180803,1,1,49226.0
20180806,1,1,49669.0
20180807,1,1,49232.0
20180808,1,1,48482.0
20180809,1,1,49569.0
20180810,1,1,51028.0
20180813,1,1,51028.0
20180814,1,1,51184.0
20180815,1,1,51746.0
20180816,1,1,51209.0
20180817,1,1,50515.0
20180820,1,1,50327.0
20180821,1,1,51427.0
20180822,1,1,51439.0
20180823,1,1,50120.0
20180824,1,1,51145.0
20180827,1,1,51701.0
20180828,1,1,52020.0
20180829,1,1,52545.0
20180830,1,1,51438.0
20180831,1,1,50557.0
20180904,1,1,49980.0
20180905,1,1,49493.0
20180906,1,1,48837.0
20180907,1,1,48500.0
20180910,1,1,47957.0
20180911,1,1,47719.0
20180912,1,1,46628.0
20180913,1,1,46584.0
20180914,1,1,45678.0
20180917,1,1,46190.0
20180918,1,1,46453.0
20180919,1,1,46415.0
20180920,1,1,47909.0
20180921,1,1,47615.0
20180924,1,1,47921.0
20180925,1,1,48240.0
20180926,1,1,48065.0
20180927,1,1,47243.0
20180928,1,1,48012.0
20181001,1,1,48887.0
20181002,1,1,49006.0
20181003,1,1,50012.0
20181004,1,1,49643.0
20181005,1,1,49406.0
20181008,1,1,50199.0
20181009,1,1,50056.0
20181010,1,1,50162.0
20181011,1,1,49974.0
20181012,1,1,49530.0
20181015,1,1,49874.0
20181016,1,1,49493.0
20181017,1,1,48255.0
20181018,1,1,48250.0
20181019,1,1,47294.0
20181022,1,1,47619.0
20181023,1,1,47944.0
20181024,1,1,48994.0
20181025,1,1,49150.0
20181026,1,1,49313.0
20181029,1,1,49038.0
20181030,1,1,49794.0
20181031,1,1,50250.0
20181101,1,1,48806.0
20181102,1,1,49675.0
20181105,1,1,49213.0
20181106,1,1,49488.0
20181107,1,1,49234.0
20181108,1,1,48603.0
20181109,1,1,47697.0
20181112,1,1,48960.0
20181113,1,1,48628.0
20181114,1,1,47428.0
20181115,1,1,47422.0
20181116,1,1,46378.0
20181119,1,1,45894.0
20181120,1,1,44569.0
20181121,1,1,44481.0
20181123,1,1,44006.0
20181126,1,1,43106.0
20181127,1,1,42642.0
20181128,1,1,40917.0
20181129,1,1,40698.0
20181130,1,1,41892.0
20181203,1,1,41573.0
20181204,1,1,40748.0
20181205,1,1,41155.0
20181206,1,1,40030.0
20181207,1,1,39417.0
20181210,1,1,39730.0
20181211,1,1,39873.0
20181212,1,1,39555.0
20181213,1,1,38998.0
20181214,1,1,39460.0
20181217,1,1,38354.0
20181218,1,1,38098.0
20181219,1,1,35892.0
20181220,1,1,38261.0
20181221,1,1,36723.0
20181224,1,1,38173.0
20181226,1,1,36411.0
20181227,1,1,38104.0
20181228,1,1,38304.0
20181231,1,1,39148.0
20190102,1,1,38323.0
20190103,1,1,39286.0
20190104,1,1,38373.0
20190107,1,1,37273.0
20190108,1,1,37698.0
20190109,1,1,38211.0
20190110,1,1,37429.0
20190111,1,1,36904.0
20190114,1,1,37211.0
20190115,1,1,35892.0
20190116,1,1,36204.0
20190117,1,1,36007.0
20190118,1,1,36813.0
20190122,1,1,36426.0
20190123,1,1,36507.0
20190124,1,1,37732.0
20190125,1,1,36251.0
20190128,1,1,35795.0
20190129,1,1,35738.0
20190130,1,1,34987.0
20190131,1,1,34324.0
20190201,1,1,35187.0
20190204,1,1,35249.0
20190205,1,1,35024.0
20190206,1,1,34449.0
20190207,1,1,33977.0
20190208,1,1,34290.0
20190211,1,1,35533.0
20190212,1,1,34965.0
20190213,1,1,36258.0
20190214,1,1,35427.0
20190215,1,1,35483.0
20190219,1,1,35158.0
20190220,1,1,35233.0
20190221,1,1,35308.0
20190222,1,1,35321.0
20190225,1,1,35458.0
20190226,1,1,35102.0
20190227,1,1,34208.0
20190228,1,1,34306.0
20190301,1,1,34650.0
20190304,1,1,34043.0
20190305,1,1,33843.0
20190306,1,1,33806.0
20190307,1,1,34543.0
20190308,1,1,32485.0
20190311,1,1,32366.0
20190312,1,1,31610.0
20190313,1,1,31435.0
20190314,1,1,31104.0
20190315,1,1,30231.0
20190318,1,1,29943.0
20190319,1,1,29787.0
20190320,1,1,29030.0
20190321,1,1,27655.0
20190322,1,1,27611.0
20190325,1,1,27817.0
20190326,1,1,26917.0
20190327,1,1,26849.0
20190328,1,1,26052.0
20190329,1,1,25940.0
20190401,1,1,26190.0
20190402,1,1,26396.0
20190403,1,1,25977.0
20190404,1,1,26415.0
20190405,1,1,26558.0
20190408,1,1,25827.0
20190409,1,1,25365.0
20190410,1,1,25215.0
20190411,1,1,26183.0
20190412,1,1,25387.0
20190415,1,1,25406.0
20190416,1,1,25193.0
20190417,1,1,25356.0
20190418,1,1,24418.0
20190422,1,1,24756.0
20190423,1,1,24103.0
20190424,1,1,25572.0
20190425,1,1,24941.0
20190426,1,1,24634.0
20190429,1,1,24159.0
20190430,1,1,24053.0
20190501,1,1,24134.0
20190502,1,1,24559.0
20190503,1,1,24716.0
20190506,1,1,24797.0
20190507,1,1,25741.0
20190508,1,1,25759.0
20190509,1,1,25561.0
20190510,1,1,25399.0
20190513,1,1,25974.0
20190514,1,1,25349.0
20190515,1,1,25367.0
20190516,1,1,24561.0
20190517,1,1,24510.0
20190520,1,1,24298.0
20190521,1,1,25104.0
20190522,1,1,24754.0
20190523,1,1,23704.0
20190524,1,1,23310.0
20190528,1,1,23442.0
20190529,1,1,23879.0
20190530,1,1,23760.0
20190531,1,1,24510.0
20190603,1,1,25106.0
20190604,1,1,25075.0
20190605,1,1,24256.0
20190606,1,1,24750.0
20190607,1,1,25856.0
20190610,1,1,25263.0
20190611,1,1,25381.0
20190612,1,1,24769.0
20190613,1,1,24794.0
20190614,1,1,24008.0
20190617,1,1,23802.0
20190618,1,1,23977.0
20190619,1,1,22833.0
20190620,1,1,22517.0
20190621,1,1,22175.0
20190624,1,1,22663.0
20190625,1,1,22500.0
20190626,1,1,21681.0
20190627,1,1,21731.0
20190628,1,1,21738.0
20190701,1,1,20456.0
20190702,1,1,19831.0
20190703,1,1,19467.0
20190705,1,1,21061.0
20190708,1,1,21355.0
20190709,1,1,21580.0
20190710,1,1,20580.0
20190711,1,1,20611.0
20190712,1,1,19767.0
20190715,1,1,20024.0
20190716,1,1,21180.0
20190717,1,1,20730.0
20190718,1,1,20186.0
20190719,1,1,20467.0
20190722,1,1,20486.0
20190723,1,1,20817.0
20190724,1,1,21055.0
20190725,1,1,20479.0
20190726,1,1,20679.0
20190729,1,1,20529.0
20190730,1,1,20217.0
20190731,1,1,21323.0
20190801,1,1,20302.0
20190802,1,1,20852.0
20190805,1,1,21832.0
20190806,1,1,21238.0
20190807,1,1,21844.0
20190808,1,1,21588.0
20190809,1,1,22269.0
20190812,1,1,22782.0
20190813,1,1,20613.0
20190814,1,1,21025.0
20190815,1,1,20012.0
20190816,1,1,19937.0
20190819,1,1,19755.0
20190820,1,1,19030.0
20190821,1,1,19487.0
20190822,1,1,19343.0
20190823,1,1,17355.0
20190826,1,1,15999.0
20190827,1,1,16518.0
20190828,1,1,16412.0
20190829,1,1,16140.0
20190830,1,1,16665.0
20190903,1,1,16578.0
20190904,1,1,16196.0
20190905,1,1,15925.0
20190906,1,1,15775.0
20190909,1,1,16343.0
20190910,1,1,16562.0
20190911,1,1,16443.0
20190912,1,1,14551.0
20190913,1,1,14034.0
20190916,1,1,13140.0
20190917,1,1,14052.0
20190918,1,1,13765.0
20190919,1,1,13627.0
20190920,1,1,12821.0
20190923,1,1,12306.0
20190924,1,1,13056.0
20190925,1,1,11614.0
20190926,1,1,11808.0
20190927,1,1,11627.0
20190930,1,1,11577.0
20191001,1,1,10777.0
20191002,1,1,9958.0
20191003,1,1,9649.0
20191004,1,1,9574.0
20191007,1,1,9224.0
20191008,1,1,9649.0
20191009,1,1,8962.0
20191010,1,1,8025.0
20191011,1,1,9113.0
20191014,1,1,8775.0
20191015,1,1,9369.0
20191016,1,1,9763.0
20191017,1,1,10288.0
20191018,1,1,10519.0
20191021,1,1,10488.0
20191022,1,1,10044.0
20191023,1,1,10325.0
20191024,1,1,10032.0
20191025,1,1,9757.0
20191028,1,1,10300.0
20191029,1,1,9300.0
20191030,1,1,9300.0
20191031,1,1,8188.0
20191101,1,1,7663.0
20191104,1,1,7725.0
20191105,1,1,8042.0
20191106,1,1,7705.0
20191107,1,1,8430.0
20191108,1,1,8561.0
20191111,1,1,8317.0
20191112,1,1,8536.0
20191113,1,1,8480.0
20191114,1,1,7855.0
20191115,1,1,7961.0
20191118,1,1,7723.0
20191119,1,1,7642.0
20191120,1,1,7629.0
20191121,1,1,6759.0
20191122,1,1,6296.0
20191125,1,1,5710.0
20191126,1,1,5497.0
20191127,1,1,5696.0
20191129,1,1,5421.0
20191202,1,1,3902.0
20191203,1,1,3489.0
20191204,1,1,2730.0
20191205,1,1,3211.0
20191206,1,1,2830.0
20191209,1,1,2873.0
20191210,1,1,3180.0
20191211,1,1,3923.0
20191212,1,1,2488.0
20191213,1,1,2570.0
20191216,1,1,3188.0
20191217,1,1,3076.0
20191218,1,1,2770.0
20191219,1,1,2220.0
20191220,1,1,3039.0
20191223,1,1,2745.0
20191224,1,1,2845.0
20191226,1,1,2951.0
20191227,1,1,1920.0
20191230,1,1,1476.0
20191231,1,1,1863.0
20200102,1,1,1088.0
20200103,1,1,1651.0
20200106,1,1,1470.0
20200107,1,1,776.0
20200108,1,1,251.0
20200109,1,1,657.0
20200110,1,1,488.0
20200113,1,1,713.0
20200114,1,1,926.0
20200115,1,1,594.0
20200116,1,1,1069.0
20200117,1,1,1601.0
20200121,1,1,1244.0
20200122,1,1,1388.0
20200123,1,1,1544.0
20200124,1,1,1576.0
20200127,1,1,1363.0
20200128,1,1,1126.0
20200129,1,1,1188.0
20200130,1,1,1351.0
20200131,1,1,1812.0
20200203,1,1,1143.0
20200204,1,1,-19.0
20200205,1,1,-688.0
20200206,1,1,-257.0
20200207,1,1,-101.0
20200210,1,1,268.0
20200211,1,1,237.0
20200212,1,1,1287.0
20200213,1,1,1349.0
20200214,1,1,1355.0
20200218,1,1,2068.0
20200219,1,1,3793.0
20200220,1,1,4405.0
20200221,1,1,3118.0
20200224,1,1,1808.0
20200225,1,1,1762.0
20200226,1,1,1843.0
20200227,1,1,3193.0
20200228,1,1,5937.0
20200302,1,1,7562.0
20200303,1,1,8387.0
20200304,1,1,7775.0
20200305,1,1,9537.0
20200306,1,1,12312.0
20200309,1,1,17750.0
20200310,1,1,12093.0
20200311,1,1,12468.0
20200312,1,1,10856.0
20200313,1,1,14962.0
20200316,1,1,11450.0
20200317,1,1,15706.0
20200318,1,1,17368.0
20200319,1,1,22637.0
20200320,1,1,23687.0
20200323,1,1,22918.0
20200324,1,1,22487.0
20200325,1,1,21112.0
20200326,1,1,16868.0
20200327,1,1,15800.0
20200330,1,1,13864.0
20200331,1,1,13970.0
20200401,1,1,13226.0
20200402,1,1,11433.0
20200403,1,1,10464.0
20200406,1,1,9445.0
20200407,1,1,11026.0
20200408,1,1,10495.0
20200409,1,1,11858.0
20200413,1,1,12633.0
20200414,1,1,13689.0
20200415,1,1,12601.0
20200416,1,1,11414.0
20200417,1,1,11714.0
20200420,1,1,11576.0
20200421,1,1,11295.0
20200422,1,1,10592.0
20200423,1,1,11124.0
20200424,1,1,11155.0
20200427,1,1,10942.0
20200428,1,1,11324.0
20200429,1,1,11180.0
20200430,1,1,9474.0
20200501,1,1,9549.0
20200504,1,1,10586.0
20200505,1,1,11530.0
20200506,1,1,12605.0
20200507,1,1,12074.0
20200508,1,1,11455.0
20200511,1,1,11630.0
20200512,1,1,10548.0
20200513,1,1,10736.0
20200514,1,1,11411.0
20200515,1,1,11092.0
20200518,1,1,10289.0
20200519,1,1,11070.0
20200520,1,1,11276.0
20200521,1,1,11020.0
20200522,1,1,10133.0
20200526,1,1,11420.0
20200527,1,1,11558.0
20200528,1,1,12733.0
20200529,1,1,13026.0
20200601,1,1,13233.0
20200602,1,1,14908.0
20200603,1,1,15964.0
20200604,1,1,17558.0
20200605,1,1,17370.0
20200608,1,1,16145.0
20200609,1,1,16132.0
20200610,1,1,17400.0
20200611,1,1,16550.0
20200612,1,1,16124.0
20200615,1,1,15187.0
20200616,1,1,15780.0
20200617,1,1,16499.0
20200618,1,1,17068.0
20200619,1,1,17312.0
20200622,1,1,16312.0
20200623,1,1,16174.0
20200624,1,1,16318.0
20200625,1,1,16562.0
20200626,1,1,16449.0
20200629,1,1,15703.0
20200630,1,1,16003.0
20200701,1,1,15359.0
20200702,1,1,14062.0
20200706,1,1,14837.0
20200707,1,1,14718.0
20200708,1,1,14993.0
20200709,1,1,14493.0
20200710,1,1,13800.0
20200713,1,1,14107.0
20200714,1,1,14675.0
20200715,1,1,15075.0
20200716,1,1,14250.0
20200717,1,1,15457.0
20200720,1,1,15119.0
20200721,1,1,16807.0
20200722,1,1,16775.0
20200723,1,1,17813.0
20200724,1,1,18975.0
20200727,1,1,21088.0
20200728,1,1,21063.0
20200729,1,1,21632.0
20200730,1,1,22732.0
20200731,1,1,21094.0
20200803,1,1,18676.0
20200804,1,1,18176.0
20200805,1,1,17026.0
20200806,1,1,15988.0
20200807,1,1,15226.0
20200810,1,1,14757.0
20200811,1,1,15570.0
20200812,1,1,14496.0
20200813,1,1,14383.0
20200814,1,1,13514.0
20200817,1,1,12589.0
20200818,1,1,11804.0
20200819,1,1,9854.0
20200820,1,1,9960.0
20200821,1,1,9091.0
20200824,1,1,8979.0
20200825,1,1,9054.0
20200826,1,1,9185.0
20200827,1,1,8635.0
20200828,1,1,7730.0
20200831,1,1,8786.0
20200901,1,1,8568.0
20200902,1,1,7880.0
20200903,1,1,8005.0
20200904,1,1,6474.0
20200908,1,1,7168.0
20200909,1,1,7011.0
20200910,1,1,6711.0
20200911,1,1,6643.0
20200914,1,1,5774.0
20200915,1,1,5555.0
20200916,1,1,6755.0
20200917,1,1,6617.0
20200918,1,1,6617.0
20200921,1,1,7567.0
20200922,1,1,8030.0
20200923,1,1,8073.0
20200924,1,1,7961.0
20200925,1,1,8283.0
20200928,1,1,7664.0
20200929,1,1,6713.0
20200930,1,1,6250.0
20201001,1,1,6681.0
20201002,1,1,6069.0
20201005,1,1,7231.0
20201006,1,1,6763.0
20201007,1,1,7475.0
20201008,1,1,7325.0
20201009,1,1,7738.0
20201012,1,1,7225.0
20201013,1,1,6581.0
20201014,1,1,5881.0
20201015,1,1,6169.0
20201016,1,1,5969.0
20201019,1,1,5306.0
20201020,1,1,4788.0
20201021,1,1,6257.0
20201022,1,1,5338.0
20201023,1,1,5988.0
20201026,1,1,5282.0
20201027,1,1,5694.0
20201028,1,1,4464.0
20201029,1,1,5101.0
20201030,1,1,5414.0
20201102,1,1,5407.0
20201103,1,1,4739.0
20201104,1,1,3077.0
20201105,1,1,2671.0
20201106,1,1,3540.0
20201109,1,1,715.0
20201110,1,1,327.0
20201111,1,1,15.0
20201112,1,1,27.0
20201113,1,1,-185.0
20201116,1,1,-110.0
20201117,1,1,-273.0
20201118,1,1,-1180.0
20201119,1,1,-999.0
20201120,1,1,-1261.0
20201123,1,1,-2236.0
20201124,1,1,-1811.0
20201125,1,1,-1230.0
20201127,1,1,-292.0
20201130,1,1,-767.0
20201201,1,1,401.0
20201202,1,1,864.0
20201203,1,1,2070.0
20201204,1,1,1858.0
20201207,1,1,1776.0
20201208,1,1,1389.0
20201209,1,1,638.0
20201210,1,1,-69.0
20201211,1,1,400.0
20201214,1,1,-800.0
20201215,1,1,-231.0
20201216,1,1,-56.0
20201217,1,1,1788.0
20201218,1,1,1294.0
20201221,1,1,1369.0
20201222,1,1,-87.0
20201223,1,1,138.0
20201224,1,1,94.0
20201228,1,1,138.0
20201229,1,1,1025.0
20201230,1,1,1719.0
20201231,1,1,900.0
20210104,1,1,1413.0
20210105,1,1,2606.0
20210106,1,1,2088.0
20210107,1,1,1631.0
20210108,1,1,1419.0
20210111,1,1,2376.0
20210112,1,1,1513.0
20210113,1,1,2157.0
20210114,1,1,2057.0
20210115,1,1,3126.0
20210119,1,1,2526.0
20210120,1,1,2388.0
20210121,1,1,1726.0
20210122,1,1,1988.0
20210125,1,1,2326.0
20210126,1,1,1826.0
20210127,1,1,3219.0
20210128,1,1,2938.0
20210129,1,1,3526.0
20210201,1,1,4576.0
20210202,1,1,5319.0
20210203,1,1,5226.0
20210204,1,1,6513.0
20210205,1,1,5463.0
20210208,1,1,4878.0
20210209,1,1,5531.0
20210210,1,1,5549.0
20210211,1,1,5431.0
20210212,1,1,4993.0
20210216,1,1,4608.0
20210217,1,1,3639.0
20210218,1,1,4008.0
20210219,1,1,4152.0
20210222,1,1,4264.0
20210223,1,1,4302.0
20210224,1,1,5052.0
20210225,1,1,5808.0
20210226,1,1,5527.0
20210301,1,1,6096.0
20210302,1,1,5584.0
20210303,1,1,6065.0
20210304,1,1,8334.0
20210305,1,1,9452.0
20210308,1,1,10727.0
20210309,1,1,9765.0
20210310,1,1,9427.0
20210311,1,1,8746.0
20210312,1,1,9821.0
20210315,1,1,10215.0
20210316,1,1,10321.0
20210317,1,1,9450.0
20210318,1,1,8200.0
20210319,1,1,8243.0
20210322,1,1,8756.0
20210323,1,1,7822.0
20210324,1,1,8260.0
20210325,1,1,8310.0
20210326,1,1,8735.0
20210329,1,1,9204.0
20210330,1,1,10341.0
20210331,1,1,10679.0
20210401,1,1,9972.0
20210405,1,1,8991.0
20210406,1,1,8384.0
20210407,1,1,8265.0
20210408,1,1,8595.0
20210409,1,1,8001.0
20210412,1,1,8264.0
20210413,1,1,9139.0
20210414,1,1,9589.0
20210415,1,1,9920.0
20210416,1,1,9820.0
20210419,1,1,11301.0
20210420,1,1,11176.0
20210421,1,1,11176.0
20210422,1,1,10895.0
20210423,1,1,12132.0
20210426,1,1,11926.0
20210427,1,1,11233.0
20210428,1,1,11633.0
20210429,1,1,11826.0
20210430,1,1,11820.0
20210503,1,1,11064.0
20210504,1,1,11951.0
20210505,1,1,12064.0
20210506,1,1,11158.0
20210507,1,1,10088.0
20210510,1,1,9632.0
20210511,1,1,9882.0
20210512,1,1,7893.0
20210513,1,1,7699.0
20210514,1,1,8431.0
20210517,1,1,8443.0
20210518,1,1,8987.0
20210519,1,1,8631.0
20210520,1,1,8799.0
20210521,1,1,8437.0
20210524,1,1,8687.0
20210525,1,1,8881.0
20210526,1,1,7649.0
20210527,1,1,7095.0
20210528,1,1,6365.0
20210601,1,1,5646.0
20210602,1,1,6021.0
20210603,1,1,7871.0
20210604,1,1,6558.0
20210607,1,1,5902.0
20210608,1,1,6346.0
20210609,1,1,6440.0
20210610,1,1,6408.0
20210611,1,1,7571.0
20210614,1,1,7783.0
20210615,1,1,7696.0
20210616,1,1,9446.0
20210617,1,1,10546.0
20210618,1,1,10921.0
20210621,1,1,9419.0
20210622,1,1,8732.0
20210623,1,1,8782.0
20210624,1,1,8650.0
20210625,1,1,8638.0
20210628,1,1,8425.0
20210629,1,1,8663.0
20210630,1,1,9957.0
20210701,1,1,10588.0
20210702,1,1,10150.0
20210706,1,1,9807.0
20210707,1,1,9567.0
20210708,1,1,9979.0
20210709,1,1,9189.0
20210712,1,1,8777.0
20210713,1,1,7594.0
20210714,1,1,7600.0
20210715,1,1,8088.0
20210716,1,1,7807.0
20210719,1,1,8650.0
20210720,1,1,8407.0
20210721,1,1,7719.0
20210722,1,1,8207.0
20210723,1,1,7788.0
20210726,1,1,7600.0
20210727,1,1,7947.0
20210728,1,1,7865.0
20210729,1,1,9040.0
20210730,1,1,8297.0
20210802,1,1,9040.0
20210803,1,1,9053.0
20210804,1,1,8365.0
20210805,1,1,8034.0
20210806,1,1,8728.0
20210809,1,1,9010.0
20210810,1,1,9547.0
20210811,1,1,9222.0
20210812,1,1,9341.0
20210813,1,1,7641.0
20210816,1,1,7343.0
20210817,1,1,7805.0
20210818,1,1,7455.0
20210819,1,1,8018.0
20210820,1,1,7743.0
20210823,1,1,7224.0
20210824,1,1,6873.0
20210825,1,1,6773.0
20210826,1,1,6466.0
20210827,1,1,7204.0
20210830,1,1,7254.0
20210831,1,1,7248.0
20210901,1,1,6680.0
20210902,1,1,7061.0
20210903,1,1,6911.0
20210907,1,1,7030.0
20210908,1,1,6292.0
20210909,1,1,5685.0
20210910,1,1,6104.0
20210913,1,1,6354.0
20210914,1,1,5904.0
20210915,1,1,5666.0
20210916,1,1,6029.0
20210917,1,1,6104.0
20210920,1,1,6747.0
20210921,1,1,6885.0
20210922,1,1,6622.0
20210923,1,1,5445.0
20210924,1,1,6408.0
20210927,1,1,6839.0
20210928,1,1,7708.0
20210929,1,1,9058.0
20210930,1,1,8695.0
20211001,1,1,8177.0
20211004,1,1,7695.0
20211005,1,1,8627.0
20211006,1,1,9164.0
20211007,1,1,9345.0
20211008,1,1,9608.0
20211011,1,1,10952.0
20211012,1,1,11645.0
20211013,1,1,10608.0
20211014,1,1,11014.0
20211015,1,1,11670.0
20211018,1,1,11733.0
20211019,1,1,12133.0
20211020,1,1,12233.0
20211021,1,1,11123.0
20211022,1,1,11773.0
20211025,1,1,11192.0
20211026,1,1,10554.0
20211027,1,1,11085.0
20211028,1,1,9792.0
20211029,1,1,10904.0
20211101,1,1,9629.0
20211102,1,1,9922.0
20211103,1,1,9522.0
20211104,1,1,10085.0
20211105,1,1,9627.0
20211108,1,1,9296.0
20211109,1,1,9633.0
20211110,1,1,10052.0
20211111,1,1,10277.0
20211112,1,1,9996.0
20211115,1,1,10864.0
20211116,1,1,12302.0
20211117,1,1,11783.0
20211118,1,1,11221.0
20211119,1,1,11946.0
20211122,1,1,13627.0
20211123,1,1,13521.0
20211124,1,1,14533.0
20211126,1,1,11705.0
20211129,1,1,10724.0
20211130,1,1,11955.0
20211201,1,1,12199.0
20211202,1,1,11549.0
20211203,1,1,12268.0
20211206,1,1,11011.0
20211207,1,1,10655.0
20211208,1,1,11693.0
20211209,1,1,11099.0
20211210,1,1,11443.0
20211213,1,1,11074.0
20211214,1,1,10449.0
20211215,1,1,9913.0
20211216,1,1,8820.0
20211217,1,1,9845.0
20211220,1,1,9626.0
20211221,1,1,9951.0
20211222,1,1,9363.0
20211223,1,1,9563.0
20211227,1,1,10195.0
20211228,1,1,10407.0
20211229,1,1,9420.0
20211230,1,1,9301.0
20211231,1,1,9982.0
20220103,1,1,9145.0
20220104,1,1,9770.0
20220105,1,1,10082.0
20220106,1,1,9589.0
20220107,1,1,10176.0
20220110,1,1,9545.0
20220111,1,1,9970.0
20220112,1,1,11888.0
20220113,1,1,12332.0
20220114,1,1,11676.0
20220118,1,1,10041.0
20220119,1,1,10085.0
20220120,1,1,10635.0
20220121,1,1,10778.0
20220124,1,1,10928.0
20220125,1,1,10997.0
20220126,1,1,11028.0
20220127,1,1,12822.0
20220128,1,1,12691.0
20220131,1,1,11241.0
20220201,1,1,10860.0
20220202,1,1,10553.0
20220203,1,1,12622.0
20220204,1,1,13110.0
20220207,1,1,12878.0
20220208,1,1,12947.0
20220209,1,1,13116.0
20220210,1,1,13716.0
20220211,1,1,11678.0
20220214,1,1,11560.0
20220215,1,1,12335.0
20220216,1,1,12497.0
20220217,1,1,11689.0
20220218,1,1,10631.0
20220222,1,1,10606.0
20220223,1,1,11056.0
20220224,1,1,11899.0
20220225,1,1,11024.0
20220228,1,1,12218.0
20220301,1,1,13487.0
20220302,1,1,12793.0
20220303,1,1,13187.0
20220304,1,1,14393.0
20220307,1,1,15724.0
20220308,1,1,15412.0
20220309,1,1,13406.0
20220310,1,1,11999.0
20220311,1,1,12162.0
20220314,1,1,13487.0
20220315,1,1,13468.0
20220316,1,1,14568.0
20220317,1,1,15699.0
20220318,1,1,15537.0
20220321,1,1,15399.0
20220322,1,1,16568.0
20220323,1,1,16731.0
20220324,1,1,17562.0
20220325,1,1,17318.0
20220328,1,1,18531.0
20220329,1,1,19237.0
20220330,1,1,19329.0
20220331,1,1,18273.0
