Date,EC,JY,BP,TY,FV,US,ES,NQ,EM,CL,NG,HO,GC,HG,SI,C_,S_,W_,SB,KC,CT,
20000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000.0
20000104,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498391.0
20000105,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500391.0
20000106,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499172.0
20000107,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498047.0
20000110,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498875.0
20000111,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501031.0
20000112,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501562.0
20000113,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,499953.0
20000114,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,501077.0
20000118,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,502197.0
20000119,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,503073.0
20000120,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,505942.0
20000121,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,508119.0
20000124,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,503910.0
20000125,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,506245.0
20000126,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,505863.0
20000127,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,505199.0
20000128,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,504344.0
20000131,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,497711.0
20000201,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,497628.0
20000202,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,496104.0
20000203,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,495234.0
20000204,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,496374.0
20000207,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,494541.0
20000208,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,492166.0
20000209,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,493452.0
20000210,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,495124.0
20000211,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493636.0
20000214,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493206.0
20000215,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,492284.0
20000216,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493006.0
20000217,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,494032.0
20000218,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,494937.0
20000222,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493720.0
20000223,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,495975.0
20000224,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,495203.0
20000225,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,494714.0
20000228,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,494452.0
20000229,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493976.0
20000301,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493198.0
20000302,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,493303.0
20000303,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,493165.0
20000306,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,493786.0
20000307,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,493108.0
20000308,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,490130.0
20000309,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,490309.0
20000310,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,489877.0
20000313,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,487618.0
20000314,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,486129.0
20000315,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,483927.0
20000316,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,483695.0
20000317,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,483297.0
20000320,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,479260.0
20000321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,477477.0
20000322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,476764.0
20000323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,476063.0
20000324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,476457.0
20000327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,476698.0
20000328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,476152.0
20000329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,475559.0
20000330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,475244.0
20000331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,475526.0
20000403,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,473709.0
20000404,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,472240.0
20000405,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,471796.0
20000406,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,470785.0
20000407,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,470875.0
20000410,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,470024.0
20000411,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,467646.0
20000412,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,467338.0
20000413,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,468613.0
20000414,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,469625.0
20000417,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,469410.0
20000418,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,468521.0
20000419,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,469411.0
