EC,JY,BP,TY,FV,US,ES,NQ,EM,CL,NG,HO,GC,HG,SI,C_,S_,W_,SB,KC,CT,
20000131,1075.0,0,0,875.0,1000.0,-1957.35,0,0,0,-840.0,0,-445.2,0,-28850.0,0,275.0,-28.0,0,-100.8,0,120.0,
20000229,1737.5,2487.5,0,-1064.55,765.62,-1957.35,-1137.5,0,0,1950.0,0,441.0,-2360.0,-28850.0,-115050.0,475.0,-107.0,-1050.0,380.8,0,455.0,
20000331,2550.0,-3337.5,-950.0,-1064.55,-95.62,-1957.35,-3125.0,-10100.0,0,-830.0,0,-1079.0,-2750.0,-28850.0,-120125.0,1075.0,-44.0,-1050.0,-251.6,0,260.0,
20000428,8612.5,-3337.5,-1875.0,-2283.3,-1614.87,-3926.1,-7225.0,-17680.0,0,-830.0,10.0,-1079.0,-2750.0,-86450.0,-136750.0,875.0,-57.0,-1087.5,218.8,-1912.5,-680.0,
20000531,5512.5,-3337.5,850.0,-3099.22,-1614.87,-5756.1,-7225.0,-27790.0,0,-830.0,12160.0,-1079.0,-2750.0,-86450.0,-136750.0,712.5,-159.5,-1387.5,1238.0,-3725.0,-680.0,
20000630,3693.75,-3337.5,-425.0,-3099.22,-1614.87,-5756.1,-7225.0,-27790.0,0,-830.0,13360.0,-1465.4,-2750.0,-86450.0,-136750.0,1362.5,-159.5,-2012.5,2279.6,-2468.75,-680.0,
20000731,3693.75,-3337.5,687.5,-3099.22,-1614.87,-5756.1,-7225.0,-27790.0,0,-830.0,5520.0,-4670.0,-2750.0,-101500.0,-136750.0,2137.5,-159.5,-2262.5,4430.0,-10968.75,-680.0,
20000831,3693.75,-3337.5,1062.5,-3099.22,-1614.87,-5756.1,-7225.0,-27790.0,0,-830.0,5520.0,5011.0,-2750.0,-101500.0,-154375.0,1325.0,-159.5,-3212.5,4609.2,-10968.75,-1365.0,
20000929,-1362.5,-3337.5,-562.5,-3099.22,-1614.87,-5756.1,-7225.0,-27790.0,0,-3470.0,7530.0,2432.2,-2750.0,-46500.0,-154375.0,1162.5,-159.5,-3212.5,3461.6,-12206.25,-2775.0,
20001031,-1362.5,-3337.5,-837.5,-3739.85,-2021.12,-7131.1,-7975.0,-25810.0,0,-6700.0,2420.0,2860.6,-2570.0,-120300.0,-124875.0,1087.5,-139.5,-3212.5,3461.6,-12856.25,-2805.0,
20001130,-1362.5,-2600.0,-837.5,-3182.02,-599.25,-6649.45,-2037.5,-10410.0,0,-5580.0,7610.0,2168.0,-3260.0,-120300.0,-114875.0,1812.5,-260.0,-3212.5,2123.6,-12706.25,-3040.0,
20001229,2437.5,625.0,-600.0,-1353.9,853.88,-4680.7,-2712.5,-7300.0,0,-3040.0,39470.0,2340.2,-3380.0,-120300.0,-53375.0,2375.0,-321.0,-3212.5,2123.6,-10400.0,-4865.0,
20010131,1375.0,2875.0,-3087.5,-994.52,1385.13,-5243.2,-4600.0,-12030.0,0,-7660.0,5970.0,7854.8,-3380.0,-120300.0,-119325.0,1400.0,-321.0,-3775.0,2123.6,-9725.0,-4970.0,
20010228,-0.0,4262.5,-3087.5,-275.77,2353.88,-6573.2,-3800.0,1930.0,0,-7660.0,5970.0,9975.8,-4710.0,-140400.0,-124400.0,1400.0,-321.0,-3775.0,1720.4,-10531.25,-915.0,
20010330,-1375.0,10862.5,-3087.5,-10.15,2807.0,-8747.55,-162.5,8390.0,0,-7660.0,5970.0,10181.6,-4710.0,-154262.5,-129475.0,1400.0,-319.5,-3775.0,3109.2,-11068.75,3165.0,
20010430,-1375.0,9312.5,-3812.5,-467.07,1657.96,-6778.8,-5112.5,2860.0,0,-7660.0,5970.0,6368.4,-4710.0,-206862.5,-129475.0,862.5,-417.0,-4587.5,1323.2,-12768.75,2640.0,
20010531,-112.5,6743.75,-2987.5,-1500.97,1657.96,-5872.55,-5112.5,935.0,0,-7660.0,4180.0,6368.4,-5300.0,-206862.5,-129475.0,1600.0,-417.0,-4587.5,1323.2,-12768.75,5270.0,
20010629,-400.0,6743.75,-2587.5,-3502.87,1657.96,-8766.95,-5112.5,935.0,0,-8560.0,4460.0,3370.0,-5300.0,-155612.5,-129475.0,1062.5,-417.0,-4937.5,1323.2,-12768.75,4305.0,
20010731,-3337.5,4425.0,-3175.0,-3502.87,1657.96,-8766.95,-5112.5,935.0,0,-11430.0,2460.0,2740.0,-5300.0,-78112.5,-129475.0,812.5,-287.5,-5925.0,1323.2,-12768.75,4030.0,
20010831,-3787.5,4825.0,-3112.5,-3034.12,2282.96,-7298.2,-3625.0,1845.0,0,-12800.0,11620.0,779.0,-5680.0,-89362.5,-129475.0,1487.5,-397.0,-6487.5,1412.8,-12768.75,4030.0,
20010928,-3950.0,100.0,-2300.0,-752.87,4532.96,-9878.2,937.5,7795.0,0,-13280.0,12980.0,-3370.2,-5800.0,-1862.5,-149525.0,600.0,-463.0,-6487.5,2846.4,-12768.75,5565.0,
20011031,-6075.0,-2000.0,-4250.0,1981.5,6204.84,-7315.7,87.5,3915.0,0,-11030.0,7530.0,-871.2,-7480.0,65637.5,-149525.0,412.5,-463.0,-6587.5,2723.2,-12018.75,8055.0,
20011130,-6075.0,-2000.0,-4975.0,-1679.32,3510.94,-12145.9,-3287.5,1775.0,0,-9290.0,7530.0,1837.8,-7480.0,68925.0,-149525.0,412.5,-463.0,-7450.0,1911.6,-14000.0,4830.0,
20011231,-6075.0,2200.0,-6381.25,-2944.95,3510.94,-14208.4,-3287.5,1775.0,0,-9690.0,7530.0,1527.0,-7480.0,-23625.0,-149525.0,412.5,-463.0,-7450.0,1911.6,-14000.0,4830.0,
20020131,-5375.0,4612.5,-6518.75,-3679.32,3510.94,-15520.9,-3287.5,1775.0,0,-11540.0,6250.0,2438.4,-7480.0,-23625.0,-149525.0,412.5,-463.0,-8112.5,1911.6,-14000.0,4830.0,
